[1] ['1', '1', '8'] -> (1 / 8) + 1 mod 61
[4817] ['9', '27', '57'] -> (27 + 57) * 9 mod 61
[4818] ['9', '27', '58'] -> (9 / 58) + 27 mod 61
[4819] ['9', '28', '29'] -> 29 / (28 - 9) mod 61
[4820] ['9', '28', '44'] -> (28 - 9) / 44 mod 61
[4821] ['1', '38', '43'] -> (38 / 43) - 1 mod 61
[4822] ['9', '28', '45'] -> (28 * 9) - 45 mod 61
[4823] ['9', '28', '47'] -> (47 * 9) + 28 mod 61
[4824] ['9', '28', '52'] -> (9 / 28) + 52 mod 61
[4825] ['9', '28', '53'] -> (53 + 9) / 28 mod 61
[4826] ['9', '28', '54'] -> (54 / 28) + 9 mod 61
[4827] ['9', '28', '55'] -> (28 * 55) + 9 mod 61
[4828] ['9', '28', '57'] -> 57 - (9 / 28) mod 61
[4829] ['9', '29', '30'] -> (9 / 29) + 30 mod 61
[4830] ['9', '29', '31'] -> (9 / 29) - 31 mod 61
[4831] ['9', '29', '33'] -> (33 * 9) - 29 mod 61
[4832] ['1', '38', '44'] -> (38 * 44) - 1 mod 61
[4833] ['9', '29', '40'] -> 9 / (29 + 40) mod 61
[4834] ['9', '29', '41'] -> 41 - (29 * 9) mod 61
[4835] ['9', '29', '48'] -> 29 - (48 * 9) mod 61
[4836] ['9', '29', '58'] -> 58 / (29 + 9) mod 61
[4837] ['9', '30', '30'] -> 9 - (30 * 30) mod 61
[4838] ['9', '30', '31'] -> (30 * 31) + 9 mod 61
[4839] ['9', '30', '32'] -> 30 - (9 / 32) mod 61
[4840] ['9', '30', '36'] -> (30 - 9) * 36 mod 61
[4841] ['9', '30', '41'] -> (30 / 9) + 41 mod 61
[4842] ['9', '30', '42'] -> (9 / 30) + 42 mod 61
[4843] ['1', '38', '53'] -> (53 - 1) * 38 mod 61
[4844] ['9', '30', '50'] -> 50 - (30 * 9) mod 61
[4845] ['9', '30', '51'] -> (9 / 51) - 30 mod 61
[4846] ['9', '30', '53'] -> (53 - 30) * 9 mod 61
[4847] ['9', '30', '55'] -> (30 + 9) / 55 mod 61
[4848] ['9', '31', '31'] -> 9 - (31 * 31) mod 61
[4849] ['9', '31', '41'] -> 41 - (31 / 9) mod 61
[4850] ['9', '31', '50'] -> (31 * 9) + 50 mod 61
[4851] ['9', '31', '53'] -> (31 + 53) * 9 mod 61
[4852] ['9', '31', '56'] -> 31 / (9 - 56) mod 61
[4853] ['9', '31', '57'] -> (57 - 9) * 31 mod 61
[4854] ['1', '38', '55'] -> (1 + 38) / 55 mod 61
[4855] ['9', '31', '58'] -> (9 - 58) / 31 mod 61
[4856] ['9', '32', '40'] -> 9 / (40 - 32) mod 61
[4857] ['9', '32', '41'] -> (32 * 9) + 41 mod 61
[4858] ['9', '32', '43'] -> (9 / 32) - 43 mod 61
[4859] ['9', '32', '45'] -> (45 - 9) / 32 mod 61
[4860] ['9', '32', '53'] -> (53 / 32) + 9 mod 61
[4861] ['9', '32', '54'] -> (9 - 54) * 32 mod 61
[4862] ['9', '32', '58'] -> 58 / (9 - 32) mod 61
[4863] ['9', '33', '34'] -> 34 / (9 - 33) mod 61
[4864] ['9', '33', '47'] -> (47 * 9) - 33 mod 61
[4865] ['1', '38', '57'] -> (1 + 57) / 38 mod 61
[4866] ['9', '33', '54'] -> 9 - (54 / 33) mod 61
[4867] ['9', '33', '55'] -> 9 - (33 * 55) mod 61
[4868] ['9', '33', '56'] -> (56 - 33) * 9 mod 61
[4869] ['9', '33', '57'] -> (9 / 33) + 57 mod 61
[4870] ['9', '34', '34'] -> (34 / 9) - 34 mod 61
[4871] ['9', '34', '37'] -> (9 - 37) * 34 mod 61
[4872] ['9', '34', '39'] -> 9 - (39 / 34) mod 61
[4873] ['9', '34', '40'] -> (34 - 9) * 40 mod 61
[4874] ['9', '34', '44'] -> 44 - (9 / 34) mod 61
[4875] ['9', '34', '45'] -> (34 + 9) / 45 mod 61
[4876] ['1', '3', '44'] -> (1 / 3) + 44 mod 61
[4877] ['1', '38', '59'] -> (59 - 1) / 38 mod 61
[4878] ['9', '34', '46'] -> 34 / (46 - 9) mod 61
[4879] ['9', '34', '48'] -> 9 - (34 * 48) mod 61
[4880] ['9', '34', '51'] -> 51 / (34 - 9) mod 61
[4881] ['9', '34', '54'] -> (9 / 54) + 34 mod 61
[4882] ['9', '34', '56'] -> 56 / (34 + 9) mod 61
[4883] ['9', '34', '58'] -> (9 / 58) - 34 mod 61
[4884] ['9', '35', '44'] -> (35 * 44) + 9 mod 61
[4885] ['9', '35', '46'] -> (9 - 35) * 46 mod 61
[4886] ['9', '35', '49'] -> (35 + 49) * 9 mod 61
[4887] ['9', '35', '53'] -> (53 * 9) + 35 mod 61
[4888] ['1', '39', '41'] -> (1 - 41) / 39 mod 61
[4889] ['9', '35', '58'] -> (58 - 35) * 9 mod 61
[4890] ['9', '36', '36'] -> (36 * 36) + 9 mod 61
[4891] ['9', '36', '37'] -> (9 - 36) / 37 mod 61
[4892] ['9', '36', '42'] -> 36 - (42 * 9) mod 61
[4893] ['9', '36', '45'] -> (9 / 45) + 36 mod 61
[4894] ['9', '36', '47'] -> 36 - (47 / 9) mod 61
[4895] ['9', '36', '48'] -> (36 + 48) * 9 mod 61
[4896] ['9', '36', '49'] -> (9 - 49) * 36 mod 61
[4897] ['9', '36', '56'] -> (36 * 9) - 56 mod 61
[4898] ['9', '36', '59'] -> (59 - 36) * 9 mod 61
[4899] ['1', '39', '43'] -> (43 / 39) + 1 mod 61
[4900] ['9', '36', '60'] -> (9 - 60) / 36 mod 61
[4901] ['9', '37', '43'] -> (43 - 9) / 37 mod 61
[4902] ['9', '37', '45'] -> 9 / (45 - 37) mod 61
[4903] ['9', '37', '46'] -> (46 * 9) + 37 mod 61
[4904] ['9', '37', '54'] -> 9 - (37 * 54) mod 61
[4905] ['9', '37', '55'] -> 9 - (55 / 37) mod 61
[4906] ['9', '37', '56'] -> 37 - (56 / 9) mod 61
[4907] ['9', '38', '40'] -> 9 - (40 / 38) mod 61
[4908] ['9', '38', '42'] -> (9 - 38) / 42 mod 61
[4909] ['9', '38', '45'] -> (38 - 9) * 45 mod 61
[4910] ['1', '39', '49'] -> (1 / 39) + 49 mod 61
[4911] ['9', '38', '57'] -> (57 / 9) + 38 mod 61
[4912] ['9', '38', '59'] -> 9 - (38 * 59) mod 61
[4913] ['9', '39', '39'] -> (39 * 9) + 39 mod 61
[4914] ['9', '39', '45'] -> (39 + 45) * 9 mod 61
[4915] ['9', '39', '46'] -> 39 / (46 + 9) mod 61
[4916] ['9', '39', '52'] -> (39 * 52) + 9 mod 61
[4917] ['9', '39', '56'] -> (9 / 39) - 56 mod 61
[4918] ['9', '39', '60'] -> (9 - 60) * 39 mod 61
[4919] ['9', '40', '44'] -> (40 + 44) * 9 mod 61
[4920] ['9', '40', '45'] -> (9 - 45) * 40 mod 61
[4921] ['1', '39', '50'] -> 1 / (39 + 50) mod 61
[4922] ['9', '40', '47'] -> (9 - 40) / 47 mod 61
[4923] ['9', '40', '51'] -> (51 / 40) + 9 mod 61
[4924] ['9', '40', '53'] -> 9 - (40 * 53) mod 61
[4925] ['9', '40', '56'] -> 40 - (56 * 9) mod 61
[4926] ['9', '40', '59'] -> (40 + 9) * 59 mod 61
[4927] ['9', '41', '41'] -> 41 / (41 + 9) mod 61
[4928] ['9', '41', '43'] -> (41 + 43) * 9 mod 61
[4929] ['9', '41', '48'] -> (9 / 48) - 41 mod 61
[4930] ['9', '41', '49'] -> 9 / (49 - 41) mod 61
[4931] ['9', '41', '51'] -> 51 - (9 / 41) mod 61
[4932] ['1', '39', '56'] -> 39 / (56 - 1) mod 61
[4933] ['9', '41', '60'] -> (60 + 9) / 41 mod 61
[4934] ['9', '42', '42'] -> (42 + 42) * 9 mod 61
[4935] ['9', '42', '45'] -> (45 / 9) - 42 mod 61
[4936] ['9', '42', '48'] -> (48 * 9) - 42 mod 61
[4937] ['9', '42', '50'] -> 9 / (50 - 42) mod 61
[4938] ['9', '42', '53'] -> 42 / (9 - 53) mod 61
[4939] ['9', '43', '45'] -> 45 - (43 * 9) mod 61
[4940] ['9', '43', '53'] -> (43 + 9) / 53 mod 61
[4941] ['9', '43', '55'] -> (9 / 43) + 55 mod 61
[4942] ['9', '44', '45'] -> 45 - (9 / 44) mod 61
[4943] ['1', '39', '57'] -> 39 - (1 / 57) mod 61
[4944] ['9', '44', '46'] -> (44 - 9) * 46 mod 61
[4945] ['9', '44', '51'] -> (9 - 51) / 44 mod 61
[4946] ['9', '44', '53'] -> (44 / 9) + 53 mod 61
[4947] ['9', '44', '56'] -> 56 - (44 / 9) mod 61
[4948] ['9', '44', '57'] -> (9 - 44) / 57 mod 61
[4949] ['9', '45', '46'] -> (45 * 9) + 46 mod 61
[4950] ['9', '45', '48'] -> (45 + 9) / 48 mod 61
[4951] ['9', '45', '51'] -> 51 / (9 - 45) mod 61
[4952] ['9', '45', '52'] -> (52 - 9) / 45 mod 61
[4953] ['9', '45', '53'] -> 9 / (53 - 45) mod 61
[4954] ['1', '39', '58'] -> 58 / (39 - 1) mod 61
[4955] ['9', '45', '57'] -> 9 - (57 / 45) mod 61
[4956] ['9', '45', '58'] -> 9 - (45 / 58) mod 61
[4957] ['9', '46', '46'] -> (46 / 9) + 46 mod 61
[4958] ['9', '46', '49'] -> (9 / 46) + 49 mod 61
[4959] ['9', '46', '57'] -> (46 + 9) * 57 mod 61
[4960] ['9', '46', '58'] -> (58 + 9) / 46 mod 61
[4961] ['9', '46', '59'] -> 46 / (59 + 9) mod 61
[4962] ['9', '47', '52'] -> (47 - 9) * 52 mod 61
[4963] ['9', '47', '56'] -> (47 / 56) + 9 mod 61
[4964] ['9', '47', '58'] -> 58 / (47 - 9) mod 61
[4965] ['1', '40', '40'] -> 40 / (1 - 40) mod 61
[4966] ['9', '47', '59'] -> (59 + 9) * 47 mod 61
[4967] ['9', '48', '49'] -> (49 / 48) + 9 mod 61
[4968] ['9', '48', '52'] -> (48 / 52) + 9 mod 61
[4969] ['9', '48', '53'] -> (9 / 53) + 48 mod 61
[4970] ['9', '48', '54'] -> 48 / (54 + 9) mod 61
[4971] ['9', '48', '56'] -> 9 / (56 - 48) mod 61
[4972] ['9', '49', '51'] -> (49 * 9) - 51 mod 61
[4973] ['9', '49', '56'] -> (49 / 9) - 56 mod 61
[4974] ['9', '50', '51'] -> 50 - (51 / 9) mod 61
[4975] ['9', '50', '53'] -> 53 / (9 - 50) mod 61
[4976] ['1', '40', '41'] -> (1 / 41) - 40 mod 61
[4977] ['9', '50', '56'] -> (56 / 9) - 50 mod 61
[4978] ['9', '50', '59'] -> 50 - (9 / 59) mod 61
[4979] ['9', '50', '60'] -> (50 * 9) - 60 mod 61
[4980] ['9', '51', '53'] -> (51 * 9) + 53 mod 61
[4981] ['9', '51', '58'] -> (58 * 9) + 51 mod 61
[4982] ['9', '51', '60'] -> 51 - (60 / 9) mod 61
[4983] ['9', '52', '53'] -> (53 / 9) + 52 mod 61
[4984] ['9', '52', '56'] -> 56 / (52 - 9) mod 61
[4985] ['9', '52', '60'] -> 9 / (60 - 52) mod 61
[4986] ['9', '53', '55'] -> 53 - (9 / 55) mod 61
[4987] ['1', '3', '48'] -> 48 / (3 - 1) mod 61
[4988] ['1', '40', '42'] -> 40 - (1 / 42) mod 61
[4989] ['9', '53', '57'] -> 57 - (53 / 9) mod 61
[4990] ['9', '53', '59'] -> 9 - (59 / 53) mod 61
[4991] ['9', '54', '55'] -> (9 - 55) / 54 mod 61
[4992] ['9', '54', '57'] -> 54 / (57 - 9) mod 61
[4993] ['9', '55', '55'] -> 55 / (9 - 55) mod 61
[4994] ['9', '55', '56'] -> (9 / 55) + 56 mod 61
[4995] ['9', '56', '58'] -> (56 * 58) + 9 mod 61
[4996] ['9', '57', '58'] -> (58 / 9) - 57 mod 61
[4997] ['9', '58', '58'] -> 58 - (58 * 9) mod 61
[4998] ['9', '58', '60'] -> (60 / 9) + 58 mod 61
[4999] ['1', '40', '49'] -> 1 / (40 + 49) mod 61
[5000] ['9', '59', '59'] -> (9 / 59) + 59 mod 61
[5001] ['10', '10', '10'] -> 10 * 10 * 10 mod 61
[5002] ['10', '10', '11'] -> (10 + 10) / 11 mod 61
[5003] ['10', '10', '14'] -> (10 - 14) / 10 mod 61
[5004] ['10', '10', '15'] -> (10 * 10) - 15 mod 61
[5005] ['10', '10', '18'] -> (18 / 10) + 10 mod 61
[5006] ['10', '10', '25'] -> 25 - (10 / 10) mod 61
[5007] ['10', '10', '26'] -> 10 / (10 + 26) mod 61
[5008] ['10', '10', '32'] -> (10 - 32) * 10 mod 61
[5009] ['10', '10', '40'] -> (10 * 40) - 10 mod 61
[5010] ['1', '40', '50'] -> (1 + 40) / 50 mod 61
[5011] ['10', '10', '43'] -> 10 - (43 / 10) mod 61
[5012] ['10', '10', '47'] -> (10 + 47) / 10 mod 61
[5013] ['10', '10', '49'] -> (49 - 10) * 10 mod 61
[5014] ['10', '10', '50'] -> (10 + 10) * 50 mod 61
[5015] ['10', '11', '13'] -> 11 / (13 - 10) mod 61
[5016] ['10', '11', '15'] -> (11 - 15) / 10 mod 61
[5017] ['10', '11', '16'] -> 16 / (10 + 11) mod 61
[5018] ['10', '11', '18'] -> 11 - (10 / 18) mod 61
[5019] ['10', '11', '19'] -> 19 - (11 / 10) mod 61
[5020] ['10', '11', '21'] -> 10 - (11 / 21) mod 61
[5021] ['1', '40', '51'] -> (1 - 40) * 51 mod 61
[5022] ['10', '11', '34'] -> (10 * 34) - 11 mod 61
[5023] ['10', '11', '39'] -> (10 + 11) / 39 mod 61
[5024] ['10', '11', '40'] -> (11 / 40) + 10 mod 61
[5025] ['10', '11', '46'] -> (11 + 46) / 10 mod 61
[5026] ['10', '11', '47'] -> 10 / (47 - 11) mod 61
[5027] ['10', '11', '49'] -> (10 / 11) - 49 mod 61
[5028] ['10', '11', '50'] -> (50 - 11) * 10 mod 61
[5029] ['10', '11', '54'] -> 11 / (10 + 54) mod 61
[5030] ['10', '12', '12'] -> (12 - 10) * 12 mod 61
[5031] ['10', '12', '15'] -> 10 - (15 / 12) mod 61
[5032] ['1', '40', '53'] -> 53 - (1 / 40) mod 61
[5033] ['10', '12', '16'] -> (12 - 16) / 10 mod 61
[5034] ['10', '12', '21'] -> 12 / (10 + 21) mod 61
[5035] ['10', '12', '28'] -> (10 * 28) - 12 mod 61
[5036] ['10', '12', '37'] -> 10 / (12 - 37) mod 61
[5037] ['10', '12', '42'] -> (42 / 12) - 10 mod 61
[5038] ['10', '12', '45'] -> (12 + 45) / 10 mod 61
[5039] ['10', '12', '47'] -> (12 / 47) - 10 mod 61
[5040] ['10', '12', '52'] -> (12 * 52) + 10 mod 61
[5041] ['10', '12', '53'] -> (10 + 53) * 12 mod 61
[5042] ['10', '12', '54'] -> (54 - 10) / 12 mod 61
[5043] ['1', '40', '54'] -> (40 * 54) - 1 mod 61
[5044] ['10', '12', '55'] -> (55 / 10) - 12 mod 61
[5045] ['10', '12', '56'] -> (12 - 10) / 56 mod 61
[5046] ['10', '13', '13'] -> 10 - (13 * 13) mod 61
[5047] ['10', '13', '14'] -> (13 / 14) + 10 mod 61
[5048] ['10', '13', '15'] -> (15 / 13) - 10 mod 61
[5049] ['10', '13', '16'] -> (10 * 13) + 16 mod 61
[5050] ['10', '13', '22'] -> (10 * 22) - 13 mod 61
[5051] ['10', '13', '25'] -> (10 / 25) - 13 mod 61
[5052] ['10', '13', '26'] -> (13 + 26) * 10 mod 61
[5053] ['10', '13', '32'] -> 32 - (10 * 13) mod 61
[5054] ['1', '40', '55'] -> (40 - 1) / 55 mod 61
[5055] ['10', '13', '35'] -> (13 - 35) * 10 mod 61
[5056] ['10', '13', '42'] -> (10 / 13) + 42 mod 61
[5057] ['10', '13', '44'] -> (13 + 44) / 10 mod 61
[5058] ['10', '13', '48'] -> (13 * 48) + 10 mod 61
[5059] ['10', '13', '50'] -> 50 / (10 - 13) mod 61
[5060] ['10', '13', '52'] -> (52 - 13) * 10 mod 61
[5061] ['10', '13', '53'] -> (10 - 13) * 53 mod 61
[5062] ['10', '13', '58'] -> (10 + 58) / 13 mod 61
[5063] ['10', '14', '14'] -> (14 / 10) - 14 mod 61
[5064] ['10', '14', '17'] -> (10 - 17) * 14 mod 61
[5065] ['1', '40', '57'] -> (40 * 57) + 1 mod 61
[5066] ['10', '14', '18'] -> (14 - 18) / 10 mod 61
[5067] ['10', '14', '21'] -> (10 + 21) / 14 mod 61
[5068] ['10', '14', '25'] -> (14 + 25) * 10 mod 61
[5069] ['10', '14', '26'] -> 26 / (10 - 14) mod 61
[5070] ['10', '14', '29'] -> (10 / 14) - 29 mod 61
[5071] ['10', '14', '32'] -> (10 / 14) + 32 mod 61
[5072] ['10', '14', '35'] -> 35 / (14 - 10) mod 61
[5073] ['10', '14', '40'] -> (10 - 40) / 14 mod 61
[5074] ['10', '14', '43'] -> (14 + 43) / 10 mod 61
[5075] ['10', '14', '44'] -> (10 + 44) * 14 mod 61
[5076] ['1', '41', '46'] -> (1 / 46) - 41 mod 61
[5077] ['10', '14', '45'] -> 14 / (10 - 45) mod 61
[5078] ['10', '14', '46'] -> (14 * 46) - 10 mod 61
[5079] ['10', '14', '47'] -> (14 / 10) + 47 mod 61
[5080] ['10', '14', '49'] -> (49 / 14) - 10 mod 61
[5081] ['10', '14', '50'] -> 10 / (50 - 14) mod 61
[5082] ['10', '14', '51'] -> (14 - 10) / 51 mod 61
[5083] ['10', '14', '53'] -> (53 - 14) * 10 mod 61
[5084] ['10', '15', '18'] -> (15 - 10) / 18 mod 61
[5085] ['10', '15', '21'] -> 10 / (15 + 21) mod 61
[5086] ['10', '15', '22'] -> (22 / 15) - 10 mod 61
[5087] ['1', '41', '53'] -> 1 - (41 * 53) mod 61
[5088] ['10', '15', '26'] -> 15 - (10 / 26) mod 61
[5089] ['10', '15', '34'] -> 10 - (34 / 15) mod 61
[5090] ['10', '15', '35'] -> (10 / 35) + 15 mod 61
[5091] ['10', '15', '37'] -> (15 - 37) * 10 mod 61
[5092] ['10', '15', '43'] -> (10 - 15) / 43 mod 61
[5093] ['10', '15', '47'] -> (15 * 47) - 10 mod 61
[5094] ['10', '15', '53'] -> (15 / 10) + 53 mod 61
[5095] ['10', '15', '55'] -> (10 / 55) - 15 mod 61
[5096] ['10', '15', '57'] -> (10 * 15) + 57 mod 61
[5097] ['10', '15', '58'] -> (10 / 15) - 58 mod 61
[5098] ['1', '3', '52'] -> (1 / 52) - 3 mod 61
[5099] ['1', '41', '54'] -> (1 - 54) / 41 mod 61
[5100] ['10', '15', '59'] -> 59 / (15 - 10) mod 61
[5101] ['10', '16', '17'] -> 17 - (10 / 16) mod 61
[5102] ['10', '16', '19'] -> (19 / 10) + 16 mod 61
[5103] ['10', '16', '23'] -> (16 + 23) * 10 mod 61
[5104] ['10', '16', '28'] -> (28 - 10) / 16 mod 61
[5105] ['10', '16', '34'] -> (34 / 10) - 16 mod 61
[5106] ['10', '16', '36'] -> (16 / 36) + 10 mod 61
[5107] ['10', '16', '38'] -> (16 - 38) * 10 mod 61
[5108] ['10', '16', '53'] -> (10 - 53) / 16 mod 61
[5109] ['10', '16', '55'] -> (55 - 16) * 10 mod 61
[5110] ['1', '42', '47'] -> 1 / (42 + 47) mod 61
[5111] ['10', '16', '56'] -> (56 / 16) - 10 mod 61
[5112] ['10', '17', '23'] -> (17 / 23) + 10 mod 61
[5113] ['10', '17', '27'] -> (10 / 17) + 27 mod 61
[5114] ['10', '17', '28'] -> (10 + 17) * 28 mod 61
[5115] ['10', '17', '32'] -> (10 + 32) / 17 mod 61
[5116] ['10', '17', '34'] -> (10 / 17) - 34 mod 61
[5117] ['10', '17', '37'] -> (10 * 17) + 37 mod 61
[5118] ['10', '17', '40'] -> (17 + 40) / 10 mod 61
[5119] ['10', '17', '45'] -> (10 / 45) + 17 mod 61
[5120] ['10', '17', '46'] -> 46 / (17 - 10) mod 61
[5121] ['1', '42', '49'] -> (1 / 49) - 42 mod 61
[5122] ['10', '17', '47'] -> (17 - 10) * 47 mod 61
[5123] ['10', '17', '48'] -> (10 - 17) / 48 mod 61
[5124] ['10', '17', '55'] -> (55 / 17) + 10 mod 61
[5125] ['10', '17', '57'] -> (17 / 10) - 57 mod 61
[5126] ['10', '18', '18'] -> 10 / (18 + 18) mod 61
[5127] ['10', '18', '20'] -> (10 - 18) / 20 mod 61
[5128] ['10', '18', '24'] -> (10 / 18) - 24 mod 61
[5129] ['10', '18', '25'] -> (10 * 25) + 18 mod 61
[5130] ['10', '18', '34'] -> (10 * 18) - 34 mod 61
[5131] ['10', '18', '36'] -> 18 - (10 * 36) mod 61
[5132] ['1', '42', '51'] -> (51 / 42) + 1 mod 61
[5133] ['10', '18', '37'] -> (10 / 18) + 37 mod 61
[5134] ['10', '18', '41'] -> (18 - 10) / 41 mod 61
[5135] ['10', '18', '43'] -> 10 / (18 - 43) mod 61
[5136] ['10', '18', '56'] -> (10 + 56) / 18 mod 61
[5137] ['10', '18', '58'] -> (10 - 18) * 58 mod 61
[5138] ['10', '18', '60'] -> (60 / 10) + 18 mod 61
[5139] ['10', '19', '19'] -> (10 + 19) / 19 mod 61
[5140] ['10', '19', '22'] -> (22 / 19) + 10 mod 61
[5141] ['10', '19', '25'] -> 25 / (10 + 19) mod 61
[5142] ['10', '19', '27'] -> 19 / (10 - 27) mod 61
[5143] ['1', '42', '56'] -> 56 / (1 + 42) mod 61
[5144] ['10', '19', '30'] -> 19 - (10 * 30) mod 61
[5145] ['10', '19', '32'] -> 32 - (19 / 10) mod 61
[5146] ['10', '19', '36'] -> (36 / 19) - 10 mod 61
[5147] ['10', '19', '42'] -> (10 - 42) / 19 mod 61
[5148] ['10', '19', '49'] -> (19 / 49) - 10 mod 61
[5149] ['10', '19', '50'] -> (50 / 10) + 19 mod 61
[5150] ['10', '19', '54'] -> 19 / (54 - 10) mod 61
[5151] ['10', '19', '55'] -> 10 / (55 - 19) mod 61
[5152] ['10', '19', '59'] -> 19 - (10 / 59) mod 61
[5153] ['10', '19', '60'] -> (10 / 19) - 60 mod 61
[5154] ['1', '42', '59'] -> 1 - (42 * 59) mod 61
[5155] ['10', '20', '20'] -> (20 * 20) - 10 mod 61
[5156] ['10', '20', '26'] -> 26 - (20 / 10) mod 61
[5157] ['10', '20', '28'] -> 20 - (10 / 28) mod 61
[5158] ['10', '20', '33'] -> (10 / 33) + 20 mod 61
[5159] ['10', '20', '43'] -> (10 + 43) / 20 mod 61
[5160] ['10', '20', '57'] -> 57 / (20 - 10) mod 61
[5161] ['10', '20', '58'] -> (20 / 58) - 10 mod 61
[5162] ['10', '20', '59'] -> (59 - 20) * 10 mod 61
[5163] ['10', '21', '21'] -> (21 * 21) + 10 mod 61
[5164] ['10', '21', '23'] -> (23 / 10) - 21 mod 61
[5165] ['1', '43', '48'] -> 1 - (48 / 43) mod 61
[5166] ['10', '21', '25'] -> (21 - 25) / 10 mod 61
[5167] ['10', '21', '30'] -> (30 / 10) + 21 mod 61
[5168] ['10', '21', '31'] -> 21 - (31 / 10) mod 61
[5169] ['10', '21', '33'] -> (21 / 10) - 33 mod 61
[5170] ['10', '21', '36'] -> (21 + 36) / 10 mod 61
[5171] ['10', '21', '39'] -> 39 - (10 / 21) mod 61
[5172] ['10', '21', '40'] -> 10 - (21 * 40) mod 61
[5173] ['10', '21', '44'] -> (10 / 44) + 21 mod 61
[5174] ['10', '21', '49'] -> 21 / (49 - 10) mod 61
[5175] ['10', '21', '50'] -> (50 / 21) + 10 mod 61
[5176] ['1', '43', '51'] -> (1 / 51) - 43 mod 61
[5177] ['10', '21', '52'] -> (10 / 21) - 52 mod 61
[5178] ['10', '21', '57'] -> 10 / (57 - 21) mod 61
[5179] ['10', '21', '60'] -> (60 - 21) * 10 mod 61
[5180] ['10', '22', '26'] -> (22 - 26) / 10 mod 61
[5181] ['10', '22', '27'] -> (22 / 10) - 27 mod 61
[5182] ['10', '22', '29'] -> (10 * 29) - 22 mod 61
[5183] ['10', '22', '33'] -> (33 / 10) - 22 mod 61
[5184] ['10', '22', '35'] -> (22 + 35) / 10 mod 61
[5185] ['10', '22', '40'] -> (10 / 40) - 22 mod 61
[5186] ['10', '22', '43'] -> (10 / 22) - 43 mod 61
[5187] ['1', '43', '55'] -> (1 + 55) / 43 mod 61
[5188] ['10', '22', '45'] -> (22 * 45) + 10 mod 61
[5189] ['10', '22', '47'] -> 10 / (22 - 47) mod 61
[5190] ['10', '22', '48'] -> (10 * 22) + 48 mod 61
[5191] ['10', '22', '50'] -> (50 - 10) / 22 mod 61
[5192] ['10', '22', '59'] -> (10 - 22) * 59 mod 61
[5193] ['10', '23', '23'] -> (10 * 23) - 23 mod 61
[5194] ['10', '23', '27'] -> (23 - 27) / 10 mod 61
[5195] ['10', '23', '28'] -> (23 * 28) - 10 mod 61
[5196] ['10', '23', '31'] -> (10 - 23) * 31 mod 61
[5197] ['10', '23', '38'] -> (10 * 23) + 38 mod 61
[5198] ['1', '43', '57'] -> (57 - 1) / 43 mod 61
[5199] ['10', '23', '45'] -> (23 - 45) * 10 mod 61
[5200] ['10', '23', '48'] -> 10 / (23 - 48) mod 61
[5201] ['10', '23', '56'] -> (10 / 23) - 56 mod 61
[5202] ['10', '24', '44'] -> (10 - 44) / 24 mod 61
[5203] ['10', '24', '53'] -> (53 / 10) - 24 mod 61
[5204] ['10', '25', '26'] -> (25 - 10) * 26 mod 61
[5205] ['10', '25', '29'] -> (25 - 29) / 10 mod 61
[5206] ['10', '25', '31'] -> (10 - 31) * 25 mod 61
[5207] ['10', '25', '32'] -> (25 + 32) / 10 mod 61
[5208] ['10', '25', '35'] -> (10 - 25) * 35 mod 61
[5209] ['1', '3', '53'] -> 1 - (53 / 3) mod 61
[5210] ['1', '44', '47'] -> (44 / 47) + 1 mod 61
[5211] ['10', '25', '43'] -> (10 * 25) - 43 mod 61
[5212] ['10', '25', '45'] -> (45 / 25) + 10 mod 61
[5213] ['10', '25', '48'] -> (10 / 25) + 48 mod 61
[5214] ['10', '25', '54'] -> (25 - 10) / 54 mod 61
[5215] ['10', '25', '58'] -> 10 - (25 * 58) mod 61
[5216] ['10', '26', '29'] -> (10 - 26) * 29 mod 61
[5217] ['10', '26', '31'] -> (26 + 31) / 10 mod 61
[5218] ['10', '26', '37'] -> 10 - (26 * 37) mod 61
[5219] ['10', '26', '41'] -> (41 / 10) + 26 mod 61
[5220] ['10', '26', '43'] -> 43 / (10 - 26) mod 61
[5221] ['1', '44', '48'] -> 1 - (44 * 48) mod 61
[5222] ['10', '26', '47'] -> 26 / (10 + 47) mod 61
[5223] ['10', '26', '48'] -> (26 - 48) * 10 mod 61
[5224] ['10', '26', '57'] -> (10 - 57) / 26 mod 61
[5225] ['10', '26', '58'] -> (26 / 10) + 58 mod 61
[5226] ['10', '26', '59'] -> (59 / 26) + 10 mod 61
[5227] ['10', '27', '28'] -> (10 + 28) / 27 mod 61
[5228] ['10', '27', '33'] -> (10 - 33) / 27 mod 61
[5229] ['10', '27', '38'] -> (38 - 10) * 27 mod 61
[5230] ['10', '27', '44'] -> 27 - (10 / 44) mod 61
[5231] ['10', '27', '45'] -> 45 - (27 / 10) mod 61
[5232] ['1', '44', '50'] -> 44 / (1 - 50) mod 61
[5233] ['10', '27', '46'] -> 10 - (27 / 46) mod 61
[5234] ['10', '27', '47'] -> 27 / (10 - 47) mod 61
[5235] ['10', '27', '50'] -> 50 - (10 * 27) mod 61
[5236] ['10', '27', '52'] -> 10 / (27 - 52) mod 61
[5237] ['10', '27', '53'] -> (10 / 27) + 53 mod 61
[5238] ['10', '27', '58'] -> (27 / 10) - 58 mod 61
[5239] ['10', '27', '59'] -> (10 * 27) + 59 mod 61
