[1] ['1', '1', '4'] -> 1 / (1 - 4) mod 73
[13621] ['7', '37', '71'] -> 71 - (37 / 7) mod 73
[13622] ['7', '38', '43'] -> (43 - 7) / 38 mod 73
[13623] ['7', '38', '50'] -> (38 * 7) + 50 mod 73
[13624] ['7', '38', '57'] -> (38 + 57) / 7 mod 73
[13625] ['7', '38', '58'] -> 58 / (38 + 7) mod 73
[13626] ['7', '38', '61'] -> (61 * 7) - 38 mod 73
[13627] ['7', '38', '64'] -> (7 - 64) * 38 mod 73
[13628] ['7', '38', '68'] -> (7 / 38) + 68 mod 73
[13629] ['7', '39', '40'] -> 40 - (39 / 7) mod 73
[13630] ['7', '39', '43'] -> (39 * 7) + 43 mod 73
[13631] ['1', '32', '51'] -> 32 / (51 - 1) mod 73
[13632] ['7', '39', '53'] -> (53 + 7) / 39 mod 73
[13633] ['7', '39', '60'] -> 7 / (39 - 60) mod 73
[13634] ['7', '39', '64'] -> (39 + 7) * 64 mod 73
[13635] ['7', '39', '71'] -> (39 / 71) + 7 mod 73
[13636] ['7', '40', '41'] -> (40 / 41) + 7 mod 73
[13637] ['7', '40', '51'] -> (7 / 40) - 51 mod 73
[13638] ['7', '40', '52'] -> (52 + 7) * 40 mod 73
[13639] ['7', '40', '54'] -> 40 / (7 - 54) mod 73
[13640] ['7', '40', '55'] -> (40 + 55) / 7 mod 73
[13641] ['7', '40', '56'] -> (7 / 56) - 40 mod 73
[13642] ['1', '32', '53'] -> (32 - 1) / 53 mod 73
[13643] ['7', '40', '59'] -> (7 - 40) * 59 mod 73
[13644] ['7', '40', '60'] -> (40 / 7) + 60 mod 73
[13645] ['7', '40', '66'] -> (66 - 7) * 40 mod 73
[13646] ['7', '40', '68'] -> (7 / 68) + 40 mod 73
[13647] ['7', '40', '69'] -> (7 - 69) / 40 mod 73
[13648] ['7', '40', '72'] -> (72 / 40) - 7 mod 73
[13649] ['7', '41', '42'] -> (42 - 7) / 41 mod 73
[13650] ['7', '41', '46'] -> 41 - (46 / 7) mod 73
[13651] ['7', '41', '47'] -> (47 + 7) * 41 mod 73
[13652] ['7', '41', '48'] -> (41 - 48) * 7 mod 73
[13653] ['1', '32', '59'] -> 59 / (1 - 32) mod 73
[13654] ['7', '41', '51'] -> (51 * 7) - 41 mod 73
[13655] ['7', '41', '53'] -> 7 - (41 * 53) mod 73
[13656] ['7', '41', '54'] -> (41 + 54) / 7 mod 73
[13657] ['7', '41', '60'] -> 60 / (7 - 41) mod 73
[13658] ['7', '41', '61'] -> (61 - 7) * 41 mod 73
[13659] ['7', '41', '64'] -> (7 / 64) + 41 mod 73
[13660] ['7', '41', '65'] -> 41 - (65 * 7) mod 73
[13661] ['7', '41', '68'] -> (7 - 41) * 68 mod 73
[13662] ['7', '42', '45'] -> 42 - (7 / 45) mod 73
[13663] ['7', '42', '49'] -> (42 - 49) * 7 mod 73
[13664] ['1', '32', '67'] -> 1 - (67 / 32) mod 73
[13665] ['7', '42', '50'] -> 7 - (42 * 50) mod 73
[13666] ['7', '42', '51'] -> (42 * 7) - 51 mod 73
[13667] ['7', '42', '52'] -> (52 + 7) / 42 mod 73
[13668] ['7', '42', '54'] -> (42 / 54) + 7 mod 73
[13669] ['7', '42', '61'] -> (61 / 42) - 7 mod 73
[13670] ['7', '42', '63'] -> 7 / (42 - 63) mod 73
[13671] ['7', '42', '64'] -> (64 - 42) / 7 mod 73
[13672] ['7', '42', '66'] -> (66 - 7) / 42 mod 73
[13673] ['7', '42', '69'] -> (7 - 69) * 42 mod 73
[13674] ['7', '43', '48'] -> (7 - 43) * 48 mod 73
[13675] ['1', '33', '35'] -> 35 / (1 - 33) mod 73
[13676] ['7', '43', '49'] -> 7 - (43 / 49) mod 73
[13677] ['7', '43', '52'] -> (43 + 52) / 7 mod 73
[13678] ['7', '43', '63'] -> 43 / (7 - 63) mod 73
[13679] ['7', '43', '69'] -> (43 + 7) / 69 mod 73
[13680] ['7', '43', '72'] -> 7 - (72 / 43) mod 73
[13681] ['7', '44', '48'] -> (44 - 7) * 48 mod 73
[13682] ['7', '44', '49'] -> (44 / 7) + 49 mod 73
[13683] ['7', '44', '50'] -> (50 / 44) - 7 mod 73
[13684] ['7', '44', '52'] -> (44 + 7) * 52 mod 73
[13685] ['7', '44', '54'] -> (54 - 7) * 44 mod 73
[13686] ['1', '33', '36'] -> 1 / (33 - 36) mod 73
[13687] ['7', '44', '56'] -> 56 / (44 + 7) mod 73
[13688] ['7', '44', '59'] -> 59 - (7 / 44) mod 73
[13689] ['7', '44', '62'] -> (7 / 44) + 62 mod 73
[13690] ['7', '44', '69'] -> (7 / 69) + 44 mod 73
[13691] ['7', '44', '72'] -> 72 - (44 / 7) mod 73
[13692] ['7', '45', '47'] -> 47 - (45 * 7) mod 73
[13693] ['7', '45', '49'] -> 45 - (7 / 49) mod 73
[13694] ['7', '45', '52'] -> (45 - 52) * 7 mod 73
[13695] ['7', '45', '53'] -> (7 / 53) - 45 mod 73
[13696] ['7', '45', '57'] -> (7 - 45) * 57 mod 73
[13697] ['1', '33', '37'] -> 1 / (33 + 37) mod 73
[13698] ['7', '45', '60'] -> (7 - 60) * 45 mod 73
[13699] ['7', '45', '63'] -> (45 + 7) / 63 mod 73
[13700] ['7', '45', '65'] -> (65 - 7) / 45 mod 73
[13701] ['7', '45', '66'] -> 7 / (45 - 66) mod 73
[13702] ['7', '45', '69'] -> 45 / (7 - 69) mod 73
[13703] ['7', '45', '70'] -> (7 * 70) + 45 mod 73
[13704] ['7', '45', '71'] -> 7 - (45 * 71) mod 73
[13705] ['7', '46', '53'] -> (46 - 53) * 7 mod 73
[13706] ['7', '46', '57'] -> (57 + 7) * 46 mod 73
[13707] ['7', '46', '65'] -> (65 / 7) + 46 mod 73
[13708] ['1', '33', '38'] -> 38 / (33 - 1) mod 73
[13709] ['7', '46', '70'] -> 46 - (7 / 70) mod 73
[13710] ['7', '46', '72'] -> 46 / (7 - 72) mod 73
[13711] ['7', '47', '47'] -> (7 - 47) / 47 mod 73
[13712] ['7', '47', '49'] -> 49 - (7 / 47) mod 73
[13713] ['7', '47', '50'] -> (47 / 50) + 7 mod 73
[13714] ['7', '47', '51'] -> (51 - 7) * 47 mod 73
[13715] ['7', '47', '55'] -> 55 / (47 + 7) mod 73
[13716] ['7', '47', '58'] -> (58 / 7) + 47 mod 73
[13717] ['7', '47', '61'] -> 61 - (47 * 7) mod 73
[13718] ['7', '47', '68'] -> 7 / (47 - 68) mod 73
[13719] ['1', '33', '41'] -> (1 / 41) - 33 mod 73
[13720] ['7', '47', '70'] -> (70 / 47) - 7 mod 73
[13721] ['7', '47', '72'] -> (7 / 47) + 72 mod 73
[13722] ['7', '48', '55'] -> (48 - 55) * 7 mod 73
[13723] ['7', '48', '60'] -> 7 - (60 / 48) mod 73
[13724] ['7', '48', '62'] -> 7 - (48 * 62) mod 73
[13725] ['7', '48', '63'] -> (48 * 63) - 7 mod 73
[13726] ['7', '48', '64'] -> (64 - 7) / 48 mod 73
[13727] ['7', '48', '69'] -> 7 / (48 - 69) mod 73
[13728] ['7', '48', '70'] -> (70 - 48) / 7 mod 73
[13729] ['7', '48', '71'] -> (7 / 48) + 71 mod 73
[13730] ['1', '1', '48'] -> 48 / (1 + 1) mod 73
[13731] ['1', '4', '58'] -> (1 + 4) / 58 mod 73
[13732] ['1', '33', '43'] -> 1 - (33 / 43) mod 73
[13733] ['7', '49', '53'] -> (7 - 49) / 53 mod 73
[13734] ['7', '49', '62'] -> (7 - 49) * 62 mod 73
[13735] ['7', '49', '71'] -> (71 - 49) / 7 mod 73
[13736] ['7', '49', '72'] -> (7 - 72) / 49 mod 73
[13737] ['7', '50', '52'] -> 52 - (50 / 7) mod 73
[13738] ['7', '50', '56'] -> (7 - 50) / 56 mod 73
[13739] ['7', '50', '57'] -> (50 - 57) * 7 mod 73
[13740] ['7', '50', '63'] -> 63 / (7 - 50) mod 73
[13741] ['7', '50', '69'] -> (50 / 7) + 69 mod 73
[13742] ['7', '50', '71'] -> 7 / (50 - 71) mod 73
[13743] ['1', '33', '45'] -> (33 * 45) - 1 mod 73
[13744] ['7', '50', '72'] -> (72 - 50) / 7 mod 73
[13745] ['7', '51', '52'] -> (7 / 51) - 52 mod 73
[13746] ['7', '51', '55'] -> (51 * 55) - 7 mod 73
[13747] ['7', '51', '56'] -> 51 - (56 * 7) mod 73
[13748] ['7', '51', '58'] -> (51 - 58) * 7 mod 73
[13749] ['7', '51', '63'] -> (63 - 7) / 51 mod 73
[13750] ['7', '52', '53'] -> (7 - 52) * 53 mod 73
[13751] ['7', '52', '55'] -> 52 - (7 / 55) mod 73
[13752] ['7', '52', '56'] -> 52 / (56 + 7) mod 73
[13753] ['7', '52', '59'] -> (52 - 59) * 7 mod 73
[13754] ['1', '33', '46'] -> 33 / (1 + 46) mod 73
[13755] ['7', '52', '62'] -> (7 - 52) / 62 mod 73
[13756] ['7', '52', '63'] -> (63 * 7) - 52 mod 73
[13757] ['7', '52', '70'] -> 52 / (70 - 7) mod 73
[13758] ['7', '53', '53'] -> 53 / (53 + 7) mod 73
[13759] ['7', '53', '60'] -> (53 - 60) * 7 mod 73
[13760] ['7', '53', '65'] -> (7 - 53) / 65 mod 73
[13761] ['7', '53', '72'] -> 7 / (53 + 72) mod 73
[13762] ['7', '54', '56'] -> (54 * 56) - 7 mod 73
[13763] ['7', '54', '59'] -> (54 / 59) + 7 mod 73
[13764] ['7', '54', '61'] -> (54 - 61) * 7 mod 73
[13765] ['1', '33', '48'] -> 33 / (48 - 1) mod 73
[13766] ['7', '54', '63'] -> 63 - (54 / 7) mod 73
[13767] ['7', '55', '59'] -> (59 / 55) + 7 mod 73
[13768] ['7', '55', '63'] -> (55 / 63) - 7 mod 73
[13769] ['7', '55', '67'] -> 55 - (67 * 7) mod 73
[13770] ['7', '55', '68'] -> (55 * 68) + 7 mod 73
[13771] ['7', '55', '70'] -> 7 / (55 + 70) mod 73
[13772] ['7', '56', '56'] -> (56 + 7) * 56 mod 73
[13773] ['7', '56', '63'] -> (56 - 63) * 7 mod 73
[13774] ['7', '56', '68'] -> (68 / 7) + 56 mod 73
[13775] ['7', '56', '69'] -> 7 / (56 + 69) mod 73
[13776] ['1', '33', '50'] -> (33 - 1) / 50 mod 73
[13777] ['7', '57', '58'] -> 58 - (57 * 7) mod 73
[13778] ['7', '57', '63'] -> (57 * 7) + 63 mod 73
[13779] ['7', '57', '64'] -> (57 - 64) * 7 mod 73
[13780] ['7', '57', '69'] -> (57 - 7) / 69 mod 73
[13781] ['7', '57', '71'] -> 57 - (7 / 71) mod 73
[13782] ['7', '58', '61'] -> 7 - (58 / 61) mod 73
[13783] ['7', '58', '63'] -> (63 / 7) - 58 mod 73
[13784] ['7', '58', '66'] -> (58 - 7) / 66 mod 73
[13785] ['7', '58', '68'] -> (7 / 58) - 68 mod 73
[13786] ['7', '58', '70'] -> (58 + 7) * 70 mod 73
[13787] ['1', '33', '54'] -> (1 - 33) * 54 mod 73
[13788] ['7', '59', '60'] -> 60 - (7 / 59) mod 73
[13789] ['7', '59', '63'] -> (59 - 7) / 63 mod 73
[13790] ['7', '59', '64'] -> (64 * 7) - 59 mod 73
[13791] ['7', '59', '68'] -> (68 * 7) + 59 mod 73
[13792] ['7', '59', '69'] -> 7 - (59 * 69) mod 73
[13793] ['7', '59', '72'] -> 72 - (59 * 7) mod 73
[13794] ['7', '60', '60'] -> (60 - 7) / 60 mod 73
[13795] ['7', '60', '68'] -> (60 / 7) - 68 mod 73
[13796] ['7', '60', '71'] -> (71 / 60) + 7 mod 73
[13797] ['7', '61', '70'] -> (7 + 70) / 61 mod 73
[13798] ['1', '33', '55'] -> 55 - (1 / 33) mod 73
[13799] ['7', '62', '63'] -> 7 / (62 + 63) mod 73
[13800] ['7', '62', '68'] -> 62 - (68 * 7) mod 73
[13801] ['7', '62', '69'] -> (62 - 69) * 7 mod 73
[13802] ['7', '63', '63'] -> (63 - 7) * 63 mod 73
[13803] ['7', '64', '66'] -> (66 / 64) + 7 mod 73
[13804] ['7', '64', '67'] -> (64 / 7) + 67 mod 73
[13805] ['7', '64', '68'] -> (64 / 68) - 7 mod 73
[13806] ['7', '64', '69'] -> (69 + 7) / 64 mod 73
[13807] ['7', '65', '72'] -> (65 - 72) * 7 mod 73
[13808] ['7', '66', '67'] -> (67 * 7) + 66 mod 73
[13809] ['1', '33', '60'] -> (1 - 60) * 33 mod 73
[13810] ['7', '66', '71'] -> (71 / 7) + 66 mod 73
[13811] ['7', '67', '68'] -> (68 + 7) / 67 mod 73
[13812] ['7', '67', '69'] -> (67 / 7) - 69 mod 73
[13813] ['7', '67', '70'] -> (67 + 7) / 70 mod 73
[13814] ['7', '67', '72'] -> (67 + 72) * 7 mod 73
[13815] ['7', '69', '69'] -> 69 - (69 * 7) mod 73
[13816] ['7', '69', '70'] -> (69 + 70) * 7 mod 73
[13817] ['7', '69', '72'] -> 72 / (69 + 7) mod 73
[13818] ['7', '70', '72'] -> (72 - 7) * 70 mod 73
[13819] ['7', '71', '72'] -> 71 / (7 + 72) mod 73
[13820] ['1', '33', '61'] -> (1 + 61) / 33 mod 73
[13821] ['8', '8', '8'] -> 8 + 8 + 8 mod 73
[13822] ['8', '8', '11'] -> (11 - 8) * 8 mod 73
[13823] ['8', '8', '15'] -> 15 - (8 * 8) mod 73
[13824] ['8', '8', '18'] -> 8 - (18 / 8) mod 73
[13825] ['8', '8', '19'] -> 19 / (8 + 8) mod 73
[13826] ['8', '8', '23'] -> (8 / 8) + 23 mod 73
[13827] ['8', '8', '32'] -> 8 / (8 - 32) mod 73
[13828] ['8', '8', '33'] -> (8 * 8) + 33 mod 73
[13829] ['8', '8', '35'] -> (8 - 35) / 8 mod 73
[13830] ['8', '8', '36'] -> 8 - (8 / 36) mod 73
[13831] ['1', '33', '66'] -> (1 / 33) + 66 mod 73
[13832] ['8', '8', '41'] -> 8 / (41 + 8) mod 73
[13833] ['8', '8', '50'] -> (8 / 8) - 50 mod 73
[13834] ['8', '8', '54'] -> (54 - 8) / 8 mod 73
[13835] ['8', '8', '57'] -> 8 / (57 - 8) mod 73
[13836] ['8', '8', '68'] -> (68 + 8) * 8 mod 73
[13837] ['8', '8', '71'] -> 8 - (71 * 8) mod 73
[13838] ['8', '9', '10'] -> (8 + 9) * 10 mod 73
[13839] ['8', '9', '12'] -> (12 - 9) * 8 mod 73
[13840] ['8', '9', '15'] -> (8 / 9) + 15 mod 73
[13841] ['8', '9', '16'] -> 16 - (9 / 8) mod 73
[13842] ['1', '4', '64'] -> (4 - 1) / 64 mod 73
[13843] ['1', '34', '34'] -> (1 / 34) - 34 mod 73
[13844] ['8', '9', '18'] -> (18 * 9) + 8 mod 73
[13845] ['8', '9', '19'] -> (19 + 8) * 9 mod 73
[13846] ['8', '9', '20'] -> (8 / 20) + 9 mod 73
[13847] ['8', '9', '22'] -> (8 + 9) / 22 mod 73
[13848] ['8', '9', '26'] -> 9 - (26 / 8) mod 73
[13849] ['8', '9', '29'] -> (8 / 29) - 9 mod 73
[13850] ['8', '9', '32'] -> (9 / 8) + 32 mod 73
[13851] ['8', '9', '37'] -> (37 + 9) / 8 mod 73
[13852] ['8', '9', '38'] -> 9 / (38 + 8) mod 73
[13853] ['8', '9', '40'] -> 8 / (40 + 9) mod 73
[13854] ['1', '34', '36'] -> 1 / (34 + 36) mod 73
[13855] ['8', '9', '43'] -> 43 / (8 + 9) mod 73
[13856] ['8', '9', '45'] -> (45 / 8) - 9 mod 73
[13857] ['8', '9', '47'] -> (47 / 8) + 9 mod 73
[13858] ['8', '9', '53'] -> 9 - (8 / 53) mod 73
[13859] ['8', '9', '67'] -> (67 + 9) * 8 mod 73
[13860] ['8', '9', '68'] -> (68 * 8) - 9 mod 73
[13861] ['8', '10', '11'] -> (8 / 11) + 10 mod 73
[13862] ['8', '10', '12'] -> (10 - 8) * 12 mod 73
[13863] ['8', '10', '17'] -> (10 * 8) + 17 mod 73
[13864] ['8', '10', '19'] -> (10 + 8) / 19 mod 73
[13865] ['1', '34', '39'] -> (1 / 34) + 39 mod 73
[13866] ['8', '10', '20'] -> (20 * 8) + 10 mod 73
[13867] ['8', '10', '29'] -> (29 - 8) / 10 mod 73
[13868] ['8', '10', '31'] -> 31 - (10 * 8) mod 73
[13869] ['8', '10', '32'] -> (10 / 8) - 32 mod 73
[13870] ['8', '10', '35'] -> 10 / (35 + 8) mod 73
[13871] ['8', '10', '36'] -> (10 + 36) / 8 mod 73
[13872] ['8', '10', '37'] -> (10 - 37) / 8 mod 73
[13873] ['8', '10', '38'] -> 10 / (8 - 38) mod 73
[13874] ['8', '10', '41'] -> (10 / 8) + 41 mod 73
[13875] ['8', '10', '45'] -> 8 - (10 / 45) mod 73
[13876] ['1', '34', '41'] -> (1 + 34) / 41 mod 73
[13877] ['8', '10', '48'] -> 48 / (10 - 8) mod 73
[13878] ['8', '10', '50'] -> (10 + 8) * 50 mod 73
[13879] ['8', '10', '54'] -> 54 - (8 / 10) mod 73
[13880] ['8', '10', '61'] -> (8 - 10) * 61 mod 73
[13881] ['8', '10', '62'] -> 10 - (8 / 62) mod 73
[13882] ['8', '10', '64'] -> (8 - 64) * 10 mod 73
[13883] ['8', '11', '13'] -> 8 - (11 / 13) mod 73
[13884] ['8', '11', '14'] -> (14 - 11) * 8 mod 73
[13885] ['8', '11', '16'] -> (11 + 8) / 16 mod 73
[13886] ['8', '11', '18'] -> 18 / (11 + 8) mod 73
[13887] ['1', '34', '43'] -> 34 / (1 + 43) mod 73
[13888] ['8', '11', '19'] -> (8 / 19) - 11 mod 73
[13889] ['8', '11', '23'] -> (11 / 8) - 23 mod 73
[13890] ['8', '11', '29'] -> (29 * 8) + 11 mod 73
[13891] ['8', '11', '34'] -> (34 + 8) * 11 mod 73
[13892] ['8', '11', '36'] -> (8 - 36) / 11 mod 73
[13893] ['8', '11', '37'] -> (37 + 8) / 11 mod 73
[13894] ['8', '11', '41'] -> 11 / (8 - 41) mod 73
[13895] ['8', '11', '42'] -> 11 - (42 / 8) mod 73
[13896] ['8', '11', '45'] -> 8 - (11 * 45) mod 73
[13897] ['8', '11', '48'] -> 11 / (48 - 8) mod 73
[13898] ['1', '34', '52'] -> (52 / 34) + 1 mod 73
[13899] ['8', '11', '53'] -> (53 - 8) / 11 mod 73
[13900] ['8', '11', '56'] -> (11 * 56) - 8 mod 73
[13901] ['8', '11', '57'] -> (57 - 11) / 8 mod 73
[13902] ['8', '11', '61'] -> (61 / 8) - 11 mod 73
[13903] ['8', '11', '63'] -> (8 / 11) - 63 mod 73
[13904] ['8', '11', '71'] -> 71 - (11 / 8) mod 73
[13905] ['8', '11', '72'] -> 72 / (11 - 8) mod 73
[13906] ['8', '12', '12'] -> (8 - 12) / 12 mod 73
[13907] ['8', '12', '13'] -> (12 + 8) / 13 mod 73
[13908] ['8', '12', '14'] -> (12 / 8) - 14 mod 73
[13909] ['1', '34', '53'] -> 1 - (34 * 53) mod 73
[13910] ['8', '12', '15'] -> (15 - 12) * 8 mod 73
[13911] ['8', '12', '25'] -> (8 / 25) + 12 mod 73
[13912] ['8', '12', '29'] -> 12 / (29 + 8) mod 73
[13913] ['8', '12', '34'] -> (12 + 34) / 8 mod 73
[13914] ['8', '12', '35'] -> 12 - (35 * 8) mod 73
[13915] ['8', '12', '37'] -> 8 / (12 + 37) mod 73
[13916] ['8', '12', '38'] -> (38 * 8) + 12 mod 73
[13917] ['8', '12', '39'] -> (12 - 39) / 8 mod 73
[13918] ['8', '12', '42'] -> 42 / (12 + 8) mod 73
[13919] ['8', '12', '47'] -> 47 - (12 * 8) mod 73
[13920] ['1', '34', '61'] -> (1 - 61) / 34 mod 73
[13921] ['8', '12', '48'] -> 12 - (8 / 48) mod 73
[13922] ['8', '12', '49'] -> 49 - (8 / 12) mod 73
[13923] ['8', '12', '54'] -> 8 - (12 / 54) mod 73
[13924] ['8', '12', '57'] -> (8 / 57) - 12 mod 73
[13925] ['8', '12', '58'] -> (58 - 12) / 8 mod 73
[13926] ['8', '12', '59'] -> (12 / 8) + 59 mod 73
[13927] ['8', '12', '62'] -> 62 - (12 / 8) mod 73
[13928] ['8', '12', '64'] -> (12 + 64) * 8 mod 73
[13929] ['8', '13', '23'] -> (8 - 23) * 13 mod 73
[13930] ['8', '13', '28'] -> (28 - 8) / 13 mod 73
[13931] ['1', '34', '69'] -> (1 - 69) * 34 mod 73
[13932] ['8', '13', '32'] -> (32 * 8) - 13 mod 73
[13933] ['8', '13', '33'] -> (13 + 33) / 8 mod 73
[13934] ['8', '13', '34'] -> (13 - 8) * 34 mod 73
[13935] ['8', '13', '36'] -> 8 / (13 + 36) mod 73
[13936] ['8', '13', '37'] -> 8 / (13 - 37) mod 73
[13937] ['8', '13', '40'] -> (13 - 40) / 8 mod 73
[13938] ['8', '13', '42'] -> 13 / (42 - 8) mod 73
[13939] ['8', '13', '50'] -> (50 + 8) * 13 mod 73
[13940] ['8', '13', '55'] -> 55 - (13 * 8) mod 73
[13941] ['8', '13', '61'] -> (8 - 61) / 13 mod 73
[13942] ['1', '35', '35'] -> 1 / (35 + 35) mod 73
[13943] ['8', '13', '68'] -> (13 / 8) + 68 mod 73
[13944] ['8', '14', '15'] -> (14 * 8) - 15 mod 73
[13945] ['8', '14', '21'] -> (14 + 8) * 21 mod 73
[13946] ['8', '14', '22'] -> (14 * 22) + 8 mod 73
[13947] ['8', '14', '25'] -> (25 + 8) * 14 mod 73
[13948] ['8', '14', '32'] -> (14 + 32) / 8 mod 73
[13949] ['8', '14', '36'] -> (36 + 8) / 14 mod 73
[13950] ['8', '14', '37'] -> (8 - 37) / 14 mod 73
[13951] ['8', '14', '38'] -> 8 / (14 - 38) mod 73
[13952] ['8', '14', '39'] -> 14 / (39 - 8) mod 73
[13953] ['1', '4', '65'] -> (1 - 4) * 65 mod 73
[13954] ['1', '35', '36'] -> (1 + 36) / 35 mod 73
[13955] ['8', '14', '48'] -> (8 - 48) * 14 mod 73
[13956] ['8', '14', '50'] -> 14 / (8 - 50) mod 73
[13957] ['8', '14', '51'] -> 8 - (14 * 51) mod 73
[13958] ['8', '14', '52'] -> (52 - 8) / 14 mod 73
[13959] ['8', '14', '54'] -> (8 / 54) - 14 mod 73
[13960] ['8', '14', '56'] -> (56 * 8) + 14 mod 73
[13961] ['8', '14', '58'] -> (14 * 8) + 58 mod 73
[13962] ['8', '14', '62'] -> (14 + 62) * 8 mod 73
[13963] ['8', '14', '66'] -> 14 - (66 / 8) mod 73
[13964] ['8', '15', '18'] -> (18 - 15) * 8 mod 73
[13965] ['1', '35', '40'] -> 35 / (1 + 40) mod 73
[13966] ['8', '15', '22'] -> 22 / (15 - 8) mod 73
[13967] ['8', '15', '23'] -> (15 * 8) - 23 mod 73
[13968] ['8', '15', '34'] -> 8 / (15 + 34) mod 73
[13969] ['8', '15', '35'] -> 35 - (15 / 8) mod 73
[13970] ['8', '15', '36'] -> 15 / (36 - 8) mod 73
[13971] ['8', '15', '39'] -> 8 / (15 - 39) mod 73
[13972] ['8', '15', '41'] -> 41 / (15 + 8) mod 73
[13973] ['8', '15', '50'] -> (15 * 8) + 50 mod 73
[13974] ['8', '15', '51'] -> 51 / (8 - 15) mod 73
[13975] ['8', '15', '53'] -> 15 / (8 - 53) mod 73
[13976] ['1', '35', '42'] -> 35 / (42 - 1) mod 73
[13977] ['8', '15', '55'] -> (15 + 8) * 55 mod 73
[13978] ['8', '15', '65'] -> (65 * 8) + 15 mod 73
[13979] ['8', '15', '66'] -> (15 - 8) * 66 mod 73
[13980] ['8', '15', '68'] -> (68 - 8) * 15 mod 73
[13981] ['8', '15', '69'] -> (8 / 15) - 69 mod 73
[13982] ['8', '15', '71'] -> 71 - (15 * 8) mod 73
[13983] ['8', '16', '17'] -> 16 / (17 + 8) mod 73
[13984] ['8', '16', '19'] -> (19 - 16) * 8 mod 73
[13985] ['8', '16', '22'] -> (16 / 8) + 22 mod 73
[13986] ['8', '16', '24'] -> (8 - 16) / 24 mod 73
[13987] ['1', '35', '44'] -> (35 - 1) / 44 mod 73
[13988] ['8', '16', '26'] -> 26 - (16 / 8) mod 73
[13989] ['8', '16', '28'] -> (28 / 8) - 16 mod 73
[13990] ['8', '16', '31'] -> (16 * 8) - 31 mod 73
[13991] ['8', '16', '36'] -> 8 - (36 / 16) mod 73
[13992] ['8', '16', '40'] -> 8 / (16 - 40) mod 73
[13993] ['8', '16', '42'] -> (16 * 8) + 42 mod 73
[13994] ['8', '16', '44'] -> (8 / 44) - 16 mod 73
[13995] ['8', '16', '49'] -> (16 - 8) / 49 mod 73
[13996] ['8', '16', '51'] -> (16 / 8) - 51 mod 73
[13997] ['8', '16', '56'] -> 16 / (8 - 56) mod 73
[13998] ['1', '35', '49'] -> (1 / 35) + 49 mod 73
[13999] ['8', '16', '61'] -> 61 - (8 / 16) mod 73
[14000] ['8', '16', '64'] -> (64 / 8) + 16 mod 73
[14001] ['8', '16', '70'] -> (8 - 16) * 70 mod 73
[14002] ['8', '17', '17'] -> 17 - (17 / 8) mod 73
[14003] ['8', '17', '22'] -> (8 / 22) + 17 mod 73
[14004] ['8', '17', '28'] -> (8 / 17) - 28 mod 73
[14005] ['8', '17', '29'] -> (17 + 29) / 8 mod 73
[14006] ['8', '17', '32'] -> 8 / (17 + 32) mod 73
[14007] ['8', '17', '34'] -> (17 * 8) + 34 mod 73
[14008] ['8', '17', '35'] -> (35 + 8) / 17 mod 73
[14009] ['1', '35', '53'] -> (1 / 53) + 35 mod 73
[14010] ['8', '17', '38'] -> (8 - 38) / 17 mod 73
[14011] ['8', '17', '39'] -> (17 * 8) - 39 mod 73
[14012] ['8', '17', '41'] -> 8 / (17 - 41) mod 73
[14013] ['8', '17', '44'] -> (17 - 44) / 8 mod 73
[14014] ['8', '17', '45'] -> (8 / 17) + 45 mod 73
[14015] ['8', '17', '62'] -> (17 * 62) - 8 mod 73
[14016] ['8', '17', '66'] -> 8 / (66 - 17) mod 73
[14017] ['8', '17', '69'] -> (69 * 8) - 17 mod 73
[14018] ['8', '17', '70'] -> 70 / (17 - 8) mod 73
[14019] ['8', '18', '18'] -> (18 * 18) - 8 mod 73
[14020] ['1', '35', '56'] -> (1 + 56) * 35 mod 73
[14021] ['8', '18', '19'] -> (19 * 8) + 18 mod 73
[14022] ['8', '18', '22'] -> 22 - (18 * 8) mod 73
[14023] ['8', '18', '26'] -> (18 * 8) + 26 mod 73
[14024] ['8', '18', '27'] -> 18 / (27 - 8) mod 73
[14025] ['8', '18', '29'] -> (18 + 8) * 29 mod 73
[14026] ['8', '18', '30'] -> (8 - 18) / 30 mod 73
[14027] ['8', '18', '33'] -> (18 / 8) - 33 mod 73
[14028] ['8', '18', '43'] -> (18 - 8) / 43 mod 73
[14029] ['8', '18', '44'] -> (44 / 8) - 18 mod 73
[14030] ['8', '18', '45'] -> (18 - 45) / 8 mod 73
[14031] ['1', '35', '64'] -> 1 - (35 * 64) mod 73
[14032] ['8', '18', '47'] -> (18 * 8) - 47 mod 73
[14033] ['8', '18', '52'] -> 52 / (8 - 18) mod 73
[14034] ['8', '18', '60'] -> (60 * 8) - 18 mod 73
[14035] ['8', '18', '62'] -> 18 / (8 - 62) mod 73
[14036] ['8', '18', '67'] -> 8 / (67 - 18) mod 73
[14037] ['8', '18', '68'] -> (18 + 8) / 68 mod 73
[14038] ['8', '19', '22'] -> (22 - 19) * 8 mod 73
[14039] ['8', '19', '26'] -> (26 - 8) / 19 mod 73
[14040] ['8', '19', '27'] -> (19 + 27) / 8 mod 73
[14041] ['8', '19', '31'] -> (8 - 19) * 31 mod 73
[14042] ['1', '35', '65'] -> (35 / 65) + 1 mod 73
[14043] ['8', '19', '42'] -> (19 - 8) * 42 mod 73
