[1] ['1', '1', '12'] -> (1 + 1) * 12 mod 79
[18728] ['6', '24', '62'] -> (6 - 62) / 24 mod 79
[18729] ['6', '25', '28'] -> 25 / (6 - 28) mod 79
[18730] ['6', '25', '29'] -> (29 - 25) * 6 mod 79
[18731] ['6', '25', '37'] -> (25 - 6) / 37 mod 79
[18732] ['1', '31', '58'] -> (1 - 31) / 58 mod 79
[18733] ['6', '25', '38'] -> (6 - 38) / 25 mod 79
[18734] ['6', '25', '40'] -> (25 + 40) / 6 mod 79
[18735] ['6', '25', '41'] -> (41 + 6) / 25 mod 79
[18736] ['6', '25', '42'] -> (6 - 25) / 42 mod 79
[18737] ['6', '25', '46'] -> (25 / 6) - 46 mod 79
[18738] ['6', '25', '51'] -> 25 / (51 + 6) mod 79
[18739] ['6', '25', '57'] -> (57 / 6) - 25 mod 79
[18740] ['6', '25', '58'] -> (25 + 58) * 6 mod 79
[18741] ['6', '25', '59'] -> 59 - (6 / 25) mod 79
[18742] ['6', '25', '61'] -> 61 / (25 - 6) mod 79
[18743] ['1', '31', '60'] -> (1 + 31) * 60 mod 79
[18744] ['6', '25', '66'] -> 25 - (6 * 66) mod 79
[18745] ['6', '25', '67'] -> (67 - 6) * 25 mod 79
[18746] ['6', '25', '68'] -> (6 / 25) + 68 mod 79
[18747] ['6', '25', '77'] -> (25 + 6) / 77 mod 79
[18748] ['6', '26', '26'] -> (26 * 6) + 26 mod 79
[18749] ['6', '26', '28'] -> 26 / (28 + 6) mod 79
[18750] ['6', '26', '30'] -> (30 - 26) * 6 mod 79
[18751] ['6', '26', '33'] -> (26 / 6) - 33 mod 79
[18752] ['6', '26', '37'] -> (6 / 26) - 37 mod 79
[18753] ['6', '26', '39'] -> (26 + 39) / 6 mod 79
[18754] ['1', '31', '67'] -> (31 * 67) + 1 mod 79
[18755] ['6', '26', '43'] -> (26 / 43) - 6 mod 79
[18756] ['6', '26', '51'] -> 26 / (6 - 51) mod 79
[18757] ['6', '26', '61'] -> (6 * 61) - 26 mod 79
[18758] ['6', '26', '62'] -> (6 - 26) * 62 mod 79
[18759] ['6', '26', '63'] -> (63 / 6) - 26 mod 79
[18760] ['6', '26', '68'] -> (26 * 68) - 6 mod 79
[18761] ['6', '26', '69'] -> (69 / 26) - 6 mod 79
[18762] ['6', '26', '76'] -> (6 / 76) + 26 mod 79
[18763] ['6', '26', '77'] -> (77 - 6) / 26 mod 79
[18764] ['6', '26', '78'] -> (6 - 78) * 26 mod 79
[18765] ['1', '3', '77'] -> 77 - (1 / 3) mod 79
[18766] ['1', '31', '70'] -> 70 / (1 - 31) mod 79
[18767] ['6', '27', '27'] -> (27 * 27) + 6 mod 79
[18768] ['6', '27', '33'] -> 33 - (6 / 27) mod 79
[18769] ['6', '27', '35'] -> (27 - 6) * 35 mod 79
[18770] ['6', '27', '39'] -> (39 * 6) + 27 mod 79
[18771] ['6', '27', '40'] -> 27 - (40 * 6) mod 79
[18772] ['6', '27', '42'] -> (42 - 6) * 27 mod 79
[18773] ['6', '27', '44'] -> (6 - 27) * 44 mod 79
[18774] ['6', '27', '47'] -> 6 / (47 - 27) mod 79
[18775] ['6', '27', '48'] -> (48 * 6) - 27 mod 79
[18776] ['6', '27', '51'] -> (27 + 6) * 51 mod 79
[18777] ['1', '31', '75'] -> 75 - (1 / 31) mod 79
[18778] ['6', '27', '52'] -> 6 - (27 * 52) mod 79
[18779] ['6', '27', '56'] -> (27 + 56) * 6 mod 79
[18780] ['6', '27', '61'] -> (61 / 6) + 27 mod 79
[18781] ['6', '27', '64'] -> (6 / 27) - 64 mod 79
[18782] ['6', '27', '67'] -> 6 - (67 / 27) mod 79
[18783] ['6', '27', '68'] -> 68 - (27 / 6) mod 79
[18784] ['6', '27', '74'] -> 27 / (6 - 74) mod 79
[18785] ['6', '27', '77'] -> (6 / 77) + 27 mod 79
[18786] ['6', '28', '30'] -> (30 / 28) + 6 mod 79
[18787] ['6', '28', '35'] -> (35 * 6) - 28 mod 79
[18788] ['1', '31', '76'] -> 31 / (1 + 76) mod 79
[18789] ['6', '28', '38'] -> (6 / 38) + 28 mod 79
[18790] ['6', '28', '40'] -> (40 + 6) * 28 mod 79
[18791] ['6', '28', '41'] -> 28 - (6 / 41) mod 79
[18792] ['6', '28', '45'] -> (6 - 45) / 28 mod 79
[18793] ['6', '28', '47'] -> (28 - 6) / 47 mod 79
[18794] ['6', '28', '48'] -> 6 / (48 - 28) mod 79
[18795] ['6', '28', '49'] -> 6 - (49 / 28) mod 79
[18796] ['6', '28', '50'] -> (50 / 28) - 6 mod 79
[18797] ['6', '28', '54'] -> 54 / (28 - 6) mod 79
[18798] ['6', '28', '61'] -> 28 / (6 + 61) mod 79
[18799] ['1', '31', '78'] -> 31 / (78 - 1) mod 79
[18800] ['6', '28', '63'] -> (28 / 63) + 6 mod 79
[18801] ['6', '28', '65'] -> (28 * 6) - 65 mod 79
[18802] ['6', '28', '70'] -> (6 / 70) - 28 mod 79
[18803] ['6', '28', '71'] -> 6 / (28 + 71) mod 79
[18804] ['6', '28', '72'] -> (28 / 6) + 72 mod 79
[18805] ['6', '28', '73'] -> 28 / (73 - 6) mod 79
[18806] ['6', '28', '74'] -> (28 * 74) + 6 mod 79
[18807] ['6', '29', '30'] -> 29 - (30 / 6) mod 79
[18808] ['6', '29', '33'] -> (33 - 29) * 6 mod 79
[18809] ['6', '29', '36'] -> (29 + 36) / 6 mod 79
[18810] ['1', '32', '33'] -> 33 / (32 - 1) mod 79
[18811] ['6', '29', '38'] -> 29 / (38 + 6) mod 79
[18812] ['6', '29', '40'] -> 40 - (29 * 6) mod 79
[18813] ['6', '29', '42'] -> 42 - (29 / 6) mod 79
[18814] ['6', '29', '43'] -> (29 - 43) / 6 mod 79
[18815] ['6', '29', '46'] -> 46 - (6 / 29) mod 79
[18816] ['6', '29', '48'] -> (48 / 29) + 6 mod 79
[18817] ['6', '29', '51'] -> (29 / 51) - 6 mod 79
[18818] ['6', '29', '55'] -> (6 - 29) / 55 mod 79
[18819] ['6', '29', '56'] -> (29 - 6) * 56 mod 79
[18820] ['6', '29', '58'] -> (58 + 6) / 29 mod 79
[18821] ['1', '32', '39'] -> (32 - 1) * 39 mod 79
[18822] ['6', '29', '62'] -> (6 / 62) + 29 mod 79
[18823] ['6', '29', '64'] -> (29 + 6) / 64 mod 79
[18824] ['6', '29', '65'] -> (6 * 65) + 29 mod 79
[18825] ['6', '29', '66'] -> (29 * 66) + 6 mod 79
[18826] ['6', '29', '71'] -> (29 * 6) - 71 mod 79
[18827] ['6', '29', '76'] -> (6 - 76) * 29 mod 79
[18828] ['6', '29', '77'] -> (6 / 29) - 77 mod 79
[18829] ['6', '30', '34'] -> (34 - 30) * 6 mod 79
[18830] ['6', '30', '35'] -> (30 + 35) / 6 mod 79
[18831] ['6', '30', '36'] -> 30 - (36 / 6) mod 79
[18832] ['1', '32', '40'] -> (1 - 32) * 40 mod 79
[18833] ['6', '30', '40'] -> 40 - (6 / 30) mod 79
[18834] ['6', '30', '46'] -> 46 - (30 * 6) mod 79
[18835] ['6', '30', '50'] -> 6 / (50 - 30) mod 79
[18836] ['6', '30', '51'] -> 6 - (30 / 51) mod 79
[18837] ['6', '30', '53'] -> (30 + 53) * 6 mod 79
[18838] ['6', '30', '56'] -> 56 / (6 - 30) mod 79
[18839] ['6', '30', '58'] -> (58 + 6) * 30 mod 79
[18840] ['6', '30', '64'] -> 30 / (6 - 64) mod 79
[18841] ['6', '30', '66'] -> (66 / 30) + 6 mod 79
[18842] ['6', '30', '69'] -> 6 / (30 + 69) mod 79
[18843] ['1', '32', '46'] -> 46 / (1 - 32) mod 79
[18844] ['6', '30', '70'] -> (70 - 6) * 30 mod 79
[18845] ['6', '30', '71'] -> (6 / 30) - 71 mod 79
[18846] ['6', '30', '74'] -> 74 / (30 + 6) mod 79
[18847] ['6', '30', '76'] -> (6 - 76) / 30 mod 79
[18848] ['6', '30', '77'] -> (30 * 6) - 77 mod 79
[18849] ['6', '31', '35'] -> (35 - 31) * 6 mod 79
[18850] ['6', '31', '37'] -> (37 / 6) + 31 mod 79
[18851] ['6', '31', '39'] -> (39 - 6) / 31 mod 79
[18852] ['6', '31', '42'] -> 31 - (42 / 6) mod 79
[18853] ['6', '31', '50'] -> (31 / 50) + 6 mod 79
[18854] ['1', '32', '51'] -> (1 + 32) * 51 mod 79
[18855] ['6', '31', '51'] -> 6 / (51 - 31) mod 79
[18856] ['6', '31', '57'] -> (31 - 6) / 57 mod 79
[18857] ['6', '31', '59'] -> (6 / 59) - 31 mod 79
[18858] ['6', '31', '68'] -> 6 / (31 + 68) mod 79
[18859] ['6', '31', '71'] -> 31 / (6 + 71) mod 79
[18860] ['6', '31', '74'] -> 6 - (74 / 31) mod 79
[18861] ['6', '32', '33'] -> (32 + 33) / 6 mod 79
[18862] ['6', '32', '36'] -> (36 - 32) * 6 mod 79
[18863] ['6', '32', '39'] -> 39 - (6 / 32) mod 79
[18864] ['6', '32', '43'] -> 43 / (32 + 6) mod 79
[18865] ['1', '32', '53'] -> 32 / (1 + 53) mod 79
[18866] ['6', '32', '46'] -> (32 - 46) / 6 mod 79
[18867] ['6', '32', '52'] -> 6 / (52 - 32) mod 79
[18868] ['6', '32', '56'] -> 6 - (56 / 32) mod 79
[18869] ['6', '32', '58'] -> 58 - (32 * 6) mod 79
[18870] ['6', '32', '59'] -> (32 / 59) - 6 mod 79
[18871] ['6', '32', '66'] -> (66 - 6) * 32 mod 79
[18872] ['6', '32', '67'] -> 6 / (32 + 67) mod 79
[18873] ['6', '32', '69'] -> (32 * 6) + 69 mod 79
[18874] ['6', '32', '70'] -> (6 / 32) - 70 mod 79
[18875] ['6', '32', '71'] -> 71 / (32 - 6) mod 79
[18876] ['1', '4', '4'] -> (1 / 4) + 4 mod 79
[18877] ['1', '32', '58'] -> (58 - 1) / 32 mod 79
[18878] ['6', '32', '74'] -> (32 + 6) / 74 mod 79
[18879] ['6', '32', '75'] -> (32 * 75) - 6 mod 79
[18880] ['6', '33', '34'] -> (6 - 34) * 33 mod 79
[18881] ['6', '33', '36'] -> (33 - 6) * 36 mod 79
[18882] ['6', '33', '42'] -> (42 / 33) - 6 mod 79
[18883] ['6', '33', '43'] -> (6 - 33) * 43 mod 79
[18884] ['6', '33', '44'] -> (33 * 44) - 6 mod 79
[18885] ['6', '33', '45'] -> (45 + 6) * 33 mod 79
[18886] ['6', '33', '47'] -> (33 - 47) / 6 mod 79
[18887] ['6', '33', '49'] -> (49 * 6) - 33 mod 79
[18888] ['1', '32', '59'] -> (1 + 59) * 32 mod 79
[18889] ['6', '33', '52'] -> (6 / 52) + 33 mod 79
[18890] ['6', '33', '57'] -> (57 - 6) * 33 mod 79
[18891] ['6', '33', '66'] -> 6 / (33 + 66) mod 79
[18892] ['6', '33', '67'] -> 67 / (33 + 6) mod 79
[18893] ['6', '33', '68'] -> (6 - 33) / 68 mod 79
[18894] ['6', '33', '75'] -> (6 + 75) / 33 mod 79
[18895] ['6', '34', '36'] -> (36 * 6) - 34 mod 79
[18896] ['6', '34', '37'] -> (34 / 37) + 6 mod 79
[18897] ['6', '34', '39'] -> 39 / (6 - 34) mod 79
[18898] ['6', '34', '40'] -> 40 / (34 - 6) mod 79
[18899] ['1', '32', '66'] -> 66 - (1 / 32) mod 79
[18900] ['6', '34', '42'] -> 6 - (34 / 42) mod 79
[18901] ['6', '34', '46'] -> (34 - 6) * 46 mod 79
[18902] ['6', '34', '47'] -> (34 * 47) + 6 mod 79
[18903] ['6', '34', '49'] -> (34 + 49) * 6 mod 79
[18904] ['6', '34', '51'] -> (51 * 6) + 34 mod 79
[18905] ['6', '34', '56'] -> 56 - (34 / 6) mod 79
[18906] ['6', '34', '65'] -> 6 / (34 + 65) mod 79
[18907] ['6', '34', '66'] -> 66 - (6 / 34) mod 79
[18908] ['6', '34', '67'] -> (34 - 6) / 67 mod 79
[18909] ['6', '34', '70'] -> 70 - (34 * 6) mod 79
[18910] ['1', '32', '69'] -> (1 / 69) + 32 mod 79
[18911] ['6', '34', '71'] -> (34 / 6) + 71 mod 79
[18912] ['6', '34', '72'] -> (72 / 34) - 6 mod 79
[18913] ['6', '35', '35'] -> (6 - 35) / 35 mod 79
[18914] ['6', '35', '36'] -> 36 / (35 + 6) mod 79
[18915] ['6', '35', '38'] -> (38 / 6) - 35 mod 79
[18916] ['6', '35', '39'] -> (39 - 35) * 6 mod 79
[18917] ['6', '35', '46'] -> (35 * 46) - 6 mod 79
[18918] ['6', '35', '48'] -> (35 + 48) * 6 mod 79
[18919] ['6', '35', '51'] -> (35 * 6) + 51 mod 79
[18920] ['6', '35', '56'] -> (56 - 6) / 35 mod 79
[18921] ['1', '32', '77'] -> (32 - 1) / 77 mod 79
[18922] ['6', '35', '59'] -> (35 / 59) + 6 mod 79
[18923] ['6', '35', '66'] -> 35 - (66 / 6) mod 79
[18924] ['6', '35', '67'] -> (35 / 67) - 6 mod 79
[18925] ['6', '35', '75'] -> (35 * 75) + 6 mod 79
[18926] ['6', '35', '76'] -> 76 - (35 * 6) mod 79
[18927] ['6', '35', '77'] -> (77 / 35) + 6 mod 79
[18928] ['6', '35', '78'] -> (6 / 35) + 78 mod 79
[18929] ['6', '36', '37'] -> (6 / 36) + 37 mod 79
[18930] ['6', '36', '42'] -> (6 / 36) - 42 mod 79
[18931] ['6', '36', '45'] -> (36 * 6) + 45 mod 79
[18932] ['1', '33', '36'] -> 36 - (1 / 33) mod 79
[18933] ['6', '36', '50'] -> (36 - 50) / 6 mod 79
[18934] ['6', '36', '53'] -> (53 / 36) - 6 mod 79
[18935] ['6', '36', '56'] -> 6 / (56 - 36) mod 79
[18936] ['6', '36', '57'] -> (36 + 6) * 57 mod 79
[18937] ['6', '36', '60'] -> 60 / (36 + 6) mod 79
[18938] ['6', '36', '64'] -> (36 - 6) * 64 mod 79
[18939] ['6', '36', '68'] -> (6 + 68) / 36 mod 79
[18940] ['6', '36', '70'] -> 70 / (6 - 36) mod 79
[18941] ['6', '36', '72'] -> 36 - (72 / 6) mod 79
[18942] ['6', '37', '38'] -> (37 + 6) / 38 mod 79
[18943] ['1', '33', '39'] -> (33 * 39) + 1 mod 79
[18944] ['6', '37', '41'] -> (41 - 37) * 6 mod 79
[18945] ['6', '37', '43'] -> 37 - (6 / 43) mod 79
[18946] ['6', '37', '45'] -> 6 - (45 / 37) mod 79
[18947] ['6', '37', '48'] -> (37 / 6) - 48 mod 79
[18948] ['6', '37', '50'] -> (50 / 6) - 37 mod 79
[18949] ['6', '37', '51'] -> (37 - 51) / 6 mod 79
[18950] ['6', '37', '52'] -> (37 + 6) * 52 mod 79
[18951] ['6', '37', '56'] -> (37 * 56) + 6 mod 79
[18952] ['6', '37', '57'] -> 6 / (57 - 37) mod 79
[18953] ['6', '37', '58'] -> (6 / 37) + 58 mod 79
[18954] ['1', '33', '44'] -> 33 - (1 / 44) mod 79
[18955] ['6', '37', '62'] -> 6 / (37 + 62) mod 79
[18956] ['6', '37', '63'] -> (6 - 63) * 37 mod 79
[18957] ['6', '37', '66'] -> (6 - 66) / 37 mod 79
[18958] ['6', '37', '68'] -> 37 - (6 * 68) mod 79
[18959] ['6', '37', '76'] -> (6 * 76) - 37 mod 79
[18960] ['6', '37', '77'] -> (37 - 6) / 77 mod 79
[18961] ['6', '37', '78'] -> 37 - (78 / 6) mod 79
[18962] ['6', '38', '44'] -> (38 / 6) + 44 mod 79
[18963] ['6', '38', '45'] -> (38 + 45) * 6 mod 79
[18964] ['6', '38', '51'] -> (6 / 38) - 51 mod 79
[18965] ['1', '33', '48'] -> (48 / 33) + 1 mod 79
[18966] ['6', '38', '54'] -> (38 - 6) / 54 mod 79
[18967] ['6', '38', '55'] -> 38 - (55 * 6) mod 79
[18968] ['6', '38', '60'] -> (38 - 6) * 60 mod 79
[18969] ['6', '38', '61'] -> 6 / (38 + 61) mod 79
[18970] ['6', '38', '63'] -> (6 * 63) - 38 mod 79
[18971] ['6', '38', '67'] -> (38 * 67) + 6 mod 79
[18972] ['6', '38', '69'] -> (69 - 6) * 38 mod 79
[18973] ['6', '38', '75'] -> (38 / 75) - 6 mod 79
[18974] ['6', '39', '42'] -> 39 - (42 * 6) mod 79
[18975] ['6', '39', '44'] -> (39 + 44) * 6 mod 79
[18976] ['1', '33', '49'] -> 33 / (1 - 49) mod 79
[18977] ['6', '39', '45'] -> 39 / (45 + 6) mod 79
[18978] ['6', '39', '47'] -> (6 / 47) + 39 mod 79
[18979] ['6', '39', '49'] -> (6 / 49) - 39 mod 79
[18980] ['6', '39', '50'] -> (50 * 6) - 39 mod 79
[18981] ['6', '39', '51'] -> (39 - 6) * 51 mod 79
[18982] ['6', '39', '52'] -> (39 * 6) - 52 mod 79
[18983] ['6', '39', '54'] -> (6 - 54) * 39 mod 79
[18984] ['6', '39', '59'] -> 6 / (59 - 39) mod 79
[18985] ['6', '39', '60'] -> 6 / (39 + 60) mod 79
[18986] ['6', '39', '61'] -> (6 + 61) / 39 mod 79
[18987] ['1', '4', '5'] -> (1 + 5) * 4 mod 79
[18988] ['1', '33', '50'] -> (1 + 50) * 33 mod 79
[18989] ['6', '39', '62'] -> (62 / 6) - 39 mod 79
[18990] ['6', '39', '64'] -> (64 / 39) - 6 mod 79
[18991] ['6', '39', '73'] -> (73 - 6) / 39 mod 79
[18992] ['6', '40', '42'] -> (42 + 6) * 40 mod 79
[18993] ['6', '40', '44'] -> (44 - 40) * 6 mod 79
[18994] ['6', '40', '47'] -> (6 / 47) - 40 mod 79
[18995] ['6', '40', '48'] -> (40 + 6) / 48 mod 79
[18996] ['6', '40', '49'] -> (6 / 49) + 40 mod 79
[18997] ['6', '40', '50'] -> (50 * 6) + 40 mod 79
[18998] ['6', '40', '53'] -> 53 / (6 - 40) mod 79
[18999] ['1', '33', '52'] -> (52 - 1) * 33 mod 79
[19000] ['6', '40', '59'] -> 6 / (40 + 59) mod 79
[19001] ['6', '40', '62'] -> (62 / 6) + 40 mod 79
[19002] ['6', '40', '67'] -> (6 / 40) - 67 mod 79
[19003] ['6', '40', '71'] -> (6 - 40) / 71 mod 79
[19004] ['6', '40', '73'] -> (6 - 73) / 40 mod 79
[19005] ['6', '40', '77'] -> 77 / (40 + 6) mod 79
[19006] ['6', '41', '44'] -> 44 - (41 / 6) mod 79
[19007] ['6', '41', '46'] -> 6 - (41 / 46) mod 79
[19008] ['6', '41', '49'] -> (6 - 49) / 41 mod 79
[19009] ['6', '41', '50'] -> 50 / (41 - 6) mod 79
[19010] ['1', '33', '54'] -> (33 - 1) / 54 mod 79
[19011] ['6', '41', '52'] -> 6 - (52 / 41) mod 79
[19012] ['6', '41', '55'] -> (41 - 55) / 6 mod 79
[19013] ['6', '41', '61'] -> 6 / (61 - 41) mod 79
[19014] ['6', '41', '63'] -> (6 * 63) + 41 mod 79
[19015] ['6', '41', '67'] -> 6 - (41 * 67) mod 79
[19016] ['6', '41', '69'] -> (6 - 69) * 41 mod 79
[19017] ['6', '41', '75'] -> (41 / 6) - 75 mod 79
[19018] ['6', '41', '78'] -> 41 / (6 + 78) mod 79
[19019] ['6', '42', '45'] -> (45 / 42) + 6 mod 79
[19020] ['6', '42', '51'] -> (51 + 6) * 42 mod 79
[19021] ['1', '33', '60'] -> (33 - 1) * 60 mod 79
[19022] ['6', '42', '52'] -> (6 - 42) * 52 mod 79
[19023] ['6', '42', '53'] -> 42 - (6 / 53) mod 79
[19024] ['6', '42', '54'] -> (54 + 6) / 42 mod 79
[19025] ['6', '42', '57'] -> 6 / (42 + 57) mod 79
[19026] ['6', '42', '58'] -> 58 - (6 / 42) mod 79
[19027] ['6', '42', '63'] -> (63 - 6) * 42 mod 79
[19028] ['6', '42', '66'] -> (66 - 6) / 42 mod 79
[19029] ['6', '42', '69'] -> (6 / 42) + 69 mod 79
[19030] ['6', '42', '70'] -> (42 * 6) - 70 mod 79
[19031] ['6', '42', '74'] -> 74 / (42 - 6) mod 79
[19032] ['1', '33', '61'] -> (1 / 61) - 33 mod 79
[19033] ['6', '42', '75'] -> (75 / 42) - 6 mod 79
[19034] ['6', '43', '45'] -> 45 - (43 * 6) mod 79
[19035] ['6', '43', '46'] -> (46 + 6) * 43 mod 79
[19036] ['6', '43', '49'] -> (43 / 6) - 49 mod 79
[19037] ['6', '43', '56'] -> 6 / (43 + 56) mod 79
[19038] ['6', '43', '60'] -> 60 / (6 - 43) mod 79
[19039] ['6', '43', '62'] -> (43 / 62) - 6 mod 79
[19040] ['6', '43', '65'] -> (43 * 65) - 6 mod 79
[19041] ['6', '43', '68'] -> (6 / 43) - 68 mod 79
[19042] ['6', '43', '69'] -> 43 - (6 * 69) mod 79
[19043] ['1', '33', '63'] -> (33 * 63) - 1 mod 79
[19044] ['6', '43', '71'] -> 43 - (6 / 71) mod 79
[19045] ['6', '43', '76'] -> (43 * 6) - 76 mod 79
[19046] ['6', '43', '78'] -> (6 + 78) / 43 mod 79
[19047] ['6', '44', '48'] -> (48 - 44) * 6 mod 79
[19048] ['6', '44', '49'] -> (6 / 44) + 49 mod 79
[19049] ['6', '44', '51'] -> 51 - (44 * 6) mod 79
[19050] ['6', '44', '52'] -> (52 + 6) * 44 mod 79
[19051] ['6', '44', '58'] -> (44 - 58) / 6 mod 79
[19052] ['6', '44', '59'] -> 6 - (44 / 59) mod 79
[19053] ['6', '44', '63'] -> (44 - 6) * 63 mod 79
[19054] ['1', '33', '67'] -> (1 / 33) - 67 mod 79
[19055] ['6', '44', '75'] -> 6 - (44 * 75) mod 79
[19056] ['6', '44', '76'] -> (44 * 6) + 76 mod 79
[19057] ['6', '44', '77'] -> 6 - (77 / 44) mod 79
[19058] ['6', '44', '78'] -> 78 - (6 / 44) mod 79
[19059] ['6', '45', '48'] -> (6 - 45) * 48 mod 79
[19060] ['6', '45', '49'] -> (49 - 45) * 6 mod 79
[19061] ['6', '45', '54'] -> 6 / (45 + 54) mod 79
[19062] ['6', '45', '56'] -> (45 / 6) + 56 mod 79
[19063] ['6', '45', '57'] -> 57 - (45 * 6) mod 79
[19064] ['6', '45', '61'] -> 61 - (6 / 45) mod 79
[19065] ['1', '33', '74'] -> (33 / 74) - 1 mod 79
[19066] ['6', '45', '66'] -> (6 / 45) + 66 mod 79
[19067] ['6', '45', '67'] -> 67 / (45 - 6) mod 79
[19068] ['6', '45', '68'] -> 45 - (6 / 68) mod 79
[19069] ['6', '45', '70'] -> (45 * 6) + 70 mod 79
[19070] ['6', '45', '71'] -> 71 - (45 / 6) mod 79
[19071] ['6', '45', '77'] -> 45 / (77 - 6) mod 79
[19072] ['6', '46', '48'] -> (46 - 6) * 48 mod 79
[19073] ['6', '46', '49'] -> (49 * 6) + 46 mod 79
[19074] ['6', '46', '52'] -> (6 / 52) - 46 mod 79
[19075] ['6', '46', '54'] -> 46 / (54 - 6) mod 79
[19076] ['1', '33', '77'] -> (33 / 77) + 1 mod 79
[19077] ['6', '46', '57'] -> (6 - 57) * 46 mod 79
[19078] ['6', '46', '60'] -> (46 - 60) / 6 mod 79
[19079] ['6', '46', '62'] -> (6 / 46) - 62 mod 79
[19080] ['6', '46', '66'] -> 6 / (66 - 46) mod 79
[19081] ['6', '46', '68'] -> (46 + 6) / 68 mod 79
[19082] ['6', '46', '69'] -> (46 / 6) + 69 mod 79
[19083] ['6', '46', '70'] -> (46 / 70) - 6 mod 79
[19084] ['6', '46', '71'] -> (6 + 71) / 46 mod 79
[19085] ['6', '47', '51'] -> (51 - 47) * 6 mod 79
[19086] ['6', '47', '52'] -> 6 / (47 + 52) mod 79
[19087] ['1', '33', '78'] -> (1 - 78) / 33 mod 79
[19088] ['6', '47', '56'] -> (56 / 47) + 6 mod 79
[19089] ['6', '47', '58'] -> (47 * 6) + 58 mod 79
[19090] ['6', '47', '59'] -> 47 - (59 / 6) mod 79
[19091] ['6', '47', '60'] -> 47 / (6 - 60) mod 79
[19092] ['6', '47', '61'] -> (47 - 61) / 6 mod 79
[19093] ['6', '47', '66'] -> (6 - 66) * 47 mod 79
[19094] ['6', '47', '74'] -> (6 - 47) / 74 mod 79
[19095] ['6', '47', '76'] -> (47 / 6) - 76 mod 79
[19096] ['6', '48', '51'] -> 6 / (48 + 51) mod 79
[19097] ['6', '48', '57'] -> (48 - 6) * 57 mod 79
[19098] ['1', '2', '8'] -> (1 + 2) * 8 mod 79
[19099] ['1', '4', '8'] -> (4 - 1) * 8 mod 79
[19100] ['1', '34', '48'] -> (1 - 34) / 48 mod 79
[19101] ['6', '48', '59'] -> (6 / 59) + 48 mod 79
[19102] ['6', '48', '60'] -> 60 / (48 - 6) mod 79
[19103] ['6', '48', '62'] -> (48 - 62) / 6 mod 79
[19104] ['6', '48', '63'] -> (48 / 6) - 63 mod 79
[19105] ['6', '48', '68'] -> 6 / (68 - 48) mod 79
[19106] ['6', '48', '74'] -> (74 / 48) + 6 mod 79
[19107] ['6', '49', '51'] -> (49 / 51) + 6 mod 79
[19108] ['6', '49', '53'] -> (53 - 49) * 6 mod 79
[19109] ['6', '49', '56'] -> 56 / (49 + 6) mod 79
[19110] ['6', '49', '63'] -> (49 - 63) / 6 mod 79
[19111] ['1', '34', '50'] -> 50 / (1 + 34) mod 79
[19112] ['6', '49', '66'] -> 6 - (66 / 49) mod 79
[19113] ['6', '49', '69'] -> 6 / (69 - 49) mod 79
[19114] ['6', '49', '71'] -> 49 - (71 / 6) mod 79
[19115] ['6', '49', '74'] -> 74 / (6 - 49) mod 79
[19116] ['6', '49', '76'] -> (76 - 6) / 49 mod 79
[19117] ['6', '50', '50'] -> 50 / (6 - 50) mod 79
[19118] ['6', '50', '54'] -> (54 - 50) * 6 mod 79
[19119] ['6', '50', '55'] -> (50 + 6) / 55 mod 79
[19120] ['6', '50', '57'] -> 50 - (57 * 6) mod 79
[19121] ['6', '50', '58'] -> (50 - 6) * 58 mod 79
[19122] ['1', '34', '51'] -> (34 - 1) * 51 mod 79
[19123] ['6', '50', '61'] -> 50 - (6 / 61) mod 79
[19124] ['6', '50', '62'] -> (6 / 62) - 50 mod 79
[19125] ['6', '50', '65'] -> (6 * 65) - 50 mod 79
[19126] ['6', '50', '66'] -> 6 - (50 * 66) mod 79
[19127] ['6', '50', '73'] -> (50 / 73) + 6 mod 79
[19128] ['6', '50', '76'] -> (76 - 6) * 50 mod 79
[19129] ['6', '50', '77'] -> 50 - (77 / 6) mod 79
[19130] ['6', '50', '78'] -> (78 / 50) - 6 mod 79
[19131] ['6', '51', '53'] -> 53 / (51 - 6) mod 79
[19132] ['6', '51', '57'] -> (51 / 57) - 6 mod 79
[19133] ['1', '34', '53'] -> (34 / 53) + 1 mod 79
[19134] ['6', '51', '61'] -> (51 * 61) - 6 mod 79
[19135] ['6', '51', '63'] -> 6 - (51 / 63) mod 79
[19136] ['6', '51', '65'] -> (51 - 65) / 6 mod 79
[19137] ['6', '51', '70'] -> (6 / 70) + 51 mod 79
[19138] ['6', '51', '73'] -> 51 / (6 - 73) mod 79
[19139] ['6', '51', '74'] -> 6 - (51 * 74) mod 79
[19140] ['6', '52', '52'] -> (52 * 52) + 6 mod 79
[19141] ['6', '52', '56'] -> (56 - 52) * 6 mod 79
[19142] ['6', '52', '61'] -> (61 / 6) - 52 mod 79
[19143] ['6', '52', '66'] -> (52 - 66) / 6 mod 79
[19144] ['1', '34', '54'] -> (1 - 54) / 34 mod 79
[19145] ['6', '52', '67'] -> (67 / 52) + 6 mod 79
[19146] ['6', '52', '68'] -> (52 / 6) + 68 mod 79
[19147] ['6', '52', '72'] -> 6 / (72 - 52) mod 79
[19148] ['6', '52', '74'] -> 52 / (74 - 6) mod 79
[19149] ['6', '53', '61'] -> (6 * 61) + 53 mod 79
[19150] ['6', '53', '62'] -> (53 + 6) * 62 mod 79
