[1] ['1', '1', '5'] -> 5 / (1 + 1) mod 43
[144] ['6', '6', '34'] -> (6 - 34) / 6 mod 43
[145] ['6', '6', '38'] -> 6 / (6 - 38) mod 43
[146] ['6', '6', '40'] -> 6 - (40 * 6) mod 43
[147] ['1', '13', '16'] -> (13 / 16) - 1 mod 43
[148] ['6', '6', '41'] -> (41 + 6) * 6 mod 43
[149] ['6', '7', '8'] -> (7 + 8) / 6 mod 43
[150] ['6', '7', '9'] -> (7 - 6) / 9 mod 43
[151] ['6', '7', '17'] -> (6 / 7) + 17 mod 43
[152] ['6', '7', '27'] -> 7 - (27 / 6) mod 43
[153] ['6', '7', '29'] -> 7 / (6 - 29) mod 43
[154] ['6', '7', '38'] -> (38 / 7) - 6 mod 43
[155] ['6', '8', '11'] -> 11 - (8 / 6) mod 43
[156] ['6', '8', '13'] -> (13 * 8) + 6 mod 43
[157] ['6', '8', '15'] -> (15 / 8) + 6 mod 43
[158] ['1', '13', '19'] -> (1 - 19) * 13 mod 43
[159] ['6', '8', '24'] -> (6 * 8) - 24 mod 43
[160] ['6', '8', '28'] -> 6 - (28 / 8) mod 43
[161] ['6', '8', '30'] -> 6 - (30 * 8) mod 43
[162] ['6', '8', '31'] -> (6 - 8) * 31 mod 43
[163] ['6', '8', '37'] -> (8 / 6) + 37 mod 43
[164] ['6', '9', '12'] -> (12 / 9) - 6 mod 43
[165] ['6', '9', '14'] -> 14 / (6 - 9) mod 43
[166] ['6', '9', '19'] -> 9 - (19 * 6) mod 43
[167] ['6', '9', '20'] -> 6 / (20 - 9) mod 43
[168] ['6', '9', '23'] -> (23 - 6) * 9 mod 43
[169] ['1', '13', '20'] -> 1 - (13 / 20) mod 43
[170] ['6', '9', '26'] -> (26 / 6) - 9 mod 43
[171] ['6', '9', '29'] -> 29 / (9 - 6) mod 43
[172] ['6', '9', '30'] -> (6 * 9) - 30 mod 43
[173] ['6', '9', '33'] -> (33 / 9) + 6 mod 43
[174] ['6', '9', '37'] -> (9 - 37) / 6 mod 43
[175] ['6', '9', '42'] -> (9 / 6) - 42 mod 43
[176] ['6', '10', '10'] -> 10 / (10 - 6) mod 43
[177] ['6', '10', '11'] -> (6 / 10) - 11 mod 43
[178] ['6', '10', '12'] -> 10 - (12 * 6) mod 43
[179] ['6', '10', '16'] -> 16 - (6 / 10) mod 43
[180] ['1', '13', '21'] -> (1 - 13) / 21 mod 43
[181] ['6', '10', '17'] -> (17 - 6) * 10 mod 43
[182] ['6', '10', '18'] -> 10 - (6 / 18) mod 43
[183] ['6', '10', '29'] -> (10 / 29) - 6 mod 43
[184] ['6', '10', '33'] -> 33 / (6 - 10) mod 43
[185] ['6', '10', '34'] -> (10 / 34) + 6 mod 43
[186] ['6', '11', '12'] -> (12 - 6) / 11 mod 43
[187] ['6', '11', '13'] -> (13 * 6) - 11 mod 43
[188] ['6', '11', '28'] -> (11 / 6) - 28 mod 43
[189] ['6', '11', '33'] -> 33 - (11 / 6) mod 43
[190] ['6', '11', '40'] -> 6 - (11 / 40) mod 43
[191] ['1', '13', '23'] -> (13 / 23) + 1 mod 43
[192] ['6', '11', '42'] -> (11 * 6) - 42 mod 43
[193] ['6', '12', '14'] -> 12 - (14 / 6) mod 43
[194] ['6', '12', '19'] -> (6 - 19) / 12 mod 43
[195] ['6', '12', '20'] -> 6 - (12 * 20) mod 43
[196] ['6', '12', '32'] -> (6 - 12) / 32 mod 43
[197] ['6', '12', '33'] -> (12 + 6) / 33 mod 43
[198] ['6', '12', '35'] -> (12 + 35) * 6 mod 43
[199] ['6', '12', '38'] -> (12 * 6) + 38 mod 43
[200] ['6', '12', '40'] -> (12 - 40) / 6 mod 43
[201] ['6', '13', '15'] -> (6 - 13) * 15 mod 43
[202] ['1', '13', '26'] -> (26 - 1) * 13 mod 43
[203] ['6', '13', '18'] -> 13 / (6 - 18) mod 43
[204] ['6', '13', '25'] -> 13 / (25 + 6) mod 43
[205] ['6', '13', '27'] -> (13 / 27) + 6 mod 43
[206] ['6', '13', '29'] -> (13 / 6) + 29 mod 43
[207] ['6', '13', '32'] -> (13 * 6) + 32 mod 43
[208] ['6', '13', '35'] -> 6 - (13 * 35) mod 43
[209] ['6', '13', '36'] -> (6 / 13) - 36 mod 43
[210] ['6', '13', '37'] -> 13 / (37 - 6) mod 43
[211] ['6', '13', '39'] -> 39 / (13 - 6) mod 43
[212] ['6', '14', '14'] -> (6 - 14) / 14 mod 43
[213] ['1', '13', '28'] -> 1 - (13 * 28) mod 43
[214] ['6', '14', '18'] -> (18 - 14) * 6 mod 43
[215] ['6', '14', '22'] -> 22 - (14 * 6) mod 43
[216] ['6', '14', '23'] -> 23 / (6 - 14) mod 43
[217] ['6', '14', '34'] -> 14 / (34 + 6) mod 43
[218] ['6', '14', '36'] -> (14 / 6) + 36 mod 43
[219] ['6', '14', '37'] -> (37 / 14) + 6 mod 43
[220] ['6', '15', '16'] -> 6 - (15 * 16) mod 43
[221] ['6', '15', '27'] -> (15 * 27) + 6 mod 43
[222] ['6', '15', '35'] -> 6 - (15 / 35) mod 43
[223] ['6', '15', '39'] -> 6 / (15 + 39) mod 43
[224] ['1', '2', '6'] -> (6 - 1) / 2 mod 43
[225] ['1', '13', '29'] -> (1 / 13) - 29 mod 43
[226] ['6', '16', '17'] -> (17 + 6) * 16 mod 43
[227] ['6', '16', '19'] -> 19 - (6 / 16) mod 43
[228] ['6', '16', '23'] -> 6 - (16 / 23) mod 43
[229] ['6', '16', '27'] -> 6 / (27 - 16) mod 43
[230] ['6', '16', '28'] -> (16 * 28) + 6 mod 43
[231] ['6', '16', '32'] -> (6 - 16) * 32 mod 43
[232] ['6', '16', '33'] -> (6 / 33) + 16 mod 43
[233] ['6', '16', '36'] -> (16 / 6) - 36 mod 43
[234] ['6', '16', '39'] -> (6 - 16) / 39 mod 43
[235] ['6', '16', '42'] -> (16 + 42) / 6 mod 43
[236] ['1', '13', '34'] -> 34 - (1 / 13) mod 43
[237] ['6', '17', '18'] -> 17 / (18 + 6) mod 43
[238] ['6', '17', '21'] -> (21 - 17) * 6 mod 43
[239] ['6', '17', '22'] -> (17 * 22) - 6 mod 43
[240] ['6', '17', '27'] -> (27 - 6) / 17 mod 43
[241] ['6', '17', '29'] -> (17 / 6) - 29 mod 43
[242] ['6', '17', '33'] -> (6 - 17) * 33 mod 43
[243] ['6', '17', '34'] -> 34 - (17 / 6) mod 43
[244] ['6', '17', '38'] -> 6 - (38 / 17) mod 43
[245] ['6', '17', '39'] -> (17 * 39) + 6 mod 43
[246] ['6', '17', '41'] -> (17 + 41) / 6 mod 43
[247] ['1', '13', '40'] -> (1 + 13) / 40 mod 43
[248] ['6', '18', '19'] -> (6 - 19) * 18 mod 43
[249] ['6', '18', '20'] -> 6 - (20 / 18) mod 43
[250] ['6', '18', '23'] -> (23 / 18) + 6 mod 43
[251] ['6', '18', '30'] -> 30 / (18 - 6) mod 43
[252] ['6', '18', '33'] -> (33 - 18) / 6 mod 43
[253] ['6', '18', '35'] -> (18 / 35) - 6 mod 43
[254] ['6', '18', '38'] -> (6 / 18) + 38 mod 43
[255] ['6', '18', '40'] -> (18 + 40) / 6 mod 43
[256] ['6', '19', '34'] -> (34 - 19) / 6 mod 43
[257] ['6', '20', '20'] -> 20 - (6 / 20) mod 43
[258] ['1', '14', '15'] -> (15 - 1) * 14 mod 43
[259] ['6', '20', '21'] -> (21 + 6) * 20 mod 43
[260] ['6', '20', '25'] -> (20 / 25) + 6 mod 43
[261] ['6', '20', '29'] -> (6 - 20) * 29 mod 43
[262] ['6', '20', '36'] -> (36 * 6) - 20 mod 43
[263] ['6', '20', '40'] -> (20 - 6) / 40 mod 43
[264] ['6', '21', '22'] -> (22 * 6) + 21 mod 43
[265] ['6', '21', '23'] -> 21 / (23 - 6) mod 43
[266] ['6', '21', '29'] -> (29 * 6) - 21 mod 43
[267] ['6', '21', '33'] -> 6 / (21 + 33) mod 43
[268] ['6', '21', '42'] -> (21 / 6) + 42 mod 43
[269] ['1', '14', '18'] -> (1 - 14) * 18 mod 43
[270] ['6', '22', '25'] -> (22 + 25) * 6 mod 43
[271] ['6', '22', '26'] -> (26 - 22) * 6 mod 43
[272] ['6', '22', '28'] -> (6 - 22) / 28 mod 43
[273] ['6', '22', '34'] -> 6 - (34 / 22) mod 43
[274] ['6', '22', '38'] -> (22 / 38) - 6 mod 43
[275] ['6', '23', '23'] -> (6 / 23) - 23 mod 43
[276] ['6', '23', '25'] -> 6 - (23 / 25) mod 43
[277] ['6', '23', '42'] -> (42 - 6) / 23 mod 43
[278] ['6', '24', '27'] -> (6 / 27) - 24 mod 43
[279] ['6', '25', '26'] -> 26 / (25 - 6) mod 43
[280] ['1', '14', '22'] -> 1 - (22 / 14) mod 43
[281] ['6', '25', '39'] -> 25 / (6 - 39) mod 43
[282] ['6', '25', '41'] -> (25 + 6) * 41 mod 43
[283] ['6', '26', '29'] -> 26 - (29 * 6) mod 43
[284] ['6', '26', '31'] -> (31 / 6) + 26 mod 43
[285] ['6', '26', '33'] -> (26 + 6) * 33 mod 43
[286] ['6', '26', '34'] -> (26 / 6) + 34 mod 43
[287] ['6', '26', '36'] -> 36 / (6 - 26) mod 43
[288] ['6', '26', '38'] -> (38 / 26) + 6 mod 43
[289] ['6', '27', '27'] -> 6 / (27 + 27) mod 43
[290] ['6', '27', '28'] -> 6 - (27 * 28) mod 43
[291] ['1', '14', '23'] -> 1 / (23 - 14) mod 43
[292] ['6', '27', '33'] -> (6 / 33) - 27 mod 43
[293] ['6', '27', '36'] -> (36 / 27) - 6 mod 43
[294] ['6', '27', '42'] -> (42 - 27) / 6 mod 43
[295] ['6', '28', '28'] -> (28 * 6) + 28 mod 43
[296] ['6', '28', '30'] -> (28 + 30) / 6 mod 43
[297] ['6', '28', '32'] -> (32 - 28) * 6 mod 43
[298] ['6', '28', '35'] -> (28 / 35) + 6 mod 43
[299] ['6', '28', '39'] -> 6 / (39 - 28) mod 43
[300] ['6', '29', '29'] -> (29 + 29) / 6 mod 43
[301] ['6', '29', '31'] -> (29 / 6) - 31 mod 43
[302] ['1', '14', '25'] -> (14 - 1) * 25 mod 43
[303] ['6', '29', '41'] -> (6 - 41) / 29 mod 43
[304] ['6', '30', '32'] -> 32 - (30 * 6) mod 43
[305] ['6', '30', '35'] -> (30 * 35) + 6 mod 43
[306] ['6', '30', '36'] -> 30 - (36 / 6) mod 43
[307] ['6', '30', '37'] -> 30 / (6 - 37) mod 43
[308] ['6', '30', '40'] -> (40 / 30) - 6 mod 43
[309] ['6', '31', '32'] -> (31 + 6) / 32 mod 43
[310] ['6', '31', '34'] -> (31 / 34) - 6 mod 43
[311] ['6', '31', '39'] -> (31 + 6) * 39 mod 43
[312] ['6', '31', '41'] -> 41 / (31 - 6) mod 43
[313] ['1', '14', '26'] -> 1 - (14 * 26) mod 43
[314] ['6', '32', '34'] -> (32 - 6) * 34 mod 43
[315] ['6', '32', '35'] -> (35 / 6) - 32 mod 43
[316] ['6', '32', '40'] -> (32 / 40) + 6 mod 43
[317] ['6', '33', '33'] -> 33 / (33 + 6) mod 43
[318] ['6', '33', '38'] -> (38 - 6) * 33 mod 43
[319] ['6', '34', '38'] -> (38 - 34) * 6 mod 43
[320] ['6', '34', '41'] -> (34 * 41) + 6 mod 43
[321] ['6', '34', '42'] -> 34 / (42 + 6) mod 43
[322] ['6', '35', '35'] -> 35 / (6 - 35) mod 43
[323] ['6', '35', '39'] -> (39 - 35) * 6 mod 43
[324] ['1', '14', '27'] -> (1 / 14) + 27 mod 43
[325] ['6', '35', '40'] -> (6 - 35) / 40 mod 43
[326] ['6', '37', '40'] -> (37 * 40) + 6 mod 43
[327] ['6', '38', '38'] -> 6 - (38 * 38) mod 43
[328] ['6', '38', '41'] -> 38 - (41 / 6) mod 43
[329] ['6', '38', '42'] -> (42 - 38) * 6 mod 43
[330] ['6', '39', '40'] -> (39 / 40) - 6 mod 43
[331] ['6', '40', '40'] -> (40 / 6) - 40 mod 43
[332] ['7', '7', '8'] -> (7 / 8) + 7 mod 43
[333] ['7', '7', '13'] -> 7 / (13 + 7) mod 43
[334] ['7', '7', '14'] -> (7 + 7) * 14 mod 43
[335] ['1', '2', '8'] -> (1 + 2) * 8 mod 43
[336] ['1', '14', '31'] -> (14 - 1) / 31 mod 43
[337] ['7', '7', '16'] -> 7 - (16 * 7) mod 43
[338] ['7', '7', '18'] -> (7 * 7) + 18 mod 43
[339] ['7', '7', '20'] -> (7 / 7) - 20 mod 43
[340] ['7', '7', '21'] -> (21 + 7) * 7 mod 43
[341] ['7', '7', '22'] -> (7 - 22) * 7 mod 43
[342] ['7', '7', '23'] -> (7 / 7) + 23 mod 43
[343] ['7', '7', '29'] -> (29 * 7) - 7 mod 43
[344] ['7', '7', '32'] -> (32 + 7) / 7 mod 43
[345] ['7', '7', '40'] -> (7 + 7) / 40 mod 43
[346] ['7', '8', '15'] -> (7 / 15) - 8 mod 43
[347] ['1', '14', '41'] -> 14 / (41 - 1) mod 43
[348] ['7', '8', '16'] -> 16 / (7 + 8) mod 43
[349] ['7', '8', '17'] -> 8 - (17 / 7) mod 43
[350] ['7', '8', '22'] -> 8 / (22 + 7) mod 43
[351] ['7', '8', '26'] -> (26 / 7) + 8 mod 43
[352] ['7', '8', '27'] -> (27 - 7) / 8 mod 43
[353] ['7', '8', '32'] -> (7 * 8) - 32 mod 43
[354] ['7', '8', '37'] -> 37 - (7 * 8) mod 43
[355] ['7', '8', '40'] -> 7 - (8 / 40) mod 43
[356] ['7', '9', '16'] -> (16 / 7) - 9 mod 43
[357] ['7', '9', '18'] -> (9 - 7) / 18 mod 43
[358] ['1', '15', '15'] -> (1 + 15) / 15 mod 43
[359] ['7', '9', '20'] -> 20 - (7 / 9) mod 43
[360] ['7', '9', '23'] -> (7 + 9) * 23 mod 43
[361] ['7', '9', '25'] -> (7 - 9) / 25 mod 43
[362] ['7', '9', '28'] -> (7 / 9) + 28 mod 43
[363] ['7', '9', '29'] -> 7 / (29 - 9) mod 43
[364] ['7', '9', '41'] -> (9 / 41) + 7 mod 43
[365] ['7', '10', '10'] -> 7 / (10 + 10) mod 43
[366] ['7', '10', '12'] -> (12 / 7) + 10 mod 43
[367] ['7', '10', '23'] -> (23 / 7) - 10 mod 43
[368] ['7', '10', '30'] -> 7 / (30 - 10) mod 43
[369] ['1', '15', '17'] -> (17 - 1) / 15 mod 43
[370] ['7', '10', '31'] -> 10 - (31 / 7) mod 43
[371] ['7', '10', '32'] -> (32 - 7) / 10 mod 43
[372] ['7', '10', '33'] -> 7 / (10 - 33) mod 43
[373] ['7', '10', '37'] -> 7 - (10 * 37) mod 43
[374] ['7', '10', '38'] -> (38 - 10) * 7 mod 43
[375] ['7', '10', '39'] -> (7 - 39) * 10 mod 43
[376] ['7', '11', '12'] -> 7 - (11 / 12) mod 43
[377] ['7', '11', '13'] -> (13 - 7) / 11 mod 43
[378] ['7', '11', '16'] -> 11 - (7 / 16) mod 43
[379] ['7', '11', '18'] -> 7 - (11 * 18) mod 43
[380] ['1', '15', '19'] -> 15 - (1 / 19) mod 43
[381] ['7', '11', '25'] -> (11 * 25) + 7 mod 43
[382] ['7', '11', '34'] -> 7 / (11 - 34) mod 43
[383] ['7', '11', '35'] -> 11 - (35 * 7) mod 43
[384] ['7', '11', '36'] -> (11 - 7) / 36 mod 43
[385] ['7', '12', '15'] -> 12 / (15 + 7) mod 43
[386] ['7', '12', '20'] -> (7 - 20) / 12 mod 43
[387] ['7', '12', '23'] -> (23 + 7) / 12 mod 43
[388] ['7', '12', '33'] -> (12 / 7) - 33 mod 43
[389] ['7', '12', '34'] -> 34 / (12 - 7) mod 43
[390] ['7', '13', '17'] -> (13 - 17) / 7 mod 43
[391] ['1', '15', '23'] -> (1 + 15) * 23 mod 43
[392] ['7', '13', '21'] -> (13 / 21) + 7 mod 43
[393] ['7', '13', '23'] -> 13 - (23 * 7) mod 43
[394] ['7', '13', '26'] -> (13 + 26) / 7 mod 43
[395] ['7', '13', '33'] -> 7 / (33 - 13) mod 43
[396] ['7', '13', '37'] -> 7 - (37 / 13) mod 43
[397] ['7', '13', '38'] -> 13 / (38 - 7) mod 43
[398] ['7', '13', '40'] -> (7 / 13) + 40 mod 43
[399] ['7', '14', '14'] -> (14 + 14) * 7 mod 43
[400] ['7', '14', '25'] -> (14 + 25) / 7 mod 43
[401] ['7', '14', '29'] -> (14 - 29) * 7 mod 43
[402] ['1', '15', '28'] -> (1 - 28) / 15 mod 43
[403] ['7', '14', '34'] -> 7 / (34 - 14) mod 43
[404] ['7', '14', '35'] -> (14 * 35) + 7 mod 43
[405] ['7', '14', '37'] -> 7 / (14 - 37) mod 43
[406] ['7', '14', '39'] -> 39 / (14 - 7) mod 43
[407] ['7', '14', '41'] -> (7 / 14) - 41 mod 43
[408] ['7', '15', '15'] -> (15 / 7) - 15 mod 43
[409] ['7', '15', '19'] -> (15 - 19) / 7 mod 43
[410] ['7', '15', '25'] -> (15 * 25) - 7 mod 43
[411] ['7', '15', '28'] -> (15 / 7) + 28 mod 43
[412] ['7', '15', '31'] -> (15 / 31) - 7 mod 43
[413] ['1', '15', '29'] -> (1 - 15) * 29 mod 43
[414] ['7', '15', '34'] -> (7 - 34) / 15 mod 43
[415] ['7', '16', '16'] -> (16 + 7) * 16 mod 43
[416] ['7', '16', '20'] -> (16 - 20) / 7 mod 43
[417] ['7', '16', '27'] -> (7 - 27) * 16 mod 43
[418] ['7', '16', '29'] -> 7 - (29 / 16) mod 43
[419] ['7', '16', '31'] -> (16 - 31) * 7 mod 43
[420] ['7', '16', '41'] -> (16 * 7) + 41 mod 43
[421] ['7', '17', '21'] -> (17 - 21) / 7 mod 43
[422] ['7', '17', '22'] -> (17 + 22) / 7 mod 43
[423] ['7', '17', '25'] -> 25 / (17 - 7) mod 43
[424] ['1', '15', '30'] -> 1 - (15 * 30) mod 43
[425] ['7', '17', '26'] -> 17 / (7 - 26) mod 43
[426] ['7', '17', '27'] -> (7 / 17) - 27 mod 43
[427] ['7', '17', '38'] -> (17 / 38) - 7 mod 43
[428] ['7', '17', '41'] -> (7 - 41) * 17 mod 43
[429] ['7', '18', '23'] -> (23 + 7) * 18 mod 43
[430] ['7', '18', '27'] -> (18 * 7) + 27 mod 43
[431] ['7', '18', '28'] -> (18 * 28) - 7 mod 43
[432] ['7', '18', '32'] -> (18 * 32) + 7 mod 43
[433] ['7', '18', '39'] -> (18 / 39) + 7 mod 43
[434] ['7', '19', '28'] -> 28 - (19 * 7) mod 43
[435] ['1', '15', '31'] -> (31 / 15) - 1 mod 43
[436] ['7', '20', '20'] -> (20 + 7) * 20 mod 43
