[1] ['1', '1', '5'] -> 1 / (1 - 5) mod 97
[39268] ['1', '33', '71'] -> (1 / 33) + 71 mod 97
[39269] ['5', '96', '96'] -> 96 / (5 + 96) mod 97
[39270] ['6', '6', '10'] -> (10 - 6) * 6 mod 97
[39271] ['6', '6', '11'] -> (11 / 6) + 6 mod 97
[39272] ['6', '6', '23'] -> (6 / 6) + 23 mod 97
[39273] ['6', '6', '25'] -> 25 - (6 / 6) mod 97
[39274] ['6', '6', '30'] -> 6 / (6 - 30) mod 97
[39275] ['6', '6', '32'] -> 6 - (6 / 32) mod 97
[39276] ['6', '6', '39'] -> (6 / 39) - 6 mod 97
[39277] ['6', '6', '41'] -> (41 + 6) / 6 mod 97
[39278] ['6', '6', '49'] -> (6 + 6) / 49 mod 97
[39279] ['1', '33', '72'] -> (1 - 33) * 72 mod 97
[39280] ['6', '6', '53'] -> (53 - 6) / 6 mod 97
[39281] ['6', '6', '56'] -> (6 - 56) / 6 mod 97
[39282] ['6', '6', '60'] -> 60 - (6 * 6) mod 97
[39283] ['6', '6', '65'] -> (6 / 65) + 6 mod 97
[39284] ['6', '6', '67'] -> 6 / (6 + 67) mod 97
[39285] ['6', '6', '74'] -> (6 / 6) - 74 mod 97
[39286] ['6', '6', '79'] -> 6 / (79 - 6) mod 97
[39287] ['6', '6', '83'] -> (83 / 6) - 6 mod 97
[39288] ['6', '6', '86'] -> 6 - (86 / 6) mod 97
[39289] ['6', '6', '95'] -> (6 + 95) * 6 mod 97
[39290] ['1', '33', '74'] -> 74 - (1 / 33) mod 97
[39291] ['6', '7', '9'] -> 9 - (7 / 6) mod 97
[39292] ['6', '7', '16'] -> (16 / 7) - 6 mod 97
[39293] ['6', '7', '18'] -> (6 * 7) - 18 mod 97
[39294] ['6', '7', '19'] -> (19 * 6) + 7 mod 97
[39295] ['6', '7', '21'] -> 21 / (6 + 7) mod 97
[39296] ['6', '7', '29'] -> (29 / 7) + 6 mod 97
[39297] ['6', '7', '31'] -> 6 / (7 - 31) mod 97
[39298] ['6', '7', '34'] -> 7 / (6 - 34) mod 97
[39299] ['6', '7', '40'] -> (40 + 7) / 6 mod 97
[39300] ['6', '7', '44'] -> (6 / 44) - 7 mod 97
[39301] ['1', '4', '67'] -> 1 - (4 * 67) mod 97
[39302] ['1', '33', '82'] -> (1 - 82) / 33 mod 97
[39303] ['6', '7', '45'] -> (6 + 7) / 45 mod 97
[39304] ['6', '7', '46'] -> (6 / 46) + 7 mod 97
[39305] ['6', '7', '54'] -> (54 - 7) / 6 mod 97
[39306] ['6', '7', '57'] -> (7 - 57) / 6 mod 97
[39307] ['6', '7', '63'] -> 7 / (6 + 63) mod 97
[39308] ['6', '7', '65'] -> (6 + 65) / 7 mod 97
[39309] ['6', '7', '68'] -> 6 - (68 / 7) mod 97
[39310] ['6', '7', '69'] -> (6 + 7) * 69 mod 97
[39311] ['6', '7', '75'] -> 7 / (75 - 6) mod 97
[39312] ['6', '7', '77'] -> (77 - 6) / 7 mod 97
[39313] ['1', '33', '83'] -> (33 * 83) + 1 mod 97
[39314] ['6', '7', '78'] -> 7 - (6 * 78) mod 97
[39315] ['6', '7', '79'] -> (6 * 7) + 79 mod 97
[39316] ['6', '7', '80'] -> 6 / (80 - 7) mod 97
[39317] ['6', '7', '89'] -> (89 / 6) - 7 mod 97
[39318] ['6', '7', '93'] -> (7 - 6) / 93 mod 97
[39319] ['6', '8', '8'] -> (6 - 8) / 8 mod 97
[39320] ['6', '8', '9'] -> (9 - 6) * 8 mod 97
[39321] ['6', '8', '24'] -> (6 * 8) - 24 mod 97
[39322] ['6', '8', '28'] -> (28 * 8) - 6 mod 97
[39323] ['6', '8', '35'] -> (35 * 6) + 8 mod 97
[39324] ['1', '33', '86'] -> (33 * 86) - 1 mod 97
[39325] ['6', '8', '36'] -> 8 - (6 / 36) mod 97
[39326] ['6', '8', '39'] -> (39 + 8) / 6 mod 97
[39327] ['6', '8', '41'] -> (6 + 8) / 41 mod 97
[39328] ['6', '8', '42'] -> (8 / 6) - 42 mod 97
[39329] ['6', '8', '45'] -> 45 / (6 + 8) mod 97
[39330] ['6', '8', '46'] -> (46 / 8) - 6 mod 97
[39331] ['6', '8', '47'] -> (47 / 8) + 6 mod 97
[39332] ['6', '8', '48'] -> 48 / (8 - 6) mod 97
[39333] ['6', '8', '50'] -> 6 - (50 / 8) mod 97
[39334] ['6', '8', '52'] -> (8 / 52) - 6 mod 97
[39335] ['1', '33', '90'] -> (33 / 90) + 1 mod 97
[39336] ['6', '8', '58'] -> (8 - 58) / 6 mod 97
[39337] ['6', '8', '59'] -> 8 / (59 + 6) mod 97
[39338] ['6', '8', '61'] -> (6 / 61) + 8 mod 97
[39339] ['6', '8', '62'] -> 8 - (6 * 62) mod 97
[39340] ['6', '8', '65'] -> 6 / (65 + 8) mod 97
[39341] ['6', '8', '70'] -> (6 * 70) - 8 mod 97
[39342] ['6', '8', '72'] -> 72 - (6 * 8) mod 97
[39343] ['6', '8', '73'] -> (6 * 8) + 73 mod 97
[39344] ['6', '8', '79'] -> (6 / 79) - 8 mod 97
[39345] ['6', '8', '81'] -> 6 / (81 - 8) mod 97
[39346] ['1', '33', '92'] -> (1 + 33) * 92 mod 97
[39347] ['6', '8', '90'] -> 90 - (8 / 6) mod 97
[39348] ['6', '8', '93'] -> (8 + 93) * 6 mod 97
[39349] ['6', '8', '95'] -> (95 / 6) - 8 mod 97
[39350] ['6', '9', '10'] -> (9 / 10) - 6 mod 97
[39351] ['6', '9', '12'] -> (6 - 9) / 12 mod 97
[39352] ['6', '9', '13'] -> (13 - 9) * 6 mod 97
[39353] ['6', '9', '19'] -> 9 - (6 / 19) mod 97
[39354] ['6', '9', '25'] -> 25 / (6 - 9) mod 97
[39355] ['6', '9', '26'] -> (9 / 6) - 26 mod 97
[39356] ['6', '9', '28'] -> (28 - 6) / 9 mod 97
[39357] ['1', '34', '35'] -> (1 - 34) / 35 mod 97
[39358] ['6', '9', '29'] -> (29 + 6) * 9 mod 97
[39359] ['6', '9', '30'] -> (6 * 9) - 30 mod 97
[39360] ['6', '9', '32'] -> 6 - (32 / 9) mod 97
[39361] ['6', '9', '33'] -> 6 / (9 - 33) mod 97
[39362] ['6', '9', '37'] -> (6 + 9) / 37 mod 97
[39363] ['6', '9', '38'] -> (38 + 9) / 6 mod 97
[39364] ['6', '9', '41'] -> (41 - 6) * 9 mod 97
[39365] ['6', '9', '42'] -> 9 / (6 - 42) mod 97
[39366] ['6', '9', '46'] -> 9 - (46 * 6) mod 97
[39367] ['6', '9', '48'] -> 6 - (9 / 48) mod 97
[39368] ['1', '34', '36'] -> (34 - 1) * 36 mod 97
[39369] ['6', '9', '49'] -> (9 / 49) + 6 mod 97
[39370] ['6', '9', '51'] -> (51 * 6) + 9 mod 97
[39371] ['6', '9', '54'] -> (54 * 6) - 9 mod 97
[39372] ['6', '9', '55'] -> 9 / (55 + 6) mod 97
[39373] ['6', '9', '56'] -> (56 - 9) / 6 mod 97
[39374] ['6', '9', '57'] -> 57 - (6 / 9) mod 97
[39375] ['6', '9', '59'] -> (9 - 59) / 6 mod 97
[39376] ['6', '9', '64'] -> 6 / (64 + 9) mod 97
[39377] ['6', '9', '65'] -> (65 / 9) + 6 mod 97
[39378] ['6', '9', '69'] -> 69 / (6 + 9) mod 97
[39379] ['1', '34', '38'] -> 1 / (34 - 38) mod 97
[39380] ['6', '9', '71'] -> (9 / 6) + 71 mod 97
[39381] ['6', '9', '72'] -> 72 / (9 - 6) mod 97
[39382] ['6', '9', '74'] -> 74 - (9 / 6) mod 97
[39383] ['6', '9', '81'] -> (6 - 81) / 9 mod 97
[39384] ['6', '9', '82'] -> 6 / (82 - 9) mod 97
[39385] ['6', '9', '85'] -> (9 - 6) / 85 mod 97
[39386] ['6', '9', '89'] -> (6 - 9) * 89 mod 97
[39387] ['6', '9', '90'] -> (90 / 6) + 9 mod 97
[39388] ['6', '9', '92'] -> (9 + 92) * 6 mod 97
[39389] ['6', '9', '95'] -> 6 - (9 * 95) mod 97
[39390] ['1', '34', '39'] -> (1 + 39) / 34 mod 97
[39391] ['6', '10', '10'] -> (10 / 6) - 10 mod 97
[39392] ['6', '10', '13'] -> 10 - (13 / 6) mod 97
[39393] ['6', '10', '16'] -> (6 - 10) / 16 mod 97
[39394] ['6', '10', '21'] -> 6 - (10 / 21) mod 97
[39395] ['6', '10', '30'] -> 10 - (30 * 6) mod 97
[39396] ['6', '10', '33'] -> (10 + 6) / 33 mod 97
[39397] ['6', '10', '34'] -> 6 / (10 - 34) mod 97
[39398] ['6', '10', '36'] -> (10 * 6) - 36 mod 97
[39399] ['6', '10', '38'] -> (38 * 6) - 10 mod 97
[39400] ['6', '10', '42'] -> (6 / 42) + 10 mod 97
[39401] ['1', '34', '41'] -> (41 - 1) / 34 mod 97
[39402] ['6', '10', '44'] -> 44 - (6 / 10) mod 97
[39403] ['6', '10', '46'] -> 10 / (6 - 46) mod 97
[39404] ['6', '10', '50'] -> (10 + 6) * 50 mod 97
[39405] ['6', '10', '52'] -> (52 - 6) / 10 mod 97
[39406] ['6', '10', '55'] -> 10 - (6 / 55) mod 97
[39407] ['6', '10', '61'] -> (10 * 6) + 61 mod 97
[39408] ['6', '10', '65'] -> (10 / 65) - 6 mod 97
[39409] ['6', '10', '67'] -> (6 * 67) + 10 mod 97
[39410] ['6', '10', '74'] -> (6 + 74) * 10 mod 97
[39411] ['6', '10', '76'] -> (10 / 76) + 6 mod 97
[39412] ['1', '4', '72'] -> 72 / (4 - 1) mod 97
[39413] ['1', '34', '44'] -> 44 - (1 / 34) mod 97
[39414] ['6', '10', '81'] -> (10 - 6) / 81 mod 97
[39415] ['6', '10', '86'] -> (86 - 6) * 10 mod 97
[39416] ['6', '10', '87'] -> (10 / 6) + 87 mod 97
[39417] ['6', '10', '96'] -> 96 / (10 - 6) mod 97
[39418] ['6', '11', '14'] -> 11 - (14 * 6) mod 97
[39419] ['6', '11', '15'] -> (15 - 11) * 6 mod 97
[39420] ['6', '11', '17'] -> (17 - 6) * 11 mod 97
[39421] ['6', '11', '22'] -> (22 * 6) - 11 mod 97
[39422] ['6', '11', '33'] -> (6 - 33) / 11 mod 97
[39423] ['6', '11', '34'] -> (6 - 11) * 34 mod 97
[39424] ['1', '34', '54'] -> (1 + 34) / 54 mod 97
[39425] ['6', '11', '35'] -> 6 / (11 - 35) mod 97
[39426] ['6', '11', '36'] -> (11 + 36) / 6 mod 97
[39427] ['6', '11', '38'] -> (11 * 38) - 6 mod 97
[39428] ['6', '11', '39'] -> (39 / 11) - 6 mod 97
[39429] ['6', '11', '47'] -> 11 / (47 + 6) mod 97
[39430] ['6', '11', '50'] -> 11 / (6 - 50) mod 97
[39431] ['6', '11', '51'] -> 51 - (6 / 11) mod 97
[39432] ['6', '11', '55'] -> (11 * 6) + 55 mod 97
[39433] ['6', '11', '58'] -> (58 - 11) / 6 mod 97
[39434] ['6', '11', '59'] -> 11 / (59 - 6) mod 97
[39435] ['1', '34', '61'] -> (1 - 34) * 61 mod 97
[39436] ['6', '11', '61'] -> (11 - 61) / 6 mod 97
[39437] ['6', '11', '62'] -> 6 / (11 + 62) mod 97
[39438] ['6', '11', '63'] -> (11 - 6) * 63 mod 97
[39439] ['6', '11', '64'] -> (6 + 64) / 11 mod 97
[39440] ['6', '11', '74'] -> 74 / (6 - 11) mod 97
[39441] ['6', '11', '75'] -> (6 / 75) - 11 mod 97
[39442] ['6', '11', '76'] -> (76 - 6) / 11 mod 97
[39443] ['6', '11', '77'] -> (11 - 6) / 77 mod 97
[39444] ['6', '11', '81'] -> (11 * 81) + 6 mod 97
[39445] ['6', '11', '83'] -> (6 * 83) + 11 mod 97
[39446] ['1', '34', '62'] -> (34 - 1) / 62 mod 97
[39447] ['6', '11', '84'] -> 6 / (84 - 11) mod 97
[39448] ['6', '11', '87'] -> (11 + 6) * 87 mod 97
[39449] ['6', '11', '92'] -> (6 - 92) * 11 mod 97
[39450] ['6', '11', '93'] -> 6 - (93 / 11) mod 97
[39451] ['6', '11', '94'] -> (6 / 11) + 94 mod 97
[39452] ['6', '12', '16'] -> (16 - 12) * 6 mod 97
[39453] ['6', '12', '24'] -> (6 - 12) / 24 mod 97
[39454] ['6', '12', '26'] -> 26 - (12 / 6) mod 97
[39455] ['6', '12', '33'] -> (12 / 33) + 6 mod 97
[39456] ['6', '12', '35'] -> (12 + 35) / 6 mod 97
[39457] ['1', '34', '64'] -> 64 / (1 + 34) mod 97
[39458] ['6', '12', '36'] -> 6 / (12 - 36) mod 97
[39459] ['6', '12', '43'] -> 12 / (43 + 6) mod 97
[39460] ['6', '12', '44'] -> 44 / (12 + 6) mod 97
[39461] ['6', '12', '51'] -> (12 * 51) - 6 mod 97
[39462] ['6', '12', '54'] -> 12 / (6 - 54) mod 97
[39463] ['6', '12', '55'] -> 12 / (55 - 6) mod 97
[39464] ['6', '12', '59'] -> (59 - 12) / 6 mod 97
[39465] ['6', '12', '61'] -> 6 / (12 + 61) mod 97
[39466] ['6', '12', '62'] -> (12 - 62) / 6 mod 97
[39467] ['6', '12', '64'] -> 6 - (12 / 64) mod 97
[39468] ['1', '34', '66'] -> 1 - (34 / 66) mod 97
[39469] ['6', '12', '66'] -> (12 + 6) * 66 mod 97
[39470] ['6', '12', '69'] -> (69 / 12) - 6 mod 97
[39471] ['6', '12', '78'] -> (12 / 78) - 6 mod 97
[39472] ['6', '12', '81'] -> (6 / 81) - 12 mod 97
[39473] ['6', '12', '85'] -> 6 / (85 - 12) mod 97
[39474] ['6', '12', '88'] -> (6 + 88) / 12 mod 97
[39475] ['6', '12', '96'] -> 96 - (12 * 6) mod 97
[39476] ['6', '13', '15'] -> (15 + 6) / 13 mod 97
[39477] ['6', '13', '18'] -> (18 * 6) + 13 mod 97
[39478] ['6', '13', '36'] -> (13 / 36) - 6 mod 97
[39479] ['1', '34', '68'] -> 34 - (1 / 68) mod 97
[39480] ['6', '13', '38'] -> (13 / 6) + 38 mod 97
[39481] ['6', '13', '39'] -> 13 / (39 + 6) mod 97
[39482] ['6', '13', '40'] -> (40 / 13) + 6 mod 97
[39483] ['6', '13', '45'] -> (13 - 6) * 45 mod 97
[39484] ['6', '13', '51'] -> 13 / (51 - 6) mod 97
[39485] ['6', '13', '54'] -> (13 * 6) - 54 mod 97
[39486] ['6', '13', '57'] -> 6 - (57 / 13) mod 97
[39487] ['6', '13', '58'] -> 13 / (6 - 58) mod 97
[39488] ['6', '13', '59'] -> (13 / 6) - 59 mod 97
[39489] ['6', '13', '62'] -> (13 * 62) - 6 mod 97
[39490] ['1', '34', '72'] -> (34 * 72) + 1 mod 97
[39491] ['6', '13', '68'] -> 68 / (13 + 6) mod 97
[39492] ['6', '13', '69'] -> (13 - 6) / 69 mod 97
[39493] ['6', '13', '70'] -> 13 - (6 / 70) mod 97
[39494] ['6', '13', '71'] -> 71 / (13 - 6) mod 97
[39495] ['6', '13', '75'] -> (75 - 6) * 13 mod 97
[39496] ['6', '13', '79'] -> 13 - (6 * 79) mod 97
[39497] ['6', '13', '82'] -> (6 - 82) / 13 mod 97
[39498] ['6', '13', '86'] -> 6 / (86 - 13) mod 97
[39499] ['6', '13', '87'] -> (6 * 87) - 13 mod 97
[39500] ['6', '13', '88'] -> (13 + 88) * 6 mod 97
[39501] ['1', '34', '74'] -> (74 / 34) - 1 mod 97
[39502] ['6', '14', '17'] -> (14 + 6) / 17 mod 97
[39503] ['6', '14', '20'] -> (6 / 20) + 14 mod 97
[39504] ['6', '14', '29'] -> (14 * 29) + 6 mod 97
[39505] ['6', '14', '33'] -> (14 + 33) / 6 mod 97
[39506] ['6', '14', '35'] -> 14 / (35 + 6) mod 97
[39507] ['6', '14', '40'] -> (14 + 6) * 40 mod 97
[39508] ['6', '14', '41'] -> (6 / 41) - 14 mod 97
[39509] ['6', '14', '43'] -> (14 / 6) - 43 mod 97
[39510] ['6', '14', '47'] -> 14 / (47 - 6) mod 97
[39511] ['6', '14', '51'] -> (51 - 6) / 14 mod 97
[39512] ['1', '34', '81'] -> 81 / (1 - 34) mod 97
[39513] ['6', '14', '54'] -> (14 / 6) + 54 mod 97
[39514] ['6', '14', '59'] -> 6 / (14 + 59) mod 97
[39515] ['6', '14', '61'] -> (61 - 14) / 6 mod 97
[39516] ['6', '14', '62'] -> 14 / (6 - 62) mod 97
[39517] ['6', '14', '63'] -> 14 - (6 * 63) mod 97
[39518] ['6', '14', '64'] -> (14 - 64) / 6 mod 97
[39519] ['6', '14', '66'] -> 66 - (6 / 14) mod 97
[39520] ['6', '14', '68'] -> 6 - (14 * 68) mod 97
[39521] ['6', '14', '71'] -> (6 * 71) - 14 mod 97
[39522] ['6', '14', '79'] -> (6 / 14) + 79 mod 97
[39523] ['1', '4', '79'] -> (4 * 79) - 1 mod 97
[39524] ['1', '35', '37'] -> (1 / 35) - 37 mod 97
[39525] ['6', '14', '92'] -> 92 / (14 + 6) mod 97
[39526] ['6', '14', '94'] -> (6 - 14) * 94 mod 97
[39527] ['6', '14', '95'] -> 95 / (14 - 6) mod 97
[39528] ['6', '15', '21'] -> 6 - (21 / 15) mod 97
[39529] ['6', '15', '22'] -> 22 / (15 - 6) mod 97
[39530] ['6', '15', '30'] -> (6 / 30) - 15 mod 97
[39531] ['6', '15', '32'] -> (15 + 32) / 6 mod 97
[39532] ['6', '15', '34'] -> (6 - 34) / 15 mod 97
[39533] ['6', '15', '35'] -> (15 - 6) * 35 mod 97
[39534] ['6', '15', '36'] -> (6 - 15) / 36 mod 97
[39535] ['1', '35', '40'] -> 40 / (35 - 1) mod 97
[39536] ['6', '15', '39'] -> 6 / (15 - 39) mod 97
[39537] ['6', '15', '47'] -> 15 - (47 * 6) mod 97
[39538] ['6', '15', '49'] -> (15 / 49) - 6 mod 97
[39539] ['6', '15', '50'] -> (50 * 6) + 15 mod 97
[39540] ['6', '15', '55'] -> (55 * 6) - 15 mod 97
[39541] ['6', '15', '57'] -> 6 - (15 * 57) mod 97
[39542] ['6', '15', '58'] -> 6 / (15 + 58) mod 97
[39543] ['6', '15', '61'] -> (15 - 6) / 61 mod 97
[39544] ['6', '15', '63'] -> (6 + 63) / 15 mod 97
[39545] ['6', '15', '65'] -> (15 - 65) / 6 mod 97
[39546] ['1', '35', '45'] -> (35 * 45) + 1 mod 97
[39547] ['6', '15', '70'] -> (15 / 6) + 70 mod 97
[39548] ['6', '15', '80'] -> 6 - (15 / 80) mod 97
[39549] ['6', '15', '86'] -> (15 + 86) * 6 mod 97
[39550] ['6', '15', '88'] -> 6 / (88 - 15) mod 97
[39551] ['6', '16', '17'] -> (6 - 16) * 17 mod 97
[39552] ['6', '16', '20'] -> (20 - 16) * 6 mod 97
[39553] ['6', '16', '23'] -> 23 - (16 * 6) mod 97
[39554] ['6', '16', '27'] -> 16 / (27 + 6) mod 97
[39555] ['6', '16', '37'] -> (6 / 16) - 37 mod 97
[39556] ['6', '16', '43'] -> 43 / (16 + 6) mod 97
[39557] ['1', '35', '50'] -> (1 + 35) / 50 mod 97
[39558] ['6', '16', '48'] -> (48 / 6) + 16 mod 97
[39559] ['6', '16', '49'] -> 16 - (49 / 6) mod 97
[39560] ['6', '16', '51'] -> 51 / (6 - 16) mod 97
[39561] ['6', '16', '56'] -> (56 - 6) * 16 mod 97
[39562] ['6', '16', '59'] -> 59 - (16 / 6) mod 97
[39563] ['6', '16', '60'] -> (6 / 16) + 60 mod 97
[39564] ['6', '16', '70'] -> 16 / (6 - 70) mod 97
[39565] ['6', '16', '80'] -> (16 - 6) * 80 mod 97
[39566] ['6', '16', '87'] -> (6 + 87) / 16 mod 97
[39567] ['6', '16', '89'] -> 6 / (89 - 16) mod 97
[39568] ['1', '35', '52'] -> 1 - (35 * 52) mod 97
[39569] ['6', '16', '92'] -> (92 / 16) - 6 mod 97
[39570] ['6', '16', '94'] -> (94 / 16) + 6 mod 97
[39571] ['6', '17', '19'] -> (17 * 6) + 19 mod 97
[39572] ['6', '17', '22'] -> (6 / 17) - 22 mod 97
[39573] ['6', '17', '25'] -> (25 / 17) - 6 mod 97
[39574] ['6', '17', '27'] -> 27 / (6 - 17) mod 97
[39575] ['6', '17', '29'] -> 29 - (17 * 6) mod 97
[39576] ['6', '17', '30'] -> (17 + 30) / 6 mod 97
[39577] ['6', '17', '36'] -> (17 * 36) - 6 mod 97
[39578] ['6', '17', '38'] -> (6 / 38) - 17 mod 97
[39579] ['1', '35', '55'] -> 35 / (55 - 1) mod 97
[39580] ['6', '17', '39'] -> (17 + 6) * 39 mod 97
[39581] ['6', '17', '42'] -> (42 / 6) + 17 mod 97
[39582] ['6', '17', '43'] -> 43 - (17 / 6) mod 97
[39583] ['6', '17', '44'] -> (6 - 17) / 44 mod 97
[39584] ['6', '17', '52'] -> (52 / 6) - 17 mod 97
[39585] ['6', '17', '53'] -> (17 - 6) / 53 mod 97
[39586] ['6', '17', '55'] -> 17 - (55 / 6) mod 97
[39587] ['6', '17', '64'] -> (64 - 17) / 6 mod 97
[39588] ['6', '17', '71'] -> (17 / 71) + 6 mod 97
[39589] ['6', '17', '74'] -> 17 / (6 - 74) mod 97
[39590] ['1', '35', '57'] -> 57 / (1 - 35) mod 97
[39591] ['6', '17', '75'] -> (6 / 17) + 75 mod 97
[39592] ['6', '17', '78'] -> (17 * 6) - 78 mod 97
[39593] ['6', '17', '81'] -> (6 + 81) * 17 mod 97
[39594] ['6', '17', '83'] -> (6 - 83) / 17 mod 97
[39595] ['6', '17', '86'] -> (6 - 17) * 86 mod 97
[39596] ['6', '17', '90'] -> 6 / (90 - 17) mod 97
[39597] ['6', '17', '92'] -> (17 / 6) - 92 mod 97
[39598] ['6', '17', '93'] -> (93 - 6) * 17 mod 97
[39599] ['6', '18', '19'] -> 18 / (19 + 6) mod 97
[39600] ['6', '18', '20'] -> (18 / 20) - 6 mod 97
[39601] ['1', '35', '63'] -> (1 + 63) / 35 mod 97
[39602] ['6', '18', '21'] -> (18 / 6) + 21 mod 97
[39603] ['6', '18', '22'] -> (22 - 18) * 6 mod 97
[39604] ['6', '18', '27'] -> 27 - (18 / 6) mod 97
[39605] ['6', '18', '29'] -> (18 + 29) / 6 mod 97
[39606] ['6', '18', '33'] -> (33 / 18) + 6 mod 97
[39607] ['6', '18', '34'] -> (18 * 34) - 6 mod 97
[39608] ['6', '18', '35'] -> 35 - (18 * 6) mod 97
[39609] ['6', '18', '37'] -> (6 - 37) * 18 mod 97
[39610] ['6', '18', '38'] -> (38 + 6) / 18 mod 97
[39611] ['6', '18', '41'] -> (6 / 18) - 41 mod 97
[39612] ['1', '35', '65'] -> (65 - 1) / 35 mod 97
[39613] ['6', '18', '42'] -> 6 / (18 - 42) mod 97
[39614] ['6', '18', '49'] -> (18 - 6) / 49 mod 97
[39615] ['6', '18', '50'] -> (50 - 6) / 18 mod 97
[39616] ['6', '18', '56'] -> (6 / 18) + 56 mod 97
[39617] ['6', '18', '58'] -> (58 / 6) - 18 mod 97
[39618] ['6', '18', '59'] -> (6 - 59) / 18 mod 97
[39619] ['6', '18', '60'] -> (6 + 60) * 18 mod 97
[39620] ['6', '18', '64'] -> 6 - (64 / 18) mod 97
[39621] ['6', '18', '65'] -> (65 - 18) / 6 mod 97
[39622] ['6', '18', '68'] -> (18 - 68) / 6 mod 97
[39623] ['1', '35', '68'] -> 1 - (68 / 35) mod 97
[39624] ['6', '18', '76'] -> (18 / 6) - 76 mod 97
[39625] ['6', '18', '78'] -> 18 / (6 - 78) mod 97
[39626] ['6', '18', '83'] -> (18 + 83) * 6 mod 97
[39627] ['6', '18', '84'] -> (18 * 6) - 84 mod 97
[39628] ['6', '18', '89'] -> 89 - (6 / 18) mod 97
[39629] ['6', '18', '94'] -> 94 / (18 - 6) mod 97
[39630] ['6', '18', '95'] -> (6 - 18) * 95 mod 97
[39631] ['6', '19', '21'] -> 21 / (19 - 6) mod 97
[39632] ['6', '19', '22'] -> (19 * 22) - 6 mod 97
[39633] ['6', '19', '23'] -> (23 - 19) * 6 mod 97
[39634] ['1', '4', '80'] -> 4 / (1 + 80) mod 97
[39635] ['1', '35', '69'] -> (35 / 69) + 1 mod 97
[39636] ['6', '19', '27'] -> 19 / (27 - 6) mod 97
[39637] ['6', '19', '30'] -> (30 / 6) + 19 mod 97
[39638] ['6', '19', '31'] -> (31 + 6) * 19 mod 97
[39639] ['6', '19', '32'] -> (19 + 6) * 32 mod 97
[39640] ['6', '19', '35'] -> (6 - 35) / 19 mod 97
[39641] ['6', '19', '39'] -> (6 / 19) + 39 mod 97
[39642] ['6', '19', '40'] -> (6 / 40) + 19 mod 97
[39643] ['6', '19', '41'] -> 41 - (19 * 6) mod 97
[39644] ['6', '19', '46'] -> 6 - (46 / 19) mod 97
[39645] ['6', '19', '51'] -> (51 / 19) + 6 mod 97
[39646] ['1', '35', '70'] -> (35 * 70) - 1 mod 97
[39647] ['6', '19', '54'] -> 6 / (19 + 54) mod 97
[39648] ['6', '19', '57'] -> 19 - (6 / 57) mod 97
[39649] ['6', '19', '58'] -> (6 / 19) - 58 mod 97
[39650] ['6', '19', '62'] -> (6 + 62) / 19 mod 97
[39651] ['6', '19', '64'] -> (64 / 6) - 19 mod 97
[39652] ['6', '19', '67'] -> 19 - (67 / 6) mod 97
[39653] ['6', '19', '74'] -> (74 - 6) / 19 mod 97
[39654] ['6', '19', '75'] -> (19 / 75) - 6 mod 97
[39655] ['6', '19', '80'] -> 19 - (6 * 80) mod 97
[39656] ['6', '19', '85'] -> (85 / 19) - 6 mod 97
[39657] ['1', '35', '74'] -> (1 / 74) - 35 mod 97
[39658] ['6', '19', '88'] -> (6 * 88) - 19 mod 97
[39659] ['6', '19', '90'] -> (19 * 6) - 90 mod 97
[39660] ['6', '19', '92'] -> 6 / (92 - 19) mod 97
[39661] ['6', '19', '94'] -> (19 + 6) / 94 mod 97
[39662] ['6', '20', '23'] -> 20 / (23 - 6) mod 97
[39663] ['6', '20', '26'] -> (6 - 20) * 26 mod 97
[39664] ['6', '20', '27'] -> (20 + 27) / 6 mod 97
[39665] ['6', '20', '28'] -> 6 - (28 / 20) mod 97
[39666] ['6', '20', '30'] -> (20 * 30) + 6 mod 97
[39667] ['6', '20', '31'] -> (6 / 31) - 20 mod 97
[39668] ['1', '35', '79'] -> (35 / 79) - 1 mod 97
[39669] ['6', '20', '41'] -> (20 - 6) / 41 mod 97
[39670] ['6', '20', '45'] -> 45 / (20 - 6) mod 97
[39671] ['6', '20', '52'] -> 52 / (6 - 20) mod 97
[39672] ['6', '20', '55'] -> (20 / 55) + 6 mod 97
[39673] ['6', '20', '56'] -> (6 - 20) / 56 mod 97
[39674] ['6', '20', '63'] -> (6 - 63) * 20 mod 97
[39675] ['6', '20', '64'] -> 20 - (6 * 64) mod 97
[39676] ['6', '20', '69'] -> (69 / 20) + 6 mod 97
[39677] ['6', '20', '71'] -> (20 - 6) * 71 mod 97
[39678] ['6', '20', '72'] -> (6 * 72) - 20 mod 97
[39679] ['1', '35', '88'] -> 88 / (1 + 35) mod 97
[39680] ['6', '20', '73'] -> 20 - (73 / 6) mod 97
[39681] ['6', '20', '81'] -> (20 + 81) * 6 mod 97
[39682] ['6', '20', '90'] -> (20 + 6) / 90 mod 97
[39683] ['6', '20', '92'] -> 92 - (20 / 6) mod 97
[39684] ['6', '20', '93'] -> 6 / (93 - 20) mod 97
[39685] ['6', '20', '96'] -> (20 * 6) - 96 mod 97
[39686] ['6', '21', '21'] -> (21 - 6) * 21 mod 97
[39687] ['6', '21', '37'] -> (21 - 6) / 37 mod 97
[39688] ['6', '21', '43'] -> (21 * 43) - 6 mod 97
[39689] ['6', '21', '44'] -> (21 + 6) * 44 mod 97
[39690] ['1', '35', '89'] -> (1 - 89) * 35 mod 97
