[1] ['1', '1', '1'] -> 1 / (1 + 1) mod 47
[48] ['4', '14', '39'] -> (14 + 39) * 4 mod 47
[49] ['4', '14', '43'] -> (14 / 43) + 4 mod 47
[50] ['4', '14', '45'] -> (45 / 14) + 4 mod 47
[51] ['4', '14', '46'] -> (46 - 4) * 14 mod 47
[52] ['4', '15', '16'] -> 16 - (15 / 4) mod 47
[53] ['4', '15', '19'] -> (15 / 19) - 4 mod 47
[54] ['4', '15', '20'] -> (4 - 20) / 15 mod 47
[55] ['4', '15', '22'] -> (15 - 4) / 22 mod 47
[56] ['4', '15', '25'] -> (4 - 15) / 25 mod 47
[57] ['4', '15', '27'] -> (27 + 4) / 15 mod 47
[58] ['1', '9', '13'] -> (13 * 9) + 1 mod 47
[59] ['4', '15', '45'] -> (4 * 45) - 15 mod 47
[60] ['4', '16', '21'] -> (21 + 4) * 16 mod 47
[61] ['4', '16', '22'] -> (22 - 16) * 4 mod 47
[62] ['4', '16', '25'] -> (25 / 16) - 4 mod 47
[63] ['4', '16', '26'] -> (4 - 26) * 16 mod 47
[64] ['4', '16', '27'] -> (16 / 4) - 27 mod 47
[65] ['4', '16', '38'] -> (38 / 16) + 4 mod 47
[66] ['4', '16', '39'] -> 4 / (16 + 39) mod 47
[67] ['4', '17', '17'] -> 17 / (4 - 17) mod 47
[68] ['4', '17', '27'] -> 27 - (4 / 17) mod 47
[69] ['1', '9', '17'] -> 9 / (1 + 17) mod 47
[70] ['4', '17', '39'] -> (17 / 4) - 39 mod 47
[71] ['4', '17', '40'] -> 40 - (17 / 4) mod 47
[72] ['4', '18', '18'] -> (4 / 18) - 18 mod 47
[73] ['4', '18', '20'] -> (20 - 18) / 4 mod 47
[74] ['4', '18', '23'] -> 18 - (23 / 4) mod 47
[75] ['4', '18', '26'] -> 4 / (26 - 18) mod 47
[76] ['4', '18', '27'] -> (27 / 4) - 18 mod 47
[77] ['4', '18', '28'] -> (18 - 4) / 28 mod 47
[78] ['4', '18', '29'] -> (4 / 18) + 29 mod 47
[79] ['4', '18', '35'] -> (18 + 35) * 4 mod 47
[80] ['1', '9', '22'] -> (1 / 22) + 9 mod 47
[81] ['4', '18', '43'] -> (18 / 4) + 43 mod 47
[82] ['4', '18', '44'] -> (18 + 4) / 44 mod 47
[83] ['4', '19', '21'] -> (21 - 19) / 4 mod 47
[84] ['4', '19', '22'] -> (22 + 4) * 19 mod 47
[85] ['4', '19', '35'] -> 35 / (19 + 4) mod 47
[86] ['4', '19', '37'] -> (37 - 4) / 19 mod 47
[87] ['4', '19', '41'] -> 4 - (19 * 41) mod 47
[88] ['4', '19', '44'] -> 44 - (4 / 19) mod 47
[89] ['4', '20', '23'] -> 4 - (23 / 20) mod 47
[90] ['4', '20', '25'] -> (20 - 4) * 25 mod 47
[91] ['1', '9', '25'] -> 9 - (1 / 25) mod 47
[92] ['4', '20', '30'] -> (4 / 30) - 20 mod 47
[93] ['4', '20', '32'] -> (20 - 4) / 32 mod 47
[94] ['4', '20', '36'] -> 20 / (36 + 4) mod 47
[95] ['4', '20', '42'] -> (4 / 20) - 42 mod 47
[96] ['4', '20', '44'] -> 20 / (44 - 4) mod 47
[97] ['4', '21', '28'] -> (21 + 28) / 4 mod 47
[98] ['4', '21', '44'] -> (44 / 21) + 4 mod 47
[99] ['4', '21', '45'] -> (4 / 45) - 21 mod 47
[100] ['4', '22', '23'] -> 22 - (23 * 4) mod 47
[101] ['4', '22', '28'] -> (28 - 22) * 4 mod 47
[102] ['1', '9', '27'] -> (1 + 27) / 9 mod 47
[103] ['4', '22', '29'] -> 4 - (22 * 29) mod 47
[104] ['4', '22', '33'] -> 4 / (22 + 33) mod 47
[105] ['4', '22', '34'] -> (22 / 34) + 4 mod 47
[106] ['4', '22', '37'] -> 37 - (4 / 22) mod 47
[107] ['4', '22', '39'] -> 22 - (39 / 4) mod 47
[108] ['4', '23', '25'] -> (25 - 23) / 4 mod 47
[109] ['4', '23', '29'] -> (29 - 23) * 4 mod 47
[110] ['4', '23', '39'] -> (39 - 4) / 23 mod 47
[111] ['4', '23', '40'] -> 4 - (23 * 40) mod 47
[112] ['4', '24', '39'] -> (4 - 39) / 24 mod 47
[113] ['1', '2', '8'] -> (1 + 2) * 8 mod 47
[114] ['1', '9', '30'] -> 9 / (1 - 30) mod 47
[115] ['4', '25', '27'] -> (27 - 25) / 4 mod 47
[116] ['4', '25', '31'] -> (31 - 25) * 4 mod 47
[117] ['4', '25', '32'] -> (32 + 4) / 25 mod 47
[118] ['4', '25', '33'] -> 4 / (33 - 25) mod 47
[119] ['4', '25', '37'] -> (4 / 25) + 37 mod 47
[120] ['4', '25', '38'] -> 38 / (25 + 4) mod 47
[121] ['4', '25', '40'] -> (40 - 4) / 25 mod 47
[122] ['4', '25', '41'] -> (25 / 4) - 41 mod 47
[123] ['4', '25', '46'] -> 25 / (4 + 46) mod 47
[124] ['4', '26', '27'] -> (26 + 27) * 4 mod 47
[125] ['1', '9', '35'] -> (35 - 1) * 9 mod 47
[126] ['4', '26', '28'] -> (28 - 26) / 4 mod 47
[127] ['4', '26', '30'] -> (26 * 30) - 4 mod 47
[128] ['4', '26', '31'] -> (26 - 4) * 31 mod 47
[129] ['4', '26', '33'] -> (26 * 4) - 33 mod 47
[130] ['4', '26', '35'] -> 35 - (4 / 26) mod 47
[131] ['4', '26', '38'] -> (4 - 38) / 26 mod 47
[132] ['4', '27', '30'] -> (4 / 30) + 27 mod 47
[133] ['4', '27', '31'] -> (31 - 4) * 27 mod 47
[134] ['4', '27', '36'] -> 27 - (36 * 4) mod 47
[135] ['4', '27', '38'] -> 38 - (27 * 4) mod 47
[136] ['1', '9', '37'] -> (37 / 9) - 1 mod 47
[137] ['4', '27', '39'] -> 39 / (27 + 4) mod 47
[138] ['4', '27', '41'] -> (41 - 4) / 27 mod 47
[139] ['4', '27', '43'] -> (4 / 27) + 43 mod 47
[140] ['4', '27', '44'] -> 27 / (4 - 44) mod 47
[141] ['4', '28', '29'] -> (4 / 29) - 28 mod 47
[142] ['4', '28', '32'] -> (32 / 28) - 4 mod 47
[143] ['4', '28', '34'] -> (34 - 28) * 4 mod 47
[144] ['4', '28', '35'] -> 35 / (4 - 28) mod 47
[145] ['4', '28', '43'] -> (43 / 28) + 4 mod 47
[146] ['4', '28', '44'] -> (4 / 28) + 44 mod 47
[147] ['1', '9', '43'] -> 43 / (1 - 9) mod 47
[148] ['4', '29', '29'] -> 29 - (4 / 29) mod 47
[149] ['4', '29', '36'] -> 36 / (29 - 4) mod 47
[150] ['4', '29', '37'] -> 4 / (37 - 29) mod 47
[151] ['4', '30', '33'] -> (33 - 4) * 30 mod 47
[152] ['4', '30', '34'] -> 34 / (4 - 30) mod 47
[153] ['4', '30', '40'] -> (30 / 4) + 40 mod 47
[154] ['4', '30', '42'] -> (4 - 30) / 42 mod 47
[155] ['4', '31', '32'] -> (32 / 4) - 31 mod 47
[156] ['4', '31', '34'] -> (31 * 34) + 4 mod 47
[157] ['4', '31', '35'] -> (35 + 4) / 31 mod 47
[158] ['1', '9', '45'] -> 45 - (1 / 9) mod 47
[159] ['4', '31', '38'] -> 4 - (38 / 31) mod 47
[160] ['4', '31', '40'] -> (4 - 31) / 40 mod 47
[161] ['4', '32', '33'] -> 33 / (4 - 32) mod 47
[162] ['4', '32', '45'] -> (4 * 45) + 32 mod 47
[163] ['4', '33', '37'] -> 33 - (4 / 37) mod 47
[164] ['4', '33', '39'] -> (39 - 33) * 4 mod 47
[165] ['4', '33', '46'] -> (4 - 46) * 33 mod 47
[166] ['4', '34', '39'] -> (34 / 4) + 39 mod 47
[167] ['4', '34', '46'] -> (4 / 34) + 46 mod 47
[168] ['4', '35', '38'] -> 35 - (38 * 4) mod 47
[169] ['1', '10', '10'] -> 10 - (1 / 10) mod 47
[170] ['4', '35', '42'] -> (42 / 35) + 4 mod 47
[171] ['4', '36', '45'] -> 45 - (4 / 36) mod 47
[172] ['4', '36', '46'] -> (46 / 4) + 36 mod 47
[173] ['4', '37', '39'] -> (39 - 37) / 4 mod 47
[174] ['4', '37', '40'] -> 40 / (37 - 4) mod 47
[175] ['4', '37', '46'] -> (46 - 4) / 37 mod 47
[176] ['4', '38', '41'] -> (4 / 41) - 38 mod 47
[177] ['4', '38', '45'] -> (38 / 45) - 4 mod 47
[178] ['4', '38', '46'] -> 4 / (46 - 38) mod 47
[179] ['4', '40', '45'] -> 4 - (40 / 45) mod 47
[180] ['1', '10', '12'] -> 1 / (12 - 10) mod 47
[181] ['4', '41', '45'] -> (41 / 4) - 45 mod 47
[182] ['4', '42', '42'] -> 42 - (4 / 42) mod 47
[183] ['4', '42', '43'] -> (42 * 43) + 4 mod 47
[184] ['4', '42', '45'] -> (4 + 42) / 45 mod 47
[185] ['4', '43', '43'] -> 43 / (43 - 4) mod 47
[186] ['4', '43', '44'] -> (43 - 4) * 44 mod 47
[187] ['4', '44', '46'] -> (46 - 44) / 4 mod 47
[188] ['5', '5', '5'] -> 5 / (5 + 5) mod 47
[189] ['5', '5', '18'] -> (5 / 18) - 5 mod 47
[190] ['5', '5', '19'] -> (5 - 19) * 5 mod 47
[191] ['1', '10', '21'] -> 10 / (21 - 1) mod 47
[192] ['5', '5', '20'] -> (5 + 5) / 20 mod 47
[193] ['5', '5', '21'] -> (21 + 5) / 5 mod 47
[194] ['5', '5', '22'] -> 5 - (5 / 22) mod 47
[195] ['5', '5', '26'] -> (5 - 26) / 5 mod 47
[196] ['5', '5', '28'] -> (28 + 5) * 5 mod 47
[197] ['5', '5', '31'] -> (31 - 5) / 5 mod 47
[198] ['5', '5', '32'] -> (32 * 5) + 5 mod 47
[199] ['5', '5', '38'] -> (38 - 5) * 5 mod 47
[200] ['5', '5', '40'] -> (5 + 5) * 40 mod 47
[201] ['5', '5', '42'] -> 5 / (5 - 42) mod 47
[202] ['1', '10', '22'] -> (1 + 10) / 22 mod 47
[203] ['5', '6', '6'] -> (5 * 6) - 6 mod 47
[204] ['5', '6', '11'] -> (11 * 6) + 5 mod 47
[205] ['5', '6', '18'] -> 6 - (5 / 18) mod 47
[206] ['5', '6', '30'] -> (6 / 30) + 5 mod 47
[207] ['5', '6', '32'] -> (32 - 6) / 5 mod 47
[208] ['5', '6', '36'] -> 5 - (36 * 6) mod 47
[209] ['5', '6', '39'] -> (39 - 6) * 5 mod 47
[210] ['5', '6', '41'] -> (5 * 6) + 41 mod 47
[211] ['5', '6', '46'] -> (46 + 5) * 6 mod 47
[212] ['5', '7', '11'] -> (5 * 7) - 11 mod 47
[213] ['1', '10', '26'] -> (10 * 26) - 1 mod 47
[214] ['5', '7', '14'] -> (14 / 5) - 7 mod 47
[215] ['5', '7', '16'] -> 16 - (7 / 5) mod 47
[216] ['5', '7', '18'] -> 18 - (5 / 7) mod 47
[217] ['5', '7', '24'] -> (5 + 7) / 24 mod 47
[218] ['5', '7', '28'] -> (7 - 28) / 5 mod 47
[219] ['5', '7', '30'] -> (5 / 7) + 30 mod 47
[220] ['5', '7', '33'] -> (33 - 7) / 5 mod 47
[221] ['5', '7', '40'] -> (40 - 7) * 5 mod 47
[222] ['5', '7', '42'] -> (42 - 5) * 7 mod 47
[223] ['5', '7', '46'] -> 46 / (5 - 7) mod 47
[224] ['1', '2', '11'] -> (1 + 11) * 2 mod 47
[225] ['1', '10', '27'] -> (10 / 27) + 1 mod 47
[226] ['5', '8', '8'] -> (8 - 5) * 8 mod 47
[227] ['5', '8', '9'] -> (9 - 5) / 8 mod 47
[228] ['5', '8', '14'] -> 8 - (14 / 5) mod 47
[229] ['5', '8', '16'] -> (5 * 8) - 16 mod 47
[230] ['5', '8', '17'] -> 17 - (5 * 8) mod 47
[231] ['5', '8', '19'] -> (19 / 5) - 8 mod 47
[232] ['5', '8', '30'] -> 30 / (5 + 8) mod 47
[233] ['5', '8', '32'] -> 8 - (5 / 32) mod 47
[234] ['5', '8', '35'] -> 35 - (8 / 5) mod 47
[235] ['5', '8', '38'] -> (5 + 8) * 38 mod 47
[236] ['1', '10', '37'] -> (1 / 37) + 10 mod 47
[237] ['5', '8', '39'] -> (5 - 8) * 39 mod 47
[238] ['5', '8', '40'] -> (8 / 40) + 5 mod 47
[239] ['5', '8', '46'] -> (46 + 5) / 8 mod 47
[240] ['5', '9', '18'] -> (5 - 18) * 9 mod 47
[241] ['5', '9', '21'] -> (5 * 9) - 21 mod 47
[242] ['5', '9', '31'] -> 9 - (5 / 31) mod 47
[243] ['5', '9', '33'] -> (33 - 5) / 9 mod 47
[244] ['5', '9', '44'] -> 9 - (44 * 5) mod 47
[245] ['5', '10', '10'] -> (10 - 5) / 10 mod 47
[246] ['5', '10', '11'] -> (10 + 5) * 11 mod 47
[247] ['1', '10', '41'] -> (41 - 1) * 10 mod 47
[248] ['5', '10', '14'] -> (5 - 10) * 14 mod 47
[249] ['5', '10', '15'] -> 10 / (15 + 5) mod 47
[250] ['5', '10', '17'] -> (10 * 17) - 5 mod 47
[251] ['5', '10', '20'] -> 5 / (20 - 10) mod 47
[252] ['5', '10', '22'] -> (10 / 5) + 22 mod 47
[253] ['5', '10', '27'] -> 27 - (10 * 5) mod 47
[254] ['5', '10', '30'] -> (10 + 5) / 30 mod 47
[255] ['5', '10', '32'] -> 10 / (5 - 32) mod 47
[256] ['5', '10', '33'] -> (10 - 5) * 33 mod 47
[257] ['5', '10', '37'] -> (5 - 10) / 37 mod 47
[258] ['1', '10', '42'] -> (42 / 10) + 1 mod 47
[259] ['5', '11', '20'] -> (20 - 5) * 11 mod 47
[260] ['5', '11', '22'] -> (11 + 22) * 5 mod 47
[261] ['5', '11', '23'] -> (5 - 23) / 11 mod 47
[262] ['5', '11', '26'] -> 5 - (26 / 11) mod 47
[263] ['5', '11', '31'] -> (11 * 5) - 31 mod 47
[264] ['5', '11', '33'] -> 33 - (5 / 11) mod 47
[265] ['5', '11', '41'] -> 5 - (11 * 41) mod 47
[266] ['5', '11', '45'] -> 45 - (11 / 5) mod 47
[267] ['5', '11', '46'] -> 5 / (11 + 46) mod 47
[268] ['5', '12', '15'] -> (12 / 15) - 5 mod 47
[269] ['1', '10', '43'] -> (1 - 43) / 10 mod 47
[270] ['5', '12', '21'] -> (12 + 21) * 5 mod 47
[271] ['5', '12', '28'] -> 12 / (5 - 28) mod 47
[272] ['5', '12', '32'] -> 32 / (12 + 5) mod 47
[273] ['5', '12', '36'] -> (12 * 5) - 36 mod 47
[274] ['5', '12', '39'] -> (39 / 5) - 12 mod 47
[275] ['5', '12', '43'] -> (5 / 12) - 43 mod 47
[276] ['5', '12', '46'] -> (5 - 46) / 12 mod 47
[277] ['5', '13', '14'] -> (5 - 14) * 13 mod 47
[278] ['5', '13', '18'] -> (13 / 18) + 5 mod 47
[279] ['5', '13', '22'] -> (5 - 22) / 13 mod 47
[280] ['1', '11', '16'] -> (16 - 1) * 11 mod 47
[281] ['5', '13', '25'] -> (25 + 5) / 13 mod 47
[282] ['5', '13', '29'] -> 5 - (13 / 29) mod 47
[283] ['5', '13', '33'] -> (33 + 5) * 13 mod 47
[284] ['5', '13', '38'] -> 13 - (5 / 38) mod 47
[285] ['5', '13', '45'] -> (45 * 5) - 13 mod 47
[286] ['5', '13', '46'] -> (46 - 13) * 5 mod 47
[287] ['5', '14', '16'] -> 5 - (16 / 14) mod 47
[288] ['5', '14', '17'] -> (17 * 5) - 14 mod 47
[289] ['5', '14', '18'] -> (14 - 5) / 18 mod 47
[290] ['5', '14', '20'] -> (5 / 14) - 20 mod 47
[291] ['1', '11', '19'] -> (1 - 19) / 11 mod 47
[292] ['5', '14', '21'] -> 21 - (5 / 14) mod 47
[293] ['5', '14', '26'] -> (14 + 5) * 26 mod 47
[294] ['5', '14', '27'] -> (5 / 14) + 27 mod 47
[295] ['5', '14', '29'] -> (5 - 14) / 29 mod 47
[296] ['5', '14', '30'] -> (30 / 14) - 5 mod 47
[297] ['5', '14', '31'] -> (31 / 14) + 5 mod 47
[298] ['5', '14', '34'] -> (14 - 5) * 34 mod 47
[299] ['5', '14', '36'] -> (5 / 36) - 14 mod 47
[300] ['5', '14', '37'] -> (37 + 5) * 14 mod 47
[301] ['5', '14', '38'] -> (14 + 5) / 38 mod 47
[302] ['1', '11', '20'] -> (11 - 1) / 20 mod 47
[303] ['5', '14', '44'] -> 14 - (44 / 5) mod 47
[304] ['5', '15', '16'] -> (16 - 5) * 15 mod 47
[305] ['5', '15', '18'] -> (15 + 18) * 5 mod 47
[306] ['5', '15', '19'] -> 5 - (15 / 19) mod 47
[307] ['5', '15', '22'] -> 15 / (5 - 22) mod 47
[308] ['5', '15', '28'] -> (15 / 28) + 5 mod 47
[309] ['5', '15', '29'] -> (15 - 29) * 5 mod 47
[310] ['5', '15', '30'] -> (30 * 5) + 15 mod 47
[311] ['5', '15', '35'] -> 15 / (35 - 5) mod 47
[312] ['5', '15', '39'] -> (5 / 15) - 39 mod 47
[313] ['1', '11', '21'] -> 11 / (1 + 21) mod 47
[314] ['5', '15', '45'] -> (45 / 5) + 15 mod 47
[315] ['5', '16', '18'] -> 18 / (5 - 16) mod 47
[316] ['5', '16', '26'] -> 5 / (26 - 16) mod 47
[317] ['5', '16', '28'] -> (16 + 5) * 28 mod 47
[318] ['5', '16', '29'] -> 29 / (16 - 5) mod 47
[319] ['5', '16', '32'] -> (5 - 16) * 32 mod 47
[320] ['5', '16', '33'] -> (16 / 33) + 5 mod 47
[321] ['5', '16', '36'] -> 16 - (36 * 5) mod 47
[322] ['5', '16', '39'] -> 39 - (5 / 16) mod 47
[323] ['5', '16', '46'] -> 46 - (16 / 5) mod 47
[324] ['1', '11', '24'] -> (1 + 11) / 24 mod 47
[325] ['5', '17', '17'] -> (17 / 5) - 17 mod 47
[326] ['5', '17', '20'] -> (5 - 20) / 17 mod 47
[327] ['5', '17', '21'] -> 5 - (17 * 21) mod 47
[328] ['5', '17', '24'] -> (17 - 5) / 24 mod 47
[329] ['5', '17', '26'] -> (17 * 26) + 5 mod 47
[330] ['5', '17', '30'] -> (17 / 5) + 30 mod 47
[331] ['5', '17', '32'] -> (5 / 17) + 32 mod 47
[332] ['5', '17', '34'] -> (5 - 34) * 17 mod 47
[333] ['5', '17', '37'] -> (37 - 5) / 17 mod 47
[334] ['5', '17', '40'] -> 5 / (17 + 40) mod 47
[335] ['1', '2', '13'] -> (13 - 1) * 2 mod 47
[336] ['1', '11', '25'] -> (11 / 25) + 1 mod 47
[337] ['5', '18', '19'] -> (18 * 5) - 19 mod 47
[338] ['5', '18', '21'] -> (5 - 18) / 21 mod 47
[339] ['5', '18', '27'] -> 18 - (27 * 5) mod 47
[340] ['5', '18', '31'] -> 18 / (31 + 5) mod 47
[341] ['5', '18', '32'] -> (18 - 32) * 5 mod 47
[342] ['5', '18', '34'] -> 5 - (34 / 18) mod 47
[343] ['5', '18', '40'] -> (5 / 40) + 18 mod 47
[344] ['5', '18', '42'] -> (5 / 18) + 42 mod 47
[345] ['5', '18', '44'] -> (44 - 18) / 5 mod 47
[346] ['5', '19', '19'] -> (5 - 19) / 19 mod 47
[347] ['1', '11', '26'] -> 11 / (1 - 26) mod 47
[348] ['5', '19', '21'] -> (21 + 5) * 19 mod 47
[349] ['5', '19', '22'] -> 19 - (22 / 5) mod 47
[350] ['5', '19', '23'] -> (19 * 5) + 23 mod 47
[351] ['5', '19', '26'] -> (5 - 26) * 19 mod 47
[352] ['5', '19', '27'] -> (27 / 5) - 19 mod 47
[353] ['5', '19', '29'] -> 5 / (29 - 19) mod 47
[354] ['5', '19', '31'] -> (31 - 5) * 19 mod 47
[355] ['5', '19', '32'] -> (32 / 19) + 5 mod 47
[356] ['5', '19', '39'] -> (19 / 5) + 39 mod 47
[357] ['5', '19', '42'] -> (19 - 5) * 42 mod 47
[358] ['1', '11', '27'] -> (1 - 11) / 27 mod 47
[359] ['5', '19', '43'] -> 19 / (43 - 5) mod 47
[360] ['5', '19', '45'] -> (45 - 19) / 5 mod 47
[361] ['5', '20', '20'] -> (20 / 5) + 20 mod 47
[362] ['5', '20', '28'] -> 28 - (20 / 5) mod 47
[363] ['5', '20', '31'] -> 31 / (20 - 5) mod 47
[364] ['5', '20', '42'] -> (5 - 42) / 20 mod 47
[365] ['5', '20', '43'] -> 5 - (43 / 20) mod 47
[366] ['5', '20', '45'] -> 20 / (45 - 5) mod 47
[367] ['5', '21', '21'] -> (5 / 21) - 21 mod 47
[368] ['5', '21', '25'] -> (21 - 5) * 25 mod 47
[369] ['1', '11', '28'] -> (1 + 28) / 11 mod 47
[370] ['5', '21', '30'] -> (21 * 30) + 5 mod 47
[371] ['5', '21', '31'] -> 5 / (31 - 21) mod 47
[372] ['5', '21', '34'] -> (21 * 5) - 34 mod 47
[373] ['5', '21', '38'] -> (21 / 38) - 5 mod 47
[374] ['5', '21', '42'] -> (21 - 42) / 5 mod 47
[375] ['5', '22', '28'] -> (28 * 5) - 22 mod 47
[376] ['5', '22', '31'] -> 5 - (22 / 31) mod 47
[377] ['5', '22', '34'] -> (22 - 5) / 34 mod 47
[378] ['5', '22', '35'] -> 5 / (22 + 35) mod 47
[379] ['5', '22', '38'] -> (38 * 5) + 22 mod 47
[380] ['1', '11', '30'] -> (30 - 1) / 11 mod 47
[381] ['5', '23', '26'] -> 5 - (23 / 26) mod 47
[382] ['5', '23', '40'] -> (40 - 5) / 23 mod 47
[383] ['5', '23', '45'] -> 45 - (23 * 5) mod 47
[384] ['5', '25', '27'] -> (5 - 25) * 27 mod 47
[385] ['5', '25', '32'] -> 5 / (25 + 32) mod 47
[386] ['5', '25', '36'] -> (5 - 36) * 25 mod 47
[387] ['5', '25', '37'] -> 37 / (5 - 25) mod 47
[388] ['5', '25', '45'] -> 25 / (45 + 5) mod 47
[389] ['5', '25', '46'] -> (25 - 46) / 5 mod 47
[390] ['5', '26', '26'] -> 26 - (5 / 26) mod 47
[391] ['1', '11', '32'] -> (11 * 32) + 1 mod 47
[392] ['5', '26', '28'] -> (26 - 5) * 28 mod 47
[393] ['5', '26', '30'] -> 5 - (26 * 30) mod 47
[394] ['5', '26', '31'] -> 5 / (26 + 31) mod 47
[395] ['5', '26', '34'] -> 34 / (26 - 5) mod 47
[396] ['5', '26', '35'] -> (26 * 5) + 35 mod 47
[397] ['5', '26', '37'] -> (37 / 5) + 26 mod 47
[398] ['5', '26', '38'] -> 26 - (38 * 5) mod 47
[399] ['5', '26', '42'] -> (26 - 5) / 42 mod 47
[400] ['5', '27', '28'] -> (27 / 5) + 28 mod 47
[401] ['5', '27', '29'] -> (29 * 5) - 27 mod 47
[402] ['1', '11', '38'] -> 1 / (11 + 38) mod 47
[403] ['5', '27', '33'] -> 27 - (5 / 33) mod 47
[404] ['5', '27', '42'] -> (42 - 5) / 27 mod 47
[405] ['5', '28', '32'] -> 5 - (32 / 28) mod 47
[406] ['5', '28', '34'] -> (5 / 34) + 28 mod 47
[407] ['5', '28', '39'] -> 39 - (28 / 5) mod 47
[408] ['5', '28', '40'] -> 40 / (28 + 5) mod 47
[409] ['5', '28', '42'] -> (28 - 42) * 5 mod 47
[410] ['5', '29', '30'] -> (30 / 5) - 29 mod 47
[411] ['5', '29', '33'] -> (33 + 5) / 29 mod 47
[412] ['5', '29', '34'] -> (34 / 29) + 5 mod 47
[413] ['1', '11', '41'] -> (1 / 11) + 41 mod 47
[414] ['5', '29', '39'] -> 5 / (39 - 29) mod 47
[415] ['5', '29', '40'] -> (5 / 40) - 29 mod 47
[416] ['5', '29', '44'] -> (29 + 44) / 5 mod 47
[417] ['5', '30', '30'] -> 30 - (30 / 5) mod 47
[418] ['5', '30', '33'] -> 33 - (30 * 5) mod 47
[419] ['5', '30', '35'] -> (35 / 5) - 30 mod 47
[420] ['5', '30', '38'] -> 5 - (30 / 38) mod 47
[421] ['5', '30', '43'] -> (30 + 43) / 5 mod 47
[422] ['5', '31', '32'] -> (31 + 5) * 32 mod 47
[423] ['5', '31', '33'] -> 5 - (31 / 33) mod 47
[424] ['1', '11', '42'] -> 42 / (1 - 11) mod 47
[425] ['5', '31', '38'] -> 38 - (31 * 5) mod 47
[426] ['5', '31', '40'] -> (40 / 5) - 31 mod 47
[427] ['5', '31', '46'] -> (31 / 5) + 46 mod 47
[428] ['5', '32', '37'] -> 37 / (32 - 5) mod 47
[429] ['5', '32', '45'] -> (45 / 5) - 32 mod 47
[430] ['5', '32', '46'] -> (32 - 46) * 5 mod 47
[431] ['5', '33', '35'] -> (35 + 5) / 33 mod 47
[432] ['5', '33', '36'] -> (5 / 36) + 33 mod 47
[433] ['5', '33', '38'] -> (5 - 33) / 38 mod 47
[434] ['5', '33', '39'] -> (33 / 5) - 39 mod 47
[435] ['1', '11', '43'] -> (1 / 43) - 11 mod 47
[436] ['5', '34', '34'] -> 5 - (34 * 34) mod 47
