[1] ['1', '1', '9'] -> 9 / (1 + 1) mod 39
[109] ['12', '15', '28'] -> 12 - (15 / 28) mod 39
[110] ['12', '15', '29'] -> 15 - (12 / 29) mod 39
[111] ['12', '15', '33'] -> 12 - (15 * 33) mod 39
[112] ['12', '16', '23'] -> 12 / (23 - 16) mod 39
[113] ['1', '3', '12'] -> (3 - 1) * 12 mod 39
[114] ['1', '22', '32'] -> (1 + 32) * 22 mod 39
[115] ['12', '16', '25'] -> (16 + 25) * 12 mod 39
[116] ['12', '16', '38'] -> (16 + 38) * 12 mod 39
[117] ['12', '17', '32'] -> (32 - 17) * 12 mod 39
[118] ['12', '18', '24'] -> (12 + 24) * 18 mod 39
[119] ['12', '18', '25'] -> 12 / (25 - 18) mod 39
[120] ['12', '18', '38'] -> 12 / (38 - 18) mod 39
[121] ['12', '19', '26'] -> 12 / (26 - 19) mod 39
[122] ['12', '19', '33'] -> (33 / 19) + 12 mod 39
[123] ['12', '19', '34'] -> (34 - 19) * 12 mod 39
[124] ['12', '19', '36'] -> (12 + 19) * 36 mod 39
[125] ['1', '22', '34'] -> (34 - 1) * 22 mod 39
[126] ['12', '20', '22'] -> (22 - 20) * 12 mod 39
[127] ['12', '20', '26'] -> 12 / (20 + 26) mod 39
[128] ['12', '20', '34'] -> (20 + 34) * 12 mod 39
[129] ['12', '20', '35'] -> (35 - 20) * 12 mod 39
[130] ['12', '21', '21'] -> (21 * 21) + 12 mod 39
[131] ['12', '21', '25'] -> 12 / (21 + 25) mod 39
[132] ['12', '21', '38'] -> 12 / (21 + 38) mod 39
[133] ['12', '22', '27'] -> (12 / 22) + 27 mod 39
[134] ['12', '23', '23'] -> 12 / (23 + 23) mod 39
[135] ['12', '23', '24'] -> (12 / 23) - 24 mod 39
[136] ['1', '22', '35'] -> (22 - 1) / 35 mod 39
[137] ['12', '23', '25'] -> (25 - 23) * 12 mod 39
[138] ['12', '23', '38'] -> (38 - 23) * 12 mod 39
[139] ['12', '24', '24'] -> (12 - 24) * 24 mod 39
[140] ['12', '24', '33'] -> (24 * 33) + 12 mod 39
[141] ['12', '25', '29'] -> (25 + 29) * 12 mod 39
[142] ['12', '25', '30'] -> 30 / (12 + 25) mod 39
[143] ['12', '25', '34'] -> 12 / (25 + 34) mod 39
[144] ['12', '26', '37'] -> (26 - 37) * 12 mod 39
[145] ['12', '27', '31'] -> 27 / (31 - 12) mod 39
[146] ['12', '27', '34'] -> 12 / (34 - 27) mod 39
[147] ['1', '23', '27'] -> (1 + 23) * 27 mod 39
[148] ['12', '27', '35'] -> (12 / 35) + 27 mod 39
[149] ['12', '28', '35'] -> 12 / (35 - 28) mod 39
[150] ['12', '28', '36'] -> (12 + 36) / 28 mod 39
[151] ['12', '29', '38'] -> (29 + 38) * 12 mod 39
[152] ['12', '30', '34'] -> (12 + 30) * 34 mod 39
[153] ['12', '30', '38'] -> 30 / (12 + 38) mod 39
[154] ['12', '31', '38'] -> 12 / (38 - 31) mod 39
[155] ['12', '32', '33'] -> (33 / 32) + 12 mod 39
[156] ['12', '32', '36'] -> (12 + 32) * 36 mod 39
[157] ['12', '33', '37'] -> (33 * 37) + 12 mod 39
[158] ['1', '23', '33'] -> (23 - 1) * 33 mod 39
[159] ['13', '13', '28'] -> (13 * 13) - 28 mod 39
[160] ['13', '14', '20'] -> 13 - (14 / 20) mod 39
[161] ['13', '15', '15'] -> (13 * 15) - 15 mod 39
[162] ['13', '15', '18'] -> (13 * 18) - 15 mod 39
[163] ['13', '15', '21'] -> (13 * 21) - 15 mod 39
[164] ['13', '15', '33'] -> (13 * 33) - 15 mod 39
[165] ['13', '15', '36'] -> (13 * 36) - 15 mod 39
[166] ['13', '15', '39'] -> (13 * 39) - 15 mod 39
[167] ['13', '16', '33'] -> 33 / (13 + 16) mod 39
[168] ['13', '17', '18'] -> 18 / (17 - 13) mod 39
[169] ['1', '23', '34'] -> (1 - 34) / 23 mod 39
[170] ['13', '17', '21'] -> 21 / (13 - 17) mod 39
[171] ['13', '17', '34'] -> (13 - 34) / 17 mod 39
[172] ['13', '18', '35'] -> 18 / (13 - 35) mod 39
[173] ['13', '19', '27'] -> 27 / (13 + 19) mod 39
[174] ['13', '19', '29'] -> (13 - 19) / 29 mod 39
[175] ['13', '19', '35'] -> (13 - 19) * 35 mod 39
[176] ['13', '20', '23'] -> 13 - (20 / 23) mod 39
[177] ['13', '20', '27'] -> 27 / (13 - 20) mod 39
[178] ['13', '21', '22'] -> 21 / (13 + 22) mod 39
[179] ['13', '21', '30'] -> 21 / (13 - 30) mod 39
[180] ['1', '23', '35'] -> (23 * 35) - 1 mod 39
[181] ['13', '21', '35'] -> 21 / (35 - 13) mod 39
[182] ['13', '22', '32'] -> (13 - 22) * 32 mod 39
[183] ['13', '23', '33'] -> 33 / (13 - 23) mod 39
[184] ['13', '24', '25'] -> (13 - 25) * 24 mod 39
[185] ['13', '25', '32'] -> (13 - 25) / 32 mod 39
[186] ['13', '27', '28'] -> (13 - 28) * 27 mod 39
[187] ['13', '27', '32'] -> 27 / (32 - 13) mod 39
[188] ['13', '27', '33'] -> 27 / (13 - 33) mod 39
[189] ['13', '29', '32'] -> 13 - (32 / 29) mod 39
[190] ['13', '29', '33'] -> 33 / (29 - 13) mod 39
[191] ['1', '24', '28'] -> (28 - 1) * 24 mod 39
[192] ['13', '31', '35'] -> (13 - 31) / 35 mod 39
[193] ['13', '32', '38'] -> 13 - (38 / 32) mod 39
[194] ['13', '33', '36'] -> 33 / (13 - 36) mod 39
[195] ['14', '14', '17'] -> (14 / 17) + 14 mod 39
[196] ['14', '14', '22'] -> 14 - (14 / 22) mod 39
[197] ['14', '15', '21'] -> (14 + 15) * 21 mod 39
[198] ['14', '15', '26'] -> (26 - 14) * 15 mod 39
[199] ['14', '15', '33'] -> 33 / (14 + 15) mod 39
[200] ['14', '15', '37'] -> (14 + 37) * 15 mod 39
[201] ['14', '16', '27'] -> (14 - 16) * 27 mod 39
[202] ['1', '24', '33'] -> 33 / (1 - 24) mod 39
[203] ['14', '16', '28'] -> (14 / 16) + 28 mod 39
[204] ['14', '16', '30'] -> 30 / (14 - 16) mod 39
[205] ['14', '16', '37'] -> (14 + 16) / 37 mod 39
[206] ['14', '17', '29'] -> (17 / 29) + 14 mod 39
[207] ['14', '17', '36'] -> (14 + 17) * 36 mod 39
[208] ['14', '17', '37'] -> 17 - (14 / 37) mod 39
[209] ['14', '18', '18'] -> 18 / (18 - 14) mod 39
[210] ['14', '18', '21'] -> 21 / (14 - 18) mod 39
[211] ['14', '18', '22'] -> (14 + 22) * 18 mod 39
[212] ['14', '18', '24'] -> (24 - 14) * 18 mod 39
[213] ['1', '25', '27'] -> (25 - 1) * 27 mod 39
[214] ['14', '18', '27'] -> 27 / (14 + 18) mod 39
[215] ['14', '18', '29'] -> 18 / (14 + 29) mod 39
[216] ['14', '18', '35'] -> (14 + 35) * 18 mod 39
[217] ['14', '18', '37'] -> (37 - 14) * 18 mod 39
[218] ['14', '19', '22'] -> (14 + 19) * 22 mod 39
[219] ['14', '19', '37'] -> (19 / 37) + 14 mod 39
[220] ['14', '20', '20'] -> (20 * 20) + 14 mod 39
[221] ['14', '20', '26'] -> (26 - 14) / 20 mod 39
[222] ['14', '20', '36'] -> 36 / (14 + 20) mod 39
[223] ['14', '21', '21'] -> 21 / (14 + 21) mod 39
[224] ['1', '3', '33'] -> (1 + 33) * 3 mod 39
[225] ['1', '25', '35'] -> (25 / 35) + 1 mod 39
[226] ['14', '21', '24'] -> (14 - 24) * 21 mod 39
[227] ['14', '21', '27'] -> 27 / (14 - 21) mod 39
[228] ['14', '21', '33'] -> (14 + 21) * 33 mod 39
[229] ['14', '21', '37'] -> (14 - 37) * 21 mod 39
[230] ['14', '22', '25'] -> (25 / 22) + 14 mod 39
[231] ['14', '22', '29'] -> 14 - (22 / 29) mod 39
[232] ['14', '22', '31'] -> (14 + 22) * 31 mod 39
[233] ['14', '23', '27'] -> (14 + 23) * 27 mod 39
[234] ['14', '23', '30'] -> 30 / (14 + 23) mod 39
[235] ['14', '23', '37'] -> (14 - 23) / 37 mod 39
[236] ['1', '27', '29'] -> (1 - 29) * 27 mod 39
[237] ['14', '24', '33'] -> 33 / (14 - 24) mod 39
[238] ['14', '25', '27'] -> (25 - 14) * 27 mod 39
[239] ['14', '25', '30'] -> 30 / (25 - 14) mod 39
[240] ['14', '27', '29'] -> (14 - 29) * 27 mod 39
[241] ['14', '27', '33'] -> 27 / (33 - 14) mod 39
[242] ['14', '27', '34'] -> 27 / (14 - 34) mod 39
[243] ['14', '27', '38'] -> (38 - 14) * 27 mod 39
[244] ['14', '28', '37'] -> (14 + 37) * 28 mod 39
[245] ['14', '29', '32'] -> (14 - 32) * 29 mod 39
[246] ['14', '29', '35'] -> (35 - 14) * 29 mod 39
[247] ['1', '27', '31'] -> 27 / (1 + 31) mod 39
[248] ['14', '29', '37'] -> (14 / 29) - 37 mod 39
[249] ['14', '30', '34'] -> (14 - 34) * 30 mod 39
[250] ['14', '31', '33'] -> (14 - 31) * 33 mod 39
[251] ['14', '31', '35'] -> (14 / 35) - 31 mod 39
[252] ['14', '32', '32'] -> (32 * 32) + 14 mod 39
[253] ['14', '32', '35'] -> (14 - 32) / 35 mod 39
[254] ['14', '33', '37'] -> 33 / (14 - 37) mod 39
[255] ['14', '34', '37'] -> (34 * 37) + 14 mod 39
[256] ['14', '35', '35'] -> (35 - 14) / 35 mod 39
[257] ['14', '35', '38'] -> (38 / 35) + 14 mod 39
[258] ['1', '27', '33'] -> 27 / (33 - 1) mod 39
[259] ['15', '15', '20'] -> 15 - (15 / 20) mod 39
[260] ['15', '15', '26'] -> (15 * 26) - 15 mod 39
[261] ['15', '15', '27'] -> (27 - 15) * 15 mod 39
[262] ['15', '15', '28'] -> 15 - (15 * 28) mod 39
[263] ['15', '15', '36'] -> (15 + 36) * 15 mod 39
[264] ['15', '15', '39'] -> (15 * 39) - 15 mod 39
[265] ['15', '16', '27'] -> (27 / 16) + 15 mod 39
[266] ['15', '16', '28'] -> (28 - 16) * 15 mod 39
[267] ['15', '16', '35'] -> (16 + 35) * 15 mod 39
[268] ['15', '17', '33'] -> (33 - 15) / 17 mod 39
[269] ['1', '27', '38'] -> (38 - 1) * 27 mod 39
[270] ['15', '17', '34'] -> (17 + 34) * 15 mod 39
[271] ['15', '18', '23'] -> 18 - (15 * 23) mod 39
[272] ['15', '18', '25'] -> (25 - 15) * 18 mod 39
[273] ['15', '18', '26'] -> (18 * 26) - 15 mod 39
[274] ['15', '18', '36'] -> 18 - (15 * 36) mod 39
[275] ['15', '18', '38'] -> (38 - 15) * 18 mod 39
[276] ['15', '18', '39'] -> (18 * 39) - 15 mod 39
[277] ['15', '19', '31'] -> (31 - 19) * 15 mod 39
[278] ['15', '19', '32'] -> (19 + 32) * 15 mod 39
[279] ['15', '20', '27'] -> (27 - 15) / 20 mod 39
[280] ['1', '28', '28'] -> (1 - 28) * 28 mod 39
[281] ['15', '20', '31'] -> (20 + 31) * 15 mod 39
[282] ['15', '21', '23'] -> (21 - 15) / 23 mod 39
[283] ['15', '21', '25'] -> (15 - 25) * 21 mod 39
[284] ['15', '21', '26'] -> (21 * 26) - 15 mod 39
[285] ['15', '21', '28'] -> 15 - (21 / 28) mod 39
[286] ['15', '21', '38'] -> (15 - 38) * 21 mod 39
[287] ['15', '21', '39'] -> (21 * 39) - 15 mod 39
[288] ['15', '22', '29'] -> (22 + 29) * 15 mod 39
[289] ['15', '22', '34'] -> (34 - 22) * 15 mod 39
[290] ['15', '23', '27'] -> 15 - (27 / 23) mod 39
[291] ['1', '28', '29'] -> (1 / 29) + 28 mod 39
[292] ['15', '23', '28'] -> (23 + 28) * 15 mod 39
[293] ['15', '23', '33'] -> (33 - 15) * 23 mod 39
[294] ['15', '24', '36'] -> (36 - 24) * 15 mod 39
[295] ['15', '25', '33'] -> 33 / (15 - 25) mod 39
[296] ['15', '25', '37'] -> (37 - 25) * 15 mod 39
[297] ['15', '26', '33'] -> (26 * 33) - 15 mod 39
[298] ['15', '26', '36'] -> (26 * 36) - 15 mod 39
[299] ['15', '26', '39'] -> (26 * 39) - 15 mod 39
[300] ['15', '27', '29'] -> (27 / 29) + 15 mod 39
[301] ['15', '33', '38'] -> 33 / (15 - 38) mod 39
[302] ['1', '28', '32'] -> (28 - 1) / 32 mod 39
[303] ['15', '33', '39'] -> (33 * 39) - 15 mod 39
[304] ['15', '36', '39'] -> (36 * 39) - 15 mod 39
[305] ['16', '16', '16'] -> (16 / 16) - 16 mod 39
[306] ['16', '16', '19'] -> 16 - (16 * 19) mod 39
[307] ['16', '16', '20'] -> (16 * 20) + 16 mod 39
[308] ['16', '16', '23'] -> (16 / 16) + 23 mod 39
[309] ['16', '16', '25'] -> 25 - (16 / 16) mod 39
[310] ['16', '16', '27'] -> 27 / (16 + 16) mod 39
[311] ['16', '16', '28'] -> 16 - (28 / 16) mod 39
[312] ['16', '16', '30'] -> (16 + 16) * 30 mod 39
[313] ['1', '28', '33'] -> 33 / (1 + 28) mod 39
[314] ['16', '16', '34'] -> (16 - 34) * 16 mod 39
[315] ['16', '17', '17'] -> (17 / 17) - 16 mod 39
[316] ['16', '17', '28'] -> (17 * 28) + 16 mod 39
[317] ['16', '18', '18'] -> (18 / 16) + 18 mod 39
[318] ['16', '18', '32'] -> (16 - 32) * 18 mod 39
[319] ['16', '19', '19'] -> (19 / 19) - 16 mod 39
[320] ['16', '19', '23'] -> (19 * 23) + 16 mod 39
[321] ['16', '19', '33'] -> (16 + 19) * 33 mod 39
[322] ['16', '20', '22'] -> (20 / 22) + 16 mod 39
[323] ['16', '20', '29'] -> 20 - (16 * 29) mod 39
[324] ['1', '29', '30'] -> 30 / (1 - 29) mod 39
[325] ['16', '20', '33'] -> (16 - 20) * 33 mod 39
[326] ['16', '20', '34'] -> (16 + 20) / 34 mod 39
[327] ['16', '20', '38'] -> (20 - 38) * 16 mod 39
[328] ['16', '21', '32'] -> (32 - 16) * 21 mod 39
[329] ['16', '21', '33'] -> 21 / (16 - 33) mod 39
[330] ['16', '21', '38'] -> 21 / (38 - 16) mod 39
[331] ['16', '22', '29'] -> (16 - 22) / 29 mod 39
[332] ['16', '22', '35'] -> (16 - 22) * 35 mod 39
[333] ['16', '22', '38'] -> (22 + 38) * 16 mod 39
[334] ['16', '23', '27'] -> 27 / (16 - 23) mod 39
[335] ['1', '4', '4'] -> 1 - (4 * 4) mod 39
[336] ['1', '29', '31'] -> (1 / 31) + 29 mod 39
[337] ['16', '23', '28'] -> (28 / 23) + 16 mod 39
[338] ['16', '23', '30'] -> (16 - 23) * 30 mod 39
[339] ['16', '23', '32'] -> (16 * 23) - 32 mod 39
[340] ['16', '23', '34'] -> (34 - 16) * 23 mod 39
[341] ['16', '24', '27'] -> (27 / 16) - 24 mod 39
[342] ['16', '24', '28'] -> (16 - 28) * 24 mod 39
[343] ['16', '25', '32'] -> (16 - 25) * 32 mod 39
[344] ['16', '25', '35'] -> (25 + 35) * 16 mod 39
[345] ['16', '25', '37'] -> (16 - 25) / 37 mod 39
[346] ['16', '26', '33'] -> 33 / (16 - 26) mod 39
[347] ['1', '29', '37'] -> (1 + 29) / 37 mod 39
[348] ['16', '28', '37'] -> (16 - 28) * 37 mod 39
[349] ['16', '29', '31'] -> (29 + 31) * 16 mod 39
[350] ['16', '29', '34'] -> (16 - 34) * 29 mod 39
[351] ['16', '30', '30'] -> (30 + 30) * 16 mod 39
[352] ['16', '30', '35'] -> (35 - 16) * 30 mod 39
[353] ['16', '31', '31'] -> (31 / 31) - 16 mod 39
[354] ['16', '31', '35'] -> (16 * 31) + 35 mod 39
[355] ['16', '31', '36'] -> 36 / (16 + 31) mod 39
[356] ['16', '32', '32'] -> (32 / 32) - 16 mod 39
[357] ['16', '32', '37'] -> (16 / 37) + 32 mod 39
[358] ['1', '30', '31'] -> (1 + 31) * 30 mod 39
[359] ['16', '33', '33'] -> (16 - 33) * 33 mod 39
[360] ['16', '33', '38'] -> (38 - 16) * 33 mod 39
[361] ['16', '34', '34'] -> (34 / 34) - 16 mod 39
[362] ['16', '35', '38'] -> 38 - (16 * 35) mod 39
[363] ['16', '37', '37'] -> (37 / 37) - 16 mod 39
[364] ['17', '17', '25'] -> 25 - (17 / 17) mod 39
[365] ['17', '17', '35'] -> (35 - 17) / 17 mod 39
[366] ['17', '17', '36'] -> 36 / (17 + 17) mod 39
[367] ['17', '17', '37'] -> 17 - (37 / 17) mod 39
[368] ['17', '17', '38'] -> (17 - 38) / 17 mod 39
[369] ['1', '30', '38'] -> 30 / (38 - 1) mod 39
[370] ['17', '18', '18'] -> 18 - (17 * 18) mod 39
[371] ['17', '18', '19'] -> (17 + 19) * 18 mod 39
[372] ['17', '18', '26'] -> 18 / (17 + 26) mod 39
[373] ['17', '18', '32'] -> (17 + 32) * 18 mod 39
[374] ['17', '18', '34'] -> 18 / (34 - 17) mod 39
[375] ['17', '18', '36'] -> (36 - 18) / 17 mod 39
[376] ['17', '19', '19'] -> (17 / 19) + 19 mod 39
[377] ['17', '19', '31'] -> (17 + 19) * 31 mod 39
[378] ['17', '19', '34'] -> (17 + 19) / 34 mod 39
[379] ['17', '20', '23'] -> (23 / 20) + 17 mod 39
[380] ['1', '31', '35'] -> (1 + 35) * 31 mod 39
[381] ['17', '20', '30'] -> 30 / (17 + 20) mod 39
[382] ['17', '20', '32'] -> (20 / 17) + 32 mod 39
[383] ['17', '20', '35'] -> (17 * 20) + 35 mod 39
[384] ['17', '20', '38'] -> (38 - 20) / 17 mod 39
[385] ['17', '21', '34'] -> 21 / (17 - 34) mod 39
[386] ['17', '21', '36'] -> (21 + 36) / 17 mod 39
[387] ['17', '22', '31'] -> (22 / 31) + 17 mod 39
[388] ['17', '22', '37'] -> (37 / 22) + 17 mod 39
[389] ['17', '23', '38'] -> (17 - 38) * 23 mod 39
[390] ['17', '24', '27'] -> 27 / (17 - 24) mod 39
[391] ['1', '32', '37'] -> (32 / 37) + 1 mod 39
[392] ['17', '24', '29'] -> (17 - 29) * 24 mod 39
[393] ['17', '25', '29'] -> (17 / 29) - 25 mod 39
[394] ['17', '25', '35'] -> (17 * 35) - 25 mod 39
[395] ['17', '26', '34'] -> 26 - (34 / 17) mod 39
[396] ['17', '27', '27'] -> (27 / 17) + 27 mod 39
[397] ['17', '27', '28'] -> (28 - 17) * 27 mod 39
[398] ['17', '28', '31'] -> (17 + 31) / 28 mod 39
[399] ['17', '28', '32'] -> 32 - (17 * 28) mod 39
[400] ['17', '28', '38'] -> 17 - (38 / 28) mod 39
[401] ['17', '31', '31'] -> (17 / 31) + 31 mod 39
[402] ['1', '33', '34'] -> (1 + 34) * 33 mod 39
[403] ['17', '31', '34'] -> (17 * 34) + 31 mod 39
[404] ['17', '32', '32'] -> (17 / 32) + 32 mod 39
[405] ['17', '33', '34'] -> (17 - 34) * 33 mod 39
[406] ['17', '35', '35'] -> (17 - 35) / 35 mod 39
[407] ['17', '36', '36'] -> (17 * 36) + 36 mod 39
[408] ['18', '18', '18'] -> (18 + 18) * 18 mod 39
[409] ['18', '18', '19'] -> (18 / 19) - 18 mod 39
[410] ['18', '18', '23'] -> 18 - (18 / 23) mod 39
[411] ['18', '18', '25'] -> 18 / (18 + 25) mod 39
[412] ['18', '18', '29'] -> (18 / 29) + 18 mod 39
[413] ['1', '34', '34'] -> (34 * 34) - 1 mod 39
[414] ['18', '18', '30'] -> 18 - (18 * 30) mod 39
[415] ['18', '18', '32'] -> (18 / 32) - 18 mod 39
[416] ['18', '18', '36'] -> 36 - (18 * 18) mod 39
[417] ['18', '18', '37'] -> (18 * 37) - 18 mod 39
[418] ['18', '18', '38'] -> 18 / (18 + 38) mod 39
[419] ['18', '19', '29'] -> (29 - 19) * 18 mod 39
[420] ['18', '19', '35'] -> (19 - 35) * 18 mod 39
[421] ['18', '20', '29'] -> (20 + 29) * 18 mod 39
[422] ['18', '20', '37'] -> 18 / (37 - 20) mod 39
[423] ['18', '21', '23'] -> (21 / 23) + 18 mod 39
[424] ['1', '35', '35'] -> 1 - (35 * 35) mod 39
[425] ['18', '21', '25'] -> 18 / (25 - 21) mod 39
[426] ['18', '21', '30'] -> (21 * 30) + 18 mod 39
[427] ['18', '21', '36'] -> (18 * 21) + 36 mod 39
[428] ['18', '21', '38'] -> 18 / (38 - 21) mod 39
[429] ['18', '22', '26'] -> 18 / (26 - 22) mod 39
[430] ['18', '22', '32'] -> (32 - 22) * 18 mod 39
[431] ['18', '22', '33'] -> (18 - 22) * 33 mod 39
[432] ['18', '22', '34'] -> 18 / (22 + 34) mod 39
[433] ['18', '22', '36'] -> (18 - 36) / 22 mod 39
[434] ['18', '24', '25'] -> (24 + 25) * 18 mod 39
[435] ['2', '2', '5'] -> (5 / 2) + 2 mod 39
[436] ['18', '24', '33'] -> (18 * 33) - 24 mod 39
