[1] ['1', '1', '5'] -> (1 + 1) / 5 mod 59
[3043] ['7', '36', '38'] -> 36 / (38 - 7) mod 59
[3044] ['7', '36', '41'] -> (36 - 41) * 7 mod 59
[3045] ['7', '36', '46'] -> 46 - (36 / 7) mod 59
[3046] ['7', '36', '51'] -> (36 * 7) - 51 mod 59
[3047] ['7', '36', '57'] -> (36 / 7) - 57 mod 59
[3048] ['7', '37', '41'] -> 7 - (37 * 41) mod 59
[3049] ['7', '37', '42'] -> (37 - 42) * 7 mod 59
[3050] ['1', '23', '53'] -> (1 / 23) - 53 mod 59
[3051] ['7', '37', '43'] -> (7 - 37) / 43 mod 59
[3052] ['7', '37', '48'] -> (37 - 7) * 48 mod 59
[3053] ['7', '37', '49'] -> 7 / (37 - 49) mod 59
[3054] ['7', '37', '56'] -> 37 / (56 + 7) mod 59
[3055] ['7', '37', '58'] -> (37 * 7) - 58 mod 59
[3056] ['7', '38', '44'] -> (7 / 38) + 44 mod 59
[3057] ['7', '38', '45'] -> (38 / 45) - 7 mod 59
[3058] ['7', '38', '47'] -> (38 - 47) / 7 mod 59
[3059] ['7', '38', '50'] -> 7 / (38 - 50) mod 59
[3060] ['7', '38', '53'] -> (38 * 7) + 53 mod 59
[3061] ['1', '23', '54'] -> (1 / 54) - 23 mod 59
[3062] ['7', '38', '54'] -> 54 - (38 * 7) mod 59
[3063] ['7', '38', '56'] -> (56 / 38) + 7 mod 59
[3064] ['7', '39', '39'] -> (39 + 7) * 39 mod 59
[3065] ['7', '39', '40'] -> (40 * 7) + 39 mod 59
[3066] ['7', '39', '42'] -> 42 / (39 + 7) mod 59
[3067] ['7', '39', '48'] -> (39 - 48) / 7 mod 59
[3068] ['7', '39', '49'] -> (39 / 7) - 49 mod 59
[3069] ['7', '39', '53'] -> (53 - 7) * 39 mod 59
[3070] ['7', '39', '57'] -> 39 / (7 - 57) mod 59
[3071] ['7', '40', '44'] -> (40 / 44) + 7 mod 59
[3072] ['1', '23', '56'] -> 56 / (23 - 1) mod 59
[3073] ['7', '40', '45'] -> (40 - 45) * 7 mod 59
[3074] ['7', '41', '42'] -> (42 / 7) - 41 mod 59
[3075] ['7', '41', '43'] -> (43 * 7) - 41 mod 59
[3076] ['7', '41', '45'] -> (45 - 7) * 41 mod 59
[3077] ['7', '41', '46'] -> (41 - 46) * 7 mod 59
[3078] ['7', '41', '48'] -> (48 / 41) + 7 mod 59
[3079] ['7', '41', '50'] -> (41 - 50) / 7 mod 59
[3080] ['7', '41', '52'] -> 41 / (7 - 52) mod 59
[3081] ['7', '41', '54'] -> (41 * 54) - 7 mod 59
[3082] ['7', '42', '43'] -> 42 - (7 / 43) mod 59
[3083] ['1', '24', '44'] -> (1 + 44) / 24 mod 59
[3084] ['7', '42', '47'] -> (42 - 47) * 7 mod 59
[3085] ['7', '42', '49'] -> (49 / 7) - 42 mod 59
[3086] ['7', '42', '54'] -> 7 / (42 - 54) mod 59
[3087] ['7', '42', '55'] -> 55 / (42 + 7) mod 59
[3088] ['7', '43', '44'] -> (44 / 7) + 43 mod 59
[3089] ['7', '43', '46'] -> (43 * 46) - 7 mod 59
[3090] ['7', '43', '48'] -> (43 - 48) * 7 mod 59
[3091] ['7', '43', '49'] -> 7 - (43 * 49) mod 59
[3092] ['7', '43', '52'] -> (43 - 52) / 7 mod 59
[3093] ['7', '43', '55'] -> 7 / (43 - 55) mod 59
[3094] ['1', '24', '46'] -> (46 - 1) / 24 mod 59
[3095] ['7', '43', '56'] -> (56 / 7) - 43 mod 59
[3096] ['7', '44', '45'] -> 44 - (45 * 7) mod 59
[3097] ['7', '44', '50'] -> (44 * 50) + 7 mod 59
[3098] ['7', '44', '52'] -> (7 / 44) + 52 mod 59
[3099] ['7', '44', '58'] -> 44 / (58 - 7) mod 59
[3100] ['7', '45', '48'] -> (7 - 48) / 45 mod 59
[3101] ['7', '45', '52'] -> (52 * 7) - 45 mod 59
[3102] ['7', '45', '53'] -> 53 - (7 / 45) mod 59
[3103] ['7', '45', '55'] -> (45 * 7) - 55 mod 59
[3104] ['7', '46', '46'] -> (46 - 7) * 46 mod 59
[3105] ['1', '3', '23'] -> 3 / (1 - 23) mod 59
[3106] ['1', '25', '26'] -> (1 - 26) * 25 mod 59
[3107] ['7', '47', '48'] -> 48 - (7 / 47) mod 59
[3108] ['7', '47', '50'] -> (50 + 7) * 47 mod 59
[3109] ['7', '47', '52'] -> (47 - 52) * 7 mod 59
[3110] ['7', '47', '57'] -> 57 / (47 + 7) mod 59
[3111] ['7', '47', '58'] -> 58 - (47 * 7) mod 59
[3112] ['7', '48', '50'] -> 48 - (50 / 7) mod 59
[3113] ['7', '48', '57'] -> (48 - 57) / 7 mod 59
[3114] ['7', '48', '58'] -> 7 / (48 + 58) mod 59
[3115] ['7', '49', '51'] -> (49 + 7) * 51 mod 59
[3116] ['7', '49', '58'] -> (49 - 58) / 7 mod 59
[3117] ['1', '25', '27'] -> 25 / (1 - 27) mod 59
[3118] ['7', '50', '57'] -> 50 - (7 / 57) mod 59
[3119] ['7', '51', '51'] -> (51 - 7) / 51 mod 59
[3120] ['7', '51', '55'] -> 7 / (51 + 55) mod 59
[3121] ['7', '51', '58'] -> (51 + 58) / 7 mod 59
[3122] ['7', '52', '55'] -> (55 * 7) + 52 mod 59
[3123] ['7', '52', '58'] -> (58 / 52) + 7 mod 59
[3124] ['7', '53', '53'] -> 7 / (53 + 53) mod 59
[3125] ['7', '53', '55'] -> (53 / 55) - 7 mod 59
[3126] ['7', '53', '58'] -> (53 - 58) * 7 mod 59
[3127] ['7', '54', '55'] -> (54 + 55) / 7 mod 59
[3128] ['1', '25', '32'] -> 25 / (1 + 32) mod 59
[3129] ['7', '54', '58'] -> 58 - (7 / 54) mod 59
[3130] ['7', '55', '55'] -> 55 - (55 * 7) mod 59
[3131] ['7', '55', '56'] -> 55 / (56 - 7) mod 59
[3132] ['7', '55', '57'] -> (7 - 55) / 57 mod 59
[3133] ['7', '55', '58'] -> (55 + 58) * 7 mod 59
[3134] ['7', '56', '58'] -> (58 - 7) * 56 mod 59
[3135] ['7', '57', '57'] -> (7 / 57) + 57 mod 59
[3136] ['7', '57', '58'] -> (57 / 7) + 58 mod 59
[3137] ['8', '8', '8'] -> 8 + 8 + 8 mod 59
[3138] ['8', '8', '10'] -> (10 / 8) + 8 mod 59
[3139] ['1', '25', '37'] -> (25 / 37) + 1 mod 59
[3140] ['8', '8', '11'] -> (11 - 8) * 8 mod 59
[3141] ['8', '8', '12'] -> 8 / (12 + 8) mod 59
[3142] ['8', '8', '15'] -> (8 / 15) - 8 mod 59
[3143] ['8', '8', '19'] -> (8 * 8) + 19 mod 59
[3144] ['8', '8', '20'] -> (20 / 8) - 8 mod 59
[3145] ['8', '8', '25'] -> 25 - (8 / 8) mod 59
[3146] ['8', '8', '28'] -> 8 / (28 - 8) mod 59
[3147] ['8', '8', '31'] -> (8 + 8) * 31 mod 59
[3148] ['8', '8', '36'] -> (8 / 8) - 36 mod 59
[3149] ['8', '8', '47'] -> 8 / (8 - 47) mod 59
[3150] ['1', '25', '44'] -> (44 / 25) + 1 mod 59
[3151] ['8', '8', '49'] -> 8 - (49 / 8) mod 59
[3152] ['8', '8', '54'] -> (54 + 8) * 8 mod 59
[3153] ['8', '8', '57'] -> 8 - (57 * 8) mod 59
[3154] ['8', '9', '10'] -> (8 / 9) + 10 mod 59
[3155] ['8', '9', '12'] -> (12 - 9) * 8 mod 59
[3156] ['8', '9', '13'] -> (8 + 9) / 13 mod 59
[3157] ['8', '9', '14'] -> (9 / 8) - 14 mod 59
[3158] ['8', '9', '15'] -> 9 / (8 - 15) mod 59
[3159] ['8', '9', '19'] -> (9 / 19) + 8 mod 59
[3160] ['8', '9', '26'] -> (26 / 9) + 8 mod 59
[3161] ['1', '25', '45'] -> 45 / (25 - 1) mod 59
[3162] ['8', '9', '29'] -> 8 / (29 - 9) mod 59
[3163] ['8', '9', '33'] -> 8 - (33 / 9) mod 59
[3164] ['8', '9', '37'] -> 37 - (8 * 9) mod 59
[3165] ['8', '9', '38'] -> 38 - (8 / 9) mod 59
[3166] ['8', '9', '39'] -> (9 / 39) - 8 mod 59
[3167] ['8', '9', '40'] -> 8 - (9 / 40) mod 59
[3168] ['8', '9', '44'] -> 9 / (44 + 8) mod 59
[3169] ['8', '9', '45'] -> (9 / 8) + 45 mod 59
[3170] ['8', '9', '47'] -> (47 - 8) / 9 mod 59
[3171] ['8', '9', '49'] -> (8 / 9) - 49 mod 59
[3172] ['1', '25', '51'] -> 1 - (25 * 51) mod 59
[3173] ['8', '9', '54'] -> 54 / (8 + 9) mod 59
[3174] ['8', '9', '56'] -> (56 * 9) - 8 mod 59
[3175] ['8', '9', '57'] -> 9 - (57 / 8) mod 59
[3176] ['8', '10', '10'] -> 8 / (10 + 10) mod 59
[3177] ['8', '10', '11'] -> 11 / (8 - 10) mod 59
[3178] ['8', '10', '15'] -> (10 * 15) - 8 mod 59
[3179] ['8', '10', '21'] -> (10 + 8) * 21 mod 59
[3180] ['8', '10', '24'] -> (8 / 10) - 24 mod 59
[3181] ['8', '10', '28'] -> (8 / 28) - 10 mod 59
[3182] ['8', '10', '34'] -> (34 - 8) * 10 mod 59
[3183] ['1', '25', '52'] -> 1 / (25 - 52) mod 59
[3184] ['8', '10', '35'] -> (8 / 10) + 35 mod 59
[3185] ['8', '10', '36'] -> (36 / 8) - 10 mod 59
[3186] ['8', '10', '41'] -> (8 - 41) * 10 mod 59
[3187] ['8', '10', '46'] -> (46 * 8) + 10 mod 59
[3188] ['8', '10', '47'] -> (8 - 10) * 47 mod 59
[3189] ['8', '10', '48'] -> 48 / (10 - 8) mod 59
[3190] ['8', '10', '49'] -> 8 / (10 - 49) mod 59
[3191] ['8', '10', '50'] -> 10 - (8 / 50) mod 59
[3192] ['8', '10', '52'] -> (10 + 52) * 8 mod 59
[3193] ['8', '10', '55'] -> (55 + 8) / 10 mod 59
[3194] ['1', '25', '53'] -> (1 / 53) - 25 mod 59
[3195] ['8', '10', '56'] -> (10 * 8) - 56 mod 59
[3196] ['8', '11', '19'] -> (11 * 19) - 8 mod 59
[3197] ['8', '11', '22'] -> (8 - 11) / 22 mod 59
[3198] ['8', '11', '23'] -> (11 + 8) * 23 mod 59
[3199] ['8', '11', '25'] -> (8 / 11) - 25 mod 59
[3200] ['8', '11', '26'] -> (26 - 11) / 8 mod 59
[3201] ['8', '11', '28'] -> (11 / 28) - 8 mod 59
[3202] ['8', '11', '29'] -> (11 / 8) - 29 mod 59
[3203] ['8', '11', '30'] -> (11 / 8) + 30 mod 59
[3204] ['8', '11', '31'] -> 8 / (31 - 11) mod 59
[3205] ['1', '26', '26'] -> (1 - 26) / 26 mod 59
[3206] ['8', '11', '36'] -> (36 - 8) / 11 mod 59
[3207] ['8', '11', '45'] -> (45 / 8) + 11 mod 59
[3208] ['8', '11', '49'] -> 11 / (49 + 8) mod 59
[3209] ['8', '11', '53'] -> 53 - (11 * 8) mod 59
[3210] ['8', '11', '57'] -> (57 / 11) - 8 mod 59
[3211] ['8', '11', '58'] -> (58 / 11) + 8 mod 59
[3212] ['8', '12', '14'] -> 8 - (12 / 14) mod 59
[3213] ['8', '12', '19'] -> 12 - (8 / 19) mod 59
[3214] ['8', '12', '21'] -> (12 * 21) + 8 mod 59
[3215] ['8', '12', '27'] -> (27 - 12) / 8 mod 59
[3216] ['1', '3', '29'] -> 1 / (29 + 3) mod 59
[3217] ['1', '26', '27'] -> (26 / 27) - 1 mod 59
[3218] ['8', '12', '30'] -> (30 / 12) - 8 mod 59
[3219] ['8', '12', '32'] -> 8 / (32 - 12) mod 59
[3220] ['8', '12', '33'] -> (8 / 33) - 12 mod 59
[3221] ['8', '12', '34'] -> (34 * 8) - 12 mod 59
[3222] ['8', '12', '40'] -> (8 / 40) + 12 mod 59
[3223] ['8', '12', '42'] -> (12 * 42) - 8 mod 59
[3224] ['8', '12', '43'] -> (8 / 12) + 43 mod 59
[3225] ['8', '12', '45'] -> (12 / 45) + 8 mod 59
[3226] ['8', '12', '46'] -> (12 * 8) + 46 mod 59
[3227] ['8', '12', '49'] -> (8 - 12) / 49 mod 59
[3228] ['1', '26', '29'] -> (1 / 29) + 26 mod 59
[3229] ['8', '12', '51'] -> 8 / (12 - 51) mod 59
[3230] ['8', '12', '56'] -> (12 - 56) / 8 mod 59
[3231] ['8', '13', '15'] -> (13 / 8) + 15 mod 59
[3232] ['8', '13', '16'] -> (16 - 13) * 8 mod 59
[3233] ['8', '13', '21'] -> (13 * 8) - 21 mod 59
[3234] ['8', '13', '22'] -> (8 / 13) - 22 mod 59
[3235] ['8', '13', '23'] -> (13 + 8) / 23 mod 59
[3236] ['8', '13', '26'] -> 8 - (13 * 26) mod 59
[3237] ['8', '13', '31'] -> (31 / 13) + 8 mod 59
[3238] ['8', '13', '34'] -> (13 / 34) + 8 mod 59
[3239] ['1', '26', '30'] -> 26 - (1 / 30) mod 59
[3240] ['8', '13', '37'] -> (8 / 13) + 37 mod 59
[3241] ['8', '13', '38'] -> (13 * 8) + 38 mod 59
[3242] ['8', '13', '44'] -> (13 / 8) - 44 mod 59
[3243] ['8', '13', '47'] -> (8 - 47) * 13 mod 59
[3244] ['8', '13', '50'] -> (8 - 50) / 13 mod 59
[3245] ['8', '13', '53'] -> (53 * 8) + 13 mod 59
[3246] ['8', '13', '54'] -> 13 / (54 + 8) mod 59
[3247] ['8', '14', '16'] -> (16 * 8) + 14 mod 59
[3248] ['8', '14', '17'] -> (17 - 14) * 8 mod 59
[3249] ['8', '14', '19'] -> (19 + 8) * 14 mod 59
[3250] ['1', '26', '38'] -> (1 + 26) / 38 mod 59
[3251] ['8', '14', '21'] -> (21 / 8) + 14 mod 59
[3252] ['8', '14', '22'] -> (14 / 8) - 22 mod 59
[3253] ['8', '14', '23'] -> (14 / 23) + 8 mod 59
[3254] ['8', '14', '27'] -> 14 / (27 + 8) mod 59
[3255] ['8', '14', '32'] -> 14 / (8 - 32) mod 59
[3256] ['8', '14', '34'] -> 8 / (34 - 14) mod 59
[3257] ['8', '14', '37'] -> (14 / 8) + 37 mod 59
[3258] ['8', '14', '38'] -> 14 - (38 / 8) mod 59
[3259] ['8', '14', '40'] -> (8 - 40) * 14 mod 59
[3260] ['8', '14', '47'] -> (47 / 14) + 8 mod 59
[3261] ['1', '26', '44'] -> (26 * 44) + 1 mod 59
[3262] ['8', '14', '58'] -> (14 - 58) / 8 mod 59
[3263] ['8', '15', '16'] -> 15 / (16 - 8) mod 59
[3264] ['8', '15', '18'] -> (18 - 15) * 8 mod 59
[3265] ['8', '15', '19'] -> (15 + 8) * 19 mod 59
[3266] ['8', '15', '22'] -> (15 * 8) + 22 mod 59
[3267] ['8', '15', '26'] -> 26 - (15 * 8) mod 59
[3268] ['8', '15', '27'] -> (27 * 8) - 15 mod 59
[3269] ['8', '15', '29'] -> (29 + 8) * 15 mod 59
[3270] ['8', '15', '37'] -> (15 * 8) - 37 mod 59
[3271] ['8', '15', '38'] -> (38 * 8) + 15 mod 59
[3272] ['1', '26', '53'] -> 1 / (26 - 53) mod 59
[3273] ['8', '15', '46'] -> 15 - (46 / 8) mod 59
[3274] ['8', '15', '50'] -> 50 / (15 - 8) mod 59
[3275] ['8', '15', '51'] -> (8 / 15) + 51 mod 59
[3276] ['8', '15', '55'] -> 8 - (55 / 15) mod 59
[3277] ['8', '15', '56'] -> 56 - (8 / 15) mod 59
[3278] ['8', '15', '57'] -> (57 + 8) / 15 mod 59
[3279] ['8', '16', '19'] -> (19 - 16) * 8 mod 59
[3280] ['8', '16', '23'] -> (23 + 8) * 16 mod 59
[3281] ['8', '16', '30'] -> (16 / 30) - 8 mod 59
[3282] ['8', '16', '31'] -> (31 - 16) / 8 mod 59
[3283] ['1', '26', '54'] -> 26 / (1 - 54) mod 59
[3284] ['8', '16', '34'] -> 34 - (16 * 8) mod 59
[3285] ['8', '16', '38'] -> (38 - 8) / 16 mod 59
[3286] ['8', '16', '40'] -> (40 / 16) - 8 mod 59
[3287] ['8', '16', '44'] -> 44 / (8 - 16) mod 59
[3288] ['8', '16', '46'] -> (16 + 46) * 8 mod 59
[3289] ['8', '16', '53'] -> (8 / 16) + 53 mod 59
[3290] ['8', '16', '55'] -> 8 / (16 - 55) mod 59
[3291] ['8', '16', '56'] -> (8 - 16) * 56 mod 59
[3292] ['8', '17', '17'] -> (8 - 17) * 17 mod 59
[3293] ['8', '17', '18'] -> (8 / 18) + 17 mod 59
[3294] ['1', '26', '55'] -> (26 / 55) + 1 mod 59
[3295] ['8', '17', '27'] -> (8 / 17) + 27 mod 59
[3296] ['8', '17', '34'] -> (17 + 8) * 34 mod 59
[3297] ['8', '17', '37'] -> 8 / (37 - 17) mod 59
[3298] ['8', '17', '39'] -> 39 / (17 - 8) mod 59
[3299] ['8', '17', '41'] -> 17 - (8 / 41) mod 59
[3300] ['8', '17', '47'] -> (17 * 47) - 8 mod 59
[3301] ['8', '17', '57'] -> (17 + 57) / 8 mod 59
[3302] ['8', '18', '19'] -> (18 / 19) - 8 mod 59
[3303] ['8', '18', '20'] -> (20 * 8) - 18 mod 59
[3304] ['8', '18', '22'] -> 18 / (8 - 22) mod 59
[3305] ['1', '27', '28'] -> 1 - (28 / 27) mod 59
[3306] ['8', '18', '26'] -> (18 - 8) * 26 mod 59
[3307] ['8', '18', '27'] -> (27 - 8) / 18 mod 59
[3308] ['8', '18', '28'] -> (18 * 28) - 8 mod 59
[3309] ['8', '18', '29'] -> (29 - 8) * 18 mod 59
[3310] ['8', '18', '31'] -> 31 - (8 / 18) mod 59
[3311] ['8', '18', '37'] -> 18 / (37 + 8) mod 59
[3312] ['8', '18', '42'] -> (8 / 18) - 42 mod 59
[3313] ['8', '18', '44'] -> (18 + 44) * 8 mod 59
[3314] ['8', '18', '46'] -> (8 - 46) * 18 mod 59
[3315] ['8', '18', '53'] -> 18 / (53 - 8) mod 59
[3316] ['1', '27', '31'] -> (31 / 27) + 1 mod 59
[3317] ['8', '18', '55'] -> 55 / (8 - 18) mod 59
[3318] ['8', '18', '56'] -> (18 + 56) / 8 mod 59
[3319] ['8', '19', '19'] -> 19 - (19 / 8) mod 59
[3320] ['8', '19', '23'] -> (8 / 19) - 23 mod 59
[3321] ['8', '19', '27'] -> (19 / 27) + 8 mod 59
[3322] ['8', '19', '28'] -> 28 / (19 - 8) mod 59
[3323] ['8', '19', '32'] -> 8 - (19 / 32) mod 59
[3324] ['8', '19', '34'] -> (34 - 19) / 8 mod 59
[3325] ['8', '19', '36'] -> (8 / 19) + 36 mod 59
[3326] ['8', '19', '37'] -> (8 / 37) + 19 mod 59
[3327] ['1', '3', '30'] -> 1 / (3 - 30) mod 59
[3328] ['1', '27', '34'] -> 34 / (27 - 1) mod 59
[3329] ['8', '19', '38'] -> (19 + 8) / 38 mod 59
[3330] ['8', '19', '39'] -> 8 / (39 - 19) mod 59
[3331] ['8', '19', '40'] -> (40 / 8) + 19 mod 59
[3332] ['8', '19', '44'] -> (8 - 44) * 19 mod 59
[3333] ['8', '19', '50'] -> 8 - (50 / 19) mod 59
[3334] ['8', '19', '55'] -> (19 + 55) / 8 mod 59
[3335] ['8', '20', '25'] -> (25 / 20) + 8 mod 59
[3336] ['8', '20', '32'] -> (32 / 8) + 20 mod 59
[3337] ['8', '20', '34'] -> 8 - (34 / 20) mod 59
[3338] ['8', '20', '37'] -> (20 * 37) - 8 mod 59
[3339] ['1', '27', '37'] -> 27 / (1 + 37) mod 59
[3340] ['8', '20', '40'] -> 8 / (40 - 20) mod 59
[3341] ['8', '20', '41'] -> (20 * 8) + 41 mod 59
[3342] ['8', '20', '50'] -> (50 / 20) - 8 mod 59
[3343] ['8', '20', '51'] -> (20 / 8) + 51 mod 59
[3344] ['8', '20', '56'] -> 56 - (20 / 8) mod 59
[3345] ['8', '20', '58'] -> 20 / (58 - 8) mod 59
[3346] ['8', '21', '23'] -> (23 / 21) - 8 mod 59
[3347] ['8', '21', '30'] -> 30 - (8 / 21) mod 59
[3348] ['8', '21', '31'] -> 21 / (31 - 8) mod 59
[3349] ['8', '21', '32'] -> (21 / 32) - 8 mod 59
[3350] ['1', '27', '43'] -> (1 + 27) * 43 mod 59
[3351] ['8', '21', '33'] -> (21 * 8) + 33 mod 59
[3352] ['8', '21', '34'] -> 34 - (21 / 8) mod 59
[3353] ['8', '21', '36'] -> (36 - 21) / 8 mod 59
[3354] ['8', '21', '39'] -> (8 - 21) * 39 mod 59
[3355] ['8', '21', '40'] -> (40 - 8) / 21 mod 59
[3356] ['8', '21', '43'] -> (21 + 8) / 43 mod 59
[3357] ['8', '21', '44'] -> 21 / (8 - 44) mod 59
[3358] ['8', '21', '45'] -> (21 / 8) - 45 mod 59
[3359] ['8', '21', '49'] -> (8 - 49) * 21 mod 59
[3360] ['8', '21', '50'] -> (8 / 50) - 21 mod 59
[3361] ['1', '27', '45'] -> 1 - (27 / 45) mod 59
[3362] ['8', '21', '52'] -> (52 * 8) + 21 mod 59
[3363] ['8', '21', '56'] -> (8 - 21) / 56 mod 59
[3364] ['8', '21', '58'] -> 8 / (21 + 58) mod 59
[3365] ['8', '22', '24'] -> (8 - 22) / 24 mod 59
[3366] ['8', '22', '30'] -> (8 / 22) - 30 mod 59
[3367] ['8', '22', '32'] -> (8 - 22) * 32 mod 59
[3368] ['8', '22', '34'] -> (22 * 8) - 34 mod 59
[3369] ['8', '22', '37'] -> (37 - 22) / 8 mod 59
[3370] ['8', '22', '39'] -> (22 * 39) - 8 mod 59
[3371] ['8', '22', '40'] -> (22 + 40) * 8 mod 59
[3372] ['1', '27', '46'] -> (1 - 46) * 27 mod 59
[3373] ['8', '22', '41'] -> 41 / (22 - 8) mod 59
[3374] ['8', '22', '42'] -> 8 / (42 - 22) mod 59
[3375] ['8', '22', '43'] -> 22 - (43 / 8) mod 59
[3376] ['8', '22', '44'] -> 22 - (44 * 8) mod 59
[3377] ['8', '22', '47'] -> 22 / (47 + 8) mod 59
[3378] ['8', '22', '50'] -> (50 * 8) - 22 mod 59
[3379] ['8', '22', '56'] -> (22 / 56) - 8 mod 59
[3380] ['8', '23', '26'] -> (26 - 23) * 8 mod 59
[3381] ['8', '23', '27'] -> (27 - 8) * 23 mod 59
[3382] ['8', '23', '29'] -> (29 - 8) / 23 mod 59
[3383] ['1', '27', '48'] -> (1 / 27) + 48 mod 59
[3384] ['8', '23', '31'] -> 31 - (23 * 8) mod 59
[3385] ['8', '23', '38'] -> (38 - 23) / 8 mod 59
[3386] ['8', '23', '43'] -> 8 / (43 - 23) mod 59
[3387] ['8', '23', '46'] -> (8 - 46) / 23 mod 59
[3388] ['8', '23', '49'] -> 49 - (23 / 8) mod 59
[3389] ['8', '23', '53'] -> 53 / (8 - 23) mod 59
[3390] ['8', '23', '56'] -> 8 / (23 + 56) mod 59
[3391] ['8', '23', '57'] -> (8 / 23) + 57 mod 59
[3392] ['8', '23', '58'] -> (23 / 8) + 58 mod 59
[3393] ['8', '24', '53'] -> (53 - 8) / 24 mod 59
[3394] ['1', '27', '54'] -> 1 / (27 - 54) mod 59
[3395] ['8', '25', '25'] -> 25 / (25 + 8) mod 59
[3396] ['8', '25', '26'] -> (26 + 8) * 25 mod 59
[3397] ['8', '25', '34'] -> 25 / (8 - 34) mod 59
[3398] ['8', '25', '38'] -> (38 / 8) - 25 mod 59
[3399] ['8', '25', '39'] -> 8 - (25 / 39) mod 59
[3400] ['8', '25', '40'] -> (40 - 25) / 8 mod 59
[3401] ['8', '25', '42'] -> (42 - 8) * 25 mod 59
[3402] ['8', '25', '45'] -> 8 / (45 - 25) mod 59
[3403] ['8', '25', '47'] -> 47 - (25 * 8) mod 59
[3404] ['8', '25', '53'] -> (25 + 8) / 53 mod 59
[3405] ['1', '28', '32'] -> (28 / 32) + 1 mod 59
[3406] ['8', '25', '55'] -> 55 - (8 / 25) mod 59
[3407] ['8', '25', '56'] -> 8 - (25 * 56) mod 59
[3408] ['8', '25', '58'] -> (25 * 8) - 58 mod 59
[3409] ['8', '26', '26'] -> (26 + 8) / 26 mod 59
[3410] ['8', '26', '29'] -> (29 - 26) * 8 mod 59
[3411] ['8', '26', '34'] -> (26 / 34) - 8 mod 59
[3412] ['8', '26', '38'] -> (8 - 26) * 38 mod 59
[3413] ['8', '26', '40'] -> 40 / (8 - 26) mod 59
[3414] ['8', '26', '41'] -> (41 - 26) / 8 mod 59
[3415] ['8', '26', '43'] -> (43 / 8) + 26 mod 59
[3416] ['1', '28', '35'] -> 1 - (28 * 35) mod 59
[3417] ['8', '26', '44'] -> (44 * 8) + 26 mod 59
[3418] ['8', '26', '47'] -> 47 - (8 / 26) mod 59
[3419] ['8', '26', '50'] -> 8 - (26 / 50) mod 59
[3420] ['8', '26', '52'] -> (26 * 8) + 52 mod 59
[3421] ['8', '26', '56'] -> 8 - (56 / 26) mod 59
[3422] ['8', '27', '28'] -> (27 / 8) + 28 mod 59
[3423] ['8', '27', '31'] -> (27 / 8) - 31 mod 59
[3424] ['8', '27', '36'] -> (8 - 27) * 36 mod 59
[3425] ['8', '27', '38'] -> (38 / 27) - 8 mod 59
[3426] ['8', '27', '39'] -> (8 / 27) + 39 mod 59
[3427] ['1', '28', '37'] -> (1 - 37) / 28 mod 59
[3428] ['8', '27', '40'] -> 8 - (40 / 27) mod 59
[3429] ['8', '27', '41'] -> (8 - 27) / 41 mod 59
[3430] ['8', '27', '44'] -> (27 * 8) + 44 mod 59
[3431] ['8', '27', '50'] -> (50 + 8) / 27 mod 59
[3432] ['8', '27', '57'] -> (27 / 57) + 8 mod 59
[3433] ['8', '28', '30'] -> 28 - (30 * 8) mod 59
[3434] ['8', '28', '32'] -> 28 - (32 / 8) mod 59
[3435] ['8', '28', '34'] -> (28 + 34) * 8 mod 59
[3436] ['8', '28', '38'] -> 38 / (28 + 8) mod 59
[3437] ['8', '28', '40'] -> (28 + 8) * 40 mod 59
[3438] ['1', '3', '36'] -> 3 / (1 + 36) mod 59
[3439] ['1', '28', '38'] -> (28 - 1) / 38 mod 59
[3440] ['8', '28', '41'] -> (8 / 41) - 28 mod 59
[3441] ['8', '28', '43'] -> (43 - 28) / 8 mod 59
[3442] ['8', '28', '48'] -> 8 / (48 - 28) mod 59
[3443] ['8', '28', '56'] -> 28 / (8 - 56) mod 59
[3444] ['8', '28', '58'] -> 58 - (8 / 28) mod 59
[3445] ['8', '29', '31'] -> (29 * 8) - 31 mod 59
[3446] ['8', '29', '33'] -> (29 + 33) * 8 mod 59
[3447] ['8', '29', '36'] -> (8 - 29) / 36 mod 59
[3448] ['8', '29', '37'] -> 29 - (8 / 37) mod 59
[3449] ['8', '29', '38'] -> (8 / 38) - 29 mod 59
[3450] ['1', '28', '45'] -> (1 - 28) * 45 mod 59
[3451] ['8', '29', '39'] -> (39 + 8) / 29 mod 59
[3452] ['8', '29', '41'] -> (8 - 29) * 41 mod 59
[3453] ['8', '29', '43'] -> (43 / 29) - 8 mod 59
[3454] ['8', '29', '44'] -> (44 - 29) / 8 mod 59
[3455] ['8', '29', '47'] -> (29 / 47) - 8 mod 59
[3456] ['8', '29', '50'] -> 8 / (29 + 50) mod 59
[3457] ['8', '29', '54'] -> (29 * 54) - 8 mod 59
[3458] ['8', '29', '55'] -> (55 - 8) / 29 mod 59
[3459] ['8', '30', '33'] -> (33 - 30) * 8 mod 59
[3460] ['8', '30', '36'] -> (30 + 8) / 36 mod 59
[3461] ['1', '28', '47'] -> 47 / (1 + 28) mod 59
[3462] ['8', '30', '38'] -> (8 / 38) + 30 mod 59
[3463] ['8', '30', '39'] -> (30 * 8) - 39 mod 59
[3464] ['8', '30', '41'] -> (30 + 8) * 41 mod 59
[3465] ['8', '30', '48'] -> 30 - (48 / 8) mod 59
