[16505] ['1/2', '4/7', '4', '5'] -> (((4 / 4/7) + 5) / 1/2)
[16506] ['1/2', '4/7', '5', '8'] -> ((5 / 1/2) + (8 / 4/7))
[16507] ['1/2', '4/7', '5', '9'] -> (((5 + 9) / 4/7) - 1/2)
[16508] ['1/2', '4/7', '6', '8'] -> (((6 + 8) / 4/7) - 1/2)
[16509] ['1/2', '4/7', '7', '7'] -> (((7 + 7) / 4/7) - 1/2)
[16518] ['1/2', '5/9', '7', '9'] -> (((5/9 * 9) + 7) / 1/2)
[16545] ['1/2', '4/7', '1', '3'] -> (3 / (1 - (1/2 / 4/7)))
[16569] ['1/2', '5/9', '3', '5'] -> (((5 / 5/9) + 3) / 1/2)
[16571] ['1/2', '3/5', '2', '6'] -> (((6 / 3/5) + 2) / 1/2)
[16572] ['1/2', '3/5', '2', '9'] -> ((1/2 + 2) * (3/5 + 9))
[16576] ['1/2', '3/5', '3', '6'] -> ((3 / (3/5 - 1/2)) - 6)
[16577] ['1/2', '3/5', '3', '7'] -> (((3 / 3/5) + 7) / 1/2)
[16581] ['1/2', '3/5', '5', '6'] -> ((6 - (3/5 / 1/2)) * 5)
[16582] ['1/2', '3/5', '6', '7'] -> ((6 / 3/5) + (7 / 1/2))
[16613] ['1/2', '5/8', '1', '2'] -> ((1 + 2) / (5/8 - 1/2))
[16614] ['1/2', '5/8', '1', '6'] -> (6 / ((5/8 / 1/2) - 1))
[16615] ['1/2', '5/8', '1', '7'] -> (((7 / 1/2) + 1) / 5/8)
[16635] ['1/2', '3/5', '1', '4'] -> (4 / (1 - (1/2 / 3/5)))
[16649] ['1/2', '5/8', '1', '8'] -> (((8 / 1/2) - 1) / 5/8)
[16678] ['1/2', '5/8', '3', '7'] -> (7 / (1/2 - (5/8 / 3)))
[16680] ['1/2', '5/8', '5', '5'] -> (((5 / 1/2) + 5) / 5/8)
[16681] ['1/2', '5/8', '5', '9'] -> (9 / (1/2 - (5/8 / 5)))
[16682] ['1/2', '5/8', '7', '8'] -> (((5/8 * 8) + 7) / 1/2)
[16736] ['1/2', '2/3', '1', '3'] -> ((1 + 3) / (2/3 - 1/2))
[16737] ['1/2', '2/3', '1', '6'] -> (6 / (1 - (1/2 / 2/3)))
[16769] ['1/2', '2/3', '2', '7'] -> (((7 / 1/2) + 2) / 2/3)
[16771] ['1/2', '5/7', '2', '7'] -> (((5/7 / 1/2) + 2) * 7)
[16776] ['1/2', '5/7', '4', '6'] -> ((6 / (5/7 - 1/2)) - 4)
[16777] ['1/2', '5/7', '5', '5'] -> (((5 / 5/7) + 5) / 1/2)
[16778] ['1/2', '5/7', '7', '7'] -> (((5/7 * 7) + 7) / 1/2)
[16800] ['1/2', '3/4', '1', '5'] -> ((1 + 5) / (3/4 - 1/2))
[16827] ['1/2', '3/4', '2', '4'] -> ((2 + 4) / (3/4 - 1/2))
[16828] ['1/2', '3/4', '2', '6'] -> (6 / ((1/2 * 2) - 3/4))
[16829] ['1/2', '3/4', '2', '9'] -> (((1/2 / 3/4) + 2) * 9)
[16836] ['1/2', '3/4', '3', '8'] -> (((3 / 3/4) + 8) / 1/2)
[16840] ['1/2', '3/4', '4', '6'] -> (((6 / 3/4) + 4) / 1/2)
[16842] ['1/2', '3/4', '5', '8'] -> (((5 / 1/2) + 8) / 3/4)
[16843] ['1/2', '3/4', '8', '9'] -> ((3/4 * 8) + (9 / 1/2))
[16853] ['1/2', '5/6', '1', '7'] -> ((1 + 7) / (5/6 - 1/2))
[16864] ['1/2', '5/6', '2', '2'] -> (2 / (1/2 - (5/6 / 2)))
[16865] ['1/2', '5/6', '2', '6'] -> ((2 + 6) / (5/6 - 1/2))
[16888] ['1/2', '7/9', '3', '7'] -> (((7 / 7/9) + 3) / 1/2)
[16891] ['1/2', '7/9', '5', '9'] -> (((7/9 * 9) + 5) / 1/2)
[16895] ['1/2', '5/6', '3', '5'] -> ((3 + 5) / (5/6 - 1/2))
[16896] ['1/2', '5/6', '4', '4'] -> ((4 + 4) / (5/6 - 1/2))
[16897] ['1/2', '5/6', '4', '7'] -> (7 / (1/2 - (5/6 / 4)))
[16898] ['1/2', '5/6', '5', '6'] -> (((5 / 5/6) + 6) / 1/2)
[16899] ['1/2', '5/6', '6', '8'] -> (((6 / 1/2) + 8) / 5/6)
[16900] ['1/2', '5/6', '7', '9'] -> (((1/2 * 7) - 5/6) * 9)
[16919] ['1/2', '7/8', '4', '8'] -> (((4 * 7/8) - 1/2) * 8)
[16921] ['1/2', '7/8', '6', '9'] -> (((6 / 1/2) + 9) / 7/8)
[16922] ['1/2', '7/8', '7', '7'] -> (((7 / 1/2) + 7) / 7/8)
[16923] ['1/2', '7/8', '7', '9'] -> (9 / (1/2 - (7/8 / 7)))
[16935] ['1/2', '8/9', '3', '8'] -> (((8 / 8/9) + 3) / 1/2)
[16936] ['1/2', '8/9', '4', '9'] -> (((8/9 * 9) + 4) / 1/2)
[16938] ['1/2', '8/9', '9', '9'] -> (((9 / 1/2) + 9) * 8/9)
[16944] ['1/2', '6/7', '4', '6'] -> ((4 - 1/2) * (6 + 6/7))
[16946] ['1/2', '6/7', '5', '6'] -> (((6 / 6/7) + 5) / 1/2)
[16947] ['1/2', '6/7', '7', '9'] -> ((6/7 * 7) + (9 / 1/2))
[16951] ['1/2', '7/8', '1', '8'] -> ((1 + 8) / (7/8 - 1/2))
[16964] ['1/2', '7/8', '2', '3'] -> (3 / ((1/2 * 2) - 7/8))
[16965] ['1/2', '7/8', '2', '6'] -> (6 / (2 - (7/8 / 1/2)))
[16966] ['1/2', '7/8', '2', '7'] -> ((2 + 7) / (7/8 - 1/2))
[16971] ['1/2', '7/8', '3', '5'] -> (5 / (1/2 - (7/8 / 3)))
[16972] ['1/2', '7/8', '3', '9'] -> (((9 / 1/2) + 3) / 7/8)
[16979] ['1/2', '4/5', '1', '9'] -> (9 / (1 - (1/2 / 4/5)))
[16991] ['1/2', '4/5', '2', '5'] -> (((2 / 1/2) + 4/5) * 5)
[16997] ['1/2', '4/5', '3', '6'] -> (((6 / 4/5) + 1/2) * 3)
[17002] ['1/2', '1', '8/7', '9'] -> (9 / ((1 / 8/7) - 1/2))
[17005] ['1/2', '1', '6/5', '8'] -> (8 / ((1 / 6/5) - 1/2))
[17006] ['1/2', '1', '5/4', '9'] -> (9 / (1 - (1/2 * 5/4)))
[17007] ['1/2', '1', '9/7', '7'] -> ((7 / (9/7 - 1)) - 1/2)
[17010] ['1/2', '1', '4/3', '6'] -> (6 / ((1 / 4/3) - 1/2))
[17011] ['1/2', '1', '3/2', '4'] -> (4 / ((1 / 3/2) - 1/2))
[17012] ['1/2', '1', '8/5', '3'] -> (3 / ((1 / 8/5) - 1/2))
[17013] ['1/2', '1', '8/5', '7'] -> (((7 / 1/2) + 1) * 8/5)
[17014] ['1/2', '1', '8/5', '8'] -> (((8 / 1/2) - 1) * 8/5)
[17015] ['1/2', '1', '7/4', '3'] -> (3 / (1 - (1/2 * 7/4)))
[17016] ['1/2', '1', '9/4', '3'] -> (3 / ((1/2 * 9/4) - 1))
[17017] ['1/2', '1', '9/4', '6'] -> (6 / (9/4 - (1 / 1/2)))
[17018] ['1/2', '1', '7/3', '4'] -> (4 / ((1/2 * 7/3) - 1))
[17019] ['1/2', '1', '7/3', '8'] -> (8 / (7/3 - (1 / 1/2)))
[17020] ['1/2', '1', '5/2', '4'] -> (((5/2 / 1/2) + 1) * 4)
[17021] ['1/2', '1', '8/3', '3'] -> (3 / (1/2 - (1 / 8/3)))
[17022] ['1/2', '1', '8/3', '4'] -> (((4 / 1/2) + 1) * 8/3)
[17023] ['1/2', '1', '8/3', '5'] -> (((5 / 1/2) - 1) * 8/3)
[17024] ['1/2', '1', '8/3', '7'] -> (((1 / 1/2) + 7) * 8/3)
[17025] ['1/2', '1', '8/3', '8'] -> (8 / ((1/2 * 8/3) - 1))
[17026] ['1/2', '1', '3', '7/2'] -> (((7/2 / 1/2) + 1) * 3)
[17027] ['1/2', '1', '3', '9/2'] -> (((9/2 / 1/2) - 1) * 3)
[17028] ['1/2', '1', '7/2', '4'] -> (((7/2 / 1/2) - 1) * 4)
[17029] ['1/2', '1', '7/2', '5'] -> ((1 + 5) * (1/2 + 7/2))
[17037] ['1/2', '8/7', '3', '8'] -> ((1/2 + 3) * (8 - 8/7))
[17038] ['1/2', '8/7', '3', '9'] -> (((9 / 1/2) + 3) * 8/7)
[17040] ['1/2', '8/7', '6', '9'] -> (((6 / 1/2) + 9) * 8/7)
[17041] ['1/2', '8/7', '7', '7'] -> (((7 / 1/2) + 7) * 8/7)
[17051] ['1/2', '7/6', '2', '2'] -> (2 / ((7/6 / 2) - 1/2))
[17054] ['1/2', '7/6', '2', '4'] -> (4 / (7/6 - (1/2 * 2)))
[17060] ['1/2', '7/6', '3', '6'] -> (((3 * 7/6) + 1/2) * 6)
[17062] ['1/2', '7/6', '4', '5'] -> (5 / (1/2 - (7/6 / 4)))
[17064] ['1/2', '7/6', '5', '6'] -> (((6 * 7/6) + 5) / 1/2)
[17065] ['1/2', '7/6', '6', '7'] -> (((7 / 7/6) + 6) / 1/2)
[17066] ['1/2', '7/6', '8', '8'] -> ((8 + 8) / (7/6 - 1/2))
[17067] ['1/2', '7/6', '9', '9'] -> (((1/2 + 7/6) * 9) + 9)
[17077] ['1/2', '6/5', '2', '7'] -> ((1/2 + 7) * (2 + 6/5))
[17078] ['1/2', '6/5', '2', '9'] -> (((9 / 1/2) + 2) * 6/5)
[17081] ['1/2', '6/5', '3', '5'] -> (((3 / 1/2) - 6/5) * 5)
[17082] ['1/2', '6/5', '3', '9'] -> (((9 / 6/5) + 1/2) * 3)
[17083] ['1/2', '6/5', '4', '8'] -> (((8 / 1/2) + 4) * 6/5)
[17087] ['1/2', '6/5', '5', '6'] -> (((5 * 6/5) + 6) / 1/2)
[17088] ['1/2', '6/5', '5', '9'] -> ((5 * 6/5) + (9 / 1/2))
[17089] ['1/2', '6/5', '6', '8'] -> (((6 / 1/2) + 8) * 6/5)
[17105] ['1/2', '5/4', '5', '6'] -> (6 / (1/2 - (5/4 / 5)))
[17106] ['1/2', '5/4', '5', '8'] -> (((5 / 5/4) + 8) / 1/2)
[17107] ['1/2', '5/4', '9', '9'] -> ((9 + 9) / (5/4 - 1/2))
[17116] ['1/2', '9/8', '2', '3'] -> (3 / (9/8 - (1/2 * 2)))
[17117] ['1/2', '9/8', '2', '6'] -> (6 / ((9/8 / 1/2) - 2))
[17121] ['1/2', '9/8', '3', '3'] -> (3 / (1/2 - (9/8 / 3)))
[17122] ['1/2', '9/8', '3', '8'] -> (((8 * 9/8) + 3) / 1/2)
[17123] ['1/2', '9/8', '3', '9'] -> (9 / ((1/2 * 3) - 9/8))
[17124] ['1/2', '9/8', '4', '5'] -> (((5 + 9/8) * 4) - 1/2)
[17125] ['1/2', '9/8', '4', '9'] -> (((9 / 9/8) + 4) / 1/2)
[17128] ['1/2', '9/8', '7', '8'] -> ((7 + 8) / (9/8 - 1/2))
[17142] ['1/2', '9/7', '5', '9'] -> (((9 / 9/7) + 5) / 1/2)
[17167] ['1/2', '4/3', '3', '4'] -> (4 / ((1/2 * 3) - 4/3))
[17169] ['1/2', '4/3', '4', '6'] -> (((4/3 * 6) + 4) / 1/2)
[17170] ['1/2', '4/3', '4', '7'] -> (((7 / 1/2) + 4) * 4/3)
[17172] ['1/2', '4/3', '5', '8'] -> (((5 / 1/2) + 8) * 4/3)
[17173] ['1/2', '4/3', '5', '9'] -> (4/3 / ((5 / 9) - 1/2))
[17174] ['1/2', '4/3', '6', '9'] -> ((4/3 * 9) + (6 / 1/2))
[17175] ['1/2', '2', '5/2', '5'] -> (((5 * 5/2) - 1/2) * 2)
[17183] ['1/2', '9/4', '3', '4'] -> (((4 * 9/4) + 3) / 1/2)
[17184] ['1/2', '9/4', '3', '8'] -> ((3 / 1/2) + (8 * 9/4))
[17187] ['1/2', '9/4', '5', '6'] -> (6 / ((1/2 * 5) - 9/4))
[17188] ['1/2', '9/4', '6', '8'] -> (((8 * 9/4) - 6) / 1/2)
[17189] ['1/2', '9/4', '6', '9'] -> (6 / (1/2 - (9/4 / 9)))
[17190] ['1/2', '9/4', '8', '9'] -> (((9 / 9/4) + 8) / 1/2)
[17197] ['1/2', '7/3', '4', '5'] -> (4 / ((1/2 * 5) - 7/3))
[17198] ['1/2', '7/3', '4', '8'] -> (8 / (7/3 - (1/2 * 4)))
[17199] ['1/2', '7/3', '5', '6'] -> ((5 / 1/2) + (6 * 7/3))
[17200] ['1/2', '7/3', '6', '7'] -> (((1/2 + 7/3) * 6) + 7)
[17201] ['1/2', '7/3', '6', '9'] -> ((1/2 * 6) + (7/3 * 9))
[17202] ['1/2', '7/3', '7', '9'] -> (((7 / 7/3) + 9) / 1/2)
[17203] ['1/2', '7/3', '9', '9'] -> (((7/3 * 9) - 9) / 1/2)
[17208] ['1/2', '5/2', '5', '5'] -> ((5 - (1/2 / 5/2)) * 5)
[17214] ['1/2', '8/3', '3', '3'] -> (((3 / 1/2) + 3) * 8/3)
[17216] ['1/2', '8/3', '4', '4'] -> (4 / ((8/3 / 4) - 1/2))
[17217] ['1/2', '8/3', '4', '5'] -> (4 / (8/3 - (1/2 * 5)))
[17219] ['1/2', '8/3', '5', '6'] -> (((1/2 + 8/3) * 6) + 5)
[17220] ['1/2', '8/3', '5', '7'] -> (((7 / 1/2) - 5) * 8/3)
[17221] ['1/2', '8/3', '6', '6'] -> (((1/2 * 6) + 6) * 8/3)
[17222] ['1/2', '8/3', '7', '8'] -> (((8 / 1/2) - 7) * 8/3)
[17229] ['1/2', '7/2', '5', '5'] -> (((1/2 + 5) * 5) - 7/2)
[17230] ['1/2', '7/2', '6', '9'] -> (((6 * 7/2) - 9) / 1/2)
[17231] ['1/2', '4', '4', '9/2'] -> (((1/2 + 9/2) * 4) + 4)
[17236] ['1/2', '9/2', '5', '5'] -> (((5 + 9/2) / 1/2) + 5)
[17266] ['5/9', '5/9', '2', '8'] -> (((5/9 / 5/9) + 2) * 8)
[17269] ['5/9', '5/9', '3', '6'] -> (((5/9 / 5/9) + 3) * 6)
[17270] ['5/9', '5/9', '3', '7'] -> (((5/9 / 5/9) + 7) * 3)
[17271] ['5/9', '5/9', '3', '9'] -> ((9 - (5/9 / 5/9)) * 3)
[17272] ['5/9', '5/9', '4', '5'] -> (((5/9 / 5/9) + 5) * 4)
[17273] ['5/9', '5/9', '4', '7'] -> ((7 - (5/9 / 5/9)) * 4)
[17274] ['5/9', '5/9', '4', '8'] -> ((4 - (5/9 / 5/9)) * 8)
[17275] ['5/9', '5/9', '5', '5'] -> ((5 * 5) - (5/9 / 5/9))
[17276] ['5/9', '5/9', '5', '6'] -> ((5 - (5/9 / 5/9)) * 6)
[17277] ['1/2', '8/5', '3', '8'] -> ((3 - 1/2) * (8 + 8/5))
[17279] ['1/2', '8/5', '4', '7'] -> (((4 / 1/2) + 7) * 8/5)
[17280] ['1/2', '8/5', '4', '8'] -> (((4 / 8/5) + 1/2) * 8)
[17282] ['1/2', '8/5', '5', '5'] -> (((5 / 1/2) + 5) * 8/5)
[17283] ['1/2', '8/5', '7', '8'] -> (((8 / 8/5) + 7) / 1/2)
[17287] ['1/2', '5/3', '2', '6'] -> (((5/3 * 6) + 2) / 1/2)
[17288] ['1/2', '5/3', '2', '8'] -> (8 / ((5/3 / 2) - 1/2))
[17289] ['1/2', '5/3', '2', '9'] -> (((1/2 * 2) + 5/3) * 9)
[17297] ['1/2', '5/3', '3', '4'] -> (4 / (5/3 - (1/2 * 3)))
[17299] ['1/2', '5/3', '3', '7'] -> (((3 * 5/3) + 7) / 1/2)
[17300] ['1/2', '5/3', '3', '8'] -> (8 / ((5/3 / 1/2) - 3))
[17303] ['1/2', '5/3', '4', '8'] -> (8 / ((1/2 * 4) - 5/3))
[17305] ['1/2', '5/3', '5', '9'] -> (((5 / 5/3) + 9) / 1/2)
[17306] ['1/2', '5/3', '6', '7'] -> ((5/3 * 6) + (7 / 1/2))
[17307] ['1/2', '5/3', '7', '8'] -> (7 / (1/2 - (5/3 / 8)))
[17309] ['1/2', '7/4', '2', '9'] -> (9 / ((7/4 / 2) - 1/2))
[17315] ['1/2', '7/4', '4', '5'] -> (((4 * 7/4) + 5) / 1/2)
[17316] ['1/2', '7/4', '4', '6'] -> (6 / ((1/2 * 4) - 7/4))
[17319] ['1/2', '7/4', '5', '8'] -> ((5 / 1/2) + (7/4 * 8))
[17320] ['1/2', '7/4', '5', '9'] -> (((5 + 9) * 7/4) - 1/2)
[17321] ['1/2', '7/4', '6', '7'] -> (6 / (1/2 - (7/4 / 7)))
[17322] ['1/2', '7/4', '7', '7'] -> (((7 + 7) * 7/4) - 1/2)
[17323] ['1/2', '7/4', '7', '8'] -> (((7 / 7/4) + 8) / 1/2)
[17326] ['1/2', '9/5', '3', '5'] -> (((5 * 9/5) + 3) / 1/2)
[17328] ['1/2', '9/5', '5', '7'] -> ((1/2 + 7) * (5 - 9/5))
[17329] ['1/2', '9/5', '7', '9'] -> (((9 / 9/5) + 7) / 1/2)
[17331] ['1/2', '2', '9/4', '8'] -> (((1/2 + 9/4) * 8) + 2)
[17333] ['1/2', '2', '7/3', '6'] -> (((6 * 7/3) - 2) / 1/2)
[17334] ['1/2', '2', '7/3', '9'] -> (((7/3 / 1/2) - 2) * 9)
[17338] ['1/2', '7/5', '2', '5'] -> (((7/5 / 1/2) + 2) * 5)
[17341] ['1/2', '7/5', '5', '5'] -> (((5 * 7/5) + 5) / 1/2)
[17342] ['1/2', '7/5', '7', '7'] -> (((7 / 7/5) + 7) / 1/2)
[17358] ['1/2', '3/2', '6', '7'] -> ((7 - (3/2 / 1/2)) * 6)
[17359] ['1/2', '3/2', '7', '7'] -> (((3/2 + 7) / 1/2) + 7)
[17360] ['1/2', '3/2', '8', '8'] -> (((1/2 + 3/2) * 8) + 8)
[17402] ['5/9', '3/5', '2', '7'] -> (((7 / 5/9) - 3/5) * 2)
[17403] ['5/9', '3/5', '2', '8'] -> (((2 / 5/9) - 3/5) * 8)
[17408] ['5/9', '3/5', '3', '4'] -> (((3 / 5/9) + 3/5) * 4)
[17409] ['5/9', '3/5', '4', '9'] -> (((4 + 9) / 5/9) + 3/5)
[17411] ['5/9', '3/5', '5', '5'] -> (((5 / 3/5) + 5) / 5/9)
[17412] ['5/9', '3/5', '5', '8'] -> (((5 + 8) / 5/9) + 3/5)
[17413] ['5/9', '3/5', '6', '7'] -> (((6 + 7) / 5/9) + 3/5)
[17417] ['5/9', '2/3', '1', '4'] -> (4 / (1 - (5/9 / 2/3)))
[17431] ['5/9', '2/3', '2', '7'] -> (((2 * 7) - 2/3) / 5/9)
[17435] ['5/9', '2/3', '3', '3'] -> ((3 / (2/3 - 5/9)) - 3)
[17440] ['5/9', '2/3', '5', '6'] -> ((6 - (2/3 / 5/9)) * 5)
[17441] ['5/9', '2/3', '5', '7'] -> (((5 / 5/9) + 7) / 2/3)
[17442] ['5/9', '2/3', '6', '6'] -> (((5/9 * 6) + 2/3) * 6)
[17443] ['5/9', '2/3', '6', '9'] -> (((5/9 * 6) - 2/3) * 9)
[17444] ['5/9', '2/3', '8', '8'] -> (((2/3 * 8) + 8) / 5/9)
[17463] ['5/9', '5/8', '1', '3'] -> (3 / ((5/8 / 5/9) - 1))
[17475] ['5/9', '5/8', '5', '6'] -> (((5 / 5/9) + 6) / 5/8)
[17476] ['5/9', '5/8', '6', '8'] -> ((6 / 5/8) + (8 / 5/9))
[17542] ['5/9', '3/4', '3', '6'] -> ((3 + 5/9) * (3/4 + 6))
[17543] ['5/9', '3/4', '4', '7'] -> (((7 / 3/4) + 4) / 5/9)
[17544] ['5/9', '3/4', '4', '8'] -> (((4 / 3/4) + 8) / 5/9)
[17545] ['5/9', '3/4', '5', '9'] -> (((5 / 5/9) + 9) / 3/4)
[17573] ['5/9', '7/9', '2', '4'] -> (4 / (5/9 - (7/9 / 2)))
[17574] ['5/9', '7/9', '2', '8'] -> (8 / ((2 * 5/9) - 7/9))
[17578] ['5/9', '7/9', '4', '7'] -> (((7 * 7/9) + 5/9) * 4)
[17579] ['5/9', '7/9', '9', '9'] -> ((5/9 + 7/9) * (9 + 9))
[17582] ['5/9', '5/6', '1', '8'] -> (8 / (1 - (5/9 / 5/6)))
[17598] ['5/9', '5/6', '2', '9'] -> (((5/9 / 5/6) + 2) * 9)
[17612] ['5/9', '4/5', '3', '4'] -> (((4 / 5/9) + 4/5) * 3)
[17613] ['5/9', '4/5', '3', '9'] -> (((9 / 5/9) + 3) / 4/5)
[17620] ['5/9', '6/7', '4', '8'] -> (((8 / 6/7) + 4) / 5/9)
[17630] ['5/9', '8/9', '2', '6'] -> ((2 + 6) / (8/9 - 5/9))
[17636] ['5/9', '8/9', '4', '4'] -> ((4 + 4) / (8/9 - 5/9))
[17638] ['5/9', '8/9', '6', '8'] -> (((6 * 8/9) + 8) / 5/9)
[17639] ['5/9', '8/9', '8', '8'] -> (((8 + 8/9) / 5/9) + 8)
[17640] ['5/9', '1', '9/8', '8'] -> (8 / ((1 / 9/8) - 5/9))
[17641] ['5/9', '1', '9/8', '9'] -> (9 / (1 - (5/9 * 9/8)))
[17643] ['5/9', '1', '4/3', '2'] -> (4/3 / (5/9 - (1 / 2)))
[17661] ['5/9', '8/9', '1', '7'] -> ((1 + 7) / (8/9 - 5/9))
[17681] ['5/9', '1', '3/2', '4'] -> (4 / (1 - (3/2 * 5/9)))
[17684] ['5/9', '1', '5/3', '6'] -> (((5/3 / 5/9) + 1) * 6)
[17685] ['5/9', '1', '2', '8/3'] -> (8/3 / ((2 * 5/9) - 1))
[17688] ['5/9', '1', '9/4', '6'] -> (6 / ((5/9 * 9/4) - 1))
[17691] ['5/9', '1', '9/2', '5'] -> (((5 + 5/9) * 9/2) - 1)
[17692] ['5/9', '1', '9/2', '8'] -> (8 / (5/9 - (1 / 9/2)))
[17701] ['5/9', '7/3', '3', '6'] -> (((3 * 5/9) + 7/3) * 6)
[17702] ['5/9', '7/3', '3', '7'] -> (((7 * 7/3) - 3) / 5/9)
[17703] ['5/9', '7/3', '4', '4'] -> (((4 * 7/3) + 4) / 5/9)
[17705] ['5/9', '7/3', '4', '6'] -> (4 / (5/9 - (7/3 / 6)))
[17707] ['5/9', '7/3', '5', '9'] -> ((9 - (7/3 / 5/9)) * 5)
[17708] ['5/9', '7/3', '6', '9'] -> (((6 + 7/3) / 5/9) + 9)
[17709] ['5/9', '7/3', '9', '9'] -> (((5/9 * 9) - 7/3) * 9)
[17712] ['5/9', '5/2', '3', '7'] -> (((7 / 5/9) - 3) * 5/2)
[17713] ['5/9', '5/2', '5', '6'] -> ((5 / 5/9) + (5/2 * 6))
[17716] ['5/9', '8/3', '3', '6'] -> (((3 + 5/9) * 6) + 8/3)
[17717] ['5/9', '8/3', '3', '9'] -> (((8/3 + 9) / 5/9) + 3)
[17719] ['5/9', '8/3', '4', '4'] -> (((4 * 4) - 8/3) / 5/9)
[17721] ['5/9', '8/3', '4', '7'] -> (8/3 / (4 - (5/9 * 7)))
[17722] ['5/9', '8/3', '5', '6'] -> (((5 - 5/9) * 6) - 8/3)
[17723] ['5/9', '8/3', '6', '9'] -> (8/3 / ((6 / 9) - 5/9))
[17726] ['5/9', '3', '9/2', '7'] -> ((7 - (3 * 5/9)) * 9/2)
[17727] ['5/9', '3', '9/2', '8'] -> (((3 + 5/9) * 9/2) + 8)
[17734] ['5/9', '7/2', '4', '6'] -> (4 / (7/2 - (5/9 * 6)))
[17735] ['5/9', '7/2', '4', '9'] -> (4 / (5/9 - (7/2 / 9)))
[17737] ['5/9', '9/2', '5', '7'] -> (((7 - 5/9) * 9/2) - 5)
[17748] ['5/9', '9/8', '4', '8'] -> (((4 / 9/8) - 5/9) * 8)
[17749] ['5/9', '9/8', '6', '8'] -> (((6 / 9/8) + 8) / 5/9)
[17753] ['5/9', '9/7', '4', '7'] -> (((7 / 9/7) + 5/9) * 4)
[17765] ['5/9', '4/3', '2', '6'] -> (((2 * 6) + 4/3) / 5/9)
[17771] ['5/9', '4/3', '3', '4'] -> (((3 * 4) + 4/3) / 5/9)
[17772] ['5/9', '4/3', '3', '6'] -> (4/3 / (5/9 - (3 / 6)))
[17774] ['5/9', '4/3', '4', '7'] -> (((4/3 * 7) + 4) / 5/9)
[17777] ['5/9', '4/3', '5', '9'] -> (((5 / 5/9) + 9) * 4/3)
[17778] ['5/9', '4/3', '6', '8'] -> (8 / (5/9 - (4/3 / 6)))
[17780] ['5/9', '7/5', '3', '6'] -> (((3 / 5/9) - 7/5) * 6)
[17781] ['5/9', '7/5', '4', '5'] -> ((4 + 7/5) * (5 - 5/9))
[17788] ['5/9', '3/2', '3', '4'] -> (4 / ((3 * 5/9) - 3/2))
[17793] ['5/9', '3/2', '5', '7'] -> (((5 / 5/9) + 7) * 3/2)
[17794] ['5/9', '3/2', '8', '8'] -> (((8 / 3/2) + 8) / 5/9)
[17797] ['5/9', '8/5', '5', '6'] -> (((5 / 5/9) + 6) * 8/5)
[17798] ['5/9', '8/5', '6', '8'] -> ((6 * 8/5) + (8 / 5/9))
[17804] ['5/9', '5/3', '2', '9'] -> (((5/3 / 5/9) + 9) * 2)
[17818] ['5/9', '7/6', '3', '4'] -> (4 / (5/9 - (7/6 / 3)))
[17819] ['5/9', '7/6', '4', '8'] -> (((7/6 * 8) + 4) / 5/9)
[17823] ['5/9', '6/5', '2', '5'] -> (((2 / 5/9) + 6/5) * 5)
[17824] ['5/9', '6/5', '2', '6'] -> (((6 / 5/9) + 6/5) * 2)
[17825] ['5/9', '6/5', '2', '9'] -> (((5/9 * 6/5) + 2) * 9)
[17828] ['4/7', '4/7', '2', '8'] -> (((4/7 / 4/7) + 2) * 8)
[17831] ['4/7', '4/7', '3', '6'] -> (((4/7 / 4/7) + 3) * 6)
[17832] ['4/7', '4/7', '3', '9'] -> ((9 - (4/7 / 4/7)) * 3)
[17833] ['4/7', '4/7', '4', '5'] -> (((4/7 / 4/7) + 5) * 4)
[17834] ['4/7', '4/7', '4', '7'] -> ((7 - (4/7 / 4/7)) * 4)
[17835] ['4/7', '4/7', '4', '8'] -> ((4 - (4/7 / 4/7)) * 8)
[17836] ['4/7', '4/7', '5', '5'] -> ((5 * 5) - (4/7 / 4/7))
[17837] ['4/7', '4/7', '5', '6'] -> ((5 - (4/7 / 4/7)) * 6)
[17838] ['4/7', '4/7', '5', '7'] -> (((4/7 * 5) + 4/7) * 7)
[17839] ['4/7', '4/7', '6', '6'] -> (((4/7 * 6) + 4/7) * 6)
[17840] ['4/7', '4/7', '6', '8'] -> (((4/7 * 8) - 4/7) * 6)
[17841] ['4/7', '4/7', '7', '7'] -> (((4/7 * 7) - 4/7) * 7)
[17842] ['4/7', '4/7', '8', '9'] -> (((4/7 + 8) / 4/7) + 9)
[17856] ['4/7', '3/5', '6', '8'] -> ((6 / 3/5) + (8 / 4/7))
[17857] ['5/9', '5/3', '3', '4'] -> (((5/3 / 5/9) + 3) * 4)
[17861] ['5/9', '5/3', '5', '5'] -> (((5 * 5/3) + 5) / 5/9)
[17862] ['5/9', '5/3', '5', '8'] -> (5/3 / ((5 / 8) - 5/9))
[17863] ['5/9', '5/3', '6', '7'] -> ((7 - (5/3 / 5/9)) * 6)
[17864] ['5/9', '5/3', '6', '8'] -> ((6 - (5/3 / 5/9)) * 8)
[17865] ['5/9', '7/4', '2', '3'] -> (2 / (7/4 - (3 * 5/9)))
[17867] ['5/9', '7/4', '3', '5'] -> ((3 + 5/9) * (5 + 7/4))
[17869] ['5/9', '9/5', '2', '8'] -> (((5/9 * 9/5) + 2) * 8)
[17873] ['5/9', '9/5', '3', '6'] -> (((5/9 * 9/5) + 3) * 6)
