[1] ['1', '1', '1', '11'] -> (1 + 1) * (1 + 11) base 14
[103] ['1', '12', '23', '23'] -> ((23 / 23) + 1) * 12 base 14
[104] ['12', '12', '19', '35'] -> ((12 * 35) - 12) / 19 base 14
[105] ['12', '12', '1A', '1C'] -> (12 * 1C) - (12 * 1A) base 14
[106] ['12', '12', '1A', '1D'] -> ((1D - 1A) * 12) - 12 base 14
[107] ['12', '12', '1A', '35'] -> ((12 * 35) + 12) / 1A base 14
[108] ['12', '12', '1A', '37'] -> ((12 * 37) - 12) / 1A base 14
[109] ['12', '12', '1B', '1D'] -> (12 * 1D) - (12 * 1B) base 14
[110] ['12', '12', '1B', '20'] -> ((20 - 1B) * 12) - 12 base 14
[111] ['12', '12', '1B', '37'] -> ((12 * 37) + 12) / 1B base 14
[112] ['12', '12', '1C', '20'] -> (12 * 20) - (12 * 1C) base 14
[113] ['12', '12', '1D', '21'] -> (12 * 21) - (12 * 1D) base 14
[114] ['1', '1', '1D', '29'] -> (1D + 29) / (1 + 1) base 14
[115] ['1', '12', '25', '25'] -> ((25 / 25) + 1) * 12 base 14
[116] ['12', '12', '1D', '22'] -> ((22 - 1D) * 12) - 12 base 14
[117] ['12', '12', '20', '23'] -> ((23 - 20) * 12) - 12 base 14
[118] ['12', '12', '20', '36'] -> ((12 + 36) / 12) + 20 base 14
[119] ['12', '12', '21', '23'] -> (12 * 23) - (12 * 21) base 14
[120] ['12', '12', '21', '36'] -> ((12 * 21) + 36) / 12 base 14
[121] ['12', '12', '22', '25'] -> ((25 - 22) * 12) - 12 base 14
[122] ['12', '12', '23', '26'] -> ((26 - 23) * 12) - 12 base 14
[123] ['12', '12', '25', '27'] -> (12 * 27) - (12 * 25) base 14
[124] ['12', '12', '25', '28'] -> ((28 - 25) * 12) - 12 base 14
[125] ['12', '12', '26', '29'] -> ((29 - 26) * 12) - 12 base 14
[126] ['1', '12', '27', '27'] -> ((27 / 27) + 1) * 12 base 14
[127] ['12', '12', '27', '29'] -> (12 * 29) - (12 * 27) base 14
[128] ['12', '12', '27', '36'] -> ((12 * 27) - 36) / 12 base 14
[129] ['12', '12', '28', '2A'] -> (12 * 2A) - (12 * 28) base 14
[130] ['12', '12', '28', '2B'] -> ((2B - 28) * 12) - 12 base 14
[131] ['12', '12', '28', '36'] -> 28 - ((12 + 36) / 12) base 14
[132] ['12', '12', '29', '2B'] -> (12 * 2B) - (12 * 29) base 14
[133] ['12', '12', '29', '2C'] -> ((2C - 29) * 12) - 12 base 14
[134] ['12', '12', '2A', '2C'] -> (12 * 2C) - (12 * 2A) base 14
[135] ['12', '12', '2A', '2D'] -> ((2D - 2A) * 12) - 12 base 14
[136] ['12', '12', '2B', '2D'] -> (12 * 2D) - (12 * 2B) base 14
[137] ['1', '12', '27', '35'] -> 27 - ((1 + 35) / 12) base 14
[138] ['12', '12', '2B', '30'] -> ((30 - 2B) * 12) - 12 base 14
[139] ['12', '12', '2C', '30'] -> (12 * 30) - (12 * 2C) base 14
[140] ['12', '12', '2C', '31'] -> ((31 - 2C) * 12) - 12 base 14
[141] ['12', '12', '2D', '31'] -> (12 * 31) - (12 * 2D) base 14
[142] ['12', '12', '2D', '32'] -> ((32 - 2D) * 12) - 12 base 14
[143] ['12', '12', '30', '32'] -> (12 * 32) - (12 * 30) base 14
[144] ['12', '12', '30', '33'] -> ((33 - 30) * 12) - 12 base 14
[145] ['12', '12', '31', '33'] -> (12 * 33) - (12 * 31) base 14
[146] ['12', '12', '31', '34'] -> ((34 - 31) * 12) - 12 base 14
[147] ['12', '12', '32', '34'] -> (12 * 34) - (12 * 32) base 14
[148] ['1', '12', '28', '28'] -> ((28 / 28) + 1) * 12 base 14
[149] ['12', '12', '32', '35'] -> ((35 - 32) * 12) - 12 base 14
[150] ['12', '12', '33', '35'] -> (12 * 35) - (12 * 33) base 14
[151] ['12', '12', '34', '36'] -> (12 * 36) - (12 * 34) base 14
[152] ['12', '12', '34', '37'] -> ((37 - 34) * 12) - 12 base 14
[153] ['12', '12', '35', '37'] -> (12 * 37) - (12 * 35) base 14
[154] ['12', '13', '15', '21'] -> ((13 * 21) + 15) / 12 base 14
[155] ['12', '13', '16', '20'] -> ((16 * 20) - 12) / 13 base 14
[156] ['12', '13', '16', '28'] -> ((16 - 12) * 13) - 28 base 14
[157] ['12', '13', '17', '24'] -> ((17 - 13) * 12) - 24 base 14
[158] ['12', '13', '18', '1A'] -> ((18 * 1A) + 12) / 13 base 14
[159] ['1', '12', '28', '2C'] -> 2C / ((28 / 12) - 1) base 14
[160] ['12', '13', '1B', '36'] -> ((13 * 36) - 12) / 1B base 14
[161] ['12', '13', '1C', '36'] -> ((13 * 36) + 12) / 1C base 14
[162] ['12', '13', '20', '28'] -> ((13 * 20) + 28) / 12 base 14
[163] ['12', '13', '21', '23'] -> ((13 + 23) / 12) + 21 base 14
[164] ['12', '13', '21', '27'] -> ((12 + 27) / 13) + 21 base 14
[165] ['12', '13', '23', '27'] -> 27 - ((13 + 23) / 12) base 14
[166] ['12', '13', '23', '36'] -> ((12 * 23) + 36) / 13 base 14
[167] ['12', '13', '28', '35'] -> 28 - ((13 + 35) / 12) base 14
[168] ['12', '13', '29', '36'] -> ((12 * 29) - 36) / 13 base 14
[169] ['12', '14', '14', '1B'] -> ((14 - 12) * 1B) - 14 base 14
[170] ['1', '12', '29', '29'] -> ((29 / 29) + 1) * 12 base 14
[171] ['12', '14', '14', '34'] -> (14 + 34) / (14 - 12) base 14
[172] ['12', '14', '15', '18'] -> ((15 - 12) * 14) - 18 base 14
[173] ['12', '14', '15', '33'] -> (15 + 33) / (14 - 12) base 14
[174] ['12', '14', '16', '22'] -> ((12 + 16) / 14) + 22 base 14
[175] ['12', '14', '16', '26'] -> 26 - ((12 + 16) / 14) base 14
[176] ['12', '14', '16', '32'] -> (16 + 32) / (14 - 12) base 14
[177] ['12', '14', '16', '36'] -> (12 + 36) / (16 - 14) base 14
[178] ['12', '14', '17', '31'] -> (17 + 31) / (14 - 12) base 14
[179] ['12', '14', '18', '1D'] -> ((14 - 12) * 1D) - 18 base 14
[180] ['12', '14', '18', '24'] -> ((18 - 14) * 12) - 24 base 14
[181] ['1', '12', '29', '30'] -> 30 / ((29 / 12) - 1) base 14
[182] ['12', '14', '18', '2C'] -> ((14 * 2C) - 12) / 18 base 14
[183] ['12', '14', '19', '2C'] -> ((14 * 2C) + 12) / 19 base 14
[184] ['12', '14', '19', '2D'] -> (19 + 2D) / (14 - 12) base 14
[185] ['12', '14', '19', '36'] -> ((19 - 14) * 12) - 36 base 14
[186] ['12', '14', '1A', '1B'] -> (14 * 1A) - (12 * 1B) base 14
[187] ['12', '14', '1A', '20'] -> ((14 - 12) * 20) - 1A base 14
[188] ['12', '14', '1A', '21'] -> (12 * 21) - (14 * 1A) base 14
[189] ['12', '14', '1B', '2B'] -> (1B + 2B) / (14 - 12) base 14
[190] ['12', '14', '1C', '1D'] -> ((14 * 1D) + 1C) / 12 base 14
[191] ['12', '14', '1C', '21'] -> ((14 - 12) * 21) - 1C base 14
[192] ['1', '12', '2A', '2A'] -> ((2A / 2A) + 1) * 12 base 14
[193] ['12', '14', '1C', '2A'] -> (1C + 2A) / (14 - 12) base 14
[194] ['12', '14', '1C', '32'] -> ((14 * 1C) + 32) / 12 base 14
[195] ['12', '14', '1D', '29'] -> (1D + 29) / (14 - 12) base 14
[196] ['12', '14', '20', '28'] -> (20 + 28) / (14 - 12) base 14
[197] ['12', '14', '21', '22'] -> ((14 + 22) / 12) + 21 base 14
[198] ['12', '14', '21', '27'] -> (21 + 27) / (14 - 12) base 14
[199] ['12', '14', '22', '23'] -> ((14 - 12) * 23) - 22 base 14
[200] ['12', '14', '22', '26'] -> (22 + 26) / (14 - 12) base 14
[201] ['12', '14', '22', '27'] -> 27 - ((14 + 22) / 12) base 14
[202] ['12', '14', '23', '34'] -> ((14 * 23) - 34) / 12 base 14
[203] ['1', '12', '2A', '32'] -> 32 / ((2A / 12) - 1) base 14
[204] ['12', '14', '29', '30'] -> ((14 - 12) * 29) - 30 base 14
[205] ['12', '14', '2A', '32'] -> ((14 - 12) * 2A) - 32 base 14
[206] ['12', '14', '2B', '34'] -> ((14 - 12) * 2B) - 34 base 14
[207] ['12', '14', '2C', '31'] -> (14 * 2C) - (12 * 31) base 14
[208] ['12', '14', '2C', '35'] -> (12 * 35) - (14 * 2C) base 14
[209] ['12', '14', '2C', '36'] -> ((14 - 12) * 2C) - 36 base 14
[210] ['12', '15', '15', '1B'] -> ((15 - 12) * 15) - 1B base 14
[211] ['12', '15', '16', '32'] -> ((16 - 12) * 15) - 32 base 14
[212] ['12', '15', '17', '23'] -> ((15 - 12) * 17) - 23 base 14
[213] ['12', '15', '17', '36'] -> (12 + 36) / (17 - 15) base 14
[214] ['1', '12', '2B', '2B'] -> ((2B / 2B) + 1) * 12 base 14
[215] ['12', '15', '19', '24'] -> ((19 - 15) * 12) - 24 base 14
[216] ['12', '15', '19', '29'] -> ((15 - 12) * 19) - 29 base 14
[217] ['12', '15', '1A', '1C'] -> ((1A * 1C) - 12) / 15 base 14
[218] ['12', '15', '1A', '36'] -> ((1A - 15) * 12) - 36 base 14
[219] ['12', '15', '1B', '29'] -> ((15 * 1B) + 29) / 12 base 14
[220] ['12', '15', '1B', '31'] -> ((15 - 12) * 1B) - 31 base 14
[221] ['12', '15', '1C', '34'] -> ((15 - 12) * 1C) - 34 base 14
[222] ['12', '15', '1D', '37'] -> ((15 - 12) * 1D) - 37 base 14
[223] ['12', '15', '20', '36'] -> ((15 * 36) - 12) / 20 base 14
[224] ['12', '15', '21', '21'] -> ((15 + 21) / 12) + 21 base 14
[225] ['1', '1', '1D', '31'] -> (1 + 1) * (31 - 1D) base 14
[226] ['1', '12', '2B', '34'] -> 34 / ((2B / 12) - 1) base 14
[227] ['12', '15', '21', '27'] -> 27 - ((15 + 21) / 12) base 14
[228] ['12', '15', '21', '2D'] -> ((12 + 2D) / 15) + 21 base 14
[229] ['12', '15', '21', '36'] -> ((15 * 36) + 12) / 21 base 14
[230] ['12', '15', '27', '2D'] -> 27 - ((12 + 2D) / 15) base 14
[231] ['12', '15', '27', '36'] -> ((12 * 27) + 36) / 15 base 14
[232] ['12', '15', '28', '33'] -> 28 - ((15 + 33) / 12) base 14
[233] ['12', '15', '2D', '36'] -> ((12 * 2D) - 36) / 15 base 14
[234] ['12', '15', '35', '37'] -> (35 + 37) / (15 - 12) base 14
[235] ['12', '16', '16', '19'] -> (16 * 16) - (12 * 19) base 14
[236] ['12', '16', '18', '28'] -> ((16 * 28) - 12) / 18 base 14
[237] ['1', '12', '2C', '2C'] -> ((2C / 2C) + 1) * 12 base 14
[238] ['12', '16', '18', '36'] -> (12 + 36) / (18 - 16) base 14
[239] ['12', '16', '1B', '36'] -> ((1B - 16) * 12) - 36 base 14
[240] ['12', '16', '1D', '20'] -> ((16 * 1D) - 20) / 12 base 14
[241] ['12', '16', '1D', '32'] -> ((16 * 32) - 12) / 1D base 14
[242] ['12', '16', '20', '21'] -> ((16 + 20) / 12) + 21 base 14
[243] ['12', '16', '20', '25'] -> (16 * 20) - (12 * 25) base 14
[244] ['12', '16', '20', '29'] -> (12 * 29) - (16 * 20) base 14
[245] ['12', '16', '21', '32'] -> ((12 + 32) / 16) + 21 base 14
[246] ['12', '16', '27', '32'] -> 27 - ((12 + 32) / 16) base 14
[247] ['12', '16', '28', '31'] -> (16 * 28) - (12 * 31) base 14
[248] ['1', '12', '2C', '36'] -> 36 / ((2C / 12) - 1) base 14
[249] ['12', '16', '28', '35'] -> (12 * 35) - (16 * 28) base 14
[250] ['12', '16', '29', '36'] -> ((12 * 29) + 36) / 16 base 14
[251] ['12', '16', '31', '36'] -> ((12 * 31) - 36) / 16 base 14
[252] ['12', '17', '19', '36'] -> (12 + 36) / (19 - 17) base 14
[253] ['12', '17', '1B', '24'] -> ((1B - 17) * 12) - 24 base 14
[254] ['12', '17', '1C', '36'] -> ((1C - 17) * 12) - 36 base 14
[255] ['12', '17', '1D', '21'] -> ((17 + 1D) / 12) + 21 base 14
[256] ['12', '17', '1D', '27'] -> 27 - ((17 + 1D) / 12) base 14
[257] ['12', '17', '20', '31'] -> ((17 + 31) / 12) + 20 base 14
[258] ['12', '17', '21', '35'] -> ((12 + 35) / 17) + 21 base 14
[259] ['1', '12', '2D', '2D'] -> ((2D / 2D) + 1) * 12 base 14
[260] ['12', '17', '24', '36'] -> ((17 * 36) + 12) / 24 base 14
[261] ['12', '17', '27', '35'] -> 27 - ((12 + 35) / 17) base 14
[262] ['12', '17', '28', '31'] -> 28 - ((17 + 31) / 12) base 14
[263] ['12', '18', '1A', '23'] -> (18 * 1A) - (12 * 23) base 14
[264] ['12', '18', '1B', '2A'] -> ((18 * 1B) - 2A) / 12 base 14
[265] ['12', '18', '1C', '21'] -> ((18 + 1C) / 12) + 21 base 14
[266] ['12', '18', '1D', '2C'] -> ((18 * 2C) - 12) / 1D base 14
[267] ['12', '18', '1D', '36'] -> ((1D - 18) * 12) - 36 base 14
[268] ['12', '18', '20', '22'] -> ((12 + 20) / 18) + 22 base 14
[269] ['12', '18', '20', '2C'] -> ((18 * 2C) + 12) / 20 base 14
[270] ['1', '12', '30', '30'] -> ((30 / 30) + 1) * 12 base 14
[271] ['12', '18', '2D', '36'] -> ((12 * 2D) + 36) / 18 base 14
[272] ['12', '18', '35', '36'] -> ((12 * 35) - 36) / 18 base 14
[273] ['12', '19', '1A', '22'] -> ((1A * 22) + 12) / 19 base 14
[274] ['12', '19', '1A', '2C'] -> ((19 * 1A) - 2C) / 12 base 14
[275] ['12', '19', '1B', '21'] -> ((19 + 1B) / 12) + 21 base 14
[276] ['12', '19', '1B', '27'] -> 27 - ((19 + 1B) / 12) base 14
[277] ['12', '19', '1B', '36'] -> (12 + 36) / (1B - 19) base 14
[278] ['12', '19', '1D', '24'] -> ((1D - 19) * 12) - 24 base 14
[279] ['12', '19', '20', '2D'] -> ((19 + 2D) / 12) + 20 base 14
[280] ['12', '19', '20', '36'] -> ((20 - 19) * 12) - 36 base 14
[281] ['1', '12', '31', '31'] -> ((31 / 31) + 1) * 12 base 14
[282] ['12', '19', '22', '22'] -> ((12 + 22) / 19) + 22 base 14
[283] ['12', '19', '22', '26'] -> 26 - ((12 + 22) / 19) base 14
[284] ['12', '19', '26', '36'] -> ((19 * 36) - 12) / 26 base 14
[285] ['12', '19', '27', '36'] -> ((19 * 36) + 12) / 27 base 14
[286] ['12', '19', '31', '36'] -> ((12 * 31) + 36) / 19 base 14
[287] ['12', '19', '36', '37'] -> ((12 * 37) - 36) / 19 base 14
[288] ['12', '1A', '1A', '2A'] -> (12 * 2A) - (1A * 1A) base 14
[289] ['12', '1A', '1B', '26'] -> ((1A * 26) - 12) / 1B base 14
[290] ['12', '1A', '1C', '2D'] -> (12 * 2D) - (1A * 1C) base 14
[291] ['12', '1A', '21', '2A'] -> ((1A * 2A) + 12) / 21 base 14
[292] ['1', '12', '32', '32'] -> ((32 / 32) + 1) * 12 base 14
[293] ['12', '1A', '21', '36'] -> ((21 - 1A) * 12) - 36 base 14
[294] ['12', '1A', '22', '31'] -> (1A * 22) - (12 * 31) base 14
[295] ['12', '1A', '22', '35'] -> (12 * 35) - (1A * 22) base 14
[296] ['12', '1A', '24', '30'] -> ((1A * 30) + 12) / 24 base 14
[297] ['12', '1A', '26', '37'] -> (1A * 26) - (12 * 37) base 14
[298] ['12', '1A', '33', '36'] -> ((12 * 33) + 36) / 1A base 14
[299] ['12', '1B', '1D', '36'] -> (12 + 36) / (1D - 1B) base 14
[300] ['12', '1B', '20', '20'] -> ((20 * 20) + 12) / 1B base 14
[301] ['12', '1B', '21', '24'] -> ((21 - 1B) * 12) - 24 base 14
[302] ['12', '1B', '22', '26'] -> ((12 + 26) / 1B) + 22 base 14
[303] ['1', '12', '33', '33'] -> ((33 / 33) + 1) * 12 base 14
[304] ['12', '1B', '22', '36'] -> ((22 - 1B) * 12) - 36 base 14
[305] ['12', '1B', '26', '26'] -> 26 - ((12 + 26) / 1B) base 14
[306] ['12', '1B', '28', '2B'] -> 28 - ((1B + 2B) / 12) base 14
[307] ['12', '1B', '29', '36'] -> ((1B * 36) - 12) / 29 base 14
[308] ['12', '1B', '2A', '36'] -> ((1B * 36) + 12) / 2A base 14
[309] ['12', '1B', '35', '36'] -> ((12 * 35) + 36) / 1B base 14
[310] ['12', '1C', '22', '24'] -> ((22 - 1C) * 12) - 24 base 14
[311] ['12', '1C', '23', '36'] -> ((23 - 1C) * 12) - 36 base 14
[312] ['12', '1C', '24', '2C'] -> ((1C * 2C) - 12) / 24 base 14
[313] ['12', '1C', '26', '28'] -> 26 - ((12 + 28) / 1C) base 14
[314] ['1', '12', '34', '34'] -> ((34 / 34) + 1) * 12 base 14
[315] ['12', '1C', '35', '37'] -> ((35 + 37) / 12) + 1C base 14
[316] ['12', '1C', '36', '36'] -> ((36 + 36) / 12) + 1C base 14
[317] ['12', '1C', '36', '37'] -> ((12 * 37) + 36) / 1C base 14
[318] ['12', '1D', '20', '29'] -> ((1D + 29) / 12) + 20 base 14
[319] ['12', '1D', '21', '36'] -> (12 + 36) / (21 - 1D) base 14
[320] ['12', '1D', '22', '2A'] -> ((12 + 2A) / 1D) + 22 base 14
[321] ['12', '1D', '23', '24'] -> ((23 - 1D) * 12) - 24 base 14
[322] ['12', '1D', '23', '37'] -> ((23 + 37) / 12) + 1D base 14
[323] ['12', '1D', '25', '35'] -> ((25 + 35) / 12) + 1D base 14
[324] ['12', '1D', '26', '2A'] -> 26 - ((12 + 2A) / 1D) base 14
[325] ['1', '12', '35', '35'] -> ((35 / 35) + 1) * 12 base 14
[326] ['12', '1D', '26', '34'] -> ((26 + 34) / 12) + 1D base 14
[327] ['12', '1D', '27', '33'] -> ((27 + 33) / 12) + 1D base 14
[328] ['12', '1D', '28', '29'] -> 28 - ((1D + 29) / 12) base 14
[329] ['12', '1D', '29', '31'] -> ((29 + 31) / 12) + 1D base 14
[330] ['12', '1D', '2A', '30'] -> ((2A + 30) / 12) + 1D base 14
[331] ['12', '1D', '2B', '2D'] -> ((2B + 2D) / 12) + 1D base 14
[332] ['12', '1D', '2C', '2C'] -> ((2C + 2C) / 12) + 1D base 14
[333] ['12', '1D', '2C', '36'] -> ((1D * 36) - 12) / 2C base 14
[334] ['12', '20', '20', '28'] -> ((20 + 28) / 12) + 20 base 14
[335] ['12', '20', '21', '27'] -> ((21 + 27) / 12) + 20 base 14
[336] ['1', '1', '20', '22'] -> ((1 + 1) * 22) - 20 base 14
[337] ['1', '12', '37', '37'] -> ((37 / 37) + 1) * 12 base 14
[338] ['12', '20', '22', '36'] -> (12 + 36) / (22 - 20) base 14
[339] ['12', '20', '23', '25'] -> ((23 + 25) / 12) + 20 base 14
[340] ['12', '20', '25', '36'] -> ((25 - 20) * 12) - 36 base 14
[341] ['12', '20', '28', '28'] -> 28 - ((20 + 28) / 12) base 14
[342] ['12', '20', '2A', '32'] -> ((20 * 32) - 12) / 2A base 14
[343] ['12', '20', '2B', '32'] -> ((20 * 32) + 12) / 2B base 14
[344] ['12', '21', '23', '36'] -> (12 + 36) / (23 - 21) base 14
[345] ['12', '21', '24', '25'] -> ((25 - 21) * 12) - 24 base 14
[346] ['12', '21', '26', '30'] -> 26 - ((12 + 30) / 21) base 14
[347] ['12', '21', '26', '36'] -> ((26 - 21) * 12) - 36 base 14
[348] ['1', '13', '13', '37'] -> ((37 / 13) - 1) * 13 base 14
[349] ['12', '21', '27', '28'] -> 28 - ((21 + 27) / 12) base 14
[350] ['12', '21', '31', '36'] -> ((21 * 36) - 12) / 31 base 14
