[1] ['1', '1', '1', '11'] -> (1 + 1) * (1 + 11) base 9
[44] ['15', '18', '33', '51'] -> ((15 * 33) - 51) / 18 base 9
[45] ['15', '18', '34', '38'] -> (34 + 38) / (18 - 15) base 9
[46] ['15', '18', '34', '43'] -> ((34 + 43) / 15) + 18 base 9
[47] ['15', '18', '35', '37'] -> (35 + 37) / (18 - 15) base 9
[48] ['1', '26', '40', '48'] -> ((40 / 26) - 1) * 48 base 9
[49] ['15', '18', '35', '42'] -> ((35 + 42) / 15) + 18 base 9
[50] ['15', '18', '36', '41'] -> ((36 + 41) / 15) + 18 base 9
[51] ['15', '18', '38', '38'] -> ((38 + 38) / 15) + 18 base 9
[52] ['15', '18', '44', '52'] -> (18 * 44) - (15 * 52) base 9
[53] ['15', '20', '20', '22'] -> ((22 - 20) * 20) - 15 base 9
[54] ['15', '20', '20', '30'] -> ((15 * 30) + 20) / 20 base 9
[55] ['15', '20', '20', '42'] -> ((20 + 42) / 15) + 20 base 9
[56] ['15', '20', '21', '23'] -> ((23 - 21) * 20) - 15 base 9
[57] ['15', '20', '21', '28'] -> (15 * 28) - (20 * 21) base 9
[58] ['15', '20', '21', '37'] -> ((20 * 21) - 37) / 15 base 9
[59] ['1', '27', '27', '48'] -> 48 / ((27 / 27) + 1) base 9
[60] ['15', '20', '21', '44'] -> ((15 + 44) / 20) + 21 base 9
[61] ['15', '20', '22', '23'] -> ((23 - 20) * 15) - 22 base 9
[62] ['15', '20', '22', '40'] -> ((22 + 40) / 15) + 20 base 9
[63] ['15', '20', '23', '25'] -> ((25 - 23) * 20) - 15 base 9
[64] ['15', '20', '23', '38'] -> ((23 + 38) / 15) + 20 base 9
[65] ['15', '20', '25', '27'] -> ((27 - 25) * 20) - 15 base 9
[66] ['15', '20', '25', '31'] -> (20 * 25) - (15 * 31) base 9
[67] ['15', '20', '25', '53'] -> ((25 - 20) * 15) - 53 base 9
[68] ['15', '20', '26', '28'] -> ((28 - 26) * 20) - 15 base 9
[69] ['15', '20', '26', '35'] -> ((26 + 35) / 15) + 20 base 9
[70] ['1', '27', '27', '52'] -> ((52 / 27) - 1) * 27 base 9
[71] ['15', '20', '26', '43'] -> ((15 * 43) - 20) / 26 base 9
[72] ['15', '20', '27', '30'] -> ((30 - 27) * 20) - 15 base 9
[73] ['15', '20', '27', '34'] -> ((27 + 34) / 15) + 20 base 9
[74] ['15', '20', '27', '42'] -> ((15 * 42) + 20) / 27 base 9
[75] ['15', '20', '27', '44'] -> 27 - ((15 + 44) / 20) base 9
[76] ['15', '20', '27', '51'] -> ((15 * 27) + 51) / 20 base 9
[77] ['15', '20', '28', '33'] -> ((28 + 33) / 15) + 20 base 9
[78] ['15', '20', '28', '34'] -> ((20 * 34) + 15) / 28 base 9
[79] ['15', '20', '28', '35'] -> ((15 * 28) + 35) / 20 base 9
[80] ['15', '20', '28', '38'] -> (15 * 38) - (20 * 28) base 9
[81] ['1', '27', '30', '47'] -> (1 + 47) / (30 - 27) base 9
[82] ['15', '20', '28', '42'] -> 28 - ((20 + 42) / 15) base 9
[83] ['15', '20', '31', '31'] -> ((31 + 31) / 15) + 20 base 9
[84] ['15', '20', '31', '33'] -> ((33 - 31) * 20) - 15 base 9
[85] ['15', '20', '31', '38'] -> ((20 * 38) - 15) / 31 base 9
[86] ['15', '20', '32', '34'] -> ((34 - 32) * 20) - 15 base 9
[87] ['15', '20', '33', '41'] -> (20 * 33) - (15 * 41) base 9
[88] ['15', '20', '34', '36'] -> ((36 - 34) * 20) - 15 base 9
[89] ['15', '20', '34', '42'] -> ((15 * 34) - 42) / 20 base 9
[90] ['15', '20', '35', '37'] -> ((37 - 35) * 20) - 15 base 9
[91] ['15', '20', '35', '54'] -> ((15 * 54) + 20) / 35 base 9
[92] ['1', '27', '30', '51'] -> (51 / (30 - 27)) - 1 base 9
[93] ['15', '20', '36', '38'] -> ((38 - 36) * 20) - 15 base 9
[94] ['15', '20', '38', '46'] -> ((20 * 46) + 15) / 38 base 9
[95] ['15', '20', '41', '43'] -> ((43 - 41) * 20) - 15 base 9
[96] ['15', '20', '42', '44'] -> ((44 - 42) * 20) - 15 base 9
[97] ['15', '20', '43', '45'] -> ((45 - 43) * 20) - 15 base 9
[98] ['15', '20', '44', '46'] -> ((46 - 44) * 20) - 15 base 9
[99] ['15', '20', '44', '53'] -> (44 + 53) / (20 - 15) base 9
[100] ['15', '20', '45', '47'] -> ((47 - 45) * 20) - 15 base 9
[101] ['15', '20', '45', '52'] -> (45 + 52) / (20 - 15) base 9
[102] ['15', '20', '46', '48'] -> ((48 - 46) * 20) - 15 base 9
[103] ['1', '27', '41', '46'] -> ((27 * 41) - 1) / 46 base 9
[104] ['15', '20', '46', '51'] -> (46 + 51) / (20 - 15) base 9
[105] ['15', '20', '48', '48'] -> (48 + 48) / (20 - 15) base 9
[106] ['15', '20', '50', '52'] -> ((52 - 50) * 20) - 15 base 9
[107] ['15', '20', '51', '53'] -> ((53 - 51) * 20) - 15 base 9
[108] ['15', '20', '52', '54'] -> ((54 - 52) * 20) - 15 base 9
[109] ['15', '21', '21', '25'] -> ((21 + 25) / 15) + 21 base 9
[110] ['15', '21', '21', '47'] -> ((15 + 47) / 21) + 21 base 9
[111] ['15', '21', '22', '26'] -> ((15 + 26) / 21) + 22 base 9
[112] ['15', '21', '22', '51'] -> ((15 + 51) / 22) + 21 base 9
[113] ['15', '21', '23', '33'] -> (15 + 33) / (23 - 21) base 9
[114] ['1', '1', '23', '25'] -> (23 + 25) / (1 + 1) base 9
[115] ['1', '27', '52', '52'] -> (1 - (27 / 52)) * 52 base 9
[116] ['15', '21', '23', '54'] -> ((15 + 54) / 23) + 21 base 9
[117] ['15', '21', '25', '27'] -> 27 - ((21 + 25) / 15) base 9
[118] ['15', '21', '26', '26'] -> 26 - ((15 + 26) / 21) base 9
[119] ['15', '21', '26', '53'] -> ((26 - 21) * 15) - 53 base 9
[120] ['15', '21', '27', '47'] -> 27 - ((15 + 47) / 21) base 9
[121] ['15', '21', '28', '31'] -> ((15 * 31) + 28) / 21 base 9
[122] ['15', '21', '30', '35'] -> ((21 * 35) - 15) / 30 base 9
[123] ['15', '21', '30', '44'] -> ((15 * 30) + 44) / 21 base 9
[124] ['15', '21', '33', '35'] -> ((15 * 35) - 33) / 21 base 9
[125] ['15', '21', '33', '37'] -> ((21 * 37) + 15) / 33 base 9
[126] ['1', '28', '28', '48'] -> 48 / ((28 / 28) + 1) base 9
[127] ['15', '21', '35', '50'] -> (15 * 50) - (21 * 35) base 9
[128] ['15', '22', '22', '25'] -> ((25 - 22) * 15) - 22 base 9
[129] ['15', '22', '22', '28'] -> ((15 + 28) / 22) + 22 base 9
[130] ['15', '22', '22', '33'] -> ((15 * 33) + 22) / 22 base 9
[131] ['15', '22', '23', '26'] -> ((26 - 23) * 15) - 22 base 9
[132] ['15', '22', '24', '40'] -> ((15 * 40) - 22) / 24 base 9
[133] ['15', '22', '25', '35'] -> ((15 + 35) / 25) + 22 base 9
[134] ['15', '22', '27', '31'] -> ((31 - 27) * 15) - 22 base 9
[135] ['15', '22', '27', '40'] -> ((15 + 40) / 27) + 22 base 9
[136] ['15', '22', '27', '51'] -> 27 - ((15 + 51) / 22) base 9
[137] ['1', '28', '28', '53'] -> ((53 / 28) - 1) * 28 base 9
[138] ['15', '22', '27', '53'] -> ((27 - 22) * 15) - 53 base 9
[139] ['15', '22', '28', '32'] -> ((32 - 28) * 15) - 22 base 9
[140] ['15', '22', '28', '40'] -> 28 - ((22 + 40) / 15) base 9
[141] ['15', '22', '30', '41'] -> (22 * 30) - (15 * 41) base 9
[142] ['15', '22', '30', '44'] -> ((15 + 44) / 30) + 22 base 9
[143] ['15', '22', '30', '45'] -> ((15 * 45) + 22) / 30 base 9
[144] ['15', '22', '31', '46'] -> ((15 + 46) / 31) + 22 base 9
[145] ['15', '22', '31', '53'] -> ((15 * 31) + 53) / 22 base 9
[146] ['15', '22', '32', '35'] -> ((35 - 32) * 15) - 22 base 9
[147] ['15', '22', '32', '37'] -> ((15 * 32) + 37) / 22 base 9
[148] ['1', '28', '31', '47'] -> (1 + 47) / (31 - 28) base 9
[149] ['15', '22', '32', '47'] -> (15 * 47) - (22 * 32) base 9
[150] ['15', '22', '32', '48'] -> ((15 + 48) / 32) + 22 base 9
[151] ['15', '22', '32', '52'] -> ((15 * 52) - 22) / 32 base 9
[152] ['15', '22', '33', '36'] -> ((36 - 33) * 15) - 22 base 9
[153] ['15', '22', '34', '53'] -> ((15 + 53) / 34) + 22 base 9
[154] ['15', '22', '35', '38'] -> ((38 - 35) * 15) - 22 base 9
[155] ['15', '22', '36', '40'] -> ((40 - 36) * 15) - 22 base 9
[156] ['15', '22', '36', '41'] -> ((22 * 41) - 15) / 36 base 9
[157] ['15', '22', '37', '40'] -> ((15 * 37) - 40) / 22 base 9
[158] ['15', '22', '37', '41'] -> ((41 - 37) * 15) - 22 base 9
[159] ['1', '28', '31', '51'] -> (51 / (31 - 28)) - 1 base 9
[160] ['15', '22', '37', '52'] -> (22 * 37) - (15 * 52) base 9
[161] ['15', '22', '38', '42'] -> ((42 - 38) * 15) - 22 base 9
[162] ['15', '22', '40', '43'] -> ((43 - 40) * 15) - 22 base 9
[163] ['15', '22', '42', '45'] -> ((45 - 42) * 15) - 22 base 9
[164] ['15', '22', '44', '47'] -> ((47 - 44) * 15) - 22 base 9
[165] ['15', '22', '45', '48'] -> ((48 - 45) * 15) - 22 base 9
[166] ['15', '22', '47', '51'] -> ((51 - 47) * 15) - 22 base 9
[167] ['15', '22', '47', '53'] -> ((22 * 53) - 15) / 47 base 9
[168] ['15', '22', '48', '52'] -> ((52 - 48) * 15) - 22 base 9
[169] ['15', '22', '50', '53'] -> ((53 - 50) * 15) - 22 base 9
[170] ['1', '28', '38', '48'] -> 38 / ((28 / 48) + 1) base 9
[171] ['15', '22', '51', '54'] -> ((54 - 51) * 15) - 22 base 9
[172] ['15', '23', '27', '37'] -> ((27 - 23) * 15) - 37 base 9
[173] ['15', '23', '27', '54'] -> 27 - ((15 + 54) / 23) base 9
[174] ['15', '23', '28', '38'] -> 28 - ((23 + 38) / 15) base 9
[175] ['15', '23', '28', '53'] -> ((28 - 23) * 15) - 53 base 9
[176] ['15', '23', '30', '54'] -> 30 - ((23 + 54) / 15) base 9
[177] ['15', '23', '31', '33'] -> ((23 * 33) - 15) / 31 base 9
[178] ['15', '23', '31', '34'] -> ((15 * 34) + 31) / 23 base 9
[179] ['15', '23', '31', '38'] -> ((15 * 38) - 31) / 23 base 9
[180] ['15', '23', '38', '40'] -> ((23 * 40) + 15) / 38 base 9
[181] ['1', '28', '53', '53'] -> (1 - (28 / 53)) * 53 base 9
[182] ['15', '23', '40', '46'] -> ((15 * 40) - 46) / 23 base 9
[183] ['15', '24', '35', '40'] -> ((15 * 35) + 40) / 24 base 9
[184] ['15', '24', '37', '41'] -> ((15 * 41) - 37) / 24 base 9
[185] ['15', '24', '42', '53'] -> ((15 * 42) - 53) / 24 base 9
[186] ['15', '25', '26', '35'] -> 26 - ((15 + 35) / 25) base 9
[187] ['15', '25', '26', '45'] -> (15 * 45) - (25 * 26) base 9
[188] ['15', '25', '27', '33'] -> (15 + 33) / (27 - 25) base 9
[189] ['15', '25', '28', '42'] -> ((15 * 42) - 28) / 25 base 9
[190] ['15', '25', '30', '37'] -> ((30 - 25) * 15) - 37 base 9
[191] ['15', '25', '30', '52'] -> 30 - ((25 + 52) / 15) base 9
[192] ['1', '30', '30', '48'] -> 48 / ((30 / 30) + 1) base 9
[193] ['15', '25', '31', '53'] -> ((31 - 25) * 15) - 53 base 9
[194] ['15', '25', '33', '35'] -> ((25 * 33) + 15) / 35 base 9
[195] ['15', '25', '33', '37'] -> ((15 * 37) + 33) / 25 base 9
[196] ['15', '25', '40', '41'] -> ((25 * 40) - 15) / 41 base 9
[197] ['15', '25', '43', '44'] -> ((15 * 43) - 44) / 25 base 9
[198] ['15', '26', '26', '37'] -> 26 - ((15 + 37) / 26) base 9
[199] ['15', '26', '28', '33'] -> (15 + 33) / (28 - 26) base 9
[200] ['15', '26', '28', '35'] -> 28 - ((26 + 35) / 15) base 9
[201] ['15', '26', '28', '47'] -> (26 * 28) - (15 * 47) base 9
[202] ['15', '26', '30', '44'] -> 26 - ((15 + 44) / 30) base 9
[203] ['1', '30', '30', '54'] -> ((54 / 30) - 1) * 30 base 9
[204] ['15', '26', '30', '51'] -> 30 - ((26 + 51) / 15) base 9
[205] ['15', '26', '32', '48'] -> 26 - ((15 + 48) / 32) base 9
[206] ['15', '26', '34', '53'] -> 26 - ((15 + 53) / 34) base 9
[207] ['15', '26', '35', '44'] -> ((15 * 44) - 35) / 26 base 9
[208] ['15', '26', '41', '45'] -> ((26 * 41) + 15) / 45 base 9
[209] ['15', '26', '45', '51'] -> ((15 * 45) - 51) / 26 base 9
[210] ['15', '27', '28', '34'] -> 28 - ((27 + 34) / 15) base 9
[211] ['15', '27', '28', '53'] -> (15 * 53) - (27 * 28) base 9
[212] ['15', '27', '30', '33'] -> (15 + 33) / (30 - 27) base 9
[213] ['15', '27', '30', '50'] -> 30 - ((27 + 50) / 15) base 9
[214] ['1', '30', '32', '47'] -> (1 + 47) / (32 - 30) base 9
[215] ['15', '27', '32', '37'] -> ((32 - 27) * 15) - 37 base 9
[216] ['15', '27', '37', '42'] -> ((27 * 37) - 15) / 42 base 9
[217] ['15', '27', '40', '51'] -> ((15 * 40) + 51) / 27 base 9
[218] ['15', '27', '42', '46'] -> ((15 * 46) - 42) / 27 base 9
[219] ['15', '28', '28', '33'] -> 28 - ((28 + 33) / 15) base 9
[220] ['15', '28', '28', '43'] -> ((15 * 43) + 28) / 28 base 9
[221] ['15', '28', '30', '32'] -> 28 - ((30 + 32) / 15) base 9
[222] ['15', '28', '31', '31'] -> 28 - ((31 + 31) / 15) base 9
[223] ['15', '28', '33', '37'] -> ((33 - 28) * 15) - 37 base 9
[224] ['15', '28', '33', '47'] -> ((15 * 47) - 33) / 28 base 9
[225] ['1', '1', '23', '35'] -> (1 + 1) * (35 - 23) base 9
[226] ['1', '30', '32', '51'] -> (51 / (32 - 30)) - 1 base 9
[227] ['15', '28', '33', '54'] -> ((15 * 54) - 28) / 33 base 9
[228] ['15', '28', '34', '40'] -> ((28 * 34) - 15) / 40 base 9
[229] ['15', '28', '34', '53'] -> ((34 - 28) * 15) - 53 base 9
[230] ['15', '28', '38', '46'] -> ((28 * 38) + 15) / 46 base 9
[231] ['15', '28', '42', '44'] -> ((15 * 42) + 44) / 28 base 9
[232] ['15', '28', '46', '54'] -> ((28 * 46) - 15) / 54 base 9
[233] ['15', '28', '48', '48'] -> ((15 * 48) - 48) / 28 base 9
[234] ['15', '30', '30', '47'] -> 30 - ((30 + 47) / 15) base 9
[235] ['15', '30', '31', '46'] -> 30 - ((31 + 46) / 15) base 9
[236] ['15', '30', '32', '33'] -> (15 + 33) / (32 - 30) base 9
[237] ['1', '30', '34', '42'] -> ((30 * 34) - 1) / 42 base 9
[238] ['15', '30', '32', '45'] -> 30 - ((32 + 45) / 15) base 9
[239] ['15', '30', '34', '37'] -> ((34 - 30) * 15) - 37 base 9
[240] ['15', '30', '34', '43'] -> 30 - ((34 + 43) / 15) base 9
[241] ['15', '30', '35', '42'] -> 30 - ((35 + 42) / 15) base 9
[242] ['15', '30', '35', '53'] -> ((35 - 30) * 15) - 53 base 9
[243] ['15', '30', '36', '41'] -> 30 - ((36 + 41) / 15) base 9
[244] ['15', '30', '37', '40'] -> 30 - ((37 + 40) / 15) base 9
[245] ['15', '30', '37', '44'] -> ((15 * 44) + 37) / 30 base 9
[246] ['15', '30', '38', '38'] -> 30 - ((38 + 38) / 15) base 9
[247] ['15', '30', '42', '51'] -> ((30 * 42) - 15) / 51 base 9
[248] ['1', '30', '36', '44'] -> 44 / ((30 / 36) + 1) base 9
[249] ['15', '31', '31', '46'] -> ((15 * 46) + 31) / 31 base 9
[250] ['15', '31', '31', '51'] -> ((15 * 51) - 31) / 31 base 9
[251] ['15', '31', '33', '33'] -> (15 + 33) / (33 - 31) base 9
[252] ['15', '31', '35', '37'] -> ((35 - 31) * 15) - 37 base 9
[253] ['15', '31', '36', '53'] -> ((36 - 31) * 15) - 53 base 9
[254] ['15', '31', '38', '54'] -> 31 - ((38 + 54) / 15) base 9
[255] ['15', '31', '40', '53'] -> 31 - ((40 + 53) / 15) base 9
[256] ['15', '31', '41', '52'] -> 31 - ((41 + 52) / 15) base 9
[257] ['15', '31', '43', '50'] -> 31 - ((43 + 50) / 15) base 9
[258] ['15', '31', '43', '54'] -> ((31 * 43) - 15) / 54 base 9
[259] ['1', '30', '36', '50'] -> ((50 / 30) - 1) * 36 base 9
[260] ['15', '31', '45', '46'] -> ((15 * 45) + 46) / 31 base 9
[261] ['15', '31', '45', '47'] -> 31 - ((45 + 47) / 15) base 9
[262] ['15', '31', '46', '46'] -> 31 - ((46 + 46) / 15) base 9
[263] ['15', '32', '33', '34'] -> (15 + 33) / (34 - 32) base 9
[264] ['15', '32', '36', '37'] -> ((36 - 32) * 15) - 37 base 9
[265] ['15', '32', '54', '54'] -> 32 - ((54 + 54) / 15) base 9
[266] ['15', '33', '33', '35'] -> (15 + 33) / (35 - 33) base 9
[267] ['15', '33', '33', '50'] -> ((15 * 50) + 33) / 33 base 9
[268] ['15', '33', '35', '47'] -> ((33 * 35) - 15) / 47 base 9
[269] ['15', '33', '36', '38'] -> (15 + 33) / (38 - 36) base 9
[270] ['1', '30', '38', '47'] -> ((30 * 38) + 1) / 47 base 9
[271] ['15', '33', '37', '37'] -> ((37 - 33) * 15) - 37 base 9
[272] ['15', '33', '37', '40'] -> (15 + 33) / (40 - 37) base 9
[273] ['15', '33', '37', '52'] -> ((33 * 37) + 15) / 52 base 9
[274] ['15', '33', '38', '41'] -> (15 + 33) / (41 - 38) base 9
[275] ['15', '33', '38', '53'] -> ((38 - 33) * 15) - 53 base 9
[276] ['15', '33', '40', '42'] -> (15 + 33) / (42 - 40) base 9
[277] ['15', '33', '41', '43'] -> (15 + 33) / (43 - 41) base 9
[278] ['15', '33', '42', '44'] -> (15 + 33) / (44 - 42) base 9
[279] ['15', '33', '43', '45'] -> (15 + 33) / (45 - 43) base 9
[280] ['15', '33', '44', '46'] -> (15 + 33) / (46 - 44) base 9
[281] ['1', '30', '54', '54'] -> (1 - (30 / 54)) * 54 base 9
[282] ['15', '33', '45', '47'] -> (15 + 33) / (47 - 45) base 9
[283] ['15', '33', '48', '48'] -> ((15 * 48) + 48) / 33 base 9
[284] ['15', '33', '51', '53'] -> (15 + 33) / (53 - 51) base 9
[285] ['15', '34', '37', '38'] -> ((38 - 34) * 15) - 37 base 9
[286] ['15', '34', '40', '53'] -> ((40 - 34) * 15) - 53 base 9
[287] ['15', '34', '42', '51'] -> ((15 * 51) + 42) / 34 base 9
[288] ['15', '35', '35', '53'] -> ((15 * 53) + 35) / 35 base 9
[289] ['15', '35', '37', '40'] -> ((40 - 35) * 15) - 37 base 9
[290] ['15', '35', '41', '53'] -> ((41 - 35) * 15) - 53 base 9
[291] ['15', '35', '51', '52'] -> ((15 * 52) + 51) / 35 base 9
[292] ['1', '31', '31', '48'] -> 48 / ((31 / 31) + 1) base 9
[293] ['15', '36', '42', '53'] -> ((42 - 36) * 15) - 53 base 9
[294] ['15', '36', '44', '54'] -> ((15 * 54) + 44) / 36 base 9
[295] ['15', '37', '37', '42'] -> ((42 - 37) * 15) - 37 base 9
[296] ['15', '37', '38', '43'] -> ((43 - 38) * 15) - 37 base 9
[297] ['15', '37', '40', '44'] -> ((44 - 40) * 15) - 37 base 9
[298] ['15', '37', '41', '45'] -> ((45 - 41) * 15) - 37 base 9
[299] ['15', '37', '42', '46'] -> ((46 - 42) * 15) - 37 base 9
[300] ['15', '37', '43', '47'] -> ((47 - 43) * 15) - 37 base 9
[301] ['15', '37', '43', '53'] -> ((43 - 37) * 15) - 53 base 9
[302] ['15', '37', '45', '50'] -> ((50 - 45) * 15) - 37 base 9
[303] ['1', '31', '33', '47'] -> (1 + 47) / (33 - 31) base 9
[304] ['15', '37', '46', '51'] -> ((51 - 46) * 15) - 37 base 9
[305] ['15', '37', '47', '52'] -> ((52 - 47) * 15) - 37 base 9
[306] ['15', '37', '48', '53'] -> ((53 - 48) * 15) - 37 base 9
[307] ['15', '37', '50', '54'] -> ((54 - 50) * 15) - 37 base 9
[308] ['15', '38', '44', '53'] -> ((44 - 38) * 15) - 53 base 9
[309] ['15', '40', '45', '53'] -> ((45 - 40) * 15) - 53 base 9
[310] ['15', '41', '46', '53'] -> ((46 - 41) * 15) - 53 base 9
[311] ['15', '42', '47', '53'] -> ((47 - 42) * 15) - 53 base 9
[312] ['15', '43', '48', '53'] -> ((48 - 43) * 15) - 53 base 9
[313] ['15', '44', '50', '53'] -> ((50 - 44) * 15) - 53 base 9
[314] ['1', '31', '33', '51'] -> (51 / (33 - 31)) - 1 base 9
[315] ['15', '45', '51', '53'] -> ((51 - 45) * 15) - 53 base 9
[316] ['15', '46', '52', '53'] -> ((52 - 46) * 15) - 53 base 9
[317] ['15', '47', '53', '53'] -> ((53 - 47) * 15) - 53 base 9
[318] ['15', '48', '53', '54'] -> ((54 - 48) * 15) - 53 base 9
[319] ['16', '16', '16', '22'] -> ((16 + 16) / 16) + 22 base 9
[320] ['16', '16', '16', '23'] -> ((16 * 23) + 16) / 16 base 9
[321] ['16', '16', '16', '26'] -> 26 - ((16 + 16) / 16) base 9
[322] ['16', '16', '18', '32'] -> (16 + 32) / (18 - 16) base 9
[323] ['16', '16', '20', '25'] -> ((20 - 16) * 16) - 25 base 9
[324] ['16', '16', '20', '50'] -> ((16 + 50) / 16) + 20 base 9
[325] ['1', '31', '40', '48'] -> 40 / ((31 / 48) + 1) base 9
[326] ['16', '16', '21', '33'] -> ((16 + 33) / 16) + 21 base 9
[327] ['16', '16', '21', '42'] -> ((21 - 16) * 16) - 42 base 9
[328] ['16', '16', '21', '50'] -> ((16 * 21) + 50) / 16 base 9
[329] ['16', '16', '22', '33'] -> ((16 * 22) + 33) / 16 base 9
[330] ['16', '16', '26', '33'] -> ((16 * 26) - 33) / 16 base 9
[331] ['16', '16', '27', '33'] -> 27 - ((16 + 33) / 16) base 9
[332] ['16', '16', '27', '50'] -> ((16 * 27) - 50) / 16 base 9
[333] ['16', '16', '28', '50'] -> 28 - ((16 + 50) / 16) base 9
[334] ['16', '16', '33', '47'] -> ((16 * 47) + 16) / 33 base 9
[335] ['16', '16', '33', '50'] -> ((16 * 50) - 16) / 33 base 9
[336] ['1', '1', '25', '25'] -> (1 - (1 / 25)) * 25 base 9
[337] ['1', '31', '46', '48'] -> ((46 / 31) - 1) * 48 base 9
[338] ['16', '17', '18', '22'] -> ((16 + 18) / 17) + 22 base 9
[339] ['16', '17', '18', '26'] -> 26 - ((16 + 18) / 17) base 9
[340] ['16', '17', '18', '31'] -> (17 + 31) / (18 - 16) base 9
[341] ['16', '17', '20', '32'] -> (16 + 32) / (20 - 17) base 9
[342] ['16', '17', '20', '46'] -> ((17 * 20) + 46) / 16 base 9
[343] ['16', '17', '20', '48'] -> ((17 + 48) / 16) + 20 base 9
[344] ['16', '17', '20', '54'] -> ((16 + 54) / 17) + 20 base 9
[345] ['16', '17', '21', '25'] -> ((21 - 17) * 16) - 25 base 9
[346] ['16', '17', '21', '32'] -> ((17 + 32) / 16) + 21 base 9
[347] ['16', '17', '21', '36'] -> ((16 + 36) / 17) + 21 base 9
[348] ['1', '32', '32', '48'] -> 48 / ((32 / 32) + 1) base 9
[349] ['16', '17', '22', '42'] -> ((22 - 17) * 16) - 42 base 9
[350] ['16', '17', '23', '41'] -> ((16 * 23) + 41) / 17 base 9
[351] ['16', '17', '25', '27'] -> ((16 * 27) - 25) / 17 base 9
[352] ['16', '17', '25', '28'] -> (16 * 28) - (17 * 25) base 9
[353] ['16', '17', '25', '42'] -> ((17 * 25) - 42) / 16 base 9
[354] ['16', '17', '27', '32'] -> 27 - ((17 + 32) / 16) base 9
[355] ['16', '17', '27', '36'] -> 27 - ((16 + 36) / 17) base 9
[356] ['16', '17', '28', '42'] -> ((16 * 28) - 42) / 17 base 9
[357] ['16', '17', '28', '48'] -> 28 - ((17 + 48) / 16) base 9
[358] ['16', '17', '35', '53'] -> ((16 * 53) - 17) / 35 base 9
[359] ['1', '32', '34', '47'] -> (1 + 47) / (34 - 32) base 9
