[1] ['1', '1', '1', '11'] -> (1 + 1) * (1 + 11) base 5
[73] ['21', '21', '21', '22'] -> ((21 + 21) / 21) + 22 base 5
[74] ['21', '21', '21', '23'] -> ((21 * 23) + 21) / 21 base 5
[75] ['21', '21', '21', '30'] -> ((21 * 30) - 21) / 21 base 5
[76] ['21', '21', '21', '31'] -> 31 - ((21 + 21) / 21) base 5
[77] ['21', '21', '21', '42'] -> ((21 + 42) / 21) + 21 base 5
[78] ['21', '21', '22', '41'] -> ((22 + 41) / 21) + 21 base 5
[79] ['21', '21', '22', '42'] -> ((21 * 22) + 42) / 21 base 5
[80] ['1', '4', '30', '33'] -> 33 - ((1 + 30) / 4) base 5
[81] ['21', '21', '23', '32'] -> (21 + 32) / (23 - 21) base 5
[82] ['21', '21', '23', '40'] -> ((23 + 40) / 21) + 21 base 5
[83] ['21', '21', '30', '33'] -> ((30 + 33) / 21) + 21 base 5
[84] ['21', '21', '31', '32'] -> ((31 + 32) / 21) + 21 base 5
[85] ['21', '21', '31', '42'] -> ((21 * 31) - 42) / 21 base 5
[86] ['21', '22', '22', '23'] -> ((21 + 23) / 22) + 22 base 5
[87] ['21', '22', '23', '23'] -> ((23 - 21) * 23) - 22 base 5
[88] ['21', '22', '23', '30'] -> ((21 + 30) / 23) + 22 base 5
[89] ['21', '22', '30', '33'] -> ((21 * 33) + 22) / 30 base 5
[90] ['21', '22', '30', '41'] -> ((30 + 41) / 22) + 21 base 5
[91] ['1', '4', '30', '41'] -> 4 / (1 - (30 / 41)) base 5
[92] ['21', '22', '32', '43'] -> ((21 + 43) / 32) + 22 base 5
[93] ['21', '23', '24', '34'] -> ((21 * 34) - 23) / 24 base 5
[94] ['21', '23', '30', '34'] -> (21 * 34) - (23 * 30) base 5
[95] ['21', '23', '31', '34'] -> ((31 - 23) * 21) - 34 base 5
[96] ['21', '23', '32', '42'] -> ((32 + 42) / 23) + 21 base 5
[97] ['21', '23', '33', '41'] -> ((33 + 41) / 23) + 21 base 5
[98] ['21', '23', '33', '42'] -> ((23 - 21) * 33) - 42 base 5
[99] ['21', '23', '34', '40'] -> ((34 + 40) / 23) + 21 base 5
[100] ['21', '23', '34', '43'] -> ((21 * 43) + 23) / 34 base 5
[101] ['21', '23', '34', '44'] -> ((23 - 21) * 34) - 44 base 5
[102] ['1', '4', '33', '33'] -> (1 - (4 / 33)) * 33 base 5
[103] ['21', '24', '31', '40'] -> ((21 * 31) + 40) / 24 base 5
[104] ['21', '24', '40', '44'] -> ((21 * 40) - 44) / 24 base 5
[105] ['21', '30', '32', '32'] -> (21 + 32) / (32 - 30) base 5
[106] ['21', '30', '32', '34'] -> ((30 * 32) + 21) / 34 base 5
[107] ['21', '30', '33', '34'] -> ((33 - 30) * 21) - 34 base 5
[108] ['21', '30', '41', '44'] -> ((41 + 44) / 30) + 21 base 5
[109] ['21', '30', '42', '43'] -> ((42 + 43) / 30) + 21 base 5
[110] ['21', '31', '31', '41'] -> 31 - ((21 + 41) / 31) base 5
[111] ['21', '31', '31', '42'] -> (31 * 31) - (21 * 42) base 5
[112] ['21', '31', '32', '32'] -> 32 - ((31 + 32) / 21) base 5
[113] ['1', '1', '10', '44'] -> 44 - ((1 + 1) * 10) base 5
[114] ['1', '4', '33', '44'] -> (33 + 44) / (4 - 1) base 5
[115] ['21', '31', '32', '33'] -> (21 + 32) / (33 - 31) base 5
[116] ['21', '31', '32', '43'] -> 31 - ((21 + 43) / 32) base 5
[117] ['21', '31', '34', '34'] -> ((34 - 31) * 21) - 34 base 5
[118] ['21', '31', '40', '44'] -> ((21 * 44) + 31) / 40 base 5
[119] ['21', '32', '32', '34'] -> (21 + 32) / (34 - 32) base 5
[120] ['21', '32', '34', '40'] -> ((40 - 32) * 21) - 34 base 5
[121] ['21', '32', '34', '41'] -> (21 + 32) / (41 - 34) base 5
[122] ['21', '32', '41', '43'] -> (21 + 32) / (43 - 41) base 5
[123] ['21', '33', '40', '44'] -> 33 - ((40 + 44) / 21) base 5
[124] ['21', '33', '41', '41'] -> ((21 * 41) + 41) / 33 base 5
[125] ['1', '4', '34', '34'] -> 34 - ((1 + 34) / 4) base 5
[126] ['21', '34', '34', '42'] -> ((42 - 34) * 21) - 34 base 5
[127] ['21', '34', '40', '43'] -> ((43 - 40) * 21) - 34 base 5
[128] ['21', '34', '41', '44'] -> ((44 - 41) * 21) - 34 base 5
[129] ['22', '22', '22', '22'] -> ((22 + 22) / 22) + 22 base 5
[130] ['22', '22', '22', '23'] -> ((22 * 23) + 22) / 22 base 5
[131] ['22', '22', '22', '30'] -> ((22 * 30) - 22) / 22 base 5
[132] ['22', '22', '22', '31'] -> 31 - ((22 + 22) / 22) base 5
[133] ['22', '22', '22', '44'] -> ((22 * 22) + 44) / 22 base 5
[134] ['22', '22', '30', '42'] -> ((30 - 22) * 22) - 42 base 5
[135] ['22', '22', '32', '42'] -> ((22 + 42) / 32) + 22 base 5
[136] ['1', '4', '34', '43'] -> (34 + 43) / (4 - 1) base 5
[137] ['22', '22', '32', '44'] -> 32 - ((22 + 44) / 22) base 5
[138] ['22', '23', '23', '23'] -> ((23 + 23) / 23) + 22 base 5
[139] ['22', '23', '23', '30'] -> ((30 - 23) * 23) - 22 base 5
[140] ['22', '23', '30', '31'] -> (22 + 31) / (30 - 23) base 5
[141] ['22', '23', '31', '42'] -> ((31 - 23) * 22) - 42 base 5
[142] ['22', '23', '32', '34'] -> ((34 - 32) * 23) - 22 base 5
[143] ['22', '23', '32', '41'] -> ((23 + 41) / 32) + 22 base 5
[144] ['22', '23', '32', '43'] -> 32 - ((23 + 43) / 22) base 5
[145] ['22', '23', '33', '40'] -> ((40 - 33) * 23) - 22 base 5
[146] ['22', '23', '33', '43'] -> ((23 + 43) / 33) + 22 base 5
[147] ['1', '4', '40', '42'] -> (40 + 42) / (4 - 1) base 5
[148] ['22', '23', '34', '41'] -> ((41 - 34) * 23) - 22 base 5
[149] ['22', '23', '40', '42'] -> ((42 - 40) * 23) - 22 base 5
[150] ['22', '23', '41', '43'] -> ((43 - 41) * 23) - 22 base 5
[151] ['22', '24', '33', '40'] -> ((22 * 33) - 40) / 24 base 5
[152] ['22', '30', '30', '30'] -> ((30 + 30) / 30) + 22 base 5
[153] ['22', '30', '32', '41'] -> 32 - ((30 + 41) / 22) base 5
[154] ['22', '30', '33', '34'] -> ((22 * 34) - 33) / 30 base 5
[155] ['22', '30', '33', '42'] -> ((33 - 30) * 22) - 42 base 5
[156] ['22', '30', '40', '42'] -> (40 + 42) / (30 - 22) base 5
[157] ['22', '31', '31', '31'] -> ((31 + 31) / 31) + 22 base 5
[158] ['1', '4', '40', '43'] -> 40 - ((1 + 43) / 4) base 5
[159] ['22', '31', '32', '33'] -> ((31 + 33) / 32) + 22 base 5
[160] ['22', '31', '32', '34'] -> (22 + 31) / (34 - 32) base 5
[161] ['22', '31', '32', '42'] -> 31 - ((22 + 42) / 32) base 5
[162] ['22', '31', '34', '41'] -> (22 + 31) / (41 - 34) base 5
[163] ['22', '31', '41', '43'] -> (22 + 31) / (43 - 41) base 5
[164] ['22', '32', '32', '32'] -> ((32 + 32) / 32) + 22 base 5
[165] ['22', '32', '32', '34'] -> 32 - ((32 + 34) / 22) base 5
[166] ['22', '32', '33', '34'] -> ((32 + 34) / 33) + 22 base 5
[167] ['22', '32', '33', '41'] -> ((32 * 33) - 22) / 41 base 5
[168] ['22', '32', '40', '42'] -> ((40 - 32) * 22) - 42 base 5
[169] ['1', '10', '10', '11'] -> ((10 - 1) * 10) - 11 base 5
[170] ['22', '33', '33', '33'] -> ((33 + 33) / 33) + 22 base 5
[171] ['22', '33', '34', '44'] -> ((22 * 34) + 44) / 33 base 5
[172] ['22', '33', '40', '42'] -> ((33 + 42) / 40) + 22 base 5
[173] ['22', '33', '41', '42'] -> ((41 - 33) * 22) - 42 base 5
[174] ['22', '33', '44', '44'] -> 33 - ((44 + 44) / 22) base 5
[175] ['22', '34', '34', '34'] -> ((34 + 34) / 34) + 22 base 5
[176] ['22', '34', '42', '42'] -> ((42 - 34) * 22) - 42 base 5
[177] ['22', '40', '40', '40'] -> ((40 + 40) / 40) + 22 base 5
[178] ['22', '40', '41', '42'] -> ((40 + 42) / 41) + 22 base 5
[179] ['22', '40', '42', '43'] -> ((43 - 40) * 22) - 42 base 5
[180] ['1', '10', '10', '12'] -> ((10 / 10) + 1) * 12 base 5
[181] ['22', '41', '41', '41'] -> ((41 + 41) / 41) + 22 base 5
[182] ['22', '41', '42', '43'] -> ((41 + 43) / 42) + 22 base 5
[183] ['22', '41', '42', '44'] -> ((44 - 41) * 22) - 42 base 5
[184] ['22', '42', '42', '42'] -> ((42 + 42) / 42) + 22 base 5
[185] ['22', '42', '43', '44'] -> ((42 + 44) / 43) + 22 base 5
[186] ['22', '43', '43', '43'] -> ((43 + 43) / 43) + 22 base 5
[187] ['22', '44', '44', '44'] -> ((44 + 44) / 44) + 22 base 5
[188] ['23', '23', '23', '23'] -> ((23 * 23) + 23) / 23 base 5
[189] ['23', '23', '23', '30'] -> ((23 * 30) - 23) / 23 base 5
[190] ['23', '23', '23', '31'] -> 31 - ((23 + 23) / 23) base 5
[191] ['1', '10', '10', '13'] -> ((13 - 10) * 10) - 1 base 5
[192] ['23', '23', '30', '30'] -> (23 + 30) / (30 - 23) base 5
[193] ['23', '30', '30', '30'] -> ((23 * 30) + 30) / 30 base 5
[194] ['23', '30', '30', '31'] -> ((30 - 23) * 30) - 31 base 5
[195] ['23', '30', '31', '32'] -> 31 - ((23 + 32) / 30) base 5
[196] ['23', '30', '32', '34'] -> (23 + 30) / (34 - 32) base 5
[197] ['23', '30', '33', '40'] -> (23 + 30) / (40 - 33) base 5
[198] ['23', '30', '33', '42'] -> ((30 - 23) * 33) - 42 base 5
[199] ['23', '30', '34', '41'] -> (23 + 30) / (41 - 34) base 5
[200] ['23', '30', '34', '44'] -> ((30 - 23) * 34) - 44 base 5
[201] ['23', '30', '42', '44'] -> (23 + 30) / (44 - 42) base 5
[202] ['1', '10', '10', '14'] -> ((14 / 10) + 1) * 10 base 5
[203] ['23', '31', '31', '31'] -> ((23 * 31) + 31) / 31 base 5
[204] ['23', '31', '31', '34'] -> 31 - ((23 + 34) / 31) base 5
[205] ['23', '31', '32', '41'] -> 31 - ((23 + 41) / 32) base 5
[206] ['23', '31', '32', '42'] -> (23 * 42) - (31 * 32) base 5
[207] ['23', '31', '32', '43'] -> 32 - ((31 + 43) / 23) base 5
[208] ['23', '31', '33', '43'] -> 31 - ((23 + 43) / 33) base 5
[209] ['23', '31', '40', '42'] -> (40 + 42) / (31 - 23) base 5
[210] ['23', '32', '32', '32'] -> ((23 * 32) + 32) / 32 base 5
[211] ['23', '32', '32', '42'] -> 32 - ((32 + 42) / 23) base 5
[212] ['23', '32', '33', '41'] -> 32 - ((33 + 41) / 23) base 5
[213] ['1', '10', '10', '34'] -> ((34 / 10) - 1) * 10 base 5
[214] ['23', '32', '34', '44'] -> ((32 * 34) + 23) / 44 base 5
[215] ['23', '32', '40', '42'] -> ((23 * 40) - 42) / 32 base 5
[216] ['23', '33', '33', '33'] -> ((23 * 33) + 33) / 33 base 5
[217] ['23', '33', '41', '41'] -> ((23 * 41) - 41) / 33 base 5
[218] ['23', '34', '34', '34'] -> ((23 * 34) + 34) / 34 base 5
[219] ['23', '34', '40', '42'] -> ((23 * 42) - 40) / 34 base 5
[220] ['23', '34', '40', '43'] -> ((23 * 43) - 34) / 40 base 5
[221] ['23', '40', '40', '40'] -> ((23 * 40) + 40) / 40 base 5
[222] ['23', '41', '41', '41'] -> ((23 * 41) + 41) / 41 base 5
[223] ['23', '42', '42', '42'] -> ((23 * 42) + 42) / 42 base 5
[224] ['1', '1', '11', '21'] -> (11 / (1 + 1)) + 21 base 5
[225] ['1', '10', '11', '14'] -> ((14 - 11) * 10) - 1 base 5
[226] ['23', '43', '43', '43'] -> ((23 * 43) + 43) / 43 base 5
[227] ['23', '44', '44', '44'] -> ((23 * 44) + 44) / 44 base 5
[228] ['30', '30', '30', '30'] -> ((30 * 30) - 30) / 30 base 5
[229] ['30', '30', '30', '31'] -> 31 - ((30 + 30) / 30) base 5
[230] ['30', '30', '31', '32'] -> ((32 - 30) * 30) - 31 base 5
[231] ['30', '31', '31', '31'] -> ((30 * 31) - 31) / 31 base 5
[232] ['30', '31', '31', '32'] -> 31 - ((30 + 32) / 31) base 5
[233] ['30', '31', '32', '33'] -> ((32 - 30) * 31) - 33 base 5
[234] ['30', '31', '33', '40'] -> ((40 - 33) * 30) - 31 base 5
[235] ['30', '31', '33', '41'] -> 31 - ((30 + 41) / 33) base 5
[236] ['1', '10', '11', '21'] -> ((11 - 1) * 10) - 21 base 5
[237] ['30', '31', '34', '41'] -> ((41 - 34) * 30) - 31 base 5
[238] ['30', '31', '34', '43'] -> 31 - ((30 + 43) / 34) base 5
[239] ['30', '31', '40', '42'] -> ((42 - 40) * 30) - 31 base 5
[240] ['30', '31', '41', '43'] -> ((43 - 41) * 30) - 31 base 5
[241] ['30', '31', '42', '44'] -> ((44 - 42) * 30) - 31 base 5
[242] ['30', '32', '32', '32'] -> ((30 * 32) - 32) / 32 base 5
[243] ['30', '32', '32', '40'] -> ((32 - 30) * 32) - 40 base 5
[244] ['30', '32', '33', '42'] -> ((32 - 30) * 33) - 42 base 5
[245] ['30', '32', '41', '44'] -> 32 - ((41 + 44) / 30) base 5
[246] ['30', '32', '42', '43'] -> 32 - ((42 + 43) / 30) base 5
[247] ['1', '10', '11', '42'] -> ((1 + 10) * 11) - 42 base 5
[248] ['30', '33', '33', '33'] -> ((30 * 33) - 33) / 33 base 5
[249] ['30', '33', '33', '44'] -> (33 + 44) / (33 - 30) base 5
[250] ['30', '33', '34', '43'] -> (34 + 43) / (33 - 30) base 5
[251] ['30', '34', '34', '34'] -> ((30 * 34) - 34) / 34 base 5
[252] ['30', '34', '42', '43'] -> ((30 * 34) + 43) / 42 base 5
[253] ['30', '40', '40', '40'] -> ((30 * 40) - 40) / 40 base 5
[254] ['30', '40', '42', '43'] -> ((30 * 40) + 42) / 43 base 5
[255] ['30', '41', '41', '41'] -> ((30 * 41) - 41) / 41 base 5
[256] ['30', '42', '42', '42'] -> ((30 * 42) - 42) / 42 base 5
[257] ['30', '43', '43', '43'] -> ((30 * 43) - 43) / 43 base 5
[258] ['1', '10', '12', '44'] -> 44 / ((10 / 12) + 1) base 5
[259] ['30', '44', '44', '44'] -> ((30 * 44) - 44) / 44 base 5
[260] ['31', '31', '31', '31'] -> 31 - ((31 + 31) / 31) base 5
[261] ['31', '31', '33', '33'] -> ((33 - 31) * 31) - 33 base 5
[262] ['31', '31', '34', '42'] -> 31 - ((31 + 42) / 34) base 5
[263] ['31', '32', '32', '32'] -> 31 - ((32 + 32) / 32) base 5
[264] ['31', '32', '33', '43'] -> ((32 * 33) + 31) / 43 base 5
[265] ['31', '32', '34', '41'] -> 31 - ((32 + 41) / 34) base 5
[266] ['31', '32', '40', '43'] -> 31 - ((32 + 43) / 40) base 5
[267] ['31', '33', '33', '33'] -> 31 - ((33 + 33) / 33) base 5
[268] ['31', '33', '33', '40'] -> ((40 - 33) * 31) - 33 base 5
[269] ['1', '10', '13', '41'] -> ((13 - 1) * 10) - 41 base 5
[270] ['31', '33', '34', '41'] -> ((41 - 34) * 31) - 33 base 5
[271] ['31', '33', '34', '42'] -> ((31 * 33) - 42) / 34 base 5
[272] ['31', '33', '41', '43'] -> ((43 - 41) * 31) - 33 base 5
[273] ['31', '33', '41', '44'] -> 31 - ((33 + 44) / 41) base 5
[274] ['31', '34', '34', '34'] -> 31 - ((34 + 34) / 34) base 5
[275] ['31', '34', '34', '43'] -> (34 + 43) / (34 - 31) base 5
[276] ['31', '34', '40', '41'] -> 31 - ((34 + 41) / 40) base 5
[277] ['31', '34', '40', '42'] -> (40 + 42) / (34 - 31) base 5
[278] ['31', '34', '40', '44'] -> ((31 * 34) - 44) / 40 base 5
[279] ['31', '40', '40', '40'] -> 31 - ((40 + 40) / 40) base 5
[280] ['1', '10', '14', '31'] -> 31 - ((1 + 14) / 10) base 5
[281] ['31', '40', '41', '42'] -> 31 - ((40 + 42) / 41) base 5
[282] ['31', '40', '42', '44'] -> 31 - ((40 + 44) / 42) base 5
[283] ['31', '41', '41', '41'] -> 31 - ((41 + 41) / 41) base 5
[284] ['31', '42', '42', '42'] -> 31 - ((42 + 42) / 42) base 5
[285] ['31', '43', '43', '43'] -> 31 - ((43 + 43) / 43) base 5
[286] ['31', '44', '44', '44'] -> 31 - ((44 + 44) / 44) base 5
[287] ['32', '32', '34', '40'] -> ((34 - 32) * 32) - 40 base 5
[288] ['32', '32', '34', '42'] -> ((32 * 32) + 34) / 42 base 5
[289] ['32', '32', '34', '43'] -> ((32 * 32) - 43) / 34 base 5
[290] ['32', '33', '34', '42'] -> ((34 - 32) * 33) - 42 base 5
[291] ['1', '10', '14', '42'] -> ((10 - 1) * 14) - 42 base 5
[292] ['32', '33', '40', '43'] -> ((32 * 40) - 33) / 43 base 5
[293] ['32', '34', '34', '44'] -> ((34 - 32) * 34) - 44 base 5
[294] ['32', '34', '40', '43'] -> (34 + 43) / (40 - 32) base 5
[295] ['32', '40', '41', '43'] -> ((43 - 41) * 32) - 40 base 5
[296] ['32', '41', '41', '44'] -> ((32 * 41) - 41) / 44 base 5
[297] ['33', '33', '40', '42'] -> ((40 - 33) * 33) - 42 base 5
[298] ['33', '34', '40', '43'] -> ((33 * 34) - 40) / 43 base 5
[299] ['33', '34', '41', '42'] -> ((41 - 34) * 33) - 42 base 5
[300] ['33', '40', '41', '42'] -> (40 + 42) / (41 - 33) base 5
[301] ['33', '40', '42', '42'] -> ((42 - 40) * 33) - 42 base 5
[302] ['1', '10', '14', '44'] -> ((1 + 44) / 10) + 14 base 5
[303] ['33', '40', '43', '44'] -> (33 + 44) / (43 - 40) base 5
[304] ['33', '40', '44', '44'] -> ((33 * 40) - 44) / 44 base 5
[305] ['33', '41', '42', '43'] -> ((43 - 41) * 33) - 42 base 5
[306] ['33', '41', '44', '44'] -> (33 + 44) / (44 - 41) base 5
[307] ['33', '42', '42', '44'] -> ((44 - 42) * 33) - 42 base 5
[308] ['34', '34', '41', '44'] -> ((41 - 34) * 34) - 44 base 5
[309] ['34', '34', '42', '43'] -> (34 + 43) / (42 - 34) base 5
[310] ['34', '40', '42', '42'] -> (40 + 42) / (42 - 34) base 5
[311] ['34', '40', '42', '44'] -> ((42 - 40) * 34) - 44 base 5
[312] ['34', '40', '43', '43'] -> (34 + 43) / (43 - 40) base 5
[313] ['1', '10', '20', '44'] -> (44 / (1 + 10)) + 20 base 5
[314] ['34', '42', '44', '44'] -> ((44 - 42) * 34) - 44 base 5
[315] ['40', '40', '42', '43'] -> (40 + 42) / (43 - 40) base 5
[316] ['40', '41', '42', '44'] -> (40 + 42) / (44 - 41) base 5
[317] ['1', '10', '21', '33'] -> (33 / (1 + 10)) + 21 base 5
[318] ['1', '1', '11', '22'] -> ((1 / 11) + 1) * 22 base 5
[319] ['1', '10', '22', '22'] -> (22 / (1 + 10)) + 22 base 5
[320] ['1', '10', '22', '31'] -> 31 - (22 / (1 + 10)) base 5
[321] ['1', '10', '22', '44'] -> (1 - (10 / 22)) * 44 base 5
[322] ['1', '10', '23', '31'] -> ((31 - 23) * 10) - 1 base 5
[323] ['1', '10', '30', '41'] -> (1 - (10 / 30)) * 41 base 5
[324] ['1', '10', '31', '34'] -> ((34 - 31) * 10) - 1 base 5
[325] ['1', '10', '32', '33'] -> 32 - (33 / (1 + 10)) base 5
[326] ['1', '10', '33', '34'] -> 33 - ((1 + 34) / 10) base 5
[327] ['1', '10', '33', '44'] -> 33 - (44 / (1 + 10)) base 5
[328] ['1', '10', '34', '34'] -> (1 - (10 / 34)) * 34 base 5
[329] ['1', '1', '11', '23'] -> (1 + 1) * (23 - 11) base 5
[330] ['1', '10', '34', '42'] -> ((42 - 34) * 10) - 1 base 5
[331] ['1', '10', '34', '44'] -> 34 - ((1 + 44) / 10) base 5
[332] ['1', '10', '40', '43'] -> ((43 - 40) * 10) - 1 base 5
[333] ['1', '10', '41', '44'] -> ((44 - 41) * 10) - 1 base 5
[334] ['1', '11', '11', '12'] -> ((11 / 11) + 1) * 12 base 5
[335] ['1', '11', '11', '40'] -> ((40 / 11) - 1) * 11 base 5
[336] ['1', '11', '12', '33'] -> ((33 / 11) - 1) * 12 base 5
[337] ['1', '11', '12', '41'] -> ((11 - 1) * 12) - 41 base 5
[338] ['1', '11', '12', '42'] -> ((12 - 1) * 11) - 42 base 5
[339] ['1', '11', '13', '20'] -> (1 + 11) * (20 - 13) base 5
[340] ['1', '1', '11', '31'] -> (31 / (1 + 1)) + 11 base 5
[341] ['1', '11', '20', '30'] -> ((11 / 30) + 1) * 20 base 5
[342] ['1', '11', '20', '43'] -> ((1 + 43) / 11) + 20 base 5
[343] ['1', '11', '21', '23'] -> (1 + 11) * (23 - 21) base 5
[344] ['1', '11', '21', '31'] -> 31 - ((1 + 21) / 11) base 5
[345] ['1', '11', '21', '32'] -> ((1 + 32) / 11) + 21 base 5
[346] ['1', '11', '21', '41'] -> (41 / (1 + 11)) + 21 base 5
[347] ['1', '11', '23', '30'] -> (1 + 11) * (30 - 23) base 5
[348] ['1', '11', '30', '40'] -> ((40 / 30) + 1) * 11 base 5
[349] ['1', '11', '30', '41'] -> 41 / ((30 / 11) - 1) base 5
[350] ['1', '11', '32', '32'] -> 32 - ((1 + 32) / 11) base 5
[351] ['1', '1', '11', '32'] -> 32 - (11 / (1 + 1)) base 5
[352] ['1', '11', '32', '41'] -> 32 - (41 / (1 + 11)) base 5
[353] ['1', '11', '33', '43'] -> 33 - ((1 + 43) / 11) base 5
[354] ['1', '11', '34', '41'] -> (1 + 11) * (41 - 34) base 5
[355] ['1', '11', '40', '40'] -> (1 - (11 / 40)) * 40 base 5
[356] ['1', '11', '40', '42'] -> (1 + 11) * (42 - 40) base 5
[357] ['1', '11', '41', '43'] -> (1 + 11) * (43 - 41) base 5
[358] ['1', '11', '42', '44'] -> (1 + 11) * (44 - 42) base 5
[359] ['1', '12', '12', '12'] -> ((12 / 12) + 1) * 12 base 5
