[1] ['1', '1', '1', 'A'] -> (1 + 1 + 1) * A base 13
[7954] ['6', 'B', '12', '35'] -> (6 - (35 / B)) * 12 base 13
[7955] ['6', 'B', '13', '18'] -> ((13 * 18) - 6) / B base 13
[7956] ['6', 'B', '13', '22'] -> ((13 + 6) / B) + 22 base 13
[7957] ['6', 'B', '15', '16'] -> ((16 - B) * 6) - 15 base 13
[7958] ['6', 'B', '15', '22'] -> (15 * B) - (22 * 6) base 13
[7959] ['6', 'B', '16', '23'] -> ((16 * B) - 23) / 6 base 13
[7960] ['6', 'B', '17', '1B'] -> ((17 - B) * 6) - 1B base 13
[7961] ['6', 'B', '17', '31'] -> ((17 * B) - 31) / 6 base 13
[7962] ['1', '8', 'B', '38'] -> ((8 - 1) * B) - 38 base 13
[7963] ['6', 'B', '17', '3A'] -> ((3A + B) / 6) + 17 base 13
[7964] ['6', 'B', '18', '24'] -> ((18 - B) * 6) - 24 base 13
[7965] ['6', 'B', '18', '34'] -> ((34 + B) / 6) + 18 base 13
[7966] ['6', 'B', '19', '2A'] -> ((19 - B) * 6) - 2A base 13
[7967] ['6', 'B', '19', '2B'] -> ((2B + B) / 6) + 19 base 13
[7968] ['6', 'B', '1A', '25'] -> ((25 + B) / 6) + 1A base 13
[7969] ['6', 'B', '1A', '33'] -> ((1A - B) * 6) - 33 base 13
[7970] ['6', 'B', '1B', '1C'] -> ((1C + B) / 6) + 1B base 13
[7971] ['6', 'B', '1B', '30'] -> (1B * B) - (30 * 6) base 13
[7972] ['6', 'B', '1B', '39'] -> ((1B - B) * 6) - 39 base 13
[7973] ['1', '8', 'C', 'C'] -> ((C / 8) + 1) * C base 13
[7974] ['6', 'B', '1C', '3A'] -> ((3A + 6) / B) + 1C base 13
[7975] ['6', 'B', '20', '2C'] -> ((2C + 6) / B) + 20 base 13
[7976] ['6', 'B', '21', '21'] -> ((21 + 6) / B) + 21 base 13
[7977] ['6', 'B', '26', '28'] -> 26 - (28 / (6 + B)) base 13
[7978] ['6', 'B', '28', '2C'] -> 28 - ((2C + 6) / B) base 13
[7979] ['6', 'B', '29', '3A'] -> 29 - ((3A + 6) / B) base 13
[7980] ['6', 'B', '2B', '2C'] -> 2C - ((2B + B) / 6) base 13
[7981] ['6', 'B', '30', '34'] -> 30 - ((34 + B) / 6) base 13
[7982] ['6', 'B', '31', '3A'] -> 31 - ((3A + B) / 6) base 13
[7983] ['6', 'B', '38', '39'] -> ((38 * 6) + 39) / B base 13
[7984] ['1', '8', 'C', '12'] -> 12 / ((C / 8) - 1) base 13
[7985] ['6', 'C', 'C', '20'] -> ((C + C) / 6) + 20 base 13
[7986] ['6', 'C', 'C', '28'] -> 28 - ((C + C) / 6) base 13
[7987] ['6', 'C', '10', '18'] -> (10 * C) - (18 * 6) base 13
[7988] ['6', 'C', '10', '25'] -> (25 * 6) - (10 * C) base 13
[7989] ['6', 'C', '10', '26'] -> ((26 * C) + 6) / 10 base 13
[7990] ['6', 'C', '10', '27'] -> ((27 * C) - 6) / 10 base 13
[7991] ['6', 'C', '10', '39'] -> ((C - 6) * 10) - 39 base 13
[7992] ['6', 'C', '11', '3A'] -> (6 - (3A / 11)) * C base 13
[7993] ['6', 'C', '12', '29'] -> (29 * 6) - (12 * C) base 13
[7994] ['6', 'C', '12', '2B'] -> ((2B * C) + 6) / 12 base 13
[7995] ['1', '8', 'C', '15'] -> ((8 / C) + 1) * 15 base 13
[7996] ['6', 'C', '12', '2C'] -> ((2C * C) - 6) / 12 base 13
[7997] ['6', 'C', '13', '2B'] -> (2B * 6) - (13 * C) base 13
[7998] ['6', 'C', '14', '30'] -> (30 * 6) - (14 * C) base 13
[7999] ['6', 'C', '14', '33'] -> ((33 * C) + 6) / 14 base 13
[8000] ['6', 'C', '15', '22'] -> ((15 + 6) / C) + 22 base 13
[8001] ['6', 'C', '15', '26'] -> 26 - ((15 + 6) / C) base 13
[8002] ['6', 'C', '15', '32'] -> (32 * 6) - (15 * C) base 13
[8003] ['6', 'C', '16', '27'] -> (16 * C) - (27 * 6) base 13
[8004] ['6', 'C', '17', '36'] -> (36 * 6) - (17 * C) base 13
[8005] ['6', 'C', '18', '2B'] -> (18 * C) - (2B * 6) base 13
[8006] ['1', '8', 'C', '22'] -> ((22 / 8) - 1) * C base 13
[8007] ['6', 'C', '18', '38'] -> (38 * 6) - (18 * C) base 13
[8008] ['6', 'C', '19', '24'] -> ((19 - C) * 6) - 24 base 13
[8009] ['6', 'C', '19', '2A'] -> ((2A + C) / 6) + 19 base 13
[8010] ['6', 'C', '1A', '2A'] -> ((1A - C) * 6) - 2A base 13
[8011] ['6', 'C', '1A', '32'] -> (1A * C) - (32 * 6) base 13
[8012] ['6', 'C', '1B', '34'] -> (1B * C) - (34 * 6) base 13
[8013] ['6', 'C', '1C', '36'] -> (1C * C) - (36 * 6) base 13
[8014] ['6', 'C', '1C', '39'] -> ((1C - C) * 6) - 39 base 13
[8015] ['6', 'C', '20', '33'] -> ((33 + 6) / C) + 20 base 13
[8016] ['6', 'C', '20', '38'] -> (20 * C) - (38 * 6) base 13
[8017] ['1', '8', '10', '39'] -> ((10 / 8) - 1) * 39 base 13
[8018] ['6', 'C', '21', '3A'] -> (21 * C) - (3A * 6) base 13
[8019] ['6', 'C', '28', '33'] -> 28 - ((33 + 6) / C) base 13
[8020] ['6', '10', '10', '39'] -> (6 - (39 / 10)) * 10 base 13
[8021] ['6', '10', '12', '12'] -> ((10 * 12) - 12) / 6 base 13
[8022] ['6', '10', '14', '32'] -> ((10 * 14) - 32) / 6 base 13
[8023] ['6', '10', '15', '18'] -> ((18 - 10) * 6) - 15 base 13
[8024] ['6', '10', '15', '19'] -> ((15 * 19) - 6) / 10 base 13
[8025] ['6', '10', '15', '28'] -> (10 * 15) - (28 * 6) base 13
[8026] ['6', '10', '15', '33'] -> ((10 * 33) - 6) / 15 base 13
[8027] ['6', '10', '15', '35'] -> (35 * 6) - (10 * 15) base 13
[8028] ['1', '8', '11', '31'] -> ((11 / 8) - 1) * 31 base 13
[8029] ['6', '10', '17', '26'] -> 26 - ((17 + 6) / 10) base 13
[8030] ['6', '10', '17', '38'] -> ((10 + 38) / 6) + 17 base 13
[8031] ['6', '10', '18', '32'] -> ((10 + 32) / 6) + 18 base 13
[8032] ['6', '10', '18', '39'] -> ((10 * 39) + 6) / 18 base 13
[8033] ['6', '10', '19', '29'] -> ((10 + 29) / 6) + 19 base 13
[8034] ['6', '10', '1A', '1B'] -> ((10 + 1A) / 6) + 1B base 13
[8035] ['6', '10', '1A', '23'] -> ((10 + 23) / 6) + 1A base 13
[8036] ['6', '10', '1A', '24'] -> ((1A - 10) * 6) - 24 base 13
[8037] ['6', '10', '1B', '2A'] -> ((1B - 10) * 6) - 2A base 13
[8038] ['6', '10', '1C', '33'] -> ((1C - 10) * 6) - 33 base 13
[8039] ['1', '8', '12', '16'] -> 8 / ((16 / 12) - 1) base 13
[8040] ['6', '10', '20', '37'] -> ((37 + 6) / 10) + 20 base 13
[8041] ['6', '10', '21', '27'] -> ((27 + 6) / 10) + 21 base 13
[8042] ['6', '10', '22', '2C'] -> (2C / (10 + 6)) + 22 base 13
[8043] ['6', '10', '26', '2C'] -> 26 - (2C / (10 + 6)) base 13
[8044] ['6', '10', '27', '27'] -> 27 - ((27 + 6) / 10) base 13
[8045] ['6', '10', '28', '37'] -> 28 - ((37 + 6) / 10) base 13
[8046] ['6', '10', '29', '2C'] -> 2C - ((10 + 29) / 6) base 13
[8047] ['6', '10', '30', '32'] -> 30 - ((10 + 32) / 6) base 13
[8048] ['6', '10', '31', '38'] -> 31 - ((10 + 38) / 6) base 13
[8049] ['6', '11', '11', '13'] -> ((11 * 11) - 13) / 6 base 13
[8050] ['1', '8', '12', '22'] -> ((1 + 12) / 8) + 22 base 13
[8051] ['6', '11', '13', '35'] -> ((11 * 13) - 35) / 6 base 13
[8052] ['6', '11', '15', '19'] -> ((19 - 11) * 6) - 15 base 13
[8053] ['6', '11', '15', '1A'] -> ((15 * 1A) + 6) / 11 base 13
[8054] ['6', '11', '15', '30'] -> ((11 * 30) - 6) / 15 base 13
[8055] ['6', '11', '17', '37'] -> ((11 + 37) / 6) + 17 base 13
[8056] ['6', '11', '18', '35'] -> (11 * 18) - (35 * 6) base 13
[8057] ['6', '11', '19', '1B'] -> ((11 + 19) / 6) + 1B base 13
[8058] ['6', '11', '19', '28'] -> ((11 + 28) / 6) + 19 base 13
[8059] ['6', '11', '1A', '1B'] -> ((1A - 11) * 6) - 1B base 13
[8060] ['6', '11', '1A', '22'] -> ((11 + 22) / 6) + 1A base 13
[8061] ['1', '1', '2', '17'] -> ((1 / 2) + 1) * 17 base 13
[8062] ['1', '1', '11', '1A'] -> (11 / (1 + 1)) + 1A base 13
[8063] ['1', '8', '12', '26'] -> 26 - ((1 + 12) / 8) base 13
[8064] ['6', '11', '1C', '2A'] -> ((1C - 11) * 6) - 2A base 13
[8065] ['6', '11', '20', '33'] -> ((20 - 11) * 6) - 33 base 13
[8066] ['6', '11', '22', '31'] -> (31 / (11 + 6)) + 22 base 13
[8067] ['6', '11', '26', '31'] -> 26 - (31 / (11 + 6)) base 13
[8068] ['6', '11', '27', '2A'] -> 27 - ((2A + 6) / 11) base 13
[8069] ['6', '11', '30', '31'] -> 30 - ((11 + 31) / 6) base 13
[8070] ['6', '11', '31', '37'] -> 31 - ((11 + 37) / 6) base 13
[8071] ['6', '11', '38', '3A'] -> ((38 + 3A) / 6) + 11 base 13
[8072] ['6', '11', '39', '39'] -> ((39 + 39) / 6) + 11 base 13
[8073] ['6', '12', '15', '1A'] -> ((1A - 12) * 6) - 15 base 13
[8074] ['1', '8', '12', '37'] -> 37 / ((8 / 12) + 1) base 13
[8075] ['6', '12', '15', '31'] -> (12 * 15) - (31 * 6) base 13
[8076] ['6', '12', '19', '27'] -> ((12 + 27) / 6) + 19 base 13
[8077] ['6', '12', '1B', '1B'] -> ((1B - 12) * 6) - 1B base 13
[8078] ['6', '12', '1C', '24'] -> ((1C - 12) * 6) - 24 base 13
[8079] ['6', '12', '22', '33'] -> (33 / (12 + 6)) + 22 base 13
[8080] ['6', '12', '27', '2C'] -> 2C - ((12 + 27) / 6) base 13
[8081] ['6', '12', '27', '30'] -> 27 - ((30 + 6) / 12) base 13
[8082] ['6', '12', '30', '30'] -> 30 - ((12 + 30) / 6) base 13
[8083] ['6', '12', '31', '36'] -> 31 - ((12 + 36) / 6) base 13
[8084] ['6', '12', '33', '39'] -> ((33 + 39) / 6) + 12 base 13
[8085] ['1', '8', '13', '17'] -> ((8 / 13) + 1) * 17 base 13
[8086] ['6', '12', '35', '37'] -> ((35 + 37) / 6) + 12 base 13
[8087] ['6', '12', '36', '36'] -> ((36 + 36) / 6) + 12 base 13
[8088] ['6', '13', '16', '2A'] -> ((13 * 2A) - 6) / 16 base 13
[8089] ['6', '13', '17', '1B'] -> ((13 + 17) / 6) + 1B base 13
[8090] ['6', '13', '17', '35'] -> ((13 + 35) / 6) + 17 base 13
[8091] ['6', '13', '18', '2C'] -> ((13 + 2C) / 6) + 18 base 13
[8092] ['6', '13', '18', '30'] -> ((13 * 30) + 6) / 18 base 13
[8093] ['6', '13', '1B', '1C'] -> ((1C - 13) * 6) - 1B base 13
[8094] ['6', '13', '20', '22'] -> ((20 + 6) / 13) + 22 base 13
[8095] ['6', '13', '20', '24'] -> ((20 - 13) * 6) - 24 base 13
[8096] ['1', '8', '13', '35'] -> ((35 / 13) + 1) * 8 base 13
[8097] ['6', '13', '21', '2A'] -> ((21 - 13) * 6) - 2A base 13
[8098] ['6', '13', '22', '35'] -> (35 / (13 + 6)) + 22 base 13
[8099] ['6', '13', '23', '39'] -> ((23 - 13) * 6) - 39 base 13
[8100] ['6', '13', '26', '35'] -> 26 - (35 / (13 + 6)) base 13
[8101] ['6', '13', '27', '33'] -> 27 - ((33 + 6) / 13) base 13
[8102] ['6', '13', '29', '3A'] -> ((29 + 3A) / 6) + 13 base 13
[8103] ['6', '13', '2A', '39'] -> ((2A + 39) / 6) + 13 base 13
[8104] ['6', '13', '2B', '38'] -> ((2B + 38) / 6) + 13 base 13
[8105] ['6', '13', '2C', '30'] -> 30 - ((13 + 2C) / 6) base 13
[8106] ['6', '13', '30', '36'] -> ((30 + 36) / 6) + 13 base 13
[8107] ['1', '8', '13', '36'] -> 36 / ((8 / 13) + 1) base 13
[8108] ['6', '13', '32', '34'] -> ((32 + 34) / 6) + 13 base 13
[8109] ['6', '13', '33', '33'] -> ((33 + 33) / 6) + 13 base 13
[8110] ['6', '14', '15', '22'] -> ((15 * 22) + 6) / 14 base 13
[8111] ['6', '14', '15', '37'] -> (14 * 15) - (37 * 6) base 13
[8112] ['6', '14', '16', '1B'] -> ((14 + 16) / 6) + 1B base 13
[8113] ['6', '14', '16', '3A'] -> ((14 + 3A) / 6) + 16 base 13
[8114] ['6', '14', '17', '34'] -> ((14 + 34) / 6) + 17 base 13
[8115] ['6', '14', '18', '1B'] -> ((18 * 1B) + 6) / 14 base 13
[8116] ['6', '14', '18', '2B'] -> ((14 + 2B) / 6) + 18 base 13
[8117] ['6', '14', '1A', '1C'] -> ((14 + 1C) / 6) + 1A base 13
[8118] ['1', '8', '15', '1B'] -> ((15 / 8) - 1) * 1B base 13
[8119] ['6', '14', '1B', '20'] -> ((20 - 14) * 6) - 1B base 13
[8120] ['6', '14', '1B', '33'] -> ((14 * 33) + 6) / 1B base 13
[8121] ['6', '14', '21', '24'] -> ((21 - 14) * 6) - 24 base 13
[8122] ['6', '14', '21', '39'] -> ((14 * 39) - 6) / 21 base 13
[8123] ['6', '14', '22', '22'] -> ((22 + 6) / 14) + 22 base 13
[8124] ['6', '14', '22', '26'] -> 26 - ((22 + 6) / 14) base 13
[8125] ['6', '14', '22', '2A'] -> ((22 - 14) * 6) - 2A base 13
[8126] ['6', '14', '22', '37'] -> (37 / (14 + 6)) + 22 base 13
[8127] ['6', '14', '23', '33'] -> ((23 - 14) * 6) - 33 base 13
[8128] ['6', '14', '23', '3A'] -> ((23 + 3A) / 6) + 14 base 13
[8129] ['1', '8', '15', '22'] -> (15 / (1 + 8)) + 22 base 13
[8130] ['6', '14', '25', '38'] -> ((25 + 38) / 6) + 14 base 13
[8131] ['6', '14', '29', '34'] -> ((29 + 34) / 6) + 14 base 13
[8132] ['6', '14', '2A', '33'] -> ((2A + 33) / 6) + 14 base 13
[8133] ['6', '14', '2B', '30'] -> 30 - ((14 + 2B) / 6) base 13
[8134] ['6', '14', '2B', '32'] -> ((2B + 32) / 6) + 14 base 13
[8135] ['6', '14', '2C', '31'] -> ((2C + 31) / 6) + 14 base 13
[8136] ['6', '14', '30', '30'] -> ((30 + 30) / 6) + 14 base 13
[8137] ['6', '14', '31', '34'] -> 31 - ((14 + 34) / 6) base 13
[8138] ['6', '14', '32', '3A'] -> 32 - ((14 + 3A) / 6) base 13
[8139] ['6', '15', '15', '20'] -> ((20 - 15) * 6) - 15 base 13
[8140] ['1', '8', '15', '26'] -> 26 - (15 / (1 + 8)) base 13
[8141] ['6', '15', '15', '3A'] -> (15 * 15) - (3A * 6) base 13
[8142] ['6', '15', '16', '39'] -> ((15 + 39) / 6) + 16 base 13
[8143] ['6', '15', '17', '22'] -> ((22 - 17) * 6) - 15 base 13
[8144] ['6', '15', '18', '20'] -> ((18 * 20) - 6) / 15 base 13
[8145] ['6', '15', '19', '2B'] -> ((15 * 2B) - 6) / 19 base 13
[8146] ['6', '15', '1A', '1B'] -> ((15 + 1B) / 6) + 1A base 13
[8147] ['6', '15', '1A', '2C'] -> ((15 * 2C) + 6) / 1A base 13
[8148] ['6', '15', '1A', '3A'] -> ((1A + 3A) / 6) + 15 base 13
[8149] ['6', '15', '1C', '27'] -> ((27 - 1C) * 6) - 15 base 13
[8150] ['6', '15', '1C', '33'] -> ((15 * 33) - 6) / 1C base 13
[8151] ['1', '8', '17', '17'] -> ((17 / 8) - 1) * 17 base 13
[8152] ['6', '15', '1C', '38'] -> ((1C + 38) / 6) + 15 base 13
[8153] ['6', '15', '20', '28'] -> ((28 - 20) * 6) - 15 base 13
[8154] ['6', '15', '20', '34'] -> ((15 * 34) + 6) / 20 base 13
[8155] ['6', '15', '20', '37'] -> ((20 + 37) / 6) + 15 base 13
[8156] ['6', '15', '21', '39'] -> ((39 + 6) / 15) + 21 base 13
[8157] ['6', '15', '22', '2A'] -> ((2A - 22) * 6) - 15 base 13
[8158] ['6', '15', '22', '35'] -> ((22 + 35) / 6) + 15 base 13
[8159] ['6', '15', '22', '38'] -> ((15 * 38) - 6) / 22 base 13
[8160] ['6', '15', '22', '39'] -> (39 / (15 + 6)) + 22 base 13
[8161] ['6', '15', '23', '2A'] -> ((23 - 15) * 6) - 2A base 13
[8162] ['1', '8', '17', '1B'] -> 17 / (1 - (8 / 1B)) base 13
[8163] ['6', '15', '23', '2B'] -> ((2B - 23) * 6) - 15 base 13
[8164] ['6', '15', '23', '34'] -> ((23 + 34) / 6) + 15 base 13
[8165] ['6', '15', '23', '39'] -> ((15 * 39) + 6) / 23 base 13
[8166] ['6', '15', '25', '30'] -> ((30 - 25) * 6) - 15 base 13
[8167] ['6', '15', '25', '39'] -> ((25 - 15) * 6) - 39 base 13
[8168] ['6', '15', '26', '39'] -> 26 - (39 / (15 + 6)) base 13
[8169] ['6', '15', '27', '39'] -> 27 - ((39 + 6) / 15) base 13
[8170] ['6', '15', '28', '2C'] -> ((28 + 2C) / 6) + 15 base 13
[8171] ['6', '15', '2A', '2A'] -> ((2A + 2A) / 6) + 15 base 13
[8172] ['6', '15', '2A', '30'] -> 30 - ((15 + 2A) / 6) base 13
[8173] ['1', '1', '11', '22'] -> ((1 / 11) + 1) * 22 base 13
[8174] ['1', '8', '17', '36'] -> 36 / ((17 / 8) - 1) base 13
[8175] ['6', '15', '2A', '35'] -> ((35 - 2A) * 6) - 15 base 13
[8176] ['6', '15', '2B', '36'] -> ((36 - 2B) * 6) - 15 base 13
[8177] ['6', '15', '2C', '37'] -> ((37 - 2C) * 6) - 15 base 13
[8178] ['6', '15', '30', '38'] -> ((38 - 30) * 6) - 15 base 13
[8179] ['6', '15', '32', '39'] -> 32 - ((15 + 39) / 6) base 13
[8180] ['6', '16', '16', '38'] -> ((16 + 38) / 6) + 16 base 13
[8181] ['6', '16', '17', '32'] -> ((16 + 32) / 6) + 17 base 13
[8182] ['6', '16', '17', '37'] -> ((17 + 37) / 6) + 16 base 13
[8183] ['6', '16', '19', '23'] -> ((16 + 23) / 6) + 19 base 13
[8184] ['6', '16', '19', '35'] -> ((19 + 35) / 6) + 16 base 13
[8185] ['1', '8', '19', '19'] -> ((8 / 19) + 1) * 19 base 13
[8186] ['6', '16', '1A', '1A'] -> ((16 + 1A) / 6) + 1A base 13
[8187] ['6', '16', '1A', '2A'] -> ((16 * 2A) + 6) / 1A base 13
[8188] ['6', '16', '1A', '34'] -> ((1A + 34) / 6) + 16 base 13
[8189] ['6', '16', '1B', '1B'] -> ((1B * 1B) - 6) / 16 base 13
[8190] ['6', '16', '1B', '22'] -> ((22 - 16) * 6) - 1B base 13
[8191] ['6', '16', '1B', '33'] -> ((1B + 33) / 6) + 16 base 13
[8192] ['6', '16', '1C', '32'] -> ((1C + 32) / 6) + 16 base 13
[8193] ['6', '16', '22', '26'] -> ((26 + 6) / 16) + 22 base 13
[8194] ['6', '16', '22', '2C'] -> ((22 + 2C) / 6) + 16 base 13
[8195] ['6', '16', '23', '24'] -> ((23 - 16) * 6) - 24 base 13
[8196] ['1', '8', '1A', '21'] -> ((1 + 1A) / 8) + 21 base 13
[8197] ['6', '16', '23', '2B'] -> ((23 + 2B) / 6) + 16 base 13
[8198] ['6', '16', '23', '2C'] -> 2C - ((16 + 23) / 6) base 13
[8199] ['6', '16', '25', '29'] -> ((25 + 29) / 6) + 16 base 13
[8200] ['6', '16', '25', '33'] -> ((25 - 16) * 6) - 33 base 13
[8201] ['6', '16', '26', '26'] -> 26 - ((26 + 6) / 16) base 13
[8202] ['6', '16', '26', '28'] -> ((26 + 28) / 6) + 16 base 13
[8203] ['6', '16', '26', '39'] -> ((26 - 16) * 6) - 39 base 13
[8204] ['6', '16', '27', '27'] -> ((27 + 27) / 6) + 16 base 13
[8205] ['6', '16', '29', '30'] -> 30 - ((16 + 29) / 6) base 13
[8206] ['6', '16', '31', '32'] -> 31 - ((16 + 32) / 6) base 13
[8207] ['1', '8', '1A', '27'] -> 27 - ((1 + 1A) / 8) base 13
[8208] ['6', '16', '32', '38'] -> 32 - ((16 + 38) / 6) base 13
[8209] ['6', '17', '17', '31'] -> ((17 + 31) / 6) + 17 base 13
[8210] ['6', '17', '18', '28'] -> ((17 + 28) / 6) + 18 base 13
[8211] ['6', '17', '18', '30'] -> ((18 + 30) / 6) + 17 base 13
[8212] ['6', '17', '19', '1A'] -> ((17 + 19) / 6) + 1A base 13
[8213] ['6', '17', '19', '22'] -> ((17 + 22) / 6) + 19 base 13
[8214] ['6', '17', '1A', '2B'] -> ((1A + 2B) / 6) + 17 base 13
[8215] ['6', '17', '1B', '23'] -> ((23 - 17) * 6) - 1B base 13
[8216] ['6', '17', '1B', '2A'] -> ((1B + 2A) / 6) + 17 base 13
[8217] ['6', '17', '1C', '29'] -> ((1C + 29) / 6) + 17 base 13
[8218] ['1', '8', '1C', '30'] -> ((1 + 30) / 8) + 1C base 13
[8219] ['6', '17', '20', '28'] -> ((20 + 28) / 6) + 17 base 13
[8220] ['6', '17', '21', '27'] -> ((21 + 27) / 6) + 17 base 13
[8221] ['6', '17', '22', '28'] -> ((28 + 6) / 17) + 22 base 13
[8222] ['6', '17', '22', '2C'] -> 2C - ((17 + 22) / 6) base 13
[8223] ['6', '17', '23', '25'] -> ((23 + 25) / 6) + 17 base 13
[8224] ['6', '17', '25', '2A'] -> ((25 - 17) * 6) - 2A base 13
[8225] ['6', '17', '26', '28'] -> 26 - ((28 + 6) / 17) base 13
[8226] ['6', '17', '28', '30'] -> 30 - ((17 + 28) / 6) base 13
[8227] ['6', '17', '31', '31'] -> 31 - ((17 + 31) / 6) base 13
[8228] ['6', '17', '32', '37'] -> 32 - ((17 + 37) / 6) base 13
[8229] ['1', '8', '1C', '36'] -> (36 / (1 + 8)) + 1C base 13
[8230] ['6', '18', '18', '27'] -> ((18 + 27) / 6) + 18 base 13
[8231] ['6', '18', '19', '21'] -> ((18 + 21) / 6) + 19 base 13
[8232] ['6', '18', '19', '26'] -> ((19 + 26) / 6) + 18 base 13
[8233] ['6', '18', '1A', '25'] -> ((1A + 25) / 6) + 18 base 13
[8234] ['6', '18', '1B', '28'] -> ((18 * 28) + 6) / 1B base 13
[8235] ['6', '18', '1C', '23'] -> ((1C + 23) / 6) + 18 base 13
[8236] ['6', '18', '1C', '2A'] -> ((18 * 2A) - 6) / 1C base 13
[8237] ['6', '18', '21', '21'] -> ((21 + 21) / 6) + 18 base 13
[8238] ['6', '18', '21', '2C'] -> 2C - ((18 + 21) / 6) base 13
[8239] ['6', '18', '22', '2A'] -> ((2A + 6) / 18) + 22 base 13
[8240] ['1', '8', '20', '25'] -> ((1 + 25) / 8) + 20 base 13
[8241] ['6', '18', '24', '25'] -> ((25 - 18) * 6) - 24 base 13
[8242] ['6', '18', '25', '35'] -> ((18 * 35) + 6) / 25 base 13
[8243] ['6', '18', '26', '37'] -> ((18 * 37) - 6) / 26 base 13
[8244] ['6', '18', '28', '39'] -> ((28 - 18) * 6) - 39 base 13
[8245] ['6', '18', '30', '31'] -> 31 - ((18 + 30) / 6) base 13
[8246] ['6', '18', '32', '36'] -> 32 - ((18 + 36) / 6) base 13
[8247] ['6', '19', '19', '20'] -> ((19 + 20) / 6) + 19 base 13
[8248] ['6', '19', '1B', '1B'] -> ((1B + 1B) / 6) + 19 base 13
[8249] ['6', '19', '1B', '25'] -> ((25 - 19) * 6) - 1B base 13
[8250] ['6', '19', '20', '2C'] -> 2C - ((19 + 20) / 6) base 13
[8251] ['1', '8', '20', '2A'] -> (2A / (1 + 8)) + 20 base 13
[8252] ['6', '19', '22', '2C'] -> ((2C + 6) / 19) + 22 base 13
[8253] ['6', '19', '25', '33'] -> ((19 * 33) + 6) / 25 base 13
[8254] ['6', '19', '26', '2C'] -> 26 - ((2C + 6) / 19) base 13
[8255] ['6', '19', '26', '30'] -> 30 - ((19 + 26) / 6) base 13
[8256] ['6', '19', '28', '33'] -> ((28 - 19) * 6) - 33 base 13
[8257] ['6', '19', '32', '35'] -> 32 - ((19 + 35) / 6) base 13
[8258] ['6', '1A', '1B', '23'] -> ((1B * 23) - 6) / 1A base 13
[8259] ['6', '1A', '1B', '26'] -> ((26 - 1A) * 6) - 1B base 13
[8260] ['6', '1A', '22', '31'] -> ((31 + 6) / 1A) + 22 base 13
[8261] ['6', '1A', '24', '27'] -> ((27 - 1A) * 6) - 24 base 13
[8262] ['1', '8', '21', '21'] -> (21 / (1 + 8)) + 21 base 13
[8263] ['6', '1A', '25', '30'] -> 30 - ((1A + 25) / 6) base 13
[8264] ['6', '1A', '26', '31'] -> 26 - ((31 + 6) / 1A) base 13
[8265] ['6', '1A', '26', '33'] -> ((1A * 33) - 6) / 26 base 13
[8266] ['6', '1A', '28', '2A'] -> ((28 - 1A) * 6) - 2A base 13
[8267] ['6', '1A', '29', '33'] -> ((29 - 1A) * 6) - 33 base 13
[8268] ['6', '1A', '2A', '39'] -> ((2A - 1A) * 6) - 39 base 13
[8269] ['6', '1A', '2B', '31'] -> 31 - ((1A + 2B) / 6) base 13
[8270] ['6', '1A', '2B', '39'] -> ((1A * 39) + 6) / 2B base 13
[8271] ['6', '1A', '32', '34'] -> 32 - ((1A + 34) / 6) base 13
[8272] ['6', '1B', '1B', '27'] -> ((27 - 1B) * 6) - 1B base 13
[8273] ['1', '8', '21', '27'] -> 27 - (21 / (1 + 8)) base 13
[8274] ['6', '1B', '1B', '2C'] -> 2C - ((1B + 1B) / 6) base 13
[8275] ['6', '1B', '1C', '25'] -> ((1B * 25) + 6) / 1C base 13
[8276] ['6', '1B', '1C', '28'] -> ((28 - 1C) * 6) - 1B base 13
[8277] ['6', '1B', '20', '29'] -> ((29 - 20) * 6) - 1B base 13
[8278] ['6', '1B', '21', '28'] -> ((1B * 28) - 6) / 21 base 13
[8279] ['6', '1B', '21', '2A'] -> ((2A - 21) * 6) - 1B base 13
[8280] ['6', '1B', '23', '2C'] -> ((2C - 23) * 6) - 1B base 13
[8281] ['6', '1B', '24', '28'] -> ((28 - 1B) * 6) - 24 base 13
[8282] ['6', '1B', '25', '30'] -> ((1B * 30) - 6) / 25 base 13
[8283] ['6', '1B', '25', '31'] -> ((31 - 25) * 6) - 1B base 13
[8284] ['1', '1', '11', '23'] -> (1 + 1) * (23 - 11) base 13
[8285] ['1', '8', '22', '33'] -> (1 - (8 / 22)) * 33 base 13
[8286] ['6', '1B', '26', '32'] -> ((32 - 26) * 6) - 1B base 13
[8287] ['6', '1B', '26', '33'] -> 26 - ((33 + 6) / 1B) base 13
[8288] ['6', '1B', '27', '32'] -> ((1B * 32) + 6) / 27 base 13
[8289] ['6', '1B', '28', '34'] -> ((34 - 28) * 6) - 1B base 13
[8290] ['6', '1B', '2A', '31'] -> 31 - ((1B + 2A) / 6) base 13
[8291] ['6', '1B', '2A', '33'] -> ((2A - 1B) * 6) - 33 base 13
[8292] ['6', '1B', '2A', '36'] -> ((36 - 2A) * 6) - 1B base 13
[8293] ['6', '1B', '2B', '39'] -> ((2B - 1B) * 6) - 39 base 13
[8294] ['6', '1B', '2C', '38'] -> ((38 - 2C) * 6) - 1B base 13
[8295] ['6', '1B', '30', '39'] -> ((39 - 30) * 6) - 1B base 13
[8296] ['1', '8', '25', '28'] -> 28 - ((1 + 25) / 8) base 13
