[1] ['1', '1', '1', 'A'] -> (1 + 1 + 1) * A base 13
[7607] ['6', '6', '1A', '2A'] -> ((2A + 6) / 6) + 1A base 13
[7608] ['6', '6', '1A', '33'] -> ((1A * 6) + 33) / 6 base 13
[7609] ['6', '6', '1B', '1B'] -> (6 - (1B / 1B)) * 6 base 13
[7610] ['6', '6', '1B', '20'] -> ((20 * 6) + 1B) / 6 base 13
[7611] ['6', '6', '1B', '23'] -> (23 * 6) - (1B * 6) base 13
[7612] ['6', '6', '1B', '28'] -> ((28 * 6) - 1B) / 6 base 13
[7613] ['6', '6', '1B', '2A'] -> ((1B * 6) + 2A) / 6 base 13
[7614] ['6', '6', '1C', '1C'] -> (6 - (1C / 1C)) * 6 base 13
[7615] ['6', '6', '20', '20'] -> (6 - (20 / 20)) * 6 base 13
[7616] ['6', '6', '20', '25'] -> (25 * 6) - (20 * 6) base 13
[7617] ['1', '1', '10', '22'] -> (1 + 1) * (22 - 10) base 13
[7618] ['1', '7', '17', '18'] -> 17 / (1 - (7 / 18)) base 13
[7619] ['6', '6', '20', '39'] -> (39 / (6 + 6)) + 20 base 13
[7620] ['6', '6', '21', '21'] -> (6 - (21 / 21)) * 6 base 13
[7621] ['6', '6', '21', '26'] -> (26 * 6) - (21 * 6) base 13
[7622] ['6', '6', '21', '2A'] -> (2A / (6 + 6)) + 21 base 13
[7623] ['6', '6', '22', '22'] -> (6 - (22 / 22)) * 6 base 13
[7624] ['6', '6', '22', '27'] -> (27 * 6) - (22 * 6) base 13
[7625] ['6', '6', '22', '31'] -> 31 / (6 - (22 / 6)) base 13
[7626] ['6', '6', '23', '23'] -> (6 - (23 / 23)) * 6 base 13
[7627] ['6', '6', '23', '28'] -> (28 * 6) - (23 * 6) base 13
[7628] ['6', '6', '25', '25'] -> (6 - (25 / 25)) * 6 base 13
[7629] ['1', '7', '17', '21'] -> ((1 + 17) / 7) + 21 base 13
[7630] ['6', '6', '26', '26'] -> (6 - (26 / 26)) * 6 base 13
[7631] ['6', '6', '26', '2B'] -> (2B * 6) - (26 * 6) base 13
[7632] ['6', '6', '26', '36'] -> (6 - (26 / 6)) * 36 base 13
[7633] ['6', '6', '27', '2A'] -> 27 - (2A / (6 + 6)) base 13
[7634] ['6', '6', '27', '2C'] -> (2C * 6) - (27 * 6) base 13
[7635] ['6', '6', '28', '28'] -> (6 - (28 / 28)) * 6 base 13
[7636] ['6', '6', '28', '30'] -> (30 * 6) - (28 * 6) base 13
[7637] ['6', '6', '28', '39'] -> 28 - (39 / (6 + 6)) base 13
[7638] ['6', '6', '29', '29'] -> (6 - (29 / 29)) * 6 base 13
[7639] ['6', '6', '29', '31'] -> (31 * 6) - (29 * 6) base 13
[7640] ['1', '7', '17', '27'] -> 27 - ((1 + 17) / 7) base 13
[7641] ['6', '6', '29', '34'] -> 29 / ((34 / 6) - 6) base 13
[7642] ['6', '6', '2B', '2B'] -> (6 - (2B / 2B)) * 6 base 13
[7643] ['6', '6', '2C', '2C'] -> (6 - (2C / 2C)) * 6 base 13
[7644] ['6', '6', '2C', '34'] -> (34 * 6) - (2C * 6) base 13
[7645] ['6', '6', '2C', '39'] -> ((2C * 6) - 39) / 6 base 13
[7646] ['6', '6', '30', '30'] -> (6 - (30 / 30)) * 6 base 13
[7647] ['6', '6', '30', '35'] -> (35 * 6) - (30 * 6) base 13
[7648] ['6', '6', '30', '39'] -> 30 - ((39 + 6) / 6) base 13
[7649] ['6', '6', '31', '31'] -> (6 - (31 / 31)) * 6 base 13
[7650] ['6', '6', '32', '32'] -> (6 - (32 / 32)) * 6 base 13
[7651] ['1', '7', '18', '31'] -> 31 / ((7 / 18) + 1) base 13
[7652] ['6', '6', '32', '37'] -> (37 * 6) - (32 * 6) base 13
[7653] ['6', '6', '33', '33'] -> (6 - (33 / 33)) * 6 base 13
[7654] ['6', '6', '33', '38'] -> (38 * 6) - (33 * 6) base 13
[7655] ['6', '6', '34', '34'] -> (6 - (34 / 34)) * 6 base 13
[7656] ['6', '6', '34', '39'] -> (39 * 6) - (34 * 6) base 13
[7657] ['6', '6', '35', '35'] -> (6 - (35 / 35)) * 6 base 13
[7658] ['6', '6', '35', '3A'] -> (3A * 6) - (35 * 6) base 13
[7659] ['6', '6', '37', '37'] -> (6 - (37 / 37)) * 6 base 13
[7660] ['6', '6', '38', '38'] -> (6 - (38 / 38)) * 6 base 13
[7661] ['6', '6', '39', '39'] -> (6 - (39 / 39)) * 6 base 13
[7662] ['1', '7', '1A', '1A'] -> ((7 / 1A) + 1) * 1A base 13
[7663] ['6', '6', '3A', '3A'] -> (6 - (3A / 3A)) * 6 base 13
[7664] ['6', '7', '7', 'C'] -> (6 - (C / 7)) * 7 base 13
[7665] ['6', '7', '7', '11'] -> (7 - (11 / 7)) * 6 base 13
[7666] ['6', '7', '7', '35'] -> ((7 * 7) - 35) * 6 base 13
[7667] ['6', '7', '8', '8'] -> (7 + 8) * (8 - 6) base 13
[7668] ['6', '7', '8', '22'] -> ((6 + 8) / 7) + 22 base 13
[7669] ['6', '7', '9', '1B'] -> ((1B * 9) - 6) / 7 base 13
[7670] ['6', '7', 'A', '1B'] -> (7 - (1B / 6)) * A base 13
[7671] ['6', '7', 'A', '29'] -> (A - (29 / 7)) * 6 base 13
[7672] ['6', '7', 'A', '33'] -> ((33 * 7) + 6) / A base 13
[7673] ['1', '7', '1A', '39'] -> ((1 + 39) / 7) + 1A base 13
[7674] ['6', '7', 'A', '35'] -> A / ((35 / 6) - 7) base 13
[7675] ['6', '7', 'B', '14'] -> ((14 * B) - 7) / 6 base 13
[7676] ['6', '7', 'B', '19'] -> (7 - (19 / B)) * 6 base 13
[7677] ['6', '7', 'B', '21'] -> ((7 + B) / 6) + 21 base 13
[7678] ['6', '7', 'B', '27'] -> 27 - ((7 + B) / 6) base 13
[7679] ['6', '7', 'C', '21'] -> (7 - (21 / 6)) * C base 13
[7680] ['6', '7', 'C', '27'] -> ((27 * 6) + C) / 7 base 13
[7681] ['6', '7', 'C', '2B'] -> ((2B * 6) - C) / 7 base 13
[7682] ['6', '7', '10', '16'] -> ((10 - 6) * 7) - 16 base 13
[7683] ['6', '7', '10', '20'] -> (7 - (20 / 10)) * 6 base 13
[7684] ['1', '7', '1B', '21'] -> (1B / (1 + 7)) + 21 base 13
[7685] ['6', '7', '11', '1B'] -> (6 - (1B / 11)) * 7 base 13
[7686] ['6', '7', '11', '22'] -> (7 - (22 / 11)) * 6 base 13
[7687] ['6', '7', '12', '15'] -> ((12 - 7) * 6) - 15 base 13
[7688] ['6', '7', '12', '30'] -> 12 / (7 - (30 / 6)) base 13
[7689] ['6', '7', '13', '1B'] -> ((13 - 7) * 6) - 1B base 13
[7690] ['6', '7', '13', '26'] -> (7 - (26 / 13)) * 6 base 13
[7691] ['6', '7', '13', '31'] -> ((13 - 6) * 7) - 31 base 13
[7692] ['6', '7', '14', '24'] -> ((14 - 7) * 6) - 24 base 13
[7693] ['6', '7', '15', '2C'] -> ((2C * 6) - 15) / 7 base 13
[7694] ['6', '7', '16', '1A'] -> ((1A * 7) + 16) / 6 base 13
[7695] ['1', '7', '1B', '22'] -> ((7 / 22) + 1) * 1B base 13
[7696] ['6', '7', '16', '2C'] -> (7 - (2C / 16)) * 6 base 13
[7697] ['6', '7', '16', '38'] -> ((16 * 7) + 38) / 6 base 13
[7698] ['6', '7', '17', '27'] -> (7 - (27 / 6)) * 17 base 13
[7699] ['6', '7', '17', '2C'] -> 17 / (7 - (2C / 6)) base 13
[7700] ['6', '7', '17', '37'] -> 17 / ((37 / 6) - 7) base 13
[7701] ['6', '7', '17', '39'] -> ((17 - 7) * 6) - 39 base 13
[7702] ['6', '7', '18', '2A'] -> (6 - (2A / 18)) * 7 base 13
[7703] ['6', '7', '18', '33'] -> (7 - (33 / 18)) * 6 base 13
[7704] ['6', '7', '18', '38'] -> ((38 + 7) / 6) + 18 base 13
[7705] ['6', '7', '19', '32'] -> ((32 + 7) / 6) + 19 base 13
[7706] ['1', '7', '1B', '27'] -> 27 - (1B / (1 + 7)) base 13
[7707] ['6', '7', '19', '35'] -> (7 - (35 / 19)) * 6 base 13
[7708] ['6', '7', '1A', '1B'] -> (1B * 7) - (1A * 6) base 13
[7709] ['6', '7', '1A', '23'] -> ((23 * 7) - 1A) / 6 base 13
[7710] ['6', '7', '1A', '34'] -> ((34 + 6) / 7) + 1A base 13
[7711] ['6', '7', '1A', '37'] -> (7 - (37 / 1A)) * 6 base 13
[7712] ['6', '7', '1B', '23'] -> ((23 + 7) / 6) + 1B base 13
[7713] ['6', '7', '1B', '25'] -> ((25 * 6) + 1B) / 7 base 13
[7714] ['6', '7', '1B', '30'] -> ((30 * 6) - 1B) / 7 base 13
[7715] ['6', '7', '1C', '23'] -> ((23 + 6) / 7) + 1C base 13
[7716] ['6', '7', '20', '26'] -> 26 - (20 / (6 + 7)) base 13
[7717] ['1', '7', '1B', '32'] -> ((1 + 32) / 7) + 1B base 13
[7718] ['6', '7', '21', '39'] -> ((21 * 6) + 39) / 7 base 13
[7719] ['6', '7', '22', '33'] -> ((22 * 6) + 33) / 7 base 13
[7720] ['6', '7', '22', '39'] -> (6 - (39 / 22)) * 7 base 13
[7721] ['6', '7', '25', '2B'] -> ((25 * 7) - 2B) / 6 base 13
[7722] ['6', '7', '28', '31'] -> 31 / (7 - (28 / 6)) base 13
[7723] ['6', '7', '29', '29'] -> 29 / (7 - (29 / 6)) base 13
[7724] ['6', '7', '29', '39'] -> ((39 / 7) - 6) * 29 base 13
[7725] ['6', '7', '2A', '32'] -> ((32 * 6) - 2A) / 7 base 13
[7726] ['6', '7', '2B', '33'] -> (6 - (2B / 7)) * 33 base 13
[7727] ['6', '7', '2B', '34'] -> 2B - ((34 + 6) / 7) base 13
[7728] ['1', '1', '10', '28'] -> (28 / (1 + 1)) + 10 base 13
[7729] ['1', '7', '1C', '28'] -> ((1 + 28) / 7) + 1C base 13
[7730] ['6', '7', '2C', '32'] -> 2C - ((32 + 7) / 6) base 13
[7731] ['6', '7', '2C', '36'] -> (7 - (2C / 6)) * 36 base 13
[7732] ['6', '7', '30', '38'] -> 30 - ((38 + 7) / 6) base 13
[7733] ['6', '7', '33', '38'] -> ((38 / 7) - 6) * 33 base 13
[7734] ['6', '7', '34', '39'] -> ((34 * 6) - 39) / 7 base 13
[7735] ['6', '7', '36', '37'] -> ((37 / 6) - 7) * 36 base 13
[7736] ['6', '8', '8', '15'] -> (6 - (15 / 8)) * 8 base 13
[7737] ['6', '8', '8', '16'] -> ((8 - 6) * 16) - 8 base 13
[7738] ['6', '8', '9', 'A'] -> (6 + 9) * (A - 8) base 13
[7739] ['6', '8', '9', '14'] -> (14 * 6) - (8 * 9) base 13
[7740] ['1', '7', '1C', '31'] -> (31 / (1 + 7)) + 1C base 13
[7741] ['6', '8', '9', '20'] -> ((20 * 9) + 6) / 8 base 13
[7742] ['6', '8', 'A', '17'] -> ((8 - 6) * 17) - A base 13
[7743] ['6', '8', 'A', '1B'] -> (6 - (1B / 8)) * A base 13
[7744] ['6', '8', 'A', '37'] -> A / (8 - (37 / 6)) base 13
[7745] ['6', '8', 'B', '33'] -> ((33 * 8) - 6) / B base 13
[7746] ['6', '8', 'B', '3A'] -> (3A + B) / (8 - 6) base 13
[7747] ['6', '8', 'C', '15'] -> ((C - 6) * 8) - 15 base 13
[7748] ['6', '8', 'C', '27'] -> (8 - (27 / 6)) * C base 13
[7749] ['6', '8', 'C', '2C'] -> ((2C * 6) + C) / 8 base 13
[7750] ['6', '8', 'C', '33'] -> ((33 * 6) - C) / 8 base 13
[7751] ['1', '7', '20', '21'] -> ((1 + 21) / 7) + 20 base 13
[7752] ['6', '8', 'C', '39'] -> (39 + C) / (8 - 6) base 13
[7753] ['6', '8', '10', '15'] -> ((10 * 15) + 6) / 8 base 13
[7754] ['6', '8', '10', '38'] -> (10 + 38) / (8 - 6) base 13
[7755] ['6', '8', '10', '39'] -> ((39 * 8) + 6) / 10 base 13
[7756] ['6', '8', '11', '19'] -> ((8 - 6) * 19) - 11 base 13
[7757] ['6', '8', '11', '28'] -> ((11 - 6) * 8) - 28 base 13
[7758] ['6', '8', '12', '12'] -> (12 * 8) - (12 * 6) base 13
[7759] ['6', '8', '12', '26'] -> (6 - (26 / 8)) * 12 base 13
[7760] ['6', '8', '12', '2A'] -> (8 - (2A / 6)) * 12 base 13
[7761] ['6', '8', '12', '35'] -> 12 / (6 - (35 / 8)) base 13
[7762] ['1', '7', '20', '26'] -> (26 / (1 + 7)) + 20 base 13
[7763] ['6', '8', '12', '37'] -> ((6 * 8) - 37) * 12 base 13
[7764] ['6', '8', '13', '1A'] -> ((8 - 6) * 1A) - 13 base 13
[7765] ['6', '8', '14', '1B'] -> ((14 - 8) * 6) - 1B base 13
[7766] ['6', '8', '14', '34'] -> (14 + 34) / (8 - 6) base 13
[7767] ['6', '8', '14', '35'] -> ((14 * 8) + 35) / 6 base 13
[7768] ['6', '8', '15', '21'] -> ((15 + 6) / 8) + 21 base 13
[7769] ['6', '8', '15', '23'] -> (23 * 6) - (15 * 8) base 13
[7770] ['6', '8', '15', '24'] -> ((15 - 8) * 6) - 24 base 13
[7771] ['6', '8', '15', '2B'] -> ((2B * 6) + 15) / 8 base 13
[7772] ['6', '8', '15', '2C'] -> (8 - (2C / 6)) * 15 base 13
[7773] ['1', '7', '21', '28'] -> 28 - ((1 + 21) / 7) base 13
[7774] ['6', '8', '15', '33'] -> (15 + 33) / (8 - 6) base 13
[7775] ['6', '8', '15', '34'] -> ((34 * 6) - 15) / 8 base 13
[7776] ['6', '8', '16', '22'] -> ((16 * 8) + 22) / 6 base 13
[7777] ['6', '8', '16', '2A'] -> ((16 - 8) * 6) - 2A base 13
[7778] ['6', '8', '16', '32'] -> (16 + 32) / (8 - 6) base 13
[7779] ['6', '8', '17', '30'] -> (8 - (30 / 6)) * 17 base 13
[7780] ['6', '8', '17', '33'] -> ((17 - 8) * 6) - 33 base 13
[7781] ['6', '8', '17', '35'] -> 17 / (8 - (35 / 6)) base 13
[7782] ['6', '8', '18', '27'] -> (27 * 6) - (18 * 8) base 13
[7783] ['6', '8', '18', '37'] -> ((37 + 8) / 6) + 18 base 13
[7784] ['1', '7', '22', '31'] -> (1 - (7 / 22)) * 31 base 13
[7785] ['6', '8', '18', '39'] -> ((18 - 8) * 6) - 39 base 13
[7786] ['6', '8', '19', '20'] -> ((8 - 6) * 20) - 19 base 13
[7787] ['6', '8', '1A', '28'] -> ((28 + 8) / 6) + 1A base 13
[7788] ['6', '8', '1A', '2B'] -> (1A + 2B) / (8 - 6) base 13
[7789] ['6', '8', '1B', '2C'] -> (6 - (2C / 8)) * 1B base 13
[7790] ['6', '8', '1C', '28'] -> ((28 + 6) / 8) + 1C base 13
[7791] ['6', '8', '1C', '29'] -> (1C + 29) / (8 - 6) base 13
[7792] ['6', '8', '20', '20'] -> ((20 + 6) / 8) + 20 base 13
[7793] ['6', '8', '21', '25'] -> (21 * 8) - (25 * 6) base 13
[7794] ['6', '8', '21', '27'] -> (21 + 27) / (8 - 6) base 13
[7795] ['1', '7', '26', '28'] -> 28 - (26 / (1 + 7)) base 13
[7796] ['6', '8', '21', '2A'] -> ((21 * 8) - 2A) / 6 base 13
[7797] ['6', '8', '21', '32'] -> (32 * 6) - (21 * 8) base 13
[7798] ['6', '8', '22', '22'] -> (22 / (6 + 8)) + 22 base 13
[7799] ['6', '8', '22', '23'] -> ((8 - 6) * 23) - 22 base 13
[7800] ['6', '8', '23', '25'] -> (23 + 25) / (8 - 6) base 13
[7801] ['6', '8', '25', '26'] -> ((8 - 6) * 25) - 26 base 13
[7802] ['6', '8', '27', '30'] -> (27 * 8) - (30 * 6) base 13
[7803] ['6', '8', '28', '29'] -> 29 - ((28 + 6) / 8) base 13
[7804] ['6', '8', '28', '2A'] -> ((28 * 6) + 2A) / 8 base 13
[7805] ['6', '8', '29', '31'] -> ((8 - 6) * 29) - 31 base 13
[7806] ['1', '7', '29', '3A'] -> (1 - (7 / 3A)) * 29 base 13
[7807] ['6', '8', '29', '32'] -> 29 / (8 - (32 / 6)) base 13
[7808] ['6', '8', '2A', '36'] -> 36 / (6 - (2A / 8)) base 13
[7809] ['6', '8', '2A', '37'] -> ((37 * 6) - 2A) / 8 base 13
[7810] ['6', '8', '2B', '35'] -> ((8 - 6) * 2B) - 35 base 13
[7811] ['6', '8', '2C', '37'] -> ((8 - 6) * 2C) - 37 base 13
[7812] ['6', '8', '30', '36'] -> 36 / (8 - (30 / 6)) base 13
[7813] ['6', '8', '30', '37'] -> 30 - ((37 + 8) / 6) base 13
[7814] ['6', '8', '30', '38'] -> (30 * 8) - (38 * 6) base 13
[7815] ['6', '8', '30', '39'] -> ((8 - 6) * 30) - 39 base 13
[7816] ['6', '8', '31', '31'] -> 31 / (8 - (31 / 6)) base 13
[7817] ['1', '7', '2A', '39'] -> 2A - (39 / (1 + 7)) base 13
[7818] ['6', '8', '31', '33'] -> (6 - (33 / 8)) * 31 base 13
[7819] ['6', '8', '33', '38'] -> ((38 * 6) - 33) / 8 base 13
[7820] ['6', '8', '34', '39'] -> (6 - (34 / 8)) * 39 base 13
[7821] ['6', '8', '35', '36'] -> (8 - (35 / 6)) * 36 base 13
[7822] ['6', '8', '39', '39'] -> ((39 * 6) - 39) / 8 base 13
[7823] ['6', '9', '9', '18'] -> ((18 * 9) - 9) / 6 base 13
[7824] ['6', '9', '9', '28'] -> (9 - (28 / 6)) * 9 base 13
[7825] ['6', '9', 'B', '1B'] -> ((1B * B) + 6) / 9 base 13
[7826] ['6', '9', 'B', '2A'] -> ((2A * 9) + 6) / B base 13
[7827] ['6', '9', 'C', '10'] -> (9 * C) - (10 * 6) base 13
[7828] ['1', '7', '2B', '2B'] -> (1 - (7 / 2B)) * 2B base 13
[7829] ['6', '9', 'C', '34'] -> ((34 * 6) + C) / 9 base 13
[7830] ['6', '9', 'C', '38'] -> ((38 * 6) - C) / 9 base 13
[7831] ['6', '9', '10', '35'] -> ((35 * 9) - 6) / 10 base 13
[7832] ['6', '9', '11', '20'] -> (20 * 6) - (11 * 9) base 13
[7833] ['6', '9', '11', '37'] -> ((37 * 9) + 6) / 11 base 13
[7834] ['6', '9', '12', '12'] -> ((9 - 6) * 12) - 12 base 13
[7835] ['6', '9', '12', '20'] -> ((12 + 9) / 6) + 20 base 13
[7836] ['6', '9', '12', '28'] -> 28 - ((12 + 9) / 6) base 13
[7837] ['6', '9', '13', '16'] -> (13 * 9) - (16 * 6) base 13
[7838] ['6', '9', '14', '15'] -> ((14 - 9) * 6) - 15 base 13
[7839] ['1', '1', '10', '38'] -> (10 + 38) / (1 + 1) base 13
[7840] ['1', '7', '2B', '39'] -> 2B - ((1 + 39) / 7) base 13
[7841] ['6', '9', '14', '16'] -> (16 - 14) * (6 + 9) base 13
[7842] ['6', '9', '15', '30'] -> (6 - (30 / 9)) * 15 base 13
[7843] ['6', '9', '15', '35'] -> (9 - (35 / 6)) * 15 base 13
[7844] ['6', '9', '16', '18'] -> (18 - 16) * (6 + 9) base 13
[7845] ['6', '9', '16', '21'] -> ((9 - 6) * 16) - 21 base 13
[7846] ['6', '9', '16', '24'] -> ((16 - 9) * 6) - 24 base 13
[7847] ['6', '9', '17', '19'] -> (19 - 17) * (6 + 9) base 13
[7848] ['6', '9', '17', '36'] -> (9 - (36 / 6)) * 17 base 13
[7849] ['6', '9', '17', '39'] -> 17 / (6 - (39 / 9)) base 13
[7850] ['6', '9', '19', '22'] -> (19 * 9) - (22 * 6) base 13
[7851] ['1', '8', '8', '19'] -> ((19 / 8) + 1) * 8 base 13
[7852] ['6', '9', '19', '2C'] -> (2C * 6) - (19 * 9) base 13
[7853] ['6', '9', '19', '30'] -> ((30 + 9) / 6) + 19 base 13
[7854] ['6', '9', '19', '39'] -> ((19 - 9) * 6) - 39 base 13
[7855] ['6', '9', '1A', '1C'] -> (1C - 1A) * (6 + 9) base 13
[7856] ['6', '9', '1A', '30'] -> ((9 - 6) * 1A) - 30 base 13
[7857] ['6', '9', '1B', '20'] -> (20 - 1B) * (6 + 9) base 13
[7858] ['6', '9', '1B', '21'] -> ((21 + 9) / 6) + 1B base 13
[7859] ['6', '9', '1B', '25'] -> (1B * 9) - (25 * 6) base 13
[7860] ['6', '9', '1B', '33'] -> ((9 - 6) * 1B) - 33 base 13
[7861] ['6', '9', '1B', '3A'] -> ((3A * 6) - 1B) / 9 base 13
[7862] ['1', '8', '8', '20'] -> ((8 - 1) * 8) - 20 base 13
[7863] ['6', '9', '1C', '21'] -> (21 - 1C) * (6 + 9) base 13
[7864] ['6', '9', '20', '22'] -> (22 - 20) * (6 + 9) base 13
[7865] ['6', '9', '20', '28'] -> (20 * 9) - (28 * 6) base 13
[7866] ['6', '9', '20', '35'] -> (35 * 6) - (20 * 9) base 13
[7867] ['6', '9', '20', '39'] -> ((9 - 6) * 20) - 39 base 13
[7868] ['6', '9', '21', '23'] -> (23 - 21) * (6 + 9) base 13
[7869] ['6', '9', '21', '35'] -> (6 - (35 / 9)) * 21 base 13
[7870] ['6', '9', '21', '36'] -> (36 / (6 + 9)) + 21 base 13
[7871] ['6', '9', '22', '2B'] -> (22 * 9) - (2B * 6) base 13
[7872] ['6', '9', '22', '38'] -> (38 * 6) - (22 * 9) base 13
[7873] ['1', '8', '8', '2C'] -> ((2C / 8) - 1) * 8 base 13
[7874] ['6', '9', '23', '25'] -> (25 - 23) * (6 + 9) base 13
[7875] ['6', '9', '25', '27'] -> (27 - 25) * (6 + 9) base 13
[7876] ['6', '9', '26', '28'] -> (28 - 26) * (6 + 9) base 13
[7877] ['6', '9', '26', '34'] -> (26 * 9) - (34 * 6) base 13
[7878] ['6', '9', '27', '29'] -> (29 - 27) * (6 + 9) base 13
[7879] ['6', '9', '27', '36'] -> 27 - (36 / (6 + 9)) base 13
[7880] ['6', '9', '28', '2A'] -> (2A - 28) * (6 + 9) base 13
[7881] ['6', '9', '28', '37'] -> (28 * 9) - (37 * 6) base 13
[7882] ['6', '9', '29', '2B'] -> (2B - 29) * (6 + 9) base 13
[7883] ['6', '9', '29', '38'] -> 29 / (9 - (38 / 6)) base 13
[7884] ['1', '8', '8', '33'] -> ((1 + 8) * 8) - 33 base 13
[7885] ['6', '9', '2A', '2C'] -> (2C - 2A) * (6 + 9) base 13
[7886] ['6', '9', '2A', '30'] -> ((30 * 6) + 2A) / 9 base 13
[7887] ['6', '9', '2B', '30'] -> (30 - 2B) * (6 + 9) base 13
[7888] ['6', '9', '2B', '39'] -> ((2B * 6) + 39) / 9 base 13
[7889] ['6', '9', '2C', '30'] -> 2C - ((30 + 9) / 6) base 13
[7890] ['6', '9', '2C', '31'] -> (31 - 2C) * (6 + 9) base 13
[7891] ['6', '9', '30', '32'] -> (32 - 30) * (6 + 9) base 13
[7892] ['6', '9', '31', '37'] -> 31 / (9 - (37 / 6)) base 13
[7893] ['6', '9', '32', '3A'] -> (32 + 3A) / (9 - 6) base 13
[7894] ['6', '9', '34', '36'] -> (36 - 34) * (6 + 9) base 13
[7895] ['1', '8', '9', 'B'] -> (1 + 9) * (B - 8) base 13
[7896] ['6', '9', '36', '38'] -> (38 - 36) * (6 + 9) base 13
[7897] ['6', '9', '36', '39'] -> (6 - (39 / 9)) * 36 base 13
[7898] ['6', '9', '38', '3A'] -> (3A - 38) * (6 + 9) base 13
[7899] ['6', 'A', 'A', 'A'] -> ((A - 6) * A) - A base 13
[7900] ['6', 'A', 'A', '14'] -> ((14 * A) + A) / 6 base 13
[7901] ['6', 'A', 'A', '33'] -> (A - (33 / 6)) * A base 13
[7902] ['6', 'A', 'B', '27'] -> (6 - (27 / B)) * A base 13
[7903] ['6', 'A', 'B', '39'] -> (B - (39 / 6)) * A base 13
[7904] ['6', 'A', 'C', '2A'] -> (6 - (2A / C)) * A base 13
[7905] ['6', 'A', 'C', '36'] -> (A - (36 / 6)) * C base 13
[7906] ['1', '8', '9', '27'] -> ((8 - 1) * 9) - 27 base 13
[7907] ['6', 'A', '10', '31'] -> ((10 - 6) * A) - 31 base 13
[7908] ['6', 'A', '11', '18'] -> ((11 * 18) + 6) / A base 13
[7909] ['6', 'A', '11', '28'] -> 28 - ((11 + A) / 6) base 13
[7910] ['6', 'A', '11', '33'] -> (6 - (33 / 11)) * A base 13
[7911] ['6', 'A', '12', '31'] -> (6 - (31 / A)) * 12 base 13
[7912] ['6', 'A', '12', '39'] -> (A - (39 / 6)) * 12 base 13
[7913] ['6', 'A', '13', '17'] -> ((13 * A) + 17) / 6 base 13
[7914] ['6', 'A', '13', '39'] -> (6 - (39 / 13)) * A base 13
[7915] ['6', 'A', '14', '2C'] -> ((A - 6) * 14) - 2C base 13
[7916] ['6', 'A', '15', '15'] -> ((15 - A) * 6) - 15 base 13
[7917] ['1', '8', '9', '28'] -> ((9 - 1) * 8) - 28 base 13
[7918] ['6', 'A', '15', '29'] -> (29 * 6) - (15 * A) base 13
[7919] ['6', 'A', '15', '33'] -> ((A - 6) * 15) - 33 base 13
[7920] ['6', 'A', '15', '38'] -> ((38 * 6) + 15) / A base 13
[7921] ['6', 'A', '16', '37'] -> ((A - 6) * 16) - 37 base 13
[7922] ['6', 'A', '17', '17'] -> ((17 * A) - 17) / 6 base 13
[7923] ['6', 'A', '17', '36'] -> (6 - (36 / A)) * 17 base 13
[7924] ['6', 'A', '18', '31'] -> (31 * 6) - (18 * A) base 13
[7925] ['6', 'A', '18', '35'] -> ((35 + A) / 6) + 18 base 13
[7926] ['6', 'A', '19', '2C'] -> ((2C + A) / 6) + 19 base 13
[7927] ['6', 'A', '19', '33'] -> ((19 - A) * 6) - 33 base 13
[7928] ['1', '8', 'A', '11'] -> (1 + 11) * (A - 8) base 13
[7929] ['6', 'A', '1A', '39'] -> ((1A - A) * 6) - 39 base 13
[7930] ['6', 'A', '1B', '29'] -> (1B * A) - (29 * 6) base 13
[7931] ['6', 'A', '1C', '35'] -> ((35 + 6) / A) + 1C base 13
[7932] ['6', 'A', '1C', '39'] -> (6 - (39 / A)) * 1C base 13
[7933] ['6', 'A', '21', '31'] -> (21 * A) - (31 * 6) base 13
[7934] ['6', 'A', '21', '39'] -> (39 / (6 + A)) + 21 base 13
[7935] ['6', 'A', '22', '26'] -> (26 / (6 + A)) + 22 base 13
[7936] ['6', 'A', '26', '26'] -> 26 - (26 / (6 + A)) base 13
[7937] ['6', 'A', '27', '3A'] -> 27 / (6 - (3A / A)) base 13
[7938] ['6', 'A', '2A', '35'] -> ((35 * 6) + 2A) / A base 13
[7939] ['1', '8', 'A', '31'] -> ((8 - 1) * A) - 31 base 13
[7940] ['6', 'A', '2A', '39'] -> 2A / (6 - (39 / A)) base 13
[7941] ['6', 'A', '2C', '2C'] -> 2C - ((2C + A) / 6) base 13
[7942] ['6', 'A', '30', '38'] -> 30 / (6 - (38 / A)) base 13
[7943] ['6', 'A', '33', '34'] -> ((34 * 6) + 33) / A base 13
[7944] ['6', 'A', '33', '37'] -> 33 / (6 - (37 / A)) base 13
[7945] ['6', 'A', '35', '39'] -> 39 / (6 - (35 / A)) base 13
[7946] ['6', 'B', 'C', '24'] -> ((B - 6) * C) - 24 base 13
[7947] ['6', 'B', '10', '10'] -> ((10 * 10) + B) / 6 base 13
[7948] ['6', 'B', '10', '29'] -> ((B - 6) * 10) - 29 base 13
[7949] ['6', 'B', '10', '38'] -> ((10 - 6) * B) - 38 base 13
[7950] ['1', '1', '11', '19'] -> ((1 + 1) * 19) - 11 base 13
[7951] ['1', '8', 'A', '33'] -> ((A - 1) * 8) - 33 base 13
[7952] ['6', 'B', '11', '20'] -> ((11 * B) + 20) / 6 base 13
[7953] ['6', 'B', '11', '31'] -> ((B - 6) * 11) - 31 base 13
