[1] ['1', '1', '1', 'C'] -> (1 + 1 + 1) * C base 16
[5129] ['1', '1', '6', '27'] -> 27 - (6 / (1 + 1)) base 16
[5130] ['1', '3', '1C', '1D'] -> (1C / (1 + 3)) + 1D base 16
[5131] ['3', 'C', '27', '31'] -> 27 / ((31 / C) - 3) base 16
[5132] ['3', 'C', '28', '2D'] -> 28 - ((2D + 3) / C) base 16
[5133] ['3', 'C', '2D', '30'] -> ((2D / C) - 3) * 30 base 16
[5134] ['3', 'D', 'D', '12'] -> (3 - (D / D)) * 12 base 16
[5135] ['3', 'D', 'D', '2A'] -> ((D + D) * 3) - 2A base 16
[5136] ['3', 'D', 'E', 'E'] -> (D - (E / E)) * 3 base 16
[5137] ['3', 'D', 'E', '1A'] -> (E - (1A / D)) * 3 base 16
[5138] ['3', 'D', 'F', '30'] -> ((D + F) * 3) - 30 base 16
[5139] ['3', 'D', '10', '10'] -> (D - (10 / 10)) * 3 base 16
[5140] ['3', 'D', '10', '2F'] -> ((2F + D) / 3) + 10 base 16
[5141] ['1', '3', '1C', '25'] -> (1 + 3) * (25 - 1C) base 16
[5142] ['3', 'D', '11', '11'] -> (D - (11 / 11)) * 3 base 16
[5143] ['3', 'D', '11', '1A'] -> ((11 + D) / 3) + 1A base 16
[5144] ['3', 'D', '11', '2C'] -> ((2C + D) / 3) + 11 base 16
[5145] ['3', 'D', '11', '2E'] -> 2E - ((11 + D) / 3) base 16
[5146] ['3', 'D', '12', '21'] -> (D - (21 / 3)) * 12 base 16
[5147] ['3', 'D', '12', '25'] -> ((3 * D) - 25) * 12 base 16
[5148] ['3', 'D', '12', '2D'] -> ((2D / 3) - D) * 12 base 16
[5149] ['3', 'D', '13', '13'] -> (D - (13 / 13)) * 3 base 16
[5150] ['3', 'D', '14', '14'] -> (D - (14 / 14)) * 3 base 16
[5151] ['3', 'D', '14', '19'] -> ((14 + D) / 3) + 19 base 16
[5152] ['1', '3', '1C', '2B'] -> 2B - (1C / (1 + 3)) base 16
[5153] ['3', 'D', '14', '23'] -> ((23 + D) / 3) + 14 base 16
[5154] ['3', 'D', '14', '2F'] -> 2F - ((14 + D) / 3) base 16
[5155] ['3', 'D', '14', '31'] -> ((14 + 31) / 3) + D base 16
[5156] ['3', 'D', '15', '15'] -> (D - (15 / 15)) * 3 base 16
[5157] ['3', 'D', '15', '30'] -> ((15 + 30) / 3) + D base 16
[5158] ['3', 'D', '16', '16'] -> (D - (16 / 16)) * 3 base 16
[5159] ['3', 'D', '16', '1D'] -> ((1D + D) / 3) + 16 base 16
[5160] ['3', 'D', '17', '22'] -> ((17 + 3) / D) + 22 base 16
[5161] ['3', 'D', '17', '26'] -> 26 - ((17 + 3) / D) base 16
[5162] ['3', 'D', '18', '21'] -> ((21 - D) * 3) - 18 base 16
[5163] ['1', '3', '1C', '2C'] -> (1C + 2C) / (3 - 1) base 16
[5164] ['3', 'D', '18', '25'] -> 18 / (D - (25 / 3)) base 16
[5165] ['3', 'D', '18', '2D'] -> ((18 + 2D) / 3) + D base 16
[5166] ['3', 'D', '19', '19'] -> (D - (19 / 19)) * 3 base 16
[5167] ['3', 'D', '19', '2C'] -> ((19 + 2C) / 3) + D base 16
[5168] ['3', 'D', '1B', '1B'] -> (D - (1B / 1B)) * 3 base 16
[5169] ['3', 'D', '1B', '22'] -> ((22 - D) * 3) - 1B base 16
[5170] ['3', 'D', '1B', '23'] -> (D - (23 / 3)) * 1B base 16
[5171] ['3', 'D', '1B', '2A'] -> ((1B + 2A) / 3) + D base 16
[5172] ['3', 'D', '1B', '2B'] -> ((2B / 3) - D) * 1B base 16
[5173] ['3', 'D', '1C', '1C'] -> (D - (1C / 1C)) * 3 base 16
[5174] ['1', '3', '1D', '26'] -> (1 + 3) * (26 - 1D) base 16
[5175] ['3', 'D', '1D', '1D'] -> (D - (1D / 1D)) * 3 base 16
[5176] ['3', 'D', '1D', '28'] -> ((1D + 28) / 3) + D base 16
[5177] ['3', 'D', '1E', '1E'] -> (D - (1E / 1E)) * 3 base 16
[5178] ['3', 'D', '1E', '23'] -> ((23 - D) * 3) - 1E base 16
[5179] ['3', 'D', '1F', '1F'] -> (D - (1F / 1F)) * 3 base 16
[5180] ['3', 'D', '1F', '26'] -> ((1F + 26) / 3) + D base 16
[5181] ['3', 'D', '20', '20'] -> (D - (20 / 20)) * 3 base 16
[5182] ['3', 'D', '20', '22'] -> (20 / (3 + D)) + 22 base 16
[5183] ['3', 'D', '20', '25'] -> ((20 + 25) / 3) + D base 16
[5184] ['3', 'D', '20', '26'] -> 26 - (20 / (3 + D)) base 16
[5185] ['1', '3', '1D', '2B'] -> (1D + 2B) / (3 - 1) base 16
[5186] ['3', 'D', '20', '31'] -> ((3 + 31) / D) + 20 base 16
[5187] ['3', 'D', '21', '21'] -> (D - (21 / 21)) * 3 base 16
[5188] ['3', 'D', '22', '22'] -> (D - (22 / 22)) * 3 base 16
[5189] ['3', 'D', '23', '23'] -> (D - (23 / 23)) * 3 base 16
[5190] ['3', 'D', '23', '30'] -> 30 / (D - (23 / 3)) base 16
[5191] ['3', 'D', '25', '25'] -> (D - (25 / 25)) * 3 base 16
[5192] ['3', 'D', '26', '26'] -> (D - (26 / 26)) * 3 base 16
[5193] ['3', 'D', '27', '27'] -> (D - (27 / 27)) * 3 base 16
[5194] ['3', 'D', '28', '31'] -> 28 - ((3 + 31) / D) base 16
[5195] ['3', 'D', '29', '29'] -> (D - (29 / 29)) * 3 base 16
[5196] ['1', '3', '1D', '2E'] -> 2E - ((1 + 1D) / 3) base 16
[5197] ['3', 'D', '29', '30'] -> ((29 - D) * 3) - 30 base 16
[5198] ['3', 'D', '2A', '2A'] -> (D - (2A / 2A)) * 3 base 16
[5199] ['3', 'D', '2B', '2B'] -> (D - (2B / 2B)) * 3 base 16
[5200] ['3', 'D', '2B', '30'] -> 30 / ((2B / 3) - D) base 16
[5201] ['3', 'D', '2C', '2C'] -> (D - (2C / 2C)) * 3 base 16
[5202] ['3', 'D', '2D', '2D'] -> (D - (2D / 2D)) * 3 base 16
[5203] ['3', 'D', '2E', '2E'] -> (D - (2E / 2E)) * 3 base 16
[5204] ['3', 'D', '2F', '2F'] -> (D - (2F / 2F)) * 3 base 16
[5205] ['3', 'D', '30', '30'] -> (D - (30 / 30)) * 3 base 16
[5206] ['3', 'D', '31', '31'] -> (D - (31 / 31)) * 3 base 16
[5207] ['1', '3', '1D', '30'] -> ((1D - 1) * 3) - 30 base 16
[5208] ['3', 'E', 'E', '12'] -> (3 - (E / E)) * 12 base 16
[5209] ['3', 'E', 'E', '1C'] -> (E - (1C / E)) * 3 base 16
[5210] ['3', 'E', 'E', '30'] -> ((E + E) * 3) - 30 base 16
[5211] ['3', 'E', 'F', '10'] -> (10 - E) * (3 + F) base 16
[5212] ['3', 'E', 'F', '1E'] -> (E - (1E / F)) * 3 base 16
[5213] ['3', 'E', 'F', '1F'] -> ((1F - E) * 3) - F base 16
[5214] ['3', 'E', 'F', '23'] -> (3 - (F / 23)) * E base 16
[5215] ['3', 'E', 'F', '31'] -> ((31 + E) / 3) + F base 16
[5216] ['3', 'E', '10', '20'] -> (E - (20 / 10)) * 3 base 16
[5217] ['3', 'E', '11', '22'] -> (E - (22 / 11)) * 3 base 16
[5218] ['1', '3', '1E', '21'] -> ((3 - 1) * 21) - 1E base 16
[5219] ['3', 'E', '11', '31'] -> ((11 + 31) / 3) + E base 16
[5220] ['3', 'E', '12', '2A'] -> (3 - (12 / 2A)) * E base 16
[5221] ['3', 'E', '12', '2F'] -> E / (3 - (2F / 12)) base 16
[5222] ['3', 'E', '12', '31'] -> 12 / ((31 / E) - 3) base 16
[5223] ['3', 'E', '13', '25'] -> ((25 + E) / 3) + 13 base 16
[5224] ['3', 'E', '14', '28'] -> (E - (28 / 14)) * 3 base 16
[5225] ['3', 'E', '15', '18'] -> (3 - (15 / E)) * 18 base 16
[5226] ['3', 'E', '15', '1F'] -> ((1F + E) / 3) + 15 base 16
[5227] ['3', 'E', '15', '21'] -> ((21 - E) * 3) - 15 base 16
[5228] ['3', 'E', '15', '2A'] -> (E - (2A / 15)) * 3 base 16
[5229] ['1', '3', '1E', '27'] -> (1 + 3) * (27 - 1E) base 16
[5230] ['3', 'E', '15', '2D'] -> ((15 + 2D) / 3) + E base 16
[5231] ['3', 'E', '15', '31'] -> (3 - (15 / 31)) * E base 16
[5232] ['3', 'E', '17', '2B'] -> ((17 + 2B) / 3) + E base 16
[5233] ['3', 'E', '17', '2E'] -> (E - (2E / 17)) * 3 base 16
[5234] ['3', 'E', '18', '22'] -> ((22 - E) * 3) - 18 base 16
[5235] ['3', 'E', '18', '28'] -> 18 / (E - (28 / 3)) base 16
[5236] ['3', 'E', '18', '2C'] -> 18 / ((2C / 3) - E) base 16
[5237] ['3', 'E', '18', '30'] -> (E - (30 / 18)) * 3 base 16
[5238] ['3', 'E', '19', '22'] -> ((19 + 3) / E) + 22 base 16
[5239] ['3', 'E', '19', '26'] -> 26 - ((19 + 3) / E) base 16
[5240] ['1', '1', '6', '30'] -> 30 - ((1 + 1) * 6) base 16
[5241] ['1', '3', '1E', '28'] -> (1 - (3 / 1E)) * 28 base 16
[5242] ['3', 'E', '19', '29'] -> ((19 + 29) / 3) + E base 16
[5243] ['3', 'E', '19', '31'] -> 31 - ((19 + E) / 3) base 16
[5244] ['3', 'E', '1B', '23'] -> ((23 - E) * 3) - 1B base 16
[5245] ['3', 'E', '1B', '26'] -> (E - (26 / 3)) * 1B base 16
[5246] ['3', 'E', '1B', '27'] -> ((1B + 27) / 3) + E base 16
[5247] ['3', 'E', '1F', '23'] -> ((1F + 23) / 3) + E base 16
[5248] ['3', 'E', '21', '25'] -> ((25 - E) * 3) - 21 base 16
[5249] ['3', 'E', '22', '22'] -> (22 / (3 + E)) + 22 base 16
[5250] ['3', 'E', '22', '26'] -> 26 - (22 / (3 + E)) base 16
[5251] ['3', 'F', 'F', '11'] -> (11 - F) * (3 + F) base 16
[5252] ['1', '3', '1F', '28'] -> (1 + 3) * (28 - 1F) base 16
[5253] ['3', 'F', 'F', '19'] -> (3 - (F / 19)) * F base 16
[5254] ['3', 'F', 'F', '30'] -> ((30 + F) / 3) + F base 16
[5255] ['3', 'F', '10', '2D'] -> ((2D + F) / 3) + 10 base 16
[5256] ['3', 'F', '11', '11'] -> (3 - (F / 11)) * 11 base 16
[5257] ['3', 'F', '11', '13'] -> (13 - 11) * (3 + F) base 16
[5258] ['3', 'F', '11', '2E'] -> ((11 + 2E) / 3) + F base 16
[5259] ['3', 'F', '13', '15'] -> (15 - 13) * (3 + F) base 16
[5260] ['3', 'F', '13', '2C'] -> ((13 + 2C) / 3) + F base 16
[5261] ['3', 'F', '14', '16'] -> (16 - 14) * (3 + F) base 16
[5262] ['3', 'F', '14', '21'] -> ((21 + F) / 3) + 14 base 16
[5263] ['1', '3', '1F', '29'] -> (1F + 29) / (3 - 1) base 16
[5264] ['3', 'F', '14', '25'] -> ((25 - 14) * 3) - F base 16
[5265] ['3', 'F', '14', '2B'] -> ((14 + 2B) / 3) + F base 16
[5266] ['3', 'F', '15', '17'] -> (17 - 15) * (3 + F) base 16
[5267] ['3', 'F', '15', '23'] -> (3 - (15 / 23)) * F base 16
[5268] ['3', 'F', '16', '18'] -> (18 - 16) * (3 + F) base 16
[5269] ['3', 'F', '16', '1B'] -> ((1B + F) / 3) + 16 base 16
[5270] ['3', 'F', '16', '27'] -> ((27 - 16) * 3) - F base 16
[5271] ['3', 'F', '16', '29'] -> ((16 + 29) / 3) + F base 16
[5272] ['3', 'F', '17', '18'] -> ((18 + F) / 3) + 17 base 16
[5273] ['3', 'F', '18', '1A'] -> (1A - 18) * (3 + F) base 16
[5274] ['1', '3', '20', '22'] -> ((3 - 1) * 22) - 20 base 16
[5275] ['3', 'F', '18', '28'] -> (3 - (18 / 28)) * F base 16
[5276] ['3', 'F', '18', '29'] -> ((29 - 18) * 3) - F base 16
[5277] ['3', 'F', '18', '2F'] -> 18 / ((2F / 3) - F) base 16
[5278] ['3', 'F', '18', '31'] -> 31 - ((18 + F) / 3) base 16
[5279] ['3', 'F', '19', '26'] -> ((19 + 26) / 3) + F base 16
[5280] ['3', 'F', '19', '2A'] -> ((2A - 19) * 3) - F base 16
[5281] ['3', 'F', '1A', '25'] -> ((1A + 25) / 3) + F base 16
[5282] ['3', 'F', '1A', '2B'] -> ((2B - 1A) * 3) - F base 16
[5283] ['3', 'F', '1B', '1D'] -> (1D - 1B) * (3 + F) base 16
[5284] ['3', 'F', '1B', '26'] -> 26 - ((1B + 3) / F) base 16
[5285] ['1', '3', '20', '28'] -> (20 + 28) / (3 - 1) base 16
[5286] ['3', 'F', '1B', '29'] -> (F - (29 / 3)) * 1B base 16
[5287] ['3', 'F', '1B', '2C'] -> ((2C - 1B) * 3) - F base 16
[5288] ['3', 'F', '1B', '31'] -> ((31 / 3) - F) * 1B base 16
[5289] ['3', 'F', '1C', '1E'] -> (1E - 1C) * (3 + F) base 16
[5290] ['3', 'F', '1C', '2D'] -> ((2D - 1C) * 3) - F base 16
[5291] ['3', 'F', '1D', '1F'] -> (1F - 1D) * (3 + F) base 16
[5292] ['3', 'F', '1D', '22'] -> ((1D + 22) / 3) + F base 16
[5293] ['3', 'F', '1D', '2E'] -> ((2E - 1D) * 3) - F base 16
[5294] ['3', 'F', '1E', '20'] -> (20 - 1E) * (3 + F) base 16
[5295] ['3', 'F', '1E', '2F'] -> ((2F - 1E) * 3) - F base 16
[5296] ['1', '3', '20', '29'] -> (1 + 3) * (29 - 20) base 16
[5297] ['3', 'F', '1F', '20'] -> ((1F + 20) / 3) + F base 16
[5298] ['3', 'F', '1F', '21'] -> (21 - 1F) * (3 + F) base 16
[5299] ['3', 'F', '1F', '30'] -> ((30 - 1F) * 3) - F base 16
[5300] ['3', 'F', '20', '22'] -> (22 - 20) * (3 + F) base 16
[5301] ['3', 'F', '21', '23'] -> (23 - 21) * (3 + F) base 16
[5302] ['3', 'F', '21', '2D'] -> (3 - (21 / F)) * 2D base 16
[5303] ['3', 'F', '23', '25'] -> (25 - 23) * (3 + F) base 16
[5304] ['3', 'F', '25', '27'] -> (27 - 25) * (3 + F) base 16
[5305] ['3', 'F', '26', '28'] -> (28 - 26) * (3 + F) base 16
[5306] ['3', 'F', '27', '28'] -> ((28 - F) * 3) - 27 base 16
[5307] ['1', '3', '20', '2F'] -> 2F - ((1 + 20) / 3) base 16
[5308] ['3', 'F', '27', '29'] -> (29 - 27) * (3 + F) base 16
[5309] ['3', 'F', '28', '2A'] -> (2A - 28) * (3 + F) base 16
[5310] ['3', 'F', '29', '2A'] -> ((29 - F) * 3) - 2A base 16
[5311] ['3', 'F', '29', '2B'] -> (2B - 29) * (3 + F) base 16
[5312] ['3', 'F', '2A', '2C'] -> (2C - 2A) * (3 + F) base 16
[5313] ['3', 'F', '2B', '2D'] -> (2D - 2B) * (3 + F) base 16
[5314] ['3', 'F', '2B', '30'] -> ((2B - F) * 3) - 30 base 16
[5315] ['3', 'F', '2C', '2E'] -> (2E - 2C) * (3 + F) base 16
[5316] ['3', 'F', '2D', '2F'] -> (2F - 2D) * (3 + F) base 16
[5317] ['3', 'F', '2E', '30'] -> (3 + F) * (30 - 2E) base 16
[5318] ['1', '3', '21', '21'] -> ((3 / 21) + 1) * 21 base 16
[5319] ['3', 'F', '2F', '31'] -> (3 + F) * (31 - 2F) base 16
[5320] ['3', 'F', '30', '31'] -> 30 / ((31 / 3) - F) base 16
[5321] ['3', '10', '10', '12'] -> (3 - (10 / 10)) * 12 base 16
[5322] ['3', '10', '11', '19'] -> ((10 + 11) / 3) + 19 base 16
[5323] ['3', '10', '11', '29'] -> ((10 + 29) / 3) + 11 base 16
[5324] ['3', '10', '11', '2B'] -> ((11 + 2B) / 3) + 10 base 16
[5325] ['3', '10', '11', '2F'] -> 2F - ((10 + 11) / 3) base 16
[5326] ['3', '10', '12', '28'] -> 12 / (3 - (28 / 10)) base 16
[5327] ['3', '10', '13', '29'] -> ((13 + 29) / 3) + 10 base 16
[5328] ['3', '10', '15', '1D'] -> ((10 + 1D) / 3) + 15 base 16
[5329] ['1', '3', '21', '27'] -> (21 + 27) / (3 - 1) base 16
[5330] ['3', '10', '15', '23'] -> ((23 - 10) * 3) - 15 base 16
[5331] ['3', '10', '15', '27'] -> ((15 + 27) / 3) + 10 base 16
[5332] ['3', '10', '17', '17'] -> ((10 + 17) / 3) + 17 base 16
[5333] ['3', '10', '17', '25'] -> ((17 + 25) / 3) + 10 base 16
[5334] ['3', '10', '18', '18'] -> (3 - (18 / 10)) * 18 base 16
[5335] ['3', '10', '18', '2E'] -> 18 / (10 - (2E / 3)) base 16
[5336] ['3', '10', '19', '23'] -> ((19 + 23) / 3) + 10 base 16
[5337] ['3', '10', '1B', '21'] -> ((1B + 21) / 3) + 10 base 16
[5338] ['3', '10', '1B', '25'] -> ((25 - 10) * 3) - 1B base 16
[5339] ['3', '10', '1D', '1F'] -> ((1D + 1F) / 3) + 10 base 16
[5340] ['1', '3', '21', '2A'] -> (1 + 3) * (2A - 21) base 16
[5341] ['3', '10', '1D', '22'] -> ((1D + 3) / 10) + 22 base 16
[5342] ['3', '10', '1D', '26'] -> 26 - ((1D + 3) / 10) base 16
[5343] ['3', '10', '26', '26'] -> 26 - (26 / (10 + 3)) base 16
[5344] ['3', '10', '27', '29'] -> ((29 - 10) * 3) - 27 base 16
[5345] ['3', '11', '11', '12'] -> (3 - (11 / 11)) * 12 base 16
[5346] ['3', '11', '12', '2D'] -> (11 - (2D / 3)) * 12 base 16
[5347] ['3', '11', '12', '31'] -> ((11 * 3) - 31) * 12 base 16
[5348] ['3', '11', '14', '1F'] -> ((11 + 1F) / 3) + 14 base 16
[5349] ['3', '11', '15', '1C'] -> ((11 + 1C) / 3) + 15 base 16
[5350] ['3', '11', '16', '17'] -> ((11 + 16) / 3) + 17 base 16
[5351] ['1', '1', '7', 'B'] -> (1 + 1) * (7 + B) base 16
[5352] ['1', '3', '22', '23'] -> ((3 - 1) * 23) - 22 base 16
[5353] ['3', '11', '16', '23'] -> ((16 + 23) / 3) + 11 base 16
[5354] ['3', '11', '16', '31'] -> 31 - ((11 + 16) / 3) base 16
[5355] ['3', '11', '18', '21'] -> ((18 + 21) / 3) + 11 base 16
[5356] ['3', '11', '18', '25'] -> ((25 - 11) * 3) - 18 base 16
[5357] ['3', '11', '18', '31'] -> 18 / (11 - (31 / 3)) base 16
[5358] ['3', '11', '19', '20'] -> ((19 + 20) / 3) + 11 base 16
[5359] ['3', '11', '1B', '1E'] -> ((1B + 1E) / 3) + 11 base 16
[5360] ['3', '11', '1B', '26'] -> ((26 - 11) * 3) - 1B base 16
[5361] ['3', '11', '1B', '2F'] -> (11 - (2F / 3)) * 1B base 16
[5362] ['3', '11', '1C', '1D'] -> ((1C + 1D) / 3) + 11 base 16
[5363] ['1', '3', '22', '26'] -> (22 + 26) / (3 - 1) base 16
[5364] ['3', '11', '1E', '27'] -> ((27 - 11) * 3) - 1E base 16
[5365] ['3', '11', '1F', '26'] -> 26 - ((1F + 3) / 11) base 16
[5366] ['3', '11', '21', '22'] -> (3 - (21 / 11)) * 22 base 16
[5367] ['3', '11', '21', '28'] -> ((28 - 11) * 3) - 21 base 16
[5368] ['3', '11', '22', '28'] -> (28 / (11 + 3)) + 22 base 16
[5369] ['3', '11', '26', '28'] -> 26 - (28 / (11 + 3)) base 16
[5370] ['3', '11', '2A', '2B'] -> ((2B - 11) * 3) - 2A base 16
[5371] ['3', '11', '2D', '30'] -> ((2D - 11) * 3) - 30 base 16
[5372] ['3', '11', '2F', '30'] -> 30 / (11 - (2F / 3)) base 16
[5373] ['3', '12', '12', '12'] -> (3 - (12 / 12)) * 12 base 16
[5374] ['1', '3', '22', '2B'] -> (1 + 3) * (2B - 22) base 16
[5375] ['3', '12', '12', '2D'] -> 12 / (3 - (2D / 12)) base 16
[5376] ['3', '12', '13', '13'] -> (3 - (13 / 13)) * 12 base 16
[5377] ['3', '12', '14', '14'] -> (3 - (14 / 14)) * 12 base 16
[5378] ['3', '12', '14', '2C'] -> 14 / (3 - (2C / 12)) base 16
[5379] ['3', '12', '15', '1F'] -> ((15 * 1F) - 3) / 12 base 16
[5380] ['3', '12', '15', '21'] -> ((15 + 21) / 3) + 12 base 16
[5381] ['3', '12', '15', '31'] -> 31 - ((12 + 15) / 3) base 16
[5382] ['3', '12', '16', '16'] -> (3 - (16 / 16)) * 12 base 16
[5383] ['3', '12', '16', '20'] -> ((16 + 20) / 3) + 12 base 16
[5384] ['3', '12', '17', '17'] -> (3 - (17 / 17)) * 12 base 16
[5385] ['1', '3', '23', '25'] -> (23 + 25) / (3 - 1) base 16
[5386] ['3', '12', '17', '1F'] -> ((17 + 1F) / 3) + 12 base 16
[5387] ['3', '12', '19', '19'] -> (3 - (19 / 19)) * 12 base 16
[5388] ['3', '12', '19', '1D'] -> ((19 + 1D) / 3) + 12 base 16
[5389] ['3', '12', '1A', '1A'] -> (3 - (1A / 1A)) * 12 base 16
[5390] ['3', '12', '1A', '1C'] -> ((1A + 1C) / 3) + 12 base 16
[5391] ['3', '12', '1C', '1C'] -> (3 - (1C / 1C)) * 12 base 16
[5392] ['3', '12', '1C', '28'] -> 1C / (3 - (28 / 12)) base 16
[5393] ['3', '12', '1D', '1D'] -> (3 - (1D / 1D)) * 12 base 16
[5394] ['3', '12', '1E', '1E'] -> (3 - (1E / 1E)) * 12 base 16
[5395] ['3', '12', '1E', '27'] -> 1E / (3 - (27 / 12)) base 16
[5396] ['1', '3', '23', '2C'] -> (1 + 3) * (2C - 23) base 16
[5397] ['3', '12', '1F', '1F'] -> (3 - (1F / 1F)) * 12 base 16
[5398] ['3', '12', '20', '20'] -> (3 - (20 / 20)) * 12 base 16
[5399] ['3', '12', '20', '2C'] -> 2C / (3 - (20 / 12)) base 16
[5400] ['3', '12', '21', '21'] -> (3 - (21 / 21)) * 12 base 16
[5401] ['3', '12', '21', '2A'] -> 2A / (3 - (21 / 12)) base 16
[5402] ['3', '12', '22', '22'] -> (3 - (22 / 22)) * 12 base 16
[5403] ['3', '12', '22', '25'] -> 22 / (3 - (25 / 12)) base 16
[5404] ['3', '12', '22', '2A'] -> (2A / (12 + 3)) + 22 base 16
[5405] ['3', '12', '23', '23'] -> (3 - (23 / 23)) * 12 base 16
[5406] ['3', '12', '23', '26'] -> 26 / (3 - (23 / 12)) base 16
[5407] ['1', '3', '25', '26'] -> ((3 - 1) * 25) - 26 base 16
[5408] ['3', '12', '25', '25'] -> (3 - (25 / 25)) * 12 base 16
[5409] ['3', '12', '26', '26'] -> (3 - (26 / 26)) * 12 base 16
[5410] ['3', '12', '26', '2A'] -> 26 - (2A / (12 + 3)) base 16
[5411] ['3', '12', '27', '27'] -> (3 - (27 / 27)) * 12 base 16
[5412] ['3', '12', '28', '28'] -> (3 - (28 / 28)) * 12 base 16
[5413] ['3', '12', '29', '29'] -> (3 - (29 / 29)) * 12 base 16
[5414] ['3', '12', '2A', '2A'] -> (3 - (2A / 2A)) * 12 base 16
[5415] ['3', '12', '2B', '2B'] -> (3 - (2B / 2B)) * 12 base 16
[5416] ['3', '12', '2C', '2C'] -> (3 - (2C / 2C)) * 12 base 16
[5417] ['3', '12', '2E', '2E'] -> (3 - (2E / 2E)) * 12 base 16
[5418] ['1', '3', '25', '2E'] -> (1 + 3) * (2E - 25) base 16
[5419] ['3', '12', '2F', '2F'] -> (3 - (2F / 2F)) * 12 base 16
[5420] ['3', '12', '30', '30'] -> (3 - (30 / 30)) * 12 base 16
[5421] ['3', '12', '31', '31'] -> (3 - (31 / 31)) * 12 base 16
[5422] ['3', '13', '13', '15'] -> (3 - (15 / 13)) * 13 base 16
[5423] ['3', '13', '14', '17'] -> ((13 + 14) / 3) + 17 base 16
[5424] ['3', '13', '14', '1D'] -> ((13 + 1D) / 3) + 14 base 16
[5425] ['3', '13', '14', '1F'] -> ((14 + 1F) / 3) + 13 base 16
[5426] ['3', '13', '14', '31'] -> 31 - ((13 + 14) / 3) base 16
[5427] ['3', '13', '15', '1A'] -> ((13 + 1A) / 3) + 15 base 16
[5428] ['3', '13', '16', '17'] -> ((13 + 17) / 3) + 16 base 16
[5429] ['1', '3', '26', '28'] -> ((3 - 1) * 26) - 28 base 16
[5430] ['3', '13', '17', '1C'] -> ((17 + 1C) / 3) + 13 base 16
[5431] ['3', '13', '18', '1B'] -> ((18 + 1B) / 3) + 13 base 16
[5432] ['3', '13', '18', '27'] -> ((27 - 13) * 3) - 18 base 16
[5433] ['3', '13', '19', '1A'] -> ((19 + 1A) / 3) + 13 base 16
[5434] ['3', '13', '1B', '28'] -> ((28 - 13) * 3) - 1B base 16
[5435] ['3', '13', '1E', '29'] -> ((29 - 13) * 3) - 1E base 16
[5436] ['3', '13', '21', '2A'] -> ((2A - 13) * 3) - 21 base 16
[5437] ['3', '13', '22', '23'] -> ((23 + 3) / 13) + 22 base 16
[5438] ['3', '13', '22', '2C'] -> (2C / (13 + 3)) + 22 base 16
[5439] ['3', '13', '26', '27'] -> (3 - (27 / 13)) * 26 base 16
[5440] ['1', '3', '26', '2F'] -> (1 + 3) * (2F - 26) base 16
[5441] ['3', '13', '26', '2C'] -> 26 - (2C / (13 + 3)) base 16
[5442] ['3', '13', '27', '2C'] -> ((2C - 13) * 3) - 27 base 16
[5443] ['3', '13', '2A', '2D'] -> ((2D - 13) * 3) - 2A base 16
[5444] ['3', '13', '2F', '30'] -> ((2F - 13) * 3) - 30 base 16
[5445] ['3', '14', '14', '18'] -> (3 - (18 / 14)) * 14 base 16
[5446] ['3', '14', '15', '1B'] -> ((15 + 1B) / 3) + 14 base 16
[5447] ['3', '14', '16', '16'] -> ((14 + 16) / 3) + 16 base 16
[5448] ['3', '14', '17', '19'] -> ((17 + 19) / 3) + 14 base 16
[5449] ['3', '14', '18', '1E'] -> (3 - (1E / 14)) * 18 base 16
[5450] ['3', '14', '19', '1E'] -> (3 - (1E / 19)) * 14 base 16
[5451] ['1', '3', '27', '27'] -> (1 - (3 / 27)) * 27 base 16
[5452] ['3', '14', '1B', '29'] -> ((29 - 14) * 3) - 1B base 16
[5453] ['3', '14', '22', '25'] -> ((25 + 3) / 14) + 22 base 16
[5454] ['3', '14', '23', '2A'] -> (3 - (2A / 23)) * 14 base 16
[5455] ['3', '14', '23', '2D'] -> 2D / (3 - (23 / 14)) base 16
[5456] ['3', '14', '25', '26'] -> 26 - ((25 + 3) / 14) base 16
[5457] ['3', '14', '27', '2D'] -> ((2D - 14) * 3) - 27 base 16
[5458] ['3', '14', '2C', '2D'] -> (3 - (2C / 14)) * 2D base 16
[5459] ['3', '15', '15', '18'] -> ((15 + 18) / 3) + 15 base 16
[5460] ['3', '15', '15', '1B'] -> (3 - (1B / 15)) * 15 base 16
[5461] ['3', '15', '16', '17'] -> ((16 + 17) / 3) + 15 base 16
[5462] ['1', '1', '7', '16'] -> ((1 + 1) * 7) + 16 base 16
[5463] ['1', '3', '27', '2A'] -> ((3 - 1) * 27) - 2A base 16
[5464] ['3', '15', '16', '29'] -> ((29 - 16) * 3) - 15 base 16
[5465] ['3', '15', '17', '21'] -> ((17 * 21) - 3) / 15 base 16
[5466] ['3', '15', '18', '2B'] -> ((2B - 18) * 3) - 15 base 16
[5467] ['3', '15', '19', '2C'] -> ((2C - 19) * 3) - 15 base 16
[5468] ['3', '15', '1A', '2D'] -> ((2D - 1A) * 3) - 15 base 16
[5469] ['3', '15', '1B', '23'] -> (3 - (23 / 15)) * 1B base 16
[5470] ['3', '15', '1B', '2A'] -> ((2A - 15) * 3) - 1B base 16
[5471] ['3', '15', '1B', '2E'] -> ((2E - 1B) * 3) - 15 base 16
