[1] ['1', '1', '1', '8'] -> (1 + 1 + 1) * 8
[1967] ['22', '29', '35', '41'] -> ((29 + 41) / 35) + 22
[1968] ['22', '29', '36', '43'] -> ((29 + 43) / 36) + 22
[1969] ['2', '2', '22', '26'] -> (22 / 2) + (26 / 2)
[1970] ['22', '29', '37', '45'] -> ((29 + 45) / 37) + 22
[1971] ['22', '29', '38', '45'] -> ((29 * 38) - 22) / 45
[1972] ['22', '29', '38', '47'] -> ((29 + 47) / 38) + 22
[1973] ['22', '29', '38', '49'] -> (29 * 38) - (22 * 49)
[1974] ['22', '29', '39', '49'] -> ((29 + 49) / 39) + 22
[1975] ['22', '30', '30', '30'] -> ((30 + 30) / 30) + 22
[1976] ['22', '30', '30', '42'] -> (22 * 42) - (30 * 30)
[1977] ['22', '30', '31', '32'] -> ((30 + 32) / 31) + 22
[1978] ['22', '30', '31', '38'] -> ((22 * 31) + 38) / 30
[1979] ['22', '30', '33', '42'] -> ((33 - 30) * 22) - 42
[1980] ['2', '2', '22', '30'] -> ((22 + 30) / 2) - 2
[1981] ['22', '30', '34', '38'] -> ((30 + 38) / 34) + 22
[1982] ['22', '30', '35', '40'] -> ((30 + 40) / 35) + 22
[1983] ['22', '30', '37', '44'] -> ((30 + 44) / 37) + 22
[1984] ['22', '30', '38', '46'] -> ((30 + 46) / 38) + 22
[1985] ['22', '30', '39', '48'] -> ((30 + 48) / 39) + 22
[1986] ['22', '30', '40', '45'] -> ((22 * 45) - 30) / 40
[1987] ['22', '31', '31', '31'] -> ((31 + 31) / 31) + 22
[1988] ['22', '31', '32', '33'] -> ((31 + 33) / 32) + 22
[1989] ['22', '31', '32', '40'] -> ((22 * 32) + 40) / 31
[1990] ['22', '31', '32', '44'] -> (31 * 32) - (22 * 44)
[1991] ['2', '2', '22', '40'] -> (2 * 22) - (40 / 2)
[1992] ['22', '31', '34', '37'] -> ((31 + 37) / 34) + 22
[1993] ['22', '31', '34', '42'] -> ((34 - 31) * 22) - 42
[1994] ['22', '31', '35', '39'] -> ((31 + 39) / 35) + 22
[1995] ['22', '31', '36', '48'] -> ((22 * 36) - 48) / 31
[1996] ['22', '31', '37', '43'] -> ((31 + 43) / 37) + 22
[1997] ['22', '31', '38', '45'] -> ((31 + 45) / 38) + 22
[1998] ['22', '31', '39', '47'] -> ((31 + 47) / 39) + 22
[1999] ['22', '31', '40', '49'] -> ((31 + 49) / 40) + 22
[2000] ['22', '32', '32', '32'] -> ((32 + 32) / 32) + 22
[2001] ['22', '32', '33', '34'] -> ((32 + 34) / 33) + 22
[2002] ['1', '1', '17', '29'] -> (1 + 1) * (29 - 17)
[2003] ['2', '2', '23', '25'] -> (23 / 2) + (25 / 2)
[2004] ['22', '32', '33', '42'] -> ((22 * 33) + 42) / 32
[2005] ['22', '32', '34', '36'] -> ((32 + 36) / 34) + 22
[2006] ['22', '32', '35', '38'] -> ((32 + 38) / 35) + 22
[2007] ['22', '32', '35', '42'] -> ((35 - 32) * 22) - 42
[2008] ['22', '32', '36', '40'] -> ((32 + 40) / 36) + 22
[2009] ['22', '32', '37', '42'] -> ((32 + 42) / 37) + 22
[2010] ['22', '32', '37', '46'] -> ((22 * 37) - 46) / 32
[2011] ['22', '32', '38', '44'] -> ((32 + 44) / 38) + 22
[2012] ['22', '32', '39', '44'] -> ((22 * 44) - 32) / 39
[2013] ['22', '32', '39', '46'] -> ((32 + 46) / 39) + 22
[2014] ['2', '2', '23', '26'] -> ((2 + 23) * 2) - 26
[2015] ['22', '32', '40', '48'] -> ((32 + 48) / 40) + 22
[2016] ['22', '33', '33', '33'] -> ((33 + 33) / 33) + 22
[2017] ['22', '33', '34', '44'] -> ((22 * 34) + 44) / 33
[2018] ['22', '33', '35', '37'] -> ((33 + 37) / 35) + 22
[2019] ['22', '33', '36', '39'] -> ((33 + 39) / 36) + 22
[2020] ['22', '33', '36', '42'] -> ((36 - 33) * 22) - 42
[2021] ['22', '33', '37', '41'] -> ((33 + 41) / 37) + 22
[2022] ['22', '33', '38', '43'] -> ((33 + 43) / 38) + 22
[2023] ['22', '33', '38', '44'] -> ((22 * 38) - 44) / 33
[2024] ['22', '33', '39', '45'] -> ((33 + 45) / 39) + 22
[2025] ['2', '2', '23', '35'] -> (2 * 35) - (2 * 23)
[2026] ['22', '33', '40', '47'] -> ((33 + 47) / 40) + 22
[2027] ['22', '33', '41', '49'] -> ((33 + 49) / 41) + 22
[2028] ['23', '23', '46', '47'] -> ((23 * 47) + 23) / 46
[2029] ['23', '37', '37', '37'] -> ((23 * 37) + 37) / 37
[2030] ['23', '37', '40', '45'] -> ((40 - 37) * 23) - 45
[2031] ['23', '37', '40', '49'] -> (23 + 49) / (40 - 37)
[2032] ['23', '38', '38', '38'] -> ((23 * 38) + 38) / 38
[2033] ['23', '38', '41', '45'] -> ((41 - 38) * 23) - 45
[2034] ['23', '38', '41', '49'] -> (23 + 49) / (41 - 38)
[2035] ['23', '39', '39', '39'] -> ((23 * 39) + 39) / 39
[2036] ['2', '2', '23', '36'] -> ((36 - 23) * 2) - 2
[2037] ['23', '39', '42', '45'] -> ((42 - 39) * 23) - 45
[2038] ['23', '39', '42', '49'] -> (23 + 49) / (42 - 39)
[2039] ['23', '40', '40', '40'] -> ((23 * 40) + 40) / 40
[2040] ['23', '40', '43', '45'] -> ((43 - 40) * 23) - 45
[2041] ['23', '40', '43', '49'] -> (23 + 49) / (43 - 40)
[2042] ['23', '41', '41', '41'] -> ((23 * 41) + 41) / 41
[2043] ['23', '41', '44', '45'] -> ((44 - 41) * 23) - 45
[2044] ['23', '41', '44', '49'] -> (23 + 49) / (44 - 41)
[2045] ['23', '42', '42', '42'] -> ((23 * 42) + 42) / 42
[2046] ['23', '42', '45', '45'] -> ((45 - 42) * 23) - 45
[2047] ['2', '2', '23', '44'] -> (2 * 23) - (44 / 2)
[2048] ['23', '42', '45', '49'] -> (23 + 49) / (45 - 42)
[2049] ['23', '43', '43', '43'] -> ((23 * 43) + 43) / 43
[2050] ['23', '43', '45', '46'] -> ((46 - 43) * 23) - 45
[2051] ['23', '43', '46', '49'] -> (23 + 49) / (46 - 43)
[2052] ['23', '43', '47', '49'] -> ((23 * 47) - 49) / 43
[2053] ['23', '44', '44', '44'] -> ((23 * 44) + 44) / 44
[2054] ['23', '44', '47', '49'] -> (23 + 49) / (47 - 44)
[2055] ['23', '44', '48', '48'] -> ((23 * 48) - 48) / 44
[2056] ['23', '45', '45', '45'] -> ((23 * 45) + 45) / 45
[2057] ['23', '45', '46', '49'] -> ((49 - 46) * 23) - 45
[2058] ['2', '2', '25', '26'] -> (25 - (26 / 2)) * 2
[2059] ['23', '45', '48', '49'] -> (23 + 49) / (48 - 45)
[2060] ['23', '49', '49', '49'] -> ((23 * 49) + 49) / 49
[2061] ['23', '25', '25', '25'] -> ((23 * 25) + 25) / 25
[2062] ['23', '25', '25', '26'] -> ((25 - 23) * 25) - 26
[2063] ['23', '25', '26', '27'] -> 26 - ((23 + 27) / 25)
[2064] ['23', '25', '27', '29'] -> (23 + 25) / (29 - 27)
[2065] ['23', '25', '27', '30'] -> ((25 - 23) * 27) - 30
[2066] ['23', '25', '27', '44'] -> 27 - ((25 + 44) / 23)
[2067] ['23', '25', '28', '30'] -> (23 + 25) / (30 - 28)
[2068] ['23', '25', '28', '32'] -> ((25 - 23) * 28) - 32
[2069] ['2', '2', '25', '27'] -> ((25 + 27) / 2) - 2
[2070] ['23', '25', '28', '45'] -> ((28 - 25) * 23) - 45
[2071] ['23', '25', '28', '49'] -> (23 + 49) / (28 - 25)
[2072] ['23', '25', '29', '31'] -> (23 + 25) / (31 - 29)
[2073] ['23', '25', '29', '34'] -> ((25 - 23) * 29) - 34
[2074] ['23', '25', '30', '32'] -> (23 + 25) / (32 - 30)
[2075] ['23', '25', '30', '36'] -> ((25 - 23) * 30) - 36
[2076] ['23', '25', '31', '33'] -> (23 + 25) / (33 - 31)
[2077] ['23', '25', '31', '38'] -> ((25 - 23) * 31) - 38
[2078] ['23', '25', '32', '34'] -> (23 + 25) / (34 - 32)
[2079] ['23', '25', '33', '35'] -> (23 + 25) / (35 - 33)
[2080] ['2', '2', '25', '30'] -> ((2 + 25) * 2) - 30
[2081] ['23', '25', '33', '42'] -> ((25 - 23) * 33) - 42
[2082] ['23', '25', '34', '36'] -> (23 + 25) / (36 - 34)
[2083] ['23', '25', '34', '44'] -> ((25 - 23) * 34) - 44
[2084] ['23', '25', '35', '46'] -> ((25 - 23) * 35) - 46
[2085] ['23', '25', '36', '38'] -> (23 + 25) / (38 - 36)
[2086] ['23', '25', '37', '39'] -> (23 + 25) / (39 - 37)
[2087] ['23', '25', '39', '41'] -> (23 + 25) / (41 - 39)
[2088] ['23', '25', '40', '42'] -> (23 + 25) / (42 - 40)
[2089] ['23', '25', '41', '43'] -> (23 + 25) / (43 - 41)
[2090] ['23', '25', '42', '44'] -> (23 + 25) / (44 - 42)
[2091] ['2', '2', '25', '37'] -> (2 * 37) - (2 * 25)
[2092] ['23', '25', '43', '45'] -> (23 + 25) / (45 - 43)
[2093] ['23', '25', '44', '47'] -> ((23 * 47) - 25) / 44
[2094] ['23', '25', '45', '47'] -> (23 + 25) / (47 - 45)
[2095] ['23', '25', '47', '48'] -> ((25 * 47) - 23) / 48
[2096] ['23', '25', '47', '49'] -> (23 + 25) / (49 - 47)
[2097] ['23', '25', '48', '49'] -> ((23 * 49) + 25) / 48
[2098] ['23', '26', '26', '26'] -> ((23 * 26) + 26) / 26
[2099] ['23', '26', '26', '29'] -> 26 - ((23 + 29) / 26)
[2100] ['23', '26', '27', '31'] -> 26 - ((23 + 31) / 27)
[2101] ['23', '26', '27', '43'] -> 27 - ((26 + 43) / 23)
[2102] ['2', '2', '25', '46'] -> ((46 / 2) + 25) / 2
[2103] ['23', '26', '27', '45'] -> (27 + 45) / (26 - 23)
[2104] ['23', '26', '28', '33'] -> 26 - ((23 + 33) / 28)
[2105] ['23', '26', '28', '44'] -> (28 + 44) / (26 - 23)
[2106] ['23', '26', '29', '35'] -> 26 - ((23 + 35) / 29)
[2107] ['23', '26', '29', '45'] -> ((29 - 26) * 23) - 45
[2108] ['23', '26', '29', '49'] -> (23 + 49) / (29 - 26)
[2109] ['23', '26', '30', '37'] -> 26 - ((23 + 37) / 30)
[2110] ['23', '26', '30', '42'] -> (30 + 42) / (26 - 23)
[2111] ['23', '26', '31', '34'] -> (26 * 31) - (23 * 34)
[2112] ['23', '26', '31', '41'] -> (31 + 41) / (26 - 23)
[2113] ['1', '1', '17', '31'] -> (17 + 31) / (1 + 1)
[2114] ['2', '2', '26', '27'] -> ((27 - 2) * 2) - 26
[2115] ['23', '26', '33', '39'] -> (33 + 39) / (26 - 23)
[2116] ['23', '26', '33', '43'] -> 26 - ((23 + 43) / 33)
[2117] ['23', '26', '34', '38'] -> (34 + 38) / (26 - 23)
[2118] ['23', '26', '34', '45'] -> 26 - ((23 + 45) / 34)
[2119] ['23', '26', '35', '37'] -> (35 + 37) / (26 - 23)
[2120] ['23', '26', '35', '47'] -> 26 - ((23 + 47) / 35)
[2121] ['23', '26', '36', '49'] -> 26 - ((23 + 49) / 36)
[2122] ['23', '26', '38', '44'] -> (23 * 44) - (26 * 38)
[2123] ['23', '26', '43', '46'] -> ((23 * 46) - 26) / 43
[2124] ['23', '27', '27', '27'] -> ((23 * 27) + 27) / 27
[2125] ['2', '2', '26', '28'] -> (26 - (28 / 2)) * 2
[2126] ['23', '27', '27', '42'] -> 27 - ((27 + 42) / 23)
[2127] ['23', '27', '28', '41'] -> 27 - ((28 + 41) / 23)
[2128] ['23', '27', '29', '33'] -> (27 * 29) - (23 * 33)
[2129] ['23', '27', '29', '40'] -> 27 - ((29 + 40) / 23)
[2130] ['23', '27', '30', '39'] -> 27 - ((30 + 39) / 23)
[2131] ['23', '27', '30', '42'] -> ((23 * 30) - 42) / 27
[2132] ['23', '27', '30', '45'] -> ((30 - 27) * 23) - 45
[2133] ['23', '27', '30', '49'] -> (23 + 49) / (30 - 27)
[2134] ['23', '27', '31', '38'] -> 27 - ((31 + 38) / 23)
[2135] ['23', '27', '32', '37'] -> 27 - ((32 + 37) / 23)
[2136] ['2', '2', '26', '44'] -> ((44 / 2) + 26) / 2
[2137] ['23', '27', '34', '35'] -> 27 - ((34 + 35) / 23)
[2138] ['23', '27', '40', '48'] -> (23 * 48) - (27 * 40)
[2139] ['23', '27', '42', '45'] -> ((23 * 45) - 27) / 42
[2140] ['23', '27', '47', '49'] -> (47 + 49) / (27 - 23)
[2141] ['23', '28', '28', '28'] -> ((23 * 28) + 28) / 28
[2142] ['23', '33', '33', '33'] -> ((23 * 33) + 33) / 33
[2143] ['23', '33', '36', '36'] -> ((23 * 36) - 36) / 33
[2144] ['23', '33', '36', '39'] -> ((23 * 39) - 33) / 36
[2145] ['23', '33', '36', '49'] -> (23 + 49) / (36 - 33)
[2146] ['23', '34', '34', '34'] -> ((23 * 34) + 34) / 34
[2147] ['2', '2', '27', '30'] -> (27 - (30 / 2)) * 2
[2148] ['23', '34', '35', '37'] -> ((23 * 37) - 35) / 34
[2149] ['23', '34', '35', '38'] -> ((23 * 38) - 34) / 35
[2150] ['23', '34', '37', '45'] -> ((37 - 34) * 23) - 45
[2151] ['23', '34', '37', '49'] -> (23 + 49) / (37 - 34)
[2152] ['23', '35', '35', '35'] -> ((23 * 35) + 35) / 35
[2153] ['23', '35', '38', '45'] -> ((38 - 35) * 23) - 45
[2154] ['23', '35', '38', '49'] -> (23 + 49) / (38 - 35)
[2155] ['23', '36', '36', '36'] -> ((23 * 36) + 36) / 36
[2156] ['23', '36', '39', '45'] -> ((39 - 36) * 23) - 45
[2157] ['23', '28', '31', '41'] -> ((23 * 31) - 41) / 28
[2158] ['2', '2', '27', '34'] -> ((2 + 27) * 2) - 34
[2159] ['23', '28', '31', '45'] -> ((31 - 28) * 23) - 45
[2160] ['23', '28', '31', '49'] -> (23 + 49) / (31 - 28)
[2161] ['23', '28', '37', '44'] -> (28 * 37) - (23 * 44)
[2162] ['23', '28', '41', '44'] -> ((23 * 44) - 28) / 41
[2163] ['23', '28', '43', '49'] -> 28 - ((43 + 49) / 23)
[2164] ['23', '28', '44', '48'] -> 28 - ((44 + 48) / 23)
[2165] ['23', '28', '45', '47'] -> 28 - ((45 + 47) / 23)
[2166] ['23', '28', '46', '46'] -> 28 - ((46 + 46) / 23)
[2167] ['23', '29', '29', '29'] -> ((23 * 29) + 29) / 29
[2168] ['23', '29', '29', '36'] -> ((29 * 29) + 23) / 36
[2169] ['2', '2', '27', '39'] -> (2 * 39) - (2 * 27)
[2170] ['23', '29', '32', '40'] -> ((23 * 32) - 40) / 29
[2171] ['23', '29', '32', '49'] -> (23 + 49) / (32 - 29)
[2172] ['23', '29', '40', '43'] -> ((23 * 43) - 29) / 40
[2173] ['23', '30', '30', '30'] -> ((23 * 30) + 30) / 30
[2174] ['23', '30', '33', '39'] -> ((23 * 33) - 39) / 30
[2175] ['23', '30', '33', '42'] -> (30 * 33) - (23 * 42)
[2176] ['23', '30', '33', '45'] -> ((33 - 30) * 23) - 45
[2177] ['23', '30', '33', '49'] -> (23 + 49) / (33 - 30)
[2178] ['23', '30', '36', '48'] -> (23 * 48) - (30 * 36)
[2179] ['23', '30', '39', '42'] -> ((23 * 42) - 30) / 39
[2180] ['2', '2', '27', '40'] -> ((40 - 27) * 2) - 2
[2181] ['23', '31', '31', '31'] -> ((23 * 31) + 31) / 31
[2182] ['23', '31', '31', '41'] -> ((31 * 31) + 23) / 41
[2183] ['23', '31', '34', '38'] -> ((23 * 34) - 38) / 31
[2184] ['23', '31', '34', '45'] -> ((34 - 31) * 23) - 45
[2185] ['23', '31', '34', '49'] -> (23 + 49) / (34 - 31)
[2186] ['23', '32', '32', '32'] -> ((23 * 32) + 32) / 32
[2187] ['23', '32', '35', '37'] -> ((23 * 35) - 37) / 32
[2188] ['23', '32', '35', '45'] -> ((35 - 32) * 23) - 45
[2189] ['23', '32', '35', '49'] -> (23 + 49) / (35 - 32)
[2190] ['23', '32', '37', '40'] -> ((23 * 40) - 32) / 37
[2191] ['2', '2', '28', '28'] -> ((28 - 2) * 2) - 28
[2192] ['25', '25', '25', '25'] -> ((25 * 25) - 25) / 25
[2193] ['25', '25', '25', '26'] -> 26 - ((25 + 25) / 25)
[2194] ['25', '25', '26', '27'] -> ((27 - 25) * 25) - 26
[2195] ['25', '41', '41', '41'] -> ((25 * 41) - 41) / 41
[2196] ['25', '41', '44', '47'] -> (25 + 47) / (44 - 41)
[2197] ['25', '42', '42', '42'] -> ((25 * 42) - 42) / 42
[2198] ['25', '42', '45', '47'] -> (25 + 47) / (45 - 42)
[2199] ['25', '43', '43', '43'] -> ((25 * 43) - 43) / 43
[2200] ['25', '43', '46', '47'] -> (25 + 47) / (46 - 43)
[2201] ['25', '44', '44', '44'] -> ((25 * 44) - 44) / 44
[2202] ['2', '2', '28', '32'] -> (28 - (32 / 2)) * 2
[2203] ['25', '44', '47', '47'] -> (25 + 47) / (47 - 44)
[2204] ['25', '45', '45', '45'] -> ((25 * 45) - 45) / 45
[2205] ['25', '45', '47', '48'] -> (25 + 47) / (48 - 45)
[2206] ['25', '46', '46', '46'] -> ((25 * 46) - 46) / 46
[2207] ['25', '47', '47', '47'] -> ((25 * 47) - 47) / 47
[2208] ['26', '26', '26', '26'] -> 26 - ((26 + 26) / 26)
[2209] ['26', '26', '28', '28'] -> ((28 - 26) * 26) - 28
[2210] ['26', '26', '28', '30'] -> 26 - ((26 + 30) / 28)
[2211] ['26', '26', '29', '32'] -> 26 - ((26 + 32) / 29)
[2212] ['26', '26', '29', '46'] -> (26 + 46) / (29 - 26)
[2213] ['2', '2', '28', '41'] -> ((41 - 28) * 2) - 2
[2214] ['26', '26', '30', '34'] -> 26 - ((26 + 34) / 30)
[2215] ['26', '26', '30', '44'] -> ((26 * 26) + 44) / 30
[2216] ['26', '26', '31', '36'] -> 26 - ((26 + 36) / 31)
[2217] ['26', '26', '32', '38'] -> 26 - ((26 + 38) / 32)
[2218] ['26', '26', '33', '40'] -> 26 - ((26 + 40) / 33)
[2219] ['26', '26', '35', '39'] -> ((26 * 35) + 26) / 39
[2220] ['26', '26', '35', '44'] -> 26 - ((26 + 44) / 35)
[2221] ['26', '26', '36', '46'] -> 26 - ((26 + 46) / 36)
[2222] ['26', '26', '37', '48'] -> 26 - ((26 + 48) / 37)
[2223] ['26', '27', '27', '27'] -> 26 - ((27 + 27) / 27)
[2224] ['1', '1', '3', '5'] -> (1 + 3) * (1 + 5)
[2225] ['1', '1', '18', '21'] -> ((1 + 1) * 21) - 18
[2226] ['2', '2', '28', '44'] -> ((2 * 28) - 44) * 2
[2227] ['25', '26', '26', '26'] -> ((25 * 26) - 26) / 26
[2228] ['25', '26', '26', '27'] -> 26 - ((25 + 27) / 26)
[2229] ['25', '26', '27', '28'] -> ((27 - 25) * 26) - 28
[2230] ['25', '26', '28', '30'] -> ((30 - 28) * 25) - 26
[2231] ['25', '26', '28', '31'] -> 26 - ((25 + 31) / 28)
[2232] ['25', '26', '28', '46'] -> (26 + 46) / (28 - 25)
[2233] ['25', '26', '29', '47'] -> (25 + 47) / (29 - 26)
[2234] ['25', '26', '30', '32'] -> ((32 - 30) * 25) - 26
[2235] ['25', '26', '30', '35'] -> 26 - ((25 + 35) / 30)
[2236] ['25', '26', '31', '33'] -> ((33 - 31) * 25) - 26
[2237] ['2', '2', '29', '30'] -> ((29 - 2) * 2) - 30
[2238] ['25', '26', '31', '37'] -> 26 - ((25 + 37) / 31)
[2239] ['25', '26', '32', '34'] -> ((34 - 32) * 25) - 26
[2240] ['25', '26', '32', '39'] -> 26 - ((25 + 39) / 32)
[2241] ['25', '26', '33', '35'] -> ((35 - 33) * 25) - 26
[2242] ['25', '26', '33', '41'] -> 26 - ((25 + 41) / 33)
[2243] ['25', '26', '34', '43'] -> 26 - ((25 + 43) / 34)
[2244] ['25', '26', '35', '37'] -> ((37 - 35) * 25) - 26
[2245] ['25', '26', '35', '45'] -> 26 - ((25 + 45) / 35)
[2246] ['25', '26', '36', '38'] -> ((38 - 36) * 25) - 26
[2247] ['25', '26', '36', '47'] -> 26 - ((25 + 47) / 36)
[2248] ['2', '2', '29', '34'] -> (29 - (34 / 2)) * 2
[2249] ['25', '26', '37', '39'] -> ((39 - 37) * 25) - 26
[2250] ['25', '26', '37', '49'] -> 26 - ((25 + 49) / 37)
[2251] ['25', '26', '38', '40'] -> ((40 - 38) * 25) - 26
[2252] ['25', '26', '40', '42'] -> ((42 - 40) * 25) - 26
[2253] ['25', '26', '41', '43'] -> ((43 - 41) * 25) - 26
[2254] ['25', '26', '42', '44'] -> ((44 - 42) * 25) - 26
[2255] ['25', '26', '43', '45'] -> ((45 - 43) * 25) - 26
[2256] ['25', '26', '44', '46'] -> ((46 - 44) * 25) - 26
[2257] ['25', '26', '45', '47'] -> ((47 - 45) * 25) - 26
[2258] ['25', '26', '46', '49'] -> ((25 * 46) + 26) / 49
[2259] ['2', '2', '29', '41'] -> (2 * 41) - (2 * 29)
[2260] ['25', '26', '47', '49'] -> ((49 - 47) * 25) - 26
[2261] ['25', '27', '27', '27'] -> ((25 * 27) - 27) / 27
[2262] ['25', '27', '27', '30'] -> ((27 - 25) * 27) - 30
[2263] ['25', '27', '28', '32'] -> ((27 - 25) * 28) - 32
[2264] ['25', '27', '28', '45'] -> (27 + 45) / (28 - 25)
[2265] ['25', '27', '28', '47'] -> 27 - ((28 + 47) / 25)
[2266] ['25', '27', '29', '34'] -> ((27 - 25) * 29) - 34
[2267] ['25', '27', '29', '46'] -> 27 - ((29 + 46) / 25)
[2268] ['25', '27', '30', '36'] -> ((27 - 25) * 30) - 36
[2269] ['25', '27', '31', '38'] -> ((27 - 25) * 31) - 38
[2270] ['2', '2', '29', '42'] -> ((42 - 29) * 2) - 2
[2271] ['25', '27', '31', '44'] -> 27 - ((31 + 44) / 25)
[2272] ['25', '27', '32', '43'] -> 27 - ((32 + 43) / 25)
[2273] ['25', '27', '34', '44'] -> ((27 - 25) * 34) - 44
[2274] ['25', '27', '35', '40'] -> 27 - ((35 + 40) / 25)
[2275] ['25', '27', '35', '46'] -> ((27 - 25) * 35) - 46
[2276] ['25', '27', '36', '39'] -> 27 - ((36 + 39) / 25)
[2277] ['25', '27', '37', '38'] -> 27 - ((37 + 38) / 25)
[2278] ['25', '27', '38', '42'] -> (25 * 42) - (27 * 38)
[2279] ['25', '27', '45', '48'] -> ((25 * 45) + 27) / 48
[2280] ['25', '28', '28', '28'] -> ((25 * 28) - 28) / 28
[2281] ['2', '2', '29', '46'] -> ((2 * 29) - 46) * 2
[2282] ['25', '28', '28', '44'] -> (28 + 44) / (28 - 25)
[2283] ['25', '28', '29', '43'] -> (29 + 43) / (28 - 25)
[2284] ['25', '28', '30', '42'] -> (30 + 42) / (28 - 25)
[2285] ['25', '28', '31', '41'] -> (31 + 41) / (28 - 25)
[2286] ['25', '28', '31', '44'] -> ((25 * 28) + 44) / 31
[2287] ['25', '28', '31', '47'] -> (25 + 47) / (31 - 28)
[2288] ['25', '28', '33', '36'] -> (28 * 33) - (25 * 36)
[2289] ['25', '28', '33', '39'] -> (33 + 39) / (28 - 25)
[2290] ['25', '28', '34', '38'] -> (34 + 38) / (28 - 25)
[2291] ['25', '28', '35', '37'] -> (35 + 37) / (28 - 25)
[2292] ['2', '2', '30', '32'] -> ((30 - 2) * 2) - 32
[2293] ['25', '28', '42', '48'] -> (25 * 48) - (28 * 42)
[2294] ['25', '28', '44', '47'] -> ((25 * 44) + 28) / 47
[2295] ['25', '29', '29', '29'] -> ((25 * 29) - 29) / 29
[2296] ['25', '29', '31', '35'] -> (29 * 31) - (25 * 35)
[2297] ['25', '29', '32', '43'] -> ((25 * 29) + 43) / 32
[2298] ['25', '29', '32', '47'] -> (25 + 47) / (32 - 29)
[2299] ['25', '35', '37', '38'] -> ((25 * 35) + 37) / 38
[2300] ['25', '35', '37', '40'] -> ((25 * 37) + 35) / 40
[2301] ['25', '35', '38', '47'] -> (25 + 47) / (38 - 35)
[2302] ['25', '36', '36', '36'] -> ((25 * 36) - 36) / 36
[2303] ['2', '2', '30', '33'] -> ((30 / 2) + 33) / 2
[2304] ['25', '36', '36', '39'] -> ((25 * 36) + 36) / 39
[2305] ['25', '36', '39', '47'] -> (25 + 47) / (39 - 36)
[2306] ['25', '37', '37', '37'] -> ((25 * 37) - 37) / 37
[2307] ['25', '37', '40', '47'] -> (25 + 47) / (40 - 37)
[2308] ['25', '38', '38', '38'] -> ((25 * 38) - 38) / 38
[2309] ['25', '38', '41', '47'] -> (25 + 47) / (41 - 38)
[2310] ['25', '39', '39', '39'] -> ((25 * 39) - 39) / 39
[2311] ['25', '39', '42', '47'] -> (25 + 47) / (42 - 39)
[2312] ['25', '40', '43', '47'] -> (25 + 47) / (43 - 40)
[2313] ['25', '29', '43', '46'] -> ((25 * 43) + 29) / 46
[2314] ['2', '2', '30', '39'] -> ((2 * 39) - 30) / 2
[2315] ['25', '29', '47', '49'] -> (47 + 49) / (29 - 25)
[2316] ['25', '29', '48', '48'] -> (48 + 48) / (29 - 25)
[2317] ['25', '30', '33', '42'] -> ((25 * 30) + 42) / 33
[2318] ['25', '30', '33', '47'] -> (25 + 47) / (33 - 30)
[2319] ['25', '30', '42', '45'] -> ((25 * 42) + 30) / 45
[2320] ['25', '31', '31', '31'] -> ((25 * 31) - 31) / 31
[2321] ['25', '31', '31', '39'] -> ((31 * 31) - 25) / 39
[2322] ['25', '31', '34', '41'] -> ((25 * 31) + 41) / 34
[2323] ['25', '31', '34', '47'] -> (25 + 47) / (34 - 31)
[2324] ['25', '31', '41', '44'] -> ((25 * 41) + 31) / 44
[2325] ['2', '2', '30', '42'] -> (2 * 42) - (2 * 30)
[2326] ['26', '39', '40', '41'] -> 26 - ((39 + 41) / 40)
[2327] ['26', '39', '41', '43'] -> 26 - ((39 + 43) / 41)
[2328] ['26', '39', '42', '45'] -> 26 - ((39 + 45) / 42)
[2329] ['26', '39', '42', '46'] -> (26 + 46) / (42 - 39)
[2330] ['26', '39', '43', '47'] -> 26 - ((39 + 47) / 43)
[2331] ['26', '39', '44', '49'] -> 26 - ((39 + 49) / 44)
[2332] ['26', '40', '40', '40'] -> 26 - ((40 + 40) / 40)
[2333] ['26', '40', '40', '45'] -> ((26 * 40) + 40) / 45
[2334] ['26', '40', '41', '42'] -> 26 - ((40 + 42) / 41)
[2335] ['26', '40', '44', '48'] -> 26 - ((40 + 48) / 44)
[2336] ['1', '1', '18', '33'] -> 33 - (18 / (1 + 1))
[2337] ['2', '2', '30', '43'] -> ((43 - 30) * 2) - 2
[2338] ['26', '41', '41', '41'] -> 26 - ((41 + 41) / 41)
[2339] ['26', '41', '42', '43'] -> 26 - ((41 + 43) / 42)
[2340] ['26', '41', '43', '45'] -> 26 - ((41 + 45) / 43)
[2341] ['26', '41', '44', '46'] -> (26 + 46) / (44 - 41)
[2342] ['26', '41', '45', '49'] -> 26 - ((41 + 49) / 45)
[2343] ['26', '42', '42', '42'] -> 26 - ((42 + 42) / 42)
[2344] ['26', '42', '43', '44'] -> 26 - ((42 + 44) / 43)
[2345] ['26', '42', '44', '46'] -> 26 - ((42 + 46) / 44)
[2346] ['26', '42', '45', '46'] -> (26 + 46) / (45 - 42)
[2347] ['26', '42', '45', '48'] -> 26 - ((42 + 48) / 45)
[2348] ['2', '2', '30', '48'] -> ((2 * 30) - 48) * 2
[2349] ['26', '43', '43', '43'] -> 26 - ((43 + 43) / 43)
[2350] ['26', '43', '44', '45'] -> 26 - ((43 + 45) / 44)
[2351] ['26', '43', '45', '47'] -> 26 - ((43 + 47) / 45)
